Year,Series,Tipo de tecnología renovable,Territorio,Comarca,Municipio,Units,GeoCode,Value
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Etxebarria,Watts per cápita,Etxebarria,142.1
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Etxebarria,Watts per cápita,Etxebarria,144.6
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ezkio-Itsaso,Watts per cápita,Ezkio-Itsaso,235.9
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ezkio-Itsaso,Watts per cápita,Ezkio-Itsaso,329.2
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ezkio-Itsaso,Watts per cápita,Ezkio-Itsaso,334.9
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ezkio-Itsaso,Watts per cápita,Ezkio-Itsaso,326.1
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ezkio-Itsaso,Watts per cápita,Ezkio-Itsaso,233.3
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ezkio-Itsaso,Watts per cápita,Ezkio-Itsaso,188.6
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ezkio-Itsaso,Watts per cápita,Ezkio-Itsaso,240.6
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ezkio-Itsaso,Watts per cápita,Ezkio-Itsaso,331.2
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ezkio-Itsaso,Watts per cápita,Ezkio-Itsaso,237.9
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ezkio-Itsaso,Watts per cápita,Ezkio-Itsaso,284.8
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ezkio-Itsaso,Watts per cápita,Ezkio-Itsaso,331.2
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ezkio-Itsaso,Watts per cápita,Ezkio-Itsaso,240.2
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ezkio-Itsaso,Watts per cápita,Ezkio-Itsaso,237.5
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Forua,Watts per cápita,Forua,267.5
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Forua,Watts per cápita,Forua,264.9
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Forua,Watts per cápita,Forua,266.3
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Forua,Watts per cápita,Forua,81.1
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Forua,Watts per cápita,Forua,149.1
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Forua,Watts per cápita,Forua,80.1
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Forua,Watts per cápita,Forua,271.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Forua,Watts per cápita,Forua,263.7
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Forua,Watts per cápita,Forua,79.3
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Forua,Watts per cápita,Forua,79.5
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Forua,Watts per cápita,Forua,146.6
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Forua,Watts per cápita,Forua,265.2
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Forua,Watts per cápita,Forua,266.3
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Fruiz,Watts per cápita,Fruiz,383.2
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Fruiz,Watts per cápita,Fruiz,125.7
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Fruiz,Watts per cápita,Fruiz,383.9
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Fruiz,Watts per cápita,Fruiz,375.7
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Fruiz,Watts per cápita,Fruiz,130.4
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Fruiz,Watts per cápita,Fruiz,125.4
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Fruiz,Watts per cápita,Fruiz,127.7
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Fruiz,Watts per cápita,Fruiz,127.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Fruiz,Watts per cápita,Fruiz,386.7
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Fruiz,Watts per cápita,Fruiz,380.4
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Fruiz,Watts per cápita,Fruiz,383.2
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Fruiz,Watts per cápita,Fruiz,124.1
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Fruiz,Watts per cápita,Fruiz,149.6
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gabiria,Watts per cápita,Gabiria,511.9
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gabiria,Watts per cápita,Gabiria,573.1
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gabiria,Watts per cápita,Gabiria,560.0
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gabiria,Watts per cápita,Gabiria,395.7
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gabiria,Watts per cápita,Gabiria,448.7
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gabiria,Watts per cápita,Gabiria,332.7
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gabiria,Watts per cápita,Gabiria,554.7
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gabiria,Watts per cápita,Gabiria,447.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gabiria,Watts per cápita,Gabiria,511.9
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gabiria,Watts per cápita,Gabiria,331.4
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gabiria,Watts per cápita,Gabiria,558.9
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gabiria,Watts per cápita,Gabiria,328.8
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gabiria,Watts per cápita,Gabiria,506.8
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaintza,Watts per cápita,Gaintza,0.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaintza,Watts per cápita,Gaintza,0.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaintza,Watts per cápita,Gaintza,0.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaintza,Watts per cápita,Gaintza,0.0
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaintza,Watts per cápita,Gaintza,0.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaintza,Watts per cápita,Gaintza,0.0
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaintza,Watts per cápita,Gaintza,0.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaintza,Watts per cápita,Gaintza,0.0
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaintza,Watts per cápita,Gaintza,0.0
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaintza,Watts per cápita,Gaintza,0.0
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaintza,Watts per cápita,Gaintza,0.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaintza,Watts per cápita,Gaintza,0.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaintza,Watts per cápita,Gaintza,0.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdakao,Watts per cápita,Galdakao,89.4
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdakao,Watts per cápita,Galdakao,30.8
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdakao,Watts per cápita,Galdakao,16.8
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdakao,Watts per cápita,Galdakao,21.7
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdakao,Watts per cápita,Galdakao,89.7
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdakao,Watts per cápita,Galdakao,89.6
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdakao,Watts per cápita,Galdakao,16.9
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdakao,Watts per cápita,Galdakao,38.4
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdakao,Watts per cápita,Galdakao,17.2
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdakao,Watts per cápita,Galdakao,89.8
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdakao,Watts per cápita,Galdakao,89.2
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdakao,Watts per cápita,Galdakao,21.7
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdakao,Watts per cápita,Galdakao,13.7
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdames,Watts per cápita,Galdames,0.0
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdames,Watts per cápita,Galdames,0.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdames,Watts per cápita,Galdames,0.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdames,Watts per cápita,Galdames,0.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdames,Watts per cápita,Galdames,0.0
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdames,Watts per cápita,Galdames,0.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdames,Watts per cápita,Galdames,0.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdames,Watts per cápita,Galdames,0.0
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdames,Watts per cápita,Galdames,0.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdames,Watts per cápita,Galdames,0.0
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdames,Watts per cápita,Galdames,0.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdames,Watts per cápita,Galdames,0.0
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Galdames,Watts per cápita,Galdames,0.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gamiz-Fika,Watts per cápita,Gamiz-Fika,156.3
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gamiz-Fika,Watts per cápita,Gamiz-Fika,157.9
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gamiz-Fika,Watts per cápita,Gamiz-Fika,161.9
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gamiz-Fika,Watts per cápita,Gamiz-Fika,52.6
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gamiz-Fika,Watts per cápita,Gamiz-Fika,157.5
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gamiz-Fika,Watts per cápita,Gamiz-Fika,83.2
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gamiz-Fika,Watts per cápita,Gamiz-Fika,158.2
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gamiz-Fika,Watts per cápita,Gamiz-Fika,159.4
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gamiz-Fika,Watts per cápita,Gamiz-Fika,52.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gamiz-Fika,Watts per cápita,Gamiz-Fika,156.7
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gamiz-Fika,Watts per cápita,Gamiz-Fika,159.4
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gamiz-Fika,Watts per cápita,Gamiz-Fika,161.9
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gamiz-Fika,Watts per cápita,Gamiz-Fika,158.2
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Garai,Watts per cápita,Garai,552.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Garai,Watts per cápita,Garai,541.8
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Garai,Watts per cápita,Garai,111.1
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Garai,Watts per cápita,Garai,108.7
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Garai,Watts per cápita,Garai,0.0
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Garai,Watts per cápita,Garai,541.8
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Garai,Watts per cápita,Garai,548.6
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Garai,Watts per cápita,Garai,543.5
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Garai,Watts per cápita,Garai,111.5
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Garai,Watts per cápita,Garai,0.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Garai,Watts per cápita,Garai,540.1
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Garai,Watts per cápita,Garai,108.0
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Garai,Watts per cápita,Garai,0.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gatika,Watts per cápita,Gatika,239.2
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gatika,Watts per cápita,Gatika,186.1
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gatika,Watts per cápita,Gatika,236.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gatika,Watts per cápita,Gatika,237.9
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gatika,Watts per cápita,Gatika,235.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gatika,Watts per cápita,Gatika,241.8
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gatika,Watts per cápita,Gatika,182.9
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gatika,Watts per cápita,Gatika,179.8
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gatika,Watts per cápita,Gatika,186.6
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gatika,Watts per cápita,Gatika,191.2
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gatika,Watts per cápita,Gatika,237.7
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gatika,Watts per cápita,Gatika,182.4
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gatika,Watts per cápita,Gatika,186.1
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gautegiz Arteaga,Watts per cápita,Gautegiz Arteaga,148.9
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gautegiz Arteaga,Watts per cápita,Gautegiz Arteaga,144.5
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gautegiz Arteaga,Watts per cápita,Gautegiz Arteaga,116.9
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gautegiz Arteaga,Watts per cápita,Gautegiz Arteaga,138.2
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gautegiz Arteaga,Watts per cápita,Gautegiz Arteaga,146.9
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gautegiz Arteaga,Watts per cápita,Gautegiz Arteaga,142.5
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gautegiz Arteaga,Watts per cápita,Gautegiz Arteaga,148.8
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gautegiz Arteaga,Watts per cápita,Gautegiz Arteaga,147.3
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gautegiz Arteaga,Watts per cápita,Gautegiz Arteaga,120.4
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gautegiz Arteaga,Watts per cápita,Gautegiz Arteaga,147.5
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gautegiz Arteaga,Watts per cápita,Gautegiz Arteaga,124.2
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gautegiz Arteaga,Watts per cápita,Gautegiz Arteaga,138.5
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gautegiz Arteaga,Watts per cápita,Gautegiz Arteaga,39.7
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaztelu,Watts per cápita,Gaztelu,416.7
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaztelu,Watts per cápita,Gaztelu,0.0
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaztelu,Watts per cápita,Gaztelu,424.2
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaztelu,Watts per cápita,Gaztelu,419.2
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaztelu,Watts per cápita,Gaztelu,466.7
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaztelu,Watts per cápita,Gaztelu,0.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaztelu,Watts per cápita,Gaztelu,0.0
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaztelu,Watts per cápita,Gaztelu,409.4
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaztelu,Watts per cápita,Gaztelu,469.3
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaztelu,Watts per cápita,Gaztelu,0.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaztelu,Watts per cápita,Gaztelu,477.3
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaztelu,Watts per cápita,Gaztelu,414.2
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gaztelu,Watts per cápita,Gaztelu,421.7
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gernika-Lumo,Watts per cápita,Gernika-Lumo,76.4
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gernika-Lumo,Watts per cápita,Gernika-Lumo,82.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gernika-Lumo,Watts per cápita,Gernika-Lumo,76.4
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gernika-Lumo,Watts per cápita,Gernika-Lumo,76.2
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gernika-Lumo,Watts per cápita,Gernika-Lumo,112.5
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gernika-Lumo,Watts per cápita,Gernika-Lumo,75.8
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gernika-Lumo,Watts per cápita,Gernika-Lumo,76.9
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gernika-Lumo,Watts per cápita,Gernika-Lumo,110.9
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gernika-Lumo,Watts per cápita,Gernika-Lumo,111.1
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gernika-Lumo,Watts per cápita,Gernika-Lumo,76.3
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gernika-Lumo,Watts per cápita,Gernika-Lumo,78.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gernika-Lumo,Watts per cápita,Gernika-Lumo,76.1
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gernika-Lumo,Watts per cápita,Gernika-Lumo,76.7
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getaria,Watts per cápita,Getaria,9.8
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getaria,Watts per cápita,Getaria,9.7
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getaria,Watts per cápita,Getaria,9.9
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getaria,Watts per cápita,Getaria,10.2
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getaria,Watts per cápita,Getaria,10.5
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getaria,Watts per cápita,Getaria,10.0
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getaria,Watts per cápita,Getaria,10.6
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getaria,Watts per cápita,Getaria,9.9
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getaria,Watts per cápita,Getaria,9.7
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getaria,Watts per cápita,Getaria,10.4
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getaria,Watts per cápita,Getaria,10.0
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getaria,Watts per cápita,Getaria,9.9
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getaria,Watts per cápita,Getaria,10.6
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getxo,Watts per cápita,Getxo,31.8
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getxo,Watts per cápita,Getxo,17.8
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getxo,Watts per cápita,Getxo,33.9
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getxo,Watts per cápita,Getxo,40.2
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getxo,Watts per cápita,Getxo,18.2
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getxo,Watts per cápita,Getxo,17.7
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getxo,Watts per cápita,Getxo,41.6
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getxo,Watts per cápita,Getxo,31.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getxo,Watts per cápita,Getxo,18.2
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getxo,Watts per cápita,Getxo,13.0
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getxo,Watts per cápita,Getxo,38.8
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getxo,Watts per cápita,Getxo,16.1
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Getxo,Watts per cápita,Getxo,41.5
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gizaburuaga,Watts per cápita,Gizaburuaga,166.7
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gizaburuaga,Watts per cápita,Gizaburuaga,0.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gizaburuaga,Watts per cápita,Gizaburuaga,171.6
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gizaburuaga,Watts per cápita,Gizaburuaga,175.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gizaburuaga,Watts per cápita,Gizaburuaga,0.0
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gizaburuaga,Watts per cápita,Gizaburuaga,0.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gizaburuaga,Watts per cápita,Gizaburuaga,175.9
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gizaburuaga,Watts per cápita,Gizaburuaga,164.3
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gizaburuaga,Watts per cápita,Gizaburuaga,167.5
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gizaburuaga,Watts per cápita,Gizaburuaga,0.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gizaburuaga,Watts per cápita,Gizaburuaga,169.9
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gizaburuaga,Watts per cápita,Gizaburuaga,166.7
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gizaburuaga,Watts per cápita,Gizaburuaga,163.5
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gordexola,Watts per cápita,Gordexola,138.1
