Year,Series,Tipo de tecnología renovable,Territorio,Comarca,Municipio,Units,GeoCode,Value
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mendexa,Watts per cápita,Mendexa,0.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mendexa,Watts per cápita,Mendexa,0.0
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mendexa,Watts per cápita,Mendexa,0.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mendexa,Watts per cápita,Mendexa,0.0
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mendexa,Watts per cápita,Mendexa,0.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mendexa,Watts per cápita,Mendexa,0.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mendexa,Watts per cápita,Mendexa,0.0
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mendexa,Watts per cápita,Mendexa,0.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mendexa,Watts per cápita,Mendexa,0.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mendexa,Watts per cápita,Mendexa,449.9
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Meñaka,Watts per cápita,Meñaka,237.8
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Meñaka,Watts per cápita,Meñaka,234.9
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Meñaka,Watts per cápita,Meñaka,238.7
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Meñaka,Watts per cápita,Meñaka,27.8
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Meñaka,Watts per cápita,Meñaka,241.4
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Meñaka,Watts per cápita,Meñaka,239.7
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Meñaka,Watts per cápita,Meñaka,247.9
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Meñaka,Watts per cápita,Meñaka,111.1
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Meñaka,Watts per cápita,Meñaka,245.4
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Meñaka,Watts per cápita,Meñaka,94.6
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Meñaka,Watts per cápita,Meñaka,245.4
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Meñaka,Watts per cápita,Meñaka,110.5
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Meñaka,Watts per cápita,Meñaka,248.6
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Moreda de Álava/Moreda Araba,Watts per cápita,Moreda de Álava/Moreda Araba,3.8
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Moreda de Álava/Moreda Araba,Watts per cápita,Moreda de Álava/Moreda Araba,3.6
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Moreda de Álava/Moreda Araba,Watts per cápita,Moreda de Álava/Moreda Araba,0.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Moreda de Álava/Moreda Araba,Watts per cápita,Moreda de Álava/Moreda Araba,0.0
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Moreda de Álava/Moreda Araba,Watts per cápita,Moreda de Álava/Moreda Araba,3.7
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Moreda de Álava/Moreda Araba,Watts per cápita,Moreda de Álava/Moreda Araba,0.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Moreda de Álava/Moreda Araba,Watts per cápita,Moreda de Álava/Moreda Araba,3.5
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Moreda de Álava/Moreda Araba,Watts per cápita,Moreda de Álava/Moreda Araba,3.6
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Moreda de Álava/Moreda Araba,Watts per cápita,Moreda de Álava/Moreda Araba,3.7
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Moreda de Álava/Moreda Araba,Watts per cápita,Moreda de Álava/Moreda Araba,3.9
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Moreda de Álava/Moreda Araba,Watts per cápita,Moreda de Álava/Moreda Araba,4.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Moreda de Álava/Moreda Araba,Watts per cápita,Moreda de Álava/Moreda Araba,3.9
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Moreda de Álava/Moreda Araba,Watts per cápita,Moreda de Álava/Moreda Araba,3.7
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Morga,Watts per cápita,Morga,461.7
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Morga,Watts per cápita,Morga,293.4
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Morga,Watts per cápita,Morga,292.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Morga,Watts per cápita,Morga,602.3
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Morga,Watts per cápita,Morga,308.6
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Morga,Watts per cápita,Morga,329.9
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Morga,Watts per cápita,Morga,333.3
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Morga,Watts per cápita,Morga,320.9
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Morga,Watts per cápita,Morga,610.9
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Morga,Watts per cápita,Morga,284.4
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Morga,Watts per cápita,Morga,318.5
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Morga,Watts per cápita,Morga,291.2
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Morga,Watts per cápita,Morga,306.6
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mundaka,Watts per cápita,Mundaka,621.0
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mundaka,Watts per cápita,Mundaka,614.6
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mundaka,Watts per cápita,Mundaka,593.8
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mundaka,Watts per cápita,Mundaka,606.7
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mundaka,Watts per cápita,Mundaka,635.8
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mundaka,Watts per cápita,Mundaka,1245.9
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mundaka,Watts per cápita,Mundaka,619.6
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mundaka,Watts per cápita,Mundaka,598.2
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mundaka,Watts per cápita,Mundaka,607.8
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mundaka,Watts per cápita,Mundaka,619.3
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mundaka,Watts per cápita,Mundaka,626.1
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mundaka,Watts per cápita,Mundaka,594.1
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mundaka,Watts per cápita,Mundaka,1254.6
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mungia,Watts per cápita,Mungia,593.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mungia,Watts per cápita,Mungia,61.3
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mungia,Watts per cápita,Mungia,65.4
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mungia,Watts per cápita,Mungia,315.1
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mungia,Watts per cápita,Mungia,74.3
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mungia,Watts per cápita,Mungia,326.5
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mungia,Watts per cápita,Mungia,114.1
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mungia,Watts per cápita,Mungia,74.9
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mungia,Watts per cápita,Mungia,65.3
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mungia,Watts per cápita,Mungia,74.4
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mungia,Watts per cápita,Mungia,76.6
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mungia,Watts per cápita,Mungia,613.1
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Mungia,Watts per cápita,Mungia,60.3
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Munitibar-Arbatzegi Gerrikaitz,Watts per cápita,Munitibar-Arbatzegi Gerrikaitz,0.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Munitibar-Arbatzegi Gerrikaitz,Watts per cápita,Munitibar-Arbatzegi Gerrikaitz,210.8
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Munitibar-Arbatzegi Gerrikaitz,Watts per cápita,Munitibar-Arbatzegi Gerrikaitz,0.0
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Munitibar-Arbatzegi Gerrikaitz,Watts per cápita,Munitibar-Arbatzegi Gerrikaitz,0.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Munitibar-Arbatzegi Gerrikaitz,Watts per cápita,Munitibar-Arbatzegi Gerrikaitz,0.0
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Munitibar-Arbatzegi Gerrikaitz,Watts per cápita,Munitibar-Arbatzegi Gerrikaitz,0.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Munitibar-Arbatzegi Gerrikaitz,Watts per cápita,Munitibar-Arbatzegi Gerrikaitz,0.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Munitibar-Arbatzegi Gerrikaitz,Watts per cápita,Munitibar-Arbatzegi Gerrikaitz,208.1
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Munitibar-Arbatzegi Gerrikaitz,Watts per cápita,Munitibar-Arbatzegi Gerrikaitz,0.0
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Munitibar-Arbatzegi Gerrikaitz,Watts per cápita,Munitibar-Arbatzegi Gerrikaitz,0.0
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Munitibar-Arbatzegi Gerrikaitz,Watts per cápita,Munitibar-Arbatzegi Gerrikaitz,0.0
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Munitibar-Arbatzegi Gerrikaitz,Watts per cápita,Munitibar-Arbatzegi Gerrikaitz,0.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Munitibar-Arbatzegi Gerrikaitz,Watts per cápita,Munitibar-Arbatzegi Gerrikaitz,0.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Murueta,Watts per cápita,Murueta,519.0
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Murueta,Watts per cápita,Murueta,509.3
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Murueta,Watts per cápita,Murueta,318.3
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Murueta,Watts per cápita,Murueta,0.0
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Murueta,Watts per cápita,Murueta,0.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Murueta,Watts per cápita,Murueta,492.5
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Murueta,Watts per cápita,Murueta,0.0
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Murueta,Watts per cápita,Murueta,0.0
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Murueta,Watts per cápita,Murueta,0.0
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Murueta,Watts per cápita,Murueta,0.0
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Murueta,Watts per cápita,Murueta,0.0
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Murueta,Watts per cápita,Murueta,0.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Murueta,Watts per cápita,Murueta,0.0
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Fotovoltaica,,,Muskiz,Watts per cápita,Muskiz,70.1
