Year,Lurraldea,Eskualdea,Udalerria,Units,GeoCode,Value
2010,Araba/Álava,,,Ehunekoa,Araba/Álava,0.66
2011,Araba/Álava,,,Ehunekoa,Araba/Álava,0.74
2012,Araba/Álava,,,Ehunekoa,Araba/Álava,1.12
2013,Araba/Álava,,,Ehunekoa,Araba/Álava,1.21
2014,Araba/Álava,,,Ehunekoa,Araba/Álava,1.15
2015,Araba/Álava,,,Ehunekoa,Araba/Álava,1.12
2016,Araba/Álava,,,Ehunekoa,Araba/Álava,1.22
2017,Araba/Álava,,,Ehunekoa,Araba/Álava,1.85
2018,Araba/Álava,,,Ehunekoa,Araba/Álava,1.92
2019,Araba/Álava,,,Ehunekoa,Araba/Álava,2.26
2020,Araba/Álava,,,Ehunekoa,Araba/Álava,3.16
2021,Araba/Álava,,,Ehunekoa,Araba/Álava,3.28
2010,,,Alegría-Dulantzi,Ehunekoa,Alegría-Dulantzi,0.18
2011,,,Alegría-Dulantzi,Ehunekoa,Alegría-Dulantzi,0.18
2012,,,Alegría-Dulantzi,Ehunekoa,Alegría-Dulantzi,0.18
2013,,,Alegría-Dulantzi,Ehunekoa,Alegría-Dulantzi,0.45
2014,,,Alegría-Dulantzi,Ehunekoa,Alegría-Dulantzi,0.23
2015,,,Alegría-Dulantzi,Ehunekoa,Alegría-Dulantzi,0.23
2016,,,Alegría-Dulantzi,Ehunekoa,Alegría-Dulantzi,0.23
2017,,,Alegría-Dulantzi,Ehunekoa,Alegría-Dulantzi,0.24
2018,,,Alegría-Dulantzi,Ehunekoa,Alegría-Dulantzi,0.48
2019,,,Alegría-Dulantzi,Ehunekoa,Alegría-Dulantzi,0.92
2020,,,Alegría-Dulantzi,Ehunekoa,Alegría-Dulantzi,0.91
2021,,,Alegría-Dulantzi,Ehunekoa,Alegría-Dulantzi,0.91
2010,,,Amurrio,Ehunekoa,Amurrio,0.86
2011,,,Amurrio,Ehunekoa,Amurrio,0.9
2012,,,Amurrio,Ehunekoa,Amurrio,0.99
2013,,,Amurrio,Ehunekoa,Amurrio,1.03
2014,,,Amurrio,Ehunekoa,Amurrio,0.94
2015,,,Amurrio,Ehunekoa,Amurrio,0.95
2016,,,Amurrio,Ehunekoa,Amurrio,1.1
2017,,,Amurrio,Ehunekoa,Amurrio,1.2
2018,,,Amurrio,Ehunekoa,Amurrio,1.21
2019,,,Amurrio,Ehunekoa,Amurrio,1.42
2020,,,Amurrio,Ehunekoa,Amurrio,1.49
2021,,,Amurrio,Ehunekoa,Amurrio,1.56
2010,,,Aramaio,Ehunekoa,Aramaio,0.66
2011,,,Aramaio,Ehunekoa,Aramaio,0.62
2012,,,Aramaio,Ehunekoa,Aramaio,0.75
2013,,,Aramaio,Ehunekoa,Aramaio,0.77
2014,,,Aramaio,Ehunekoa,Aramaio,0.8
2015,,,Aramaio,Ehunekoa,Aramaio,1.78
2016,,,Aramaio,Ehunekoa,Aramaio,1.84
2017,,,Aramaio,Ehunekoa,Aramaio,1.62
2018,,,Aramaio,Ehunekoa,Aramaio,1.75
2019,,,Aramaio,Ehunekoa,Aramaio,1.86
2020,,,Aramaio,Ehunekoa,Aramaio,2.05
2021,,,Aramaio,Ehunekoa,Aramaio,1.96
2010,,,Artziniega,Ehunekoa,Artziniega,0.0
2011,,,Artziniega,Ehunekoa,Artziniega,1.53
2012,,,Artziniega,Ehunekoa,Artziniega,0.04
2013,,,Artziniega,Ehunekoa,Artziniega,0.0
2014,,,Artziniega,Ehunekoa,Artziniega,0.0
2015,,,Artziniega,Ehunekoa,Artziniega,0.0
2016,,,Artziniega,Ehunekoa,Artziniega,0.0
2017,,,Artziniega,Ehunekoa,Artziniega,0.0
2018,,,Artziniega,Ehunekoa,Artziniega,0.0
2019,,,Artziniega,Ehunekoa,Artziniega,0.0
2020,,,Artziniega,Ehunekoa,Artziniega,0.0
2021,,,Artziniega,Ehunekoa,Artziniega,0.0
2010,,,Armiñón,Ehunekoa,Armiñón,0.0
2011,,,Armiñón,Ehunekoa,Armiñón,0.0
2012,,,Armiñón,Ehunekoa,Armiñón,0.0
2013,,,Armiñón,Ehunekoa,Armiñón,0.0
2014,,,Armiñón,Ehunekoa,Armiñón,0.0
2015,,,Armiñón,Ehunekoa,Armiñón,0.0
2016,,,Armiñón,Ehunekoa,Armiñón,0.0
2017,,,Armiñón,Ehunekoa,Armiñón,0.0
2018,,,Armiñón,Ehunekoa,Armiñón,0.0
2019,,,Armiñón,Ehunekoa,Armiñón,0.0
2020,,,Armiñón,Ehunekoa,Armiñón,0.62
2021,,,Armiñón,Ehunekoa,Armiñón,0.62
2010,,,Arratzua-Ubarrundia,Ehunekoa,Arratzua-Ubarrundia,0.21
2011,,,Arratzua-Ubarrundia,Ehunekoa,Arratzua-Ubarrundia,0.21
2012,,,Arratzua-Ubarrundia,Ehunekoa,Arratzua-Ubarrundia,0.21
2013,,,Arratzua-Ubarrundia,Ehunekoa,Arratzua-Ubarrundia,0.13
2014,,,Arratzua-Ubarrundia,Ehunekoa,Arratzua-Ubarrundia,0.09
2015,,,Arratzua-Ubarrundia,Ehunekoa,Arratzua-Ubarrundia,0.08
2016,,,Arratzua-Ubarrundia,Ehunekoa,Arratzua-Ubarrundia,0.08
2017,,,Arratzua-Ubarrundia,Ehunekoa,Arratzua-Ubarrundia,0.08
2018,,,Arratzua-Ubarrundia,Ehunekoa,Arratzua-Ubarrundia,0.08
2019,,,Arratzua-Ubarrundia,Ehunekoa,Arratzua-Ubarrundia,0.09
2020,,,Arratzua-Ubarrundia,Ehunekoa,Arratzua-Ubarrundia,0.1
2021,,,Arratzua-Ubarrundia,Ehunekoa,Arratzua-Ubarrundia,0.1
2010,,,Asparrena,Ehunekoa,Asparrena,0.0
2011,,,Asparrena,Ehunekoa,Asparrena,0.0
2012,,,Asparrena,Ehunekoa,Asparrena,0.0
2013,,,Asparrena,Ehunekoa,Asparrena,0.0
2014,,,Asparrena,Ehunekoa,Asparrena,0.0
2015,,,Asparrena,Ehunekoa,Asparrena,0.0
2016,,,Asparrena,Ehunekoa,Asparrena,0.0
2017,,,Asparrena,Ehunekoa,Asparrena,0.0
2018,,,Asparrena,Ehunekoa,Asparrena,0.0
2019,,,Asparrena,Ehunekoa,Asparrena,0.0
2020,,,Asparrena,Ehunekoa,Asparrena,0.0
2021,,,Asparrena,Ehunekoa,Asparrena,0.0
2010,,Añana (eskualdea),,Ehunekoa,Añana (eskualdea),0.26
2011,,Añana (eskualdea),,Ehunekoa,Añana (eskualdea),0.26
2012,,Añana (eskualdea),,Ehunekoa,Añana (eskualdea),0.31
2013,,Añana (eskualdea),,Ehunekoa,Añana (eskualdea),0.74
2014,,Añana (eskualdea),,Ehunekoa,Añana (eskualdea),0.81
2015,,Añana (eskualdea),,Ehunekoa,Añana (eskualdea),0.89
2016,,Añana (eskualdea),,Ehunekoa,Añana (eskualdea),1.03
2017,,Añana (eskualdea),,Ehunekoa,Añana (eskualdea),2.78
2018,,Añana (eskualdea),,Ehunekoa,Añana (eskualdea),2.03
2019,,Añana (eskualdea),,Ehunekoa,Añana (eskualdea),2.35
2020,,Añana (eskualdea),,Ehunekoa,Añana (eskualdea),3.7
2021,,Añana (eskualdea),,Ehunekoa,Añana (eskualdea),3.94
2010,,,Ayala/Aiara,Ehunekoa,Ayala/Aiara,0.0
2011,,,Ayala/Aiara,Ehunekoa,Ayala/Aiara,0.0
2012,,,Ayala/Aiara,Ehunekoa,Ayala/Aiara,0.1
2013,,,Ayala/Aiara,Ehunekoa,Ayala/Aiara,0.08
2014,,,Ayala/Aiara,Ehunekoa,Ayala/Aiara,0.09
2015,,,Ayala/Aiara,Ehunekoa,Ayala/Aiara,0.09
2016,,,Ayala/Aiara,Ehunekoa,Ayala/Aiara,0.09
2017,,,Ayala/Aiara,Ehunekoa,Ayala/Aiara,0.1
2018,,,Ayala/Aiara,Ehunekoa,Ayala/Aiara,0.1
2019,,,Ayala/Aiara,Ehunekoa,Ayala/Aiara,0.1
2020,,,Ayala/Aiara,Ehunekoa,Ayala/Aiara,0.1
2021,,,Ayala/Aiara,Ehunekoa,Ayala/Aiara,0.1
2010,,,Baños de Ebro/Mañueta,Ehunekoa,Baños de Ebro/Mañueta,1.8
2011,,,Baños de Ebro/Mañueta,Ehunekoa,Baños de Ebro/Mañueta,3.4
2012,,,Baños de Ebro/Mañueta,Ehunekoa,Baños de Ebro/Mañueta,3.98
2013,,,Baños de Ebro/Mañueta,Ehunekoa,Baños de Ebro/Mañueta,4.72
2014,,,Baños de Ebro/Mañueta,Ehunekoa,Baños de Ebro/Mañueta,1.66
2015,,,Baños de Ebro/Mañueta,Ehunekoa,Baños de Ebro/Mañueta,1.77
2016,,,Baños de Ebro/Mañueta,Ehunekoa,Baños de Ebro/Mañueta,2.56
2017,,,Baños de Ebro/Mañueta,Ehunekoa,Baños de Ebro/Mañueta,2.6
2018,,,Baños de Ebro/Mañueta,Ehunekoa,Baños de Ebro/Mañueta,5.68
2019,,,Baños de Ebro/Mañueta,Ehunekoa,Baños de Ebro/Mañueta,4.02
2020,,,Baños de Ebro/Mañueta,Ehunekoa,Baños de Ebro/Mañueta,11.03
2021,,,Baños de Ebro/Mañueta,Ehunekoa,Baños de Ebro/Mañueta,4.6
2010,,,Barrundia,Ehunekoa,Barrundia,3.31
2011,,,Barrundia,Ehunekoa,Barrundia,2.84
2012,,,Barrundia,Ehunekoa,Barrundia,2.96
2013,,,Barrundia,Ehunekoa,Barrundia,2.78
2014,,,Barrundia,Ehunekoa,Barrundia,2.31
2015,,,Barrundia,Ehunekoa,Barrundia,2.29
2016,,,Barrundia,Ehunekoa,Barrundia,2.37
2017,,,Barrundia,Ehunekoa,Barrundia,2.4
2018,,,Barrundia,Ehunekoa,Barrundia,3.6
2019,,,Barrundia,Ehunekoa,Barrundia,4.81
2020,,,Barrundia,Ehunekoa,Barrundia,5.16
2021,,,Barrundia,Ehunekoa,Barrundia,5.1
2010,,,Berantevilla,Ehunekoa,Berantevilla,0.27
2011,,,Berantevilla,Ehunekoa,Berantevilla,0.27
2012,,,Berantevilla,Ehunekoa,Berantevilla,0.27
2013,,,Berantevilla,Ehunekoa,Berantevilla,0.27
2014,,,Berantevilla,Ehunekoa,Berantevilla,0.26
2015,,,Berantevilla,Ehunekoa,Berantevilla,0.27
2016,,,Berantevilla,Ehunekoa,Berantevilla,0.24
2017,,,Berantevilla,Ehunekoa,Berantevilla,0.0
2018,,,Berantevilla,Ehunekoa,Berantevilla,0.0
2019,,,Berantevilla,Ehunekoa,Berantevilla,0.0
2020,,,Berantevilla,Ehunekoa,Berantevilla,0.08
2021,,,Berantevilla,Ehunekoa,Berantevilla,0.08
2010,,,Bernedo,Ehunekoa,Bernedo,0.0
2011,,,Bernedo,Ehunekoa,Bernedo,0.0
2012,,,Bernedo,Ehunekoa,Bernedo,0.0
2013,,,Bernedo,Ehunekoa,Bernedo,0.0
2014,,,Bernedo,Ehunekoa,Bernedo,0.0
2015,,,Bernedo,Ehunekoa,Bernedo,0.04
2016,,,Bernedo,Ehunekoa,Bernedo,0.11
2017,,,Bernedo,Ehunekoa,Bernedo,5.52
2018,,,Bernedo,Ehunekoa,Bernedo,5.83
2019,,,Bernedo,Ehunekoa,Bernedo,5.87
2020,,,Bernedo,Ehunekoa,Bernedo,5.79
2021,,,Bernedo,Ehunekoa,Bernedo,6.75
2010,,,Campezo/Kanpezu,Ehunekoa,Campezo/Kanpezu,0.24
2011,,,Campezo/Kanpezu,Ehunekoa,Campezo/Kanpezu,1.14
2012,,,Campezo/Kanpezu,Ehunekoa,Campezo/Kanpezu,1.85
2013,,,Campezo/Kanpezu,Ehunekoa,Campezo/Kanpezu,1.91
2014,,,Campezo/Kanpezu,Ehunekoa,Campezo/Kanpezu,1.74
2015,,,Campezo/Kanpezu,Ehunekoa,Campezo/Kanpezu,1.66
2016,,,Campezo/Kanpezu,Ehunekoa,Campezo/Kanpezu,2.28
2017,,,Campezo/Kanpezu,Ehunekoa,Campezo/Kanpezu,2.5
2018,,,Campezo/Kanpezu,Ehunekoa,Campezo/Kanpezu,2.52
2019,,,Campezo/Kanpezu,Ehunekoa,Campezo/Kanpezu,3.61
2020,,,Campezo/Kanpezu,Ehunekoa,Campezo/Kanpezu,3.77
2021,,,Campezo/Kanpezu,Ehunekoa,Campezo/Kanpezu,3.76
2010,,,Zigoitia,Ehunekoa,Zigoitia,0.95
2011,,,Zigoitia,Ehunekoa,Zigoitia,1.08
2012,,,Zigoitia,Ehunekoa,Zigoitia,2.0
2013,,,Zigoitia,Ehunekoa,Zigoitia,1.98
2014,,,Zigoitia,Ehunekoa,Zigoitia,2.62
2015,,,Zigoitia,Ehunekoa,Zigoitia,2.37
2016,,,Zigoitia,Ehunekoa,Zigoitia,1.96
2017,,,Zigoitia,Ehunekoa,Zigoitia,2.27
2018,,,Zigoitia,Ehunekoa,Zigoitia,2.05
2019,,,Zigoitia,Ehunekoa,Zigoitia,2.51
2020,,,Zigoitia,Ehunekoa,Zigoitia,2.67
2021,,,Zigoitia,Ehunekoa,Zigoitia,3.06
2010,,,Kripan,Ehunekoa,Kripan,0.14
2011,,,Kripan,Ehunekoa,Kripan,0.0
2012,,,Kripan,Ehunekoa,Kripan,0.14
2013,,,Kripan,Ehunekoa,Kripan,0.14
2014,,,Kripan,Ehunekoa,Kripan,0.14
2015,,,Kripan,Ehunekoa,Kripan,0.29
2016,,,Kripan,Ehunekoa,Kripan,0.29
2017,,,Kripan,Ehunekoa,Kripan,0.39
2018,,,Kripan,Ehunekoa,Kripan,0.3
2019,,,Kripan,Ehunekoa,Kripan,0.43
2020,,,Kripan,Ehunekoa,Kripan,0.7
2021,,,Kripan,Ehunekoa,Kripan,0.66
2010,,Arabako Lautada / Llanada Alavesa,,Ehunekoa,Arabako Lautada / Llanada Alavesa,0.73
2011,,Arabako Lautada / Llanada Alavesa,,Ehunekoa,Arabako Lautada / Llanada Alavesa,0.7
2012,,Arabako Lautada / Llanada Alavesa,,Ehunekoa,Arabako Lautada / Llanada Alavesa,0.65
2013,,Arabako Lautada / Llanada Alavesa,,Ehunekoa,Arabako Lautada / Llanada Alavesa,0.75
2014,,Arabako Lautada / Llanada Alavesa,,Ehunekoa,Arabako Lautada / Llanada Alavesa,0.88
2015,,Arabako Lautada / Llanada Alavesa,,Ehunekoa,Arabako Lautada / Llanada Alavesa,0.84
2016,,Arabako Lautada / Llanada Alavesa,,Ehunekoa,Arabako Lautada / Llanada Alavesa,0.95
2017,,Arabako Lautada / Llanada Alavesa,,Ehunekoa,Arabako Lautada / Llanada Alavesa,0.97
2018,,Arabako Lautada / Llanada Alavesa,,Ehunekoa,Arabako Lautada / Llanada Alavesa,1.14
2019,,Arabako Lautada / Llanada Alavesa,,Ehunekoa,Arabako Lautada / Llanada Alavesa,1.2
2020,,Arabako Lautada / Llanada Alavesa,,Ehunekoa,Arabako Lautada / Llanada Alavesa,1.36
2021,,Arabako Lautada / Llanada Alavesa,,Ehunekoa,Arabako Lautada / Llanada Alavesa,1.78
2010,,,Kuartango,Ehunekoa,Kuartango,0.0
2011,,,Kuartango,Ehunekoa,Kuartango,0.19
2012,,,Kuartango,Ehunekoa,Kuartango,0.19
2013,,,Kuartango,Ehunekoa,Kuartango,0.17
2014,,,Kuartango,Ehunekoa,Kuartango,0.08
2015,,,Kuartango,Ehunekoa,Kuartango,0.08
2016,,,Kuartango,Ehunekoa,Kuartango,0.08
2017,,,Kuartango,Ehunekoa,Kuartango,6.06
2018,,,Kuartango,Ehunekoa,Kuartango,6.23
2019,,,Kuartango,Ehunekoa,Kuartango,5.6
2020,,,Kuartango,Ehunekoa,Kuartango,14.95
2021,,,Kuartango,Ehunekoa,Kuartango,16.64
2010,,,Elburgo/Burgelu,Ehunekoa,Elburgo/Burgelu,1.53
2011,,,Elburgo/Burgelu,Ehunekoa,Elburgo/Burgelu,2.1
2012,,,Elburgo/Burgelu,Ehunekoa,Elburgo/Burgelu,1.22
2013,,,Elburgo/Burgelu,Ehunekoa,Elburgo/Burgelu,1.84
2014,,,Elburgo/Burgelu,Ehunekoa,Elburgo/Burgelu,1.38
2015,,,Elburgo/Burgelu,Ehunekoa,Elburgo/Burgelu,1.19
2016,,,Elburgo/Burgelu,Ehunekoa,Elburgo/Burgelu,1.59
2017,,,Elburgo/Burgelu,Ehunekoa,Elburgo/Burgelu,1.84
2018,,,Elburgo/Burgelu,Ehunekoa,Elburgo/Burgelu,1.78
2019,,,Elburgo/Burgelu,Ehunekoa,Elburgo/Burgelu,2.05
2020,,,Elburgo/Burgelu,Ehunekoa,Elburgo/Burgelu,1.96
2021,,,Elburgo/Burgelu,Ehunekoa,Elburgo/Burgelu,1.98
2010,,,Elciego,Ehunekoa,Elciego,0.0
2011,,,Elciego,Ehunekoa,Elciego,0.0
2012,,,Elciego,Ehunekoa,Elciego,18.53
2013,,,Elciego,Ehunekoa,Elciego,7.71
2014,,,Elciego,Ehunekoa,Elciego,0.45
2015,,,Elciego,Ehunekoa,Elciego,0.45
2016,,,Elciego,Ehunekoa,Elciego,0.98
2017,,,Elciego,Ehunekoa,Elciego,0.98
2018,,,Elciego,Ehunekoa,Elciego,12.16
2019,,,Elciego,Ehunekoa,Elciego,15.22
2020,,,Elciego,Ehunekoa,Elciego,59.92
2021,,,Elciego,Ehunekoa,Elciego,18.67
2010,,,Elvillar/Bilar,Ehunekoa,Elvillar/Bilar,0.27
2011,,,Elvillar/Bilar,Ehunekoa,Elvillar/Bilar,0.27
2012,,,Elvillar/Bilar,Ehunekoa,Elvillar/Bilar,1.85
2013,,,Elvillar/Bilar,Ehunekoa,Elvillar/Bilar,1.86
2014,,,Elvillar/Bilar,Ehunekoa,Elvillar/Bilar,1.67
2015,,,Elvillar/Bilar,Ehunekoa,Elvillar/Bilar,2.3
2016,,,Elvillar/Bilar,Ehunekoa,Elvillar/Bilar,2.49
2017,,,Elvillar/Bilar,Ehunekoa,Elvillar/Bilar,2.67
2018,,,Elvillar/Bilar,Ehunekoa,Elvillar/Bilar,2.76
2019,,,Elvillar/Bilar,Ehunekoa,Elvillar/Bilar,3.11
2020,,,Elvillar/Bilar,Ehunekoa,Elvillar/Bilar,10.29
2021,,,Elvillar/Bilar,Ehunekoa,Elvillar/Bilar,3.92
2010,,,Iruraiz-Gauna,Ehunekoa,Iruraiz-Gauna,1.2
2011,,,Iruraiz-Gauna,Ehunekoa,Iruraiz-Gauna,1.12
2012,,,Iruraiz-Gauna,Ehunekoa,Iruraiz-Gauna,1.08
2013,,,Iruraiz-Gauna,Ehunekoa,Iruraiz-Gauna,1.17
2014,,,Iruraiz-Gauna,Ehunekoa,Iruraiz-Gauna,1.51
2015,,,Iruraiz-Gauna,Ehunekoa,Iruraiz-Gauna,1.04
2016,,,Iruraiz-Gauna,Ehunekoa,Iruraiz-Gauna,1.03
2017,,,Iruraiz-Gauna,Ehunekoa,Iruraiz-Gauna,1.13
2018,,,Iruraiz-Gauna,Ehunekoa,Iruraiz-Gauna,1.13
2019,,,Iruraiz-Gauna,Ehunekoa,Iruraiz-Gauna,1.15
2020,,,Iruraiz-Gauna,Ehunekoa,Iruraiz-Gauna,0.87
2021,,,Iruraiz-Gauna,Ehunekoa,Iruraiz-Gauna,0.79
2010,,,Labastida/Bastida,Ehunekoa,Labastida/Bastida,3.1
2011,,,Labastida/Bastida,Ehunekoa,Labastida/Bastida,3.11
2012,,,Labastida/Bastida,Ehunekoa,Labastida/Bastida,3.06
2013,,,Labastida/Bastida,Ehunekoa,Labastida/Bastida,2.72
2014,,,Labastida/Bastida,Ehunekoa,Labastida/Bastida,2.36
2015,,,Labastida/Bastida,Ehunekoa,Labastida/Bastida,2.46
2016,,,Labastida/Bastida,Ehunekoa,Labastida/Bastida,2.38
2017,,,Labastida/Bastida,Ehunekoa,Labastida/Bastida,2.38
2018,,,Labastida/Bastida,Ehunekoa,Labastida/Bastida,2.57
2019,,,Labastida/Bastida,Ehunekoa,Labastida/Bastida,2.56
2020,,,Labastida/Bastida,Ehunekoa,Labastida/Bastida,4.54
2021,,,Labastida/Bastida,Ehunekoa,Labastida/Bastida,2.65
2010,,Arabako Mendialdea / Montaña Alavesa,,Ehunekoa,Arabako Mendialdea / Montaña Alavesa,1.32
2011,,Arabako Mendialdea / Montaña Alavesa,,Ehunekoa,Arabako Mendialdea / Montaña Alavesa,1.73
2012,,Arabako Mendialdea / Montaña Alavesa,,Ehunekoa,Arabako Mendialdea / Montaña Alavesa,1.97
2013,,Arabako Mendialdea / Montaña Alavesa,,Ehunekoa,Arabako Mendialdea / Montaña Alavesa,2.09
2014,,Arabako Mendialdea / Montaña Alavesa,,Ehunekoa,Arabako Mendialdea / Montaña Alavesa,2.1
2015,,Arabako Mendialdea / Montaña Alavesa,,Ehunekoa,Arabako Mendialdea / Montaña Alavesa,1.66
2016,,Arabako Mendialdea / Montaña Alavesa,,Ehunekoa,Arabako Mendialdea / Montaña Alavesa,1.73
2017,,Arabako Mendialdea / Montaña Alavesa,,Ehunekoa,Arabako Mendialdea / Montaña Alavesa,3.39
2018,,Arabako Mendialdea / Montaña Alavesa,,Ehunekoa,Arabako Mendialdea / Montaña Alavesa,3.5
2019,,Arabako Mendialdea / Montaña Alavesa,,Ehunekoa,Arabako Mendialdea / Montaña Alavesa,3.88
2020,,Arabako Mendialdea / Montaña Alavesa,,Ehunekoa,Arabako Mendialdea / Montaña Alavesa,5.37
2021,,Arabako Mendialdea / Montaña Alavesa,,Ehunekoa,Arabako Mendialdea / Montaña Alavesa,6.03
2010,,,Lagrán,Ehunekoa,Lagrán,0.0
2011,,,Lagrán,Ehunekoa,Lagrán,0.0
2012,,,Lagrán,Ehunekoa,Lagrán,0.0
2013,,,Lagrán,Ehunekoa,Lagrán,1.28
2014,,,Lagrán,Ehunekoa,Lagrán,1.35
2015,,,Lagrán,Ehunekoa,Lagrán,1.49
2016,,,Lagrán,Ehunekoa,Lagrán,1.43
2017,,,Lagrán,Ehunekoa,Lagrán,1.5
2018,,,Lagrán,Ehunekoa,Lagrán,1.76
2019,,,Lagrán,Ehunekoa,Lagrán,1.25
2020,,,Lagrán,Ehunekoa,Lagrán,3.88
2021,,,Lagrán,Ehunekoa,Lagrán,0.8
2010,,,Laguardia,Ehunekoa,Laguardia,0.22
2011,,,Laguardia,Ehunekoa,Laguardia,0.39
2012,,,Laguardia,Ehunekoa,Laguardia,1.65
2013,,,Laguardia,Ehunekoa,Laguardia,3.12
2014,,,Laguardia,Ehunekoa,Laguardia,3.14
2015,,,Laguardia,Ehunekoa,Laguardia,3.19
2016,,,Laguardia,Ehunekoa,Laguardia,3.48
2017,,,Laguardia,Ehunekoa,Laguardia,3.49
2018,,,Laguardia,Ehunekoa,Laguardia,3.43
2019,,,Laguardia,Ehunekoa,Laguardia,4.96
2020,,,Laguardia,Ehunekoa,Laguardia,12.77
2021,,,Laguardia,Ehunekoa,Laguardia,5.63
2010,,,Lanciego/Lantziego,Ehunekoa,Lanciego/Lantziego,1.67
2011,,,Lanciego/Lantziego,Ehunekoa,Lanciego/Lantziego,1.71
2012,,,Lanciego/Lantziego,Ehunekoa,Lanciego/Lantziego,2.64
2013,,,Lanciego/Lantziego,Ehunekoa,Lanciego/Lantziego,2.98
2014,,,Lanciego/Lantziego,Ehunekoa,Lanciego/Lantziego,2.91
2015,,,Lanciego/Lantziego,Ehunekoa,Lanciego/Lantziego,3.06
2016,,,Lanciego/Lantziego,Ehunekoa,Lanciego/Lantziego,3.05
2017,,,Lanciego/Lantziego,Ehunekoa,Lanciego/Lantziego,3.05
2018,,,Lanciego/Lantziego,Ehunekoa,Lanciego/Lantziego,3.33
2019,,,Lanciego/Lantziego,Ehunekoa,Lanciego/Lantziego,3.77
2020,,,Lanciego/Lantziego,Ehunekoa,Lanciego/Lantziego,8.38
2021,,,Lanciego/Lantziego,Ehunekoa,Lanciego/Lantziego,4.26
2010,,,Lapuebla de Labarca,Ehunekoa,Lapuebla de Labarca,0.0
2011,,,Lapuebla de Labarca,Ehunekoa,Lapuebla de Labarca,0.0
2012,,,Lapuebla de Labarca,Ehunekoa,Lapuebla de Labarca,0.0
2013,,,Lapuebla de Labarca,Ehunekoa,Lapuebla de Labarca,0.0
2014,,,Lapuebla de Labarca,Ehunekoa,Lapuebla de Labarca,0.0
2015,,,Lapuebla de Labarca,Ehunekoa,Lapuebla de Labarca,0.0
2016,,,Lapuebla de Labarca,Ehunekoa,Lapuebla de Labarca,0.0
2017,,,Lapuebla de Labarca,Ehunekoa,Lapuebla de Labarca,0.0
2018,,,Lapuebla de Labarca,Ehunekoa,Lapuebla de Labarca,0.0
2019,,,Lapuebla de Labarca,Ehunekoa,Lapuebla de Labarca,0.0
2020,,,Lapuebla de Labarca,Ehunekoa,Lapuebla de Labarca,1.24
2021,,,Lapuebla de Labarca,Ehunekoa,Lapuebla de Labarca,0.34
2010,,,Leza,Ehunekoa,Leza,0.0
2011,,,Leza,Ehunekoa,Leza,0.27
2012,,,Leza,Ehunekoa,Leza,1.25
2013,,,Leza,Ehunekoa,Leza,1.25
2014,,,Leza,Ehunekoa,Leza,1.47
2015,,,Leza,Ehunekoa,Leza,0.0
2016,,,Leza,Ehunekoa,Leza,0.31
2017,,,Leza,Ehunekoa,Leza,0.32
2018,,,Leza,Ehunekoa,Leza,0.65
2019,,,Leza,Ehunekoa,Leza,0.68
2020,,,Leza,Ehunekoa,Leza,1.95
2021,,,Leza,Ehunekoa,Leza,2.04
2010,,,Laudio/Llodio,Ehunekoa,Laudio/Llodio,1.22
2011,,,Laudio/Llodio,Ehunekoa,Laudio/Llodio,1.22
2012,,,Laudio/Llodio,Ehunekoa,Laudio/Llodio,1.65
2013,,,Laudio/Llodio,Ehunekoa,Laudio/Llodio,1.73
2014,,,Laudio/Llodio,Ehunekoa,Laudio/Llodio,1.51
2015,,,Laudio/Llodio,Ehunekoa,Laudio/Llodio,1.49
2016,,,Laudio/Llodio,Ehunekoa,Laudio/Llodio,1.67
2017,,,Laudio/Llodio,Ehunekoa,Laudio/Llodio,1.49
2018,,,Laudio/Llodio,Ehunekoa,Laudio/Llodio,1.49
2019,,,Laudio/Llodio,Ehunekoa,Laudio/Llodio,2.65
2020,,,Laudio/Llodio,Ehunekoa,Laudio/Llodio,2.58
2021,,,Laudio/Llodio,Ehunekoa,Laudio/Llodio,1.33
2010,,,Arraia-Maeztu,Ehunekoa,Arraia-Maeztu,5.79
2011,,,Arraia-Maeztu,Ehunekoa,Arraia-Maeztu,6.82
2012,,,Arraia-Maeztu,Ehunekoa,Arraia-Maeztu,7.27
2013,,,Arraia-Maeztu,Ehunekoa,Arraia-Maeztu,7.33
2014,,,Arraia-Maeztu,Ehunekoa,Arraia-Maeztu,6.97
2015,,,Arraia-Maeztu,Ehunekoa,Arraia-Maeztu,4.9
2016,,,Arraia-Maeztu,Ehunekoa,Arraia-Maeztu,4.1
2017,,,Arraia-Maeztu,Ehunekoa,Arraia-Maeztu,4.17
2018,,,Arraia-Maeztu,Ehunekoa,Arraia-Maeztu,4.35
2019,,,Arraia-Maeztu,Ehunekoa,Arraia-Maeztu,5.0
2020,,,Arraia-Maeztu,Ehunekoa,Arraia-Maeztu,10.84
2021,,,Arraia-Maeztu,Ehunekoa,Arraia-Maeztu,13.67
2010,,,Moreda de Álava/Moreda Araba,Ehunekoa,Moreda de Álava/Moreda Araba,0.0
2011,,,Moreda de Álava/Moreda Araba,Ehunekoa,Moreda de Álava/Moreda Araba,0.0
2012,,,Moreda de Álava/Moreda Araba,Ehunekoa,Moreda de Álava/Moreda Araba,0.29
2013,,,Moreda de Álava/Moreda Araba,Ehunekoa,Moreda de Álava/Moreda Araba,0.67
2014,,,Moreda de Álava/Moreda Araba,Ehunekoa,Moreda de Álava/Moreda Araba,0.6
