Year,Lurraldea,Eskualdea,Udalerria,Units,GeoCode,Value
2015,,,Berriatua,Ehunekoa,Berriatua,0.55
2016,,,Berriatua,Ehunekoa,Berriatua,0.55
2017,,,Berriatua,Ehunekoa,Berriatua,0.41
2018,,,Berriatua,Ehunekoa,Berriatua,0.41
2019,,,Berriatua,Ehunekoa,Berriatua,0.41
2020,,,Berriatua,Ehunekoa,Berriatua,0.81
2021,,,Berriatua,Ehunekoa,Berriatua,0.81
2010,,,Berriz,Ehunekoa,Berriz,0.32
2011,,,Berriz,Ehunekoa,Berriz,0.32
2012,,,Berriz,Ehunekoa,Berriz,0.23
2013,,,Berriz,Ehunekoa,Berriz,0.23
2014,,,Berriz,Ehunekoa,Berriz,0.19
2015,,,Berriz,Ehunekoa,Berriz,0.16
2016,,,Berriz,Ehunekoa,Berriz,0.15
2017,,,Berriz,Ehunekoa,Berriz,0.18
2018,,,Berriz,Ehunekoa,Berriz,0.18
2019,,,Berriz,Ehunekoa,Berriz,0.2
2020,,,Berriz,Ehunekoa,Berriz,0.2
2021,,,Berriz,Ehunekoa,Berriz,0.2
2010,,Bilbo Handia / Gran Bilbao,,Ehunekoa,Bilbo Handia / Gran Bilbao,0.04
2011,,Bilbo Handia / Gran Bilbao,,Ehunekoa,Bilbo Handia / Gran Bilbao,0.06
2012,,Bilbo Handia / Gran Bilbao,,Ehunekoa,Bilbo Handia / Gran Bilbao,0.12
2013,,Bilbo Handia / Gran Bilbao,,Ehunekoa,Bilbo Handia / Gran Bilbao,0.1
2014,,Bilbo Handia / Gran Bilbao,,Ehunekoa,Bilbo Handia / Gran Bilbao,0.08
2015,,Bilbo Handia / Gran Bilbao,,Ehunekoa,Bilbo Handia / Gran Bilbao,0.44
2016,,Bilbo Handia / Gran Bilbao,,Ehunekoa,Bilbo Handia / Gran Bilbao,0.53
2017,,Bilbo Handia / Gran Bilbao,,Ehunekoa,Bilbo Handia / Gran Bilbao,0.56
2018,,Bilbo Handia / Gran Bilbao,,Ehunekoa,Bilbo Handia / Gran Bilbao,0.65
2019,,Bilbo Handia / Gran Bilbao,,Ehunekoa,Bilbo Handia / Gran Bilbao,0.91
2020,,Bilbo Handia / Gran Bilbao,,Ehunekoa,Bilbo Handia / Gran Bilbao,1.1
2021,,Bilbo Handia / Gran Bilbao,,Ehunekoa,Bilbo Handia / Gran Bilbao,1.17
2010,,,Bilbao,Ehunekoa,Bilbao,0.0
2011,,,Bilbao,Ehunekoa,Bilbao,0.0
2012,,,Bilbao,Ehunekoa,Bilbao,0.0
2013,,,Bilbao,Ehunekoa,Bilbao,0.0
2014,,,Bilbao,Ehunekoa,Bilbao,0.0
2015,,,Bilbao,Ehunekoa,Bilbao,0.0
2016,,,Bilbao,Ehunekoa,Bilbao,0.38
2017,,,Bilbao,Ehunekoa,Bilbao,0.4
2018,,,Bilbao,Ehunekoa,Bilbao,0.38
2019,,,Bilbao,Ehunekoa,Bilbao,0.43
2020,,,Bilbao,Ehunekoa,Bilbao,0.25
2021,,,Bilbao,Ehunekoa,Bilbao,0.25
2010,,,Busturia,Ehunekoa,Busturia,1.54
2011,,,Busturia,Ehunekoa,Busturia,1.59
2012,,,Busturia,Ehunekoa,Busturia,3.22
2013,,,Busturia,Ehunekoa,Busturia,3.67
2014,,,Busturia,Ehunekoa,Busturia,2.47
2015,,,Busturia,Ehunekoa,Busturia,2.78
2016,,,Busturia,Ehunekoa,Busturia,3.16
2017,,,Busturia,Ehunekoa,Busturia,3.12
2018,,,Busturia,Ehunekoa,Busturia,3.25
2019,,,Busturia,Ehunekoa,Busturia,3.1
2020,,,Busturia,Ehunekoa,Busturia,3.11
2021,,,Busturia,Ehunekoa,Busturia,3.25
2010,,,Karrantza Harana/Valle de Carranza,Ehunekoa,Karrantza Harana/Valle de Carranza,0.68
2011,,,Karrantza Harana/Valle de Carranza,Ehunekoa,Karrantza Harana/Valle de Carranza,0.83
2012,,,Karrantza Harana/Valle de Carranza,Ehunekoa,Karrantza Harana/Valle de Carranza,0.81
2013,,,Karrantza Harana/Valle de Carranza,Ehunekoa,Karrantza Harana/Valle de Carranza,0.81
2014,,,Karrantza Harana/Valle de Carranza,Ehunekoa,Karrantza Harana/Valle de Carranza,0.64
2015,,,Karrantza Harana/Valle de Carranza,Ehunekoa,Karrantza Harana/Valle de Carranza,0.64
2016,,,Karrantza Harana/Valle de Carranza,Ehunekoa,Karrantza Harana/Valle de Carranza,0.58
2017,,,Karrantza Harana/Valle de Carranza,Ehunekoa,Karrantza Harana/Valle de Carranza,0.59
2018,,,Karrantza Harana/Valle de Carranza,Ehunekoa,Karrantza Harana/Valle de Carranza,0.49
2019,,,Karrantza Harana/Valle de Carranza,Ehunekoa,Karrantza Harana/Valle de Carranza,0.58
2020,,,Karrantza Harana/Valle de Carranza,Ehunekoa,Karrantza Harana/Valle de Carranza,0.53
2021,,,Karrantza Harana/Valle de Carranza,Ehunekoa,Karrantza Harana/Valle de Carranza,0.51
2010,,,Artea,Ehunekoa,Artea,0.9
2011,,,Artea,Ehunekoa,Artea,3.1
2012,,,Artea,Ehunekoa,Artea,2.99
2013,,,Artea,Ehunekoa,Artea,2.99
2014,,,Artea,Ehunekoa,Artea,2.93
2015,,,Artea,Ehunekoa,Artea,2.94
2016,,,Artea,Ehunekoa,Artea,2.97
2017,,,Artea,Ehunekoa,Artea,3.12
2018,,,Artea,Ehunekoa,Artea,3.09
2019,,,Artea,Ehunekoa,Artea,3.2
2020,,,Artea,Ehunekoa,Artea,3.2
2021,,,Artea,Ehunekoa,Artea,3.44
2010,,,Zeanuri,Ehunekoa,Zeanuri,0.09
2011,,,Zeanuri,Ehunekoa,Zeanuri,0.21
2012,,,Zeanuri,Ehunekoa,Zeanuri,0.19
2013,,,Zeanuri,Ehunekoa,Zeanuri,0.19
2014,,,Zeanuri,Ehunekoa,Zeanuri,0.17
2015,,,Zeanuri,Ehunekoa,Zeanuri,0.27
2016,,,Zeanuri,Ehunekoa,Zeanuri,0.27
2017,,,Zeanuri,Ehunekoa,Zeanuri,0.36
2018,,,Zeanuri,Ehunekoa,Zeanuri,0.22
2019,,,Zeanuri,Ehunekoa,Zeanuri,0.3
2020,,,Zeanuri,Ehunekoa,Zeanuri,0.6
2021,,,Zeanuri,Ehunekoa,Zeanuri,1.23
2010,,,Zeberio,Ehunekoa,Zeberio,16.39
2011,,,Zeberio,Ehunekoa,Zeberio,16.5
2012,,,Zeberio,Ehunekoa,Zeberio,17.0
2013,,,Zeberio,Ehunekoa,Zeberio,18.54
2014,,,Zeberio,Ehunekoa,Zeberio,18.77
2015,,,Zeberio,Ehunekoa,Zeberio,18.95
2016,,,Zeberio,Ehunekoa,Zeberio,18.84
2017,,,Zeberio,Ehunekoa,Zeberio,20.82
2018,,,Zeberio,Ehunekoa,Zeberio,21.78
2019,,,Zeberio,Ehunekoa,Zeberio,24.32
2020,,,Zeberio,Ehunekoa,Zeberio,22.42
2021,,,Zeberio,Ehunekoa,Zeberio,22.58
2010,,,Dima,Ehunekoa,Dima,0.36
2011,,,Dima,Ehunekoa,Dima,0.2
2012,,,Dima,Ehunekoa,Dima,0.2
2013,,,Dima,Ehunekoa,Dima,0.2
2014,,,Dima,Ehunekoa,Dima,0.14
2015,,,Dima,Ehunekoa,Dima,0.14
2016,,,Dima,Ehunekoa,Dima,0.19
2017,,,Dima,Ehunekoa,Dima,0.2
2018,,,Dima,Ehunekoa,Dima,0.2
2019,,,Dima,Ehunekoa,Dima,0.28
2020,,,Dima,Ehunekoa,Dima,0.32
2021,,,Dima,Ehunekoa,Dima,0.78
2010,,,Durango,Ehunekoa,Durango,0.0
2011,,,Durango,Ehunekoa,Durango,0.0
2012,,,Durango,Ehunekoa,Durango,0.0
2013,,,Durango,Ehunekoa,Durango,0.0
2014,,,Durango,Ehunekoa,Durango,0.0
2015,,,Durango,Ehunekoa,Durango,0.0
2016,,,Durango,Ehunekoa,Durango,0.0
2017,,,Durango,Ehunekoa,Durango,0.0
2018,,,Durango,Ehunekoa,Durango,0.0
2019,,,Durango,Ehunekoa,Durango,0.0
2020,,,Durango,Ehunekoa,Durango,0.0
2021,,,Durango,Ehunekoa,Durango,0.0
2010,,,Ea,Ehunekoa,Ea,0.64
2011,,,Ea,Ehunekoa,Ea,0.64
2012,,,Ea,Ehunekoa,Ea,0.64
2013,,,Ea,Ehunekoa,Ea,0.67
2014,,,Ea,Ehunekoa,Ea,0.63
2015,,,Ea,Ehunekoa,Ea,0.72
2016,,,Ea,Ehunekoa,Ea,0.39
2017,,,Ea,Ehunekoa,Ea,0.61
2018,,,Ea,Ehunekoa,Ea,0.58
2019,,,Ea,Ehunekoa,Ea,0.69
2020,,,Ea,Ehunekoa,Ea,8.19
2021,,,Ea,Ehunekoa,Ea,7.97
2010,,,Etxebarri,Ehunekoa,Etxebarri,0.0
2011,,,Etxebarri,Ehunekoa,Etxebarri,0.0
2012,,,Etxebarri,Ehunekoa,Etxebarri,0.0
2013,,,Etxebarri,Ehunekoa,Etxebarri,0.0
2014,,,Etxebarri,Ehunekoa,Etxebarri,0.0
2015,,,Etxebarri,Ehunekoa,Etxebarri,0.0
2016,,,Etxebarri,Ehunekoa,Etxebarri,0.0
2017,,,Etxebarri,Ehunekoa,Etxebarri,0.0
2018,,,Etxebarri,Ehunekoa,Etxebarri,0.0
2019,,,Etxebarri,Ehunekoa,Etxebarri,0.0
2020,,,Etxebarri,Ehunekoa,Etxebarri,10.69
2021,,,Etxebarri,Ehunekoa,Etxebarri,10.69
2010,,Durangaldea / Duranguesado,,Ehunekoa,Durangaldea / Duranguesado,0.43
2011,,Durangaldea / Duranguesado,,Ehunekoa,Durangaldea / Duranguesado,0.48
2012,,Durangaldea / Duranguesado,,Ehunekoa,Durangaldea / Duranguesado,0.41
2013,,Durangaldea / Duranguesado,,Ehunekoa,Durangaldea / Duranguesado,0.41
2014,,Durangaldea / Duranguesado,,Ehunekoa,Durangaldea / Duranguesado,0.22
2015,,Durangaldea / Duranguesado,,Ehunekoa,Durangaldea / Duranguesado,0.23
2016,,Durangaldea / Duranguesado,,Ehunekoa,Durangaldea / Duranguesado,0.36
2017,,Durangaldea / Duranguesado,,Ehunekoa,Durangaldea / Duranguesado,0.48
2018,,Durangaldea / Duranguesado,,Ehunekoa,Durangaldea / Duranguesado,0.54
2019,,Durangaldea / Duranguesado,,Ehunekoa,Durangaldea / Duranguesado,1.28
2020,,Durangaldea / Duranguesado,,Ehunekoa,Durangaldea / Duranguesado,1.65
2021,,Durangaldea / Duranguesado,,Ehunekoa,Durangaldea / Duranguesado,2.77
2010,,,Etxebarria,Ehunekoa,Etxebarria,0.0
2011,,,Etxebarria,Ehunekoa,Etxebarria,0.0
2012,,,Etxebarria,Ehunekoa,Etxebarria,0.0
2013,,,Etxebarria,Ehunekoa,Etxebarria,0.0
2014,,,Etxebarria,Ehunekoa,Etxebarria,0.0
2015,,,Etxebarria,Ehunekoa,Etxebarria,0.0
2016,,,Etxebarria,Ehunekoa,Etxebarria,0.0
2017,,,Etxebarria,Ehunekoa,Etxebarria,0.0
2018,,,Etxebarria,Ehunekoa,Etxebarria,0.0
2019,,,Etxebarria,Ehunekoa,Etxebarria,0.0
2020,,,Etxebarria,Ehunekoa,Etxebarria,0.22
2021,,,Etxebarria,Ehunekoa,Etxebarria,0.22
2010,,,Elantxobe,Ehunekoa,Elantxobe,0.0
2011,,,Elantxobe,Ehunekoa,Elantxobe,0.0
2012,,,Elantxobe,Ehunekoa,Elantxobe,0.0
2013,,,Elantxobe,Ehunekoa,Elantxobe,0.0
2014,,,Elantxobe,Ehunekoa,Elantxobe,0.0
2015,,,Elantxobe,Ehunekoa,Elantxobe,0.0
2016,,,Elantxobe,Ehunekoa,Elantxobe,0.0
2017,,,Elantxobe,Ehunekoa,Elantxobe,0.0
2018,,,Elantxobe,Ehunekoa,Elantxobe,0.0
2019,,,Elantxobe,Ehunekoa,Elantxobe,0.0
2020,,,Elantxobe,Ehunekoa,Elantxobe,0.0
2021,,,Elantxobe,Ehunekoa,Elantxobe,0.0
2010,,,Elorrio,Ehunekoa,Elorrio,0.1
2011,,,Elorrio,Ehunekoa,Elorrio,0.1
2012,,,Elorrio,Ehunekoa,Elorrio,0.1
2013,,,Elorrio,Ehunekoa,Elorrio,0.1
2014,,,Elorrio,Ehunekoa,Elorrio,0.09
2015,,,Elorrio,Ehunekoa,Elorrio,0.09
2016,,,Elorrio,Ehunekoa,Elorrio,0.14
2017,,,Elorrio,Ehunekoa,Elorrio,0.14
2018,,,Elorrio,Ehunekoa,Elorrio,0.27
2019,,,Elorrio,Ehunekoa,Elorrio,2.14
2020,,,Elorrio,Ehunekoa,Elorrio,2.23
2021,,,Elorrio,Ehunekoa,Elorrio,11.38
2010,,,Ereño,Ehunekoa,Ereño,0.0
2011,,,Ereño,Ehunekoa,Ereño,0.0
2012,,,Ereño,Ehunekoa,Ereño,0.0
2013,,,Ereño,Ehunekoa,Ereño,0.0
2014,,,Ereño,Ehunekoa,Ereño,0.0
2015,,,Ereño,Ehunekoa,Ereño,0.0
2016,,,Ereño,Ehunekoa,Ereño,0.0
2017,,,Ereño,Ehunekoa,Ereño,0.0
2018,,,Ereño,Ehunekoa,Ereño,0.0
2019,,,Ereño,Ehunekoa,Ereño,0.0
2020,,,Ereño,Ehunekoa,Ereño,0.0
2021,,,Ereño,Ehunekoa,Ereño,0.0
2010,,,Ermua,Ehunekoa,Ermua,0.0
2011,,,Ermua,Ehunekoa,Ermua,0.0
2012,,,Ermua,Ehunekoa,Ermua,0.0
2013,,,Ermua,Ehunekoa,Ermua,0.0
2014,,,Ermua,Ehunekoa,Ermua,0.0
2015,,,Ermua,Ehunekoa,Ermua,0.0
2016,,,Ermua,Ehunekoa,Ermua,0.0
2017,,,Ermua,Ehunekoa,Ermua,0.0
2018,,,Ermua,Ehunekoa,Ermua,0.0
2019,,,Ermua,Ehunekoa,Ermua,0.0
2020,,,Ermua,Ehunekoa,Ermua,0.0
2021,,,Ermua,Ehunekoa,Ermua,0.0
2010,,,Fruiz,Ehunekoa,Fruiz,0.0
2011,,,Fruiz,Ehunekoa,Fruiz,0.0
2012,,,Fruiz,Ehunekoa,Fruiz,0.0
2013,,,Fruiz,Ehunekoa,Fruiz,0.19
2014,,,Fruiz,Ehunekoa,Fruiz,0.23
2015,,,Fruiz,Ehunekoa,Fruiz,0.23
2016,,,Fruiz,Ehunekoa,Fruiz,1.01
2017,,,Fruiz,Ehunekoa,Fruiz,0.99
2018,,,Fruiz,Ehunekoa,Fruiz,1.96
2019,,,Fruiz,Ehunekoa,Fruiz,2.32
2020,,,Fruiz,Ehunekoa,Fruiz,2.3
2021,,,Fruiz,Ehunekoa,Fruiz,2.3
2010,,,Galdakao,Ehunekoa,Galdakao,0.0
2011,,,Galdakao,Ehunekoa,Galdakao,0.0
2012,,,Galdakao,Ehunekoa,Galdakao,0.0
2013,,,Galdakao,Ehunekoa,Galdakao,0.0
2014,,,Galdakao,Ehunekoa,Galdakao,0.0
2015,,,Galdakao,Ehunekoa,Galdakao,0.0
2016,,,Galdakao,Ehunekoa,Galdakao,0.0
2017,,,Galdakao,Ehunekoa,Galdakao,0.0
2018,,,Galdakao,Ehunekoa,Galdakao,0.0
2019,,,Galdakao,Ehunekoa,Galdakao,0.0
2020,,,Galdakao,Ehunekoa,Galdakao,0.33
2021,,,Galdakao,Ehunekoa,Galdakao,0.33
2010,,,Galdames,Ehunekoa,Galdames,0.14
2011,,,Galdames,Ehunekoa,Galdames,0.14
2012,,,Galdames,Ehunekoa,Galdames,0.16
2013,,,Galdames,Ehunekoa,Galdames,0.16
2014,,,Galdames,Ehunekoa,Galdames,0.09
2015,,,Galdames,Ehunekoa,Galdames,0.09
2016,,,Galdames,Ehunekoa,Galdames,0.18
2017,,,Galdames,Ehunekoa,Galdames,0.29
2018,,,Galdames,Ehunekoa,Galdames,0.7
2019,,,Galdames,Ehunekoa,Galdames,0.64
2020,,,Galdames,Ehunekoa,Galdames,0.58
2021,,,Galdames,Ehunekoa,Galdames,1.65
2010,,,Gamiz-Fika,Ehunekoa,Gamiz-Fika,0.12
2011,,,Gamiz-Fika,Ehunekoa,Gamiz-Fika,0.04
2012,,,Gamiz-Fika,Ehunekoa,Gamiz-Fika,0.32
2013,,,Gamiz-Fika,Ehunekoa,Gamiz-Fika,0.32
2014,,,Gamiz-Fika,Ehunekoa,Gamiz-Fika,0.77
2015,,,Gamiz-Fika,Ehunekoa,Gamiz-Fika,0.82
2016,,,Gamiz-Fika,Ehunekoa,Gamiz-Fika,0.85
2017,,,Gamiz-Fika,Ehunekoa,Gamiz-Fika,1.12
2018,,,Gamiz-Fika,Ehunekoa,Gamiz-Fika,1.7
2019,,,Gamiz-Fika,Ehunekoa,Gamiz-Fika,2.08
2020,,,Gamiz-Fika,Ehunekoa,Gamiz-Fika,3.89
2021,,,Gamiz-Fika,Ehunekoa,Gamiz-Fika,4.05
2010,,,Garai,Ehunekoa,Garai,1.14
2011,,,Garai,Ehunekoa,Garai,1.14
2012,,,Garai,Ehunekoa,Garai,1.14
2013,,,Garai,Ehunekoa,Garai,0.96
2014,,,Garai,Ehunekoa,Garai,0.83
2015,,,Garai,Ehunekoa,Garai,0.83
2016,,,Garai,Ehunekoa,Garai,0.73
2017,,,Garai,Ehunekoa,Garai,0.71
2018,,,Garai,Ehunekoa,Garai,1.07
2019,,,Garai,Ehunekoa,Garai,1.22
2020,,,Garai,Ehunekoa,Garai,2.84
2021,,,Garai,Ehunekoa,Garai,2.87
2010,,Enkartazioak / Encartaciones,,Ehunekoa,Enkartazioak / Encartaciones,0.65
2011,,Enkartazioak / Encartaciones,,Ehunekoa,Enkartazioak / Encartaciones,0.79
2012,,Enkartazioak / Encartaciones,,Ehunekoa,Enkartazioak / Encartaciones,0.76
2013,,Enkartazioak / Encartaciones,,Ehunekoa,Enkartazioak / Encartaciones,0.78
2014,,Enkartazioak / Encartaciones,,Ehunekoa,Enkartazioak / Encartaciones,0.61
2015,,Enkartazioak / Encartaciones,,Ehunekoa,Enkartazioak / Encartaciones,0.61
2016,,Enkartazioak / Encartaciones,,Ehunekoa,Enkartazioak / Encartaciones,0.59
2017,,Enkartazioak / Encartaciones,,Ehunekoa,Enkartazioak / Encartaciones,0.61
2018,,Enkartazioak / Encartaciones,,Ehunekoa,Enkartazioak / Encartaciones,0.6
2019,,Enkartazioak / Encartaciones,,Ehunekoa,Enkartazioak / Encartaciones,0.65
2020,,Enkartazioak / Encartaciones,,Ehunekoa,Enkartazioak / Encartaciones,0.62
2021,,Enkartazioak / Encartaciones,,Ehunekoa,Enkartazioak / Encartaciones,0.74
2010,,,Gatika,Ehunekoa,Gatika,0.4
2011,,,Gatika,Ehunekoa,Gatika,0.4
2012,,,Gatika,Ehunekoa,Gatika,0.39
2013,,,Gatika,Ehunekoa,Gatika,0.39
2014,,,Gatika,Ehunekoa,Gatika,0.31
2015,,,Gatika,Ehunekoa,Gatika,0.31
2016,,,Gatika,Ehunekoa,Gatika,0.09
2017,,,Gatika,Ehunekoa,Gatika,0.19
2018,,,Gatika,Ehunekoa,Gatika,0.24
2019,,,Gatika,Ehunekoa,Gatika,0.67
2020,,,Gatika,Ehunekoa,Gatika,0.66
2021,,,Gatika,Ehunekoa,Gatika,1.19
2010,,,Gautegiz Arteaga,Ehunekoa,Gautegiz Arteaga,0.29
2011,,,Gautegiz Arteaga,Ehunekoa,Gautegiz Arteaga,0.29
2012,,,Gautegiz Arteaga,Ehunekoa,Gautegiz Arteaga,0.31
2013,,,Gautegiz Arteaga,Ehunekoa,Gautegiz Arteaga,0.32
2014,,,Gautegiz Arteaga,Ehunekoa,Gautegiz Arteaga,0.3
2015,,,Gautegiz Arteaga,Ehunekoa,Gautegiz Arteaga,0.3
2016,,,Gautegiz Arteaga,Ehunekoa,Gautegiz Arteaga,0.2
2017,,,Gautegiz Arteaga,Ehunekoa,Gautegiz Arteaga,0.19
2018,,,Gautegiz Arteaga,Ehunekoa,Gautegiz Arteaga,0.19
2019,,,Gautegiz Arteaga,Ehunekoa,Gautegiz Arteaga,0.2
2020,,,Gautegiz Arteaga,Ehunekoa,Gautegiz Arteaga,2.07
2021,,,Gautegiz Arteaga,Ehunekoa,Gautegiz Arteaga,2.18
2010,,,Gordexola,Ehunekoa,Gordexola,3.88
2011,,,Gordexola,Ehunekoa,Gordexola,3.91
2012,,,Gordexola,Ehunekoa,Gordexola,3.84
2013,,,Gordexola,Ehunekoa,Gordexola,4.22
2014,,,Gordexola,Ehunekoa,Gordexola,3.71
2015,,,Gordexola,Ehunekoa,Gordexola,3.71
2016,,,Gordexola,Ehunekoa,Gordexola,3.8
2017,,,Gordexola,Ehunekoa,Gordexola,3.88
2018,,,Gordexola,Ehunekoa,Gordexola,3.89
2019,,,Gordexola,Ehunekoa,Gordexola,4.32
2020,,,Gordexola,Ehunekoa,Gordexola,4.32
2021,,,Gordexola,Ehunekoa,Gordexola,4.34
2010,,,Gorliz,Ehunekoa,Gorliz,1.55
2011,,,Gorliz,Ehunekoa,Gorliz,2.7
2012,,,Gorliz,Ehunekoa,Gorliz,2.19
2013,,,Gorliz,Ehunekoa,Gorliz,2.19
2014,,,Gorliz,Ehunekoa,Gorliz,1.4
2015,,,Gorliz,Ehunekoa,Gorliz,1.39
2016,,,Gorliz,Ehunekoa,Gorliz,1.2
2017,,,Gorliz,Ehunekoa,Gorliz,1.2
2018,,,Gorliz,Ehunekoa,Gorliz,1.3
2019,,,Gorliz,Ehunekoa,Gorliz,1.65
2020,,,Gorliz,Ehunekoa,Gorliz,1.65
2021,,,Gorliz,Ehunekoa,Gorliz,1.65
2010,,,Getxo,Ehunekoa,Getxo,0.1
2011,,,Getxo,Ehunekoa,Getxo,0.1
2012,,,Getxo,Ehunekoa,Getxo,0.1
2013,,,Getxo,Ehunekoa,Getxo,0.0
2014,,,Getxo,Ehunekoa,Getxo,0.0
2015,,,Getxo,Ehunekoa,Getxo,0.0
2016,,,Getxo,Ehunekoa,Getxo,0.0
2017,,,Getxo,Ehunekoa,Getxo,0.0
2018,,,Getxo,Ehunekoa,Getxo,0.0
2019,,,Getxo,Ehunekoa,Getxo,0.0
2020,,,Getxo,Ehunekoa,Getxo,0.0
2021,,,Getxo,Ehunekoa,Getxo,0.0
2010,,,Güeñes,Ehunekoa,Güeñes,0.0
2011,,,Güeñes,Ehunekoa,Güeñes,0.0
2012,,,Güeñes,Ehunekoa,Güeñes,0.0
2013,,,Güeñes,Ehunekoa,Güeñes,0.0
2014,,,Güeñes,Ehunekoa,Güeñes,0.0
2015,,,Güeñes,Ehunekoa,Güeñes,0.0
2016,,,Güeñes,Ehunekoa,Güeñes,0.0
2017,,,Güeñes,Ehunekoa,Güeñes,0.0
2018,,,Güeñes,Ehunekoa,Güeñes,0.0
2019,,,Güeñes,Ehunekoa,Güeñes,0.0
2020,,,Güeñes,Ehunekoa,Güeñes,0.0
2021,,,Güeñes,Ehunekoa,Güeñes,0.0
2010,,,Gernika-Lumo,Ehunekoa,Gernika-Lumo,0.3
2011,,,Gernika-Lumo,Ehunekoa,Gernika-Lumo,0.3
2012,,,Gernika-Lumo,Ehunekoa,Gernika-Lumo,0.0
2013,,,Gernika-Lumo,Ehunekoa,Gernika-Lumo,0.0
2014,,,Gernika-Lumo,Ehunekoa,Gernika-Lumo,0.0
2015,,,Gernika-Lumo,Ehunekoa,Gernika-Lumo,0.0
2016,,,Gernika-Lumo,Ehunekoa,Gernika-Lumo,0.0
2017,,,Gernika-Lumo,Ehunekoa,Gernika-Lumo,0.0
2018,,,Gernika-Lumo,Ehunekoa,Gernika-Lumo,0.0
2019,,,Gernika-Lumo,Ehunekoa,Gernika-Lumo,0.0
2020,,,Gernika-Lumo,Ehunekoa,Gernika-Lumo,0.0
2021,,,Gernika-Lumo,Ehunekoa,Gernika-Lumo,0.23
2010,,,Gizaburuaga,Ehunekoa,Gizaburuaga,0.0
2011,,,Gizaburuaga,Ehunekoa,Gizaburuaga,0.0
2012,,,Gizaburuaga,Ehunekoa,Gizaburuaga,0.0
2013,,,Gizaburuaga,Ehunekoa,Gizaburuaga,0.0
2014,,,Gizaburuaga,Ehunekoa,Gizaburuaga,0.0
2015,,,Gizaburuaga,Ehunekoa,Gizaburuaga,0.0
2016,,,Gizaburuaga,Ehunekoa,Gizaburuaga,0.0
2017,,,Gizaburuaga,Ehunekoa,Gizaburuaga,0.0
2018,,,Gizaburuaga,Ehunekoa,Gizaburuaga,0.0
2019,,,Gizaburuaga,Ehunekoa,Gizaburuaga,0.0
2020,,,Gizaburuaga,Ehunekoa,Gizaburuaga,0.0
2021,,,Gizaburuaga,Ehunekoa,Gizaburuaga,0.0
2010,,,Ibarrangelu,Ehunekoa,Ibarrangelu,0.0
2011,,,Ibarrangelu,Ehunekoa,Ibarrangelu,0.0
2012,,,Ibarrangelu,Ehunekoa,Ibarrangelu,0.05
2013,,,Ibarrangelu,Ehunekoa,Ibarrangelu,0.26
2014,,,Ibarrangelu,Ehunekoa,Ibarrangelu,0.21
2015,,,Ibarrangelu,Ehunekoa,Ibarrangelu,0.21
2016,,,Ibarrangelu,Ehunekoa,Ibarrangelu,0.21
2017,,,Ibarrangelu,Ehunekoa,Ibarrangelu,0.21
2018,,,Ibarrangelu,Ehunekoa,Ibarrangelu,0.2
2019,,,Ibarrangelu,Ehunekoa,Ibarrangelu,0.78
2020,,,Ibarrangelu,Ehunekoa,Ibarrangelu,3.08
2021,,,Ibarrangelu,Ehunekoa,Ibarrangelu,3.09
2010,,,Ispaster,Ehunekoa,Ispaster,0.0
2011,,,Ispaster,Ehunekoa,Ispaster,0.13
2012,,,Ispaster,Ehunekoa,Ispaster,0.13
2013,,,Ispaster,Ehunekoa,Ispaster,0.63
2014,,,Ispaster,Ehunekoa,Ispaster,0.55
2015,,,Ispaster,Ehunekoa,Ispaster,1.11
2016,,,Ispaster,Ehunekoa,Ispaster,0.8
2017,,,Ispaster,Ehunekoa,Ispaster,0.6
2018,,,Ispaster,Ehunekoa,Ispaster,0.56
2019,,,Ispaster,Ehunekoa,Ispaster,0.65
2020,,,Ispaster,Ehunekoa,Ispaster,2.76
2021,,,Ispaster,Ehunekoa,Ispaster,2.8
2010,,Gernika-Bermeo,,Ehunekoa,Gernika-Bermeo,1.3
2011,,Gernika-Bermeo,,Ehunekoa,Gernika-Bermeo,1.36
2012,,Gernika-Bermeo,,Ehunekoa,Gernika-Bermeo,1.57
2013,,Gernika-Bermeo,,Ehunekoa,Gernika-Bermeo,1.63
2014,,Gernika-Bermeo,,Ehunekoa,Gernika-Bermeo,1.34
2015,,Gernika-Bermeo,,Ehunekoa,Gernika-Bermeo,1.36
2016,,Gernika-Bermeo,,Ehunekoa,Gernika-Bermeo,1.37
2017,,Gernika-Bermeo,,Ehunekoa,Gernika-Bermeo,1.44
2018,,Gernika-Bermeo,,Ehunekoa,Gernika-Bermeo,1.46
2019,,Gernika-Bermeo,,Ehunekoa,Gernika-Bermeo,2.22
2020,,Gernika-Bermeo,,Ehunekoa,Gernika-Bermeo,2.9
2021,,Gernika-Bermeo,,Ehunekoa,Gernika-Bermeo,3.12
2010,,,Izurtza,Ehunekoa,Izurtza,0.0
2011,,,Izurtza,Ehunekoa,Izurtza,0.0
2012,,,Izurtza,Ehunekoa,Izurtza,0.0
2013,,,Izurtza,Ehunekoa,Izurtza,0.0
2014,,,Izurtza,Ehunekoa,Izurtza,0.0
2015,,,Izurtza,Ehunekoa,Izurtza,0.0
2016,,,Izurtza,Ehunekoa,Izurtza,0.0
2017,,,Izurtza,Ehunekoa,Izurtza,1.69
2018,,,Izurtza,Ehunekoa,Izurtza,1.68
2019,,,Izurtza,Ehunekoa,Izurtza,1.7
