Year,Serie,Sexo,Cobertura,Residencia,Discapacidad,Territorio,Comarca,Municipio,Unidad,GeoCode,Value
2016,RGI,,TIT,,,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,22.0
2017,RGI,,TIT,,,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,17.5
2018,RGI,,TIT,,,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,17.6
2019,RGI,,TIT,,,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,19.3
2020,RGI,,TIT,,,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,20.5
2021,RGI,,TIT,,,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,16.1
2022,RGI,,TIT,,,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,14.1
2014,RGI,Hombre,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,13.5
2015,RGI,Hombre,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,20.8
2016,RGI,Hombre,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,18.3
2017,RGI,Hombre,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,20.7
2018,RGI,Hombre,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,17.8
2019,RGI,Hombre,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,17.7
2020,RGI,Hombre,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,12.7
2021,RGI,Hombre,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,15.2
2022,RGI,Hombre,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,13.1
2014,RGI,Mujer,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,29.9
2015,RGI,Mujer,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,17.9
2016,RGI,Mujer,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,17.8
2017,RGI,Mujer,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,17.6
2018,RGI,Mujer,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,11.5
2019,RGI,Mujer,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,20.1
2020,RGI,Mujer,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,16.6
2021,RGI,Mujer,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,13.8
2022,RGI,Mujer,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,11.1
2014,RGI,,TIT,MIGRANT,,,,Ispaster,Por 1.000 habitantes,Ispaster,32.3
2015,RGI,,TIT,MIGRANT,,,,Ispaster,Por 1.000 habitantes,Ispaster,83.3
2016,RGI,,TIT,MIGRANT,,,,Ispaster,Por 1.000 habitantes,Ispaster,71.4
2017,RGI,,TIT,MIGRANT,,,,Ispaster,Por 1.000 habitantes,Ispaster,47.6
2018,RGI,,TIT,MIGRANT,,,,Ispaster,Por 1.000 habitantes,Ispaster,19.6
2019,RGI,,TIT,MIGRANT,,,,Ispaster,Por 1.000 habitantes,Ispaster,37.7
2020,RGI,,TIT,MIGRANT,,,,Ispaster,Por 1.000 habitantes,Ispaster,0.0
2021,RGI,,TIT,MIGRANT,,,,Ispaster,Por 1.000 habitantes,Ispaster,0.0
2022,RGI,,TIT,MIGRANT,,,,Ispaster,Por 1.000 habitantes,Ispaster,0.0
2010,RGI,,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,32.4
2011,RGI,,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,25.5
2012,RGI,,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,23.6
2013,RGI,,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,19.5
2014,RGI,,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,21.3
2015,RGI,,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,19.5
2016,RGI,,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,18.0
2017,RGI,,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,19.2
2018,RGI,,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,14.8
2019,RGI,,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,18.8
2020,RGI,,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,14.5
2021,RGI,,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,14.5
2022,RGI,,TIT,,,,,Ispaster,Por 1.000 habitantes,Ispaster,12.2
2014,RGI,Hombre,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,25.3
2015,RGI,Hombre,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,23.9
2016,RGI,Hombre,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,21.6
2017,RGI,Hombre,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,19.9
2018,RGI,Hombre,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,18.9
2019,RGI,Hombre,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,17.8
2020,RGI,Hombre,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,16.9
2021,RGI,Hombre,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,16.3
2022,RGI,Hombre,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,16.5
2014,RGI,Mujer,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,34.9
2015,RGI,Mujer,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,32.5
2016,RGI,Mujer,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,29.7
2017,RGI,Mujer,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,28.5
2018,RGI,Mujer,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,26.9
2019,RGI,Mujer,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,24.8
2020,RGI,Mujer,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,24.3
2021,RGI,Mujer,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,23.0
2022,RGI,Mujer,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,20.1
2014,RGI,,TIT,MIGRANT,,,ES4805,,Por 1.000 habitantes,ES4805,117.1
2015,RGI,,TIT,MIGRANT,,,ES4805,,Por 1.000 habitantes,ES4805,100.9
2016,RGI,,TIT,MIGRANT,,,ES4805,,Por 1.000 habitantes,ES4805,89.8
2017,RGI,,TIT,MIGRANT,,,ES4805,,Por 1.000 habitantes,ES4805,75.6
2018,RGI,,TIT,MIGRANT,,,ES4805,,Por 1.000 habitantes,ES4805,71.1
2019,RGI,,TIT,MIGRANT,,,ES4805,,Por 1.000 habitantes,ES4805,62.7
2020,RGI,,TIT,MIGRANT,,,ES4805,,Por 1.000 habitantes,ES4805,65.3
2021,RGI,,TIT,MIGRANT,,,ES4805,,Por 1.000 habitantes,ES4805,62.5
2022,RGI,,TIT,MIGRANT,,,ES4805,,Por 1.000 habitantes,ES4805,51.6
2010,RGI,,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,29.2
2011,RGI,,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,29.1
2012,RGI,,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,31.5
2013,RGI,,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,30.3
2014,RGI,,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,30.2
2015,RGI,,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,28.3
2016,RGI,,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,25.7
2017,RGI,,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,24.3
2018,RGI,,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,23.0
2019,RGI,,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,21.4
2020,RGI,,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,20.7
2021,RGI,,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,19.7
2022,RGI,,TIT,,,,ES4805,,Por 1.000 habitantes,ES4805,18.4
2014,RGI,Hombre,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,20.4
2015,RGI,Hombre,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,27.6
2016,RGI,Hombre,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,25.0
2017,RGI,Hombre,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,28.1
2018,RGI,Hombre,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,27.5
2019,RGI,Hombre,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,27.3
2020,RGI,Hombre,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,31.8
2021,RGI,Hombre,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,25.5
2022,RGI,Hombre,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,6.6
2014,RGI,Mujer,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,8.6
2015,RGI,Mujer,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,18.9
2016,RGI,Mujer,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,9.2
2017,RGI,Mujer,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,18.2
2018,RGI,Mujer,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,18.7
2019,RGI,Mujer,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,19.2
2020,RGI,Mujer,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,10.3
2021,RGI,Mujer,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,10.3
2022,RGI,Mujer,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,22.2
2014,RGI,,TIT,MIGRANT,,,,Izurtza,Por 1.000 habitantes,Izurtza,0.0
2015,RGI,,TIT,MIGRANT,,,,Izurtza,Por 1.000 habitantes,Izurtza,0.0
2016,RGI,,TIT,MIGRANT,,,,Izurtza,Por 1.000 habitantes,Izurtza,58.8
2017,RGI,,TIT,MIGRANT,,,,Izurtza,Por 1.000 habitantes,Izurtza,23.3
2018,RGI,,TIT,MIGRANT,,,,Izurtza,Por 1.000 habitantes,Izurtza,25.0
2019,RGI,,TIT,MIGRANT,,,,Izurtza,Por 1.000 habitantes,Izurtza,46.5
2020,RGI,,TIT,MIGRANT,,,,Izurtza,Por 1.000 habitantes,Izurtza,34.5
2021,RGI,,TIT,MIGRANT,,,,Izurtza,Por 1.000 habitantes,Izurtza,111.1
2022,RGI,,TIT,MIGRANT,,,,Izurtza,Por 1.000 habitantes,Izurtza,0.0
2010,RGI,,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,10.7
2011,RGI,,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,14.2
2012,RGI,,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,6.8
2013,RGI,,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,17.4
2014,RGI,,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,15.2
2015,RGI,,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,23.9
2016,RGI,,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,18.6
2017,RGI,,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,24.3
2018,RGI,,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,24.2
2019,RGI,,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,24.4
2020,RGI,,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,23.6
2021,RGI,,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,19.7
2022,RGI,,TIT,,,,,Izurtza,Por 1.000 habitantes,Izurtza,12.4
2014,RGI,Hombre,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,33.3
2015,RGI,Hombre,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,59.6
2016,RGI,Hombre,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,45.5
2017,RGI,Hombre,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,53.0
2018,RGI,Hombre,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,38.7
2019,RGI,Hombre,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,32.9
2020,RGI,Hombre,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,39.2
2021,RGI,Hombre,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,26.1
2022,RGI,Hombre,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,27.8
2014,RGI,Mujer,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,37.6
2015,RGI,Mujer,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,54.3
2016,RGI,Mujer,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,55.6
2017,RGI,Mujer,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,24.6
2018,RGI,Mujer,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,33.1
2019,RGI,Mujer,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,24.4
2020,RGI,Mujer,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,38.2
2021,RGI,Mujer,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,38.2
2022,RGI,Mujer,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,23.6
2014,RGI,,TIT,MIGRANT,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,117.6
2015,RGI,,TIT,MIGRANT,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,214.3
2016,RGI,,TIT,MIGRANT,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,166.7
2017,RGI,,TIT,MIGRANT,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,111.1
2018,RGI,,TIT,MIGRANT,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,90.9
2019,RGI,,TIT,MIGRANT,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,153.8
2020,RGI,,TIT,MIGRANT,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,250.0
2021,RGI,,TIT,MIGRANT,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,76.9
2022,RGI,,TIT,MIGRANT,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,0.0
2010,RGI,,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,25.6
2011,RGI,,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,18.4
2012,RGI,,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,25.0
2013,RGI,,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,32.5
2014,RGI,,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,35.3
2015,RGI,,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,57.1
2016,RGI,,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,50.0
2017,RGI,,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,40.3
2018,RGI,,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,36.2
2019,RGI,,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,29.1
2020,RGI,,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,38.7
2021,RGI,,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,31.7
2022,RGI,,TIT,,,,,Lanestosa,Por 1.000 habitantes,Lanestosa,25.8
2014,RGI,Hombre,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,14.0
2015,RGI,Hombre,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,19.1
2016,RGI,Hombre,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,16.2
2017,RGI,Hombre,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,17.2
2018,RGI,Hombre,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,10.1
2019,RGI,Hombre,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,8.1
2020,RGI,Hombre,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,12.6
2021,RGI,Hombre,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,12.6
2022,RGI,Hombre,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,13.7
2014,RGI,Mujer,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,17.0
2015,RGI,Mujer,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,15.1
2016,RGI,Mujer,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,13.3
2017,RGI,Mujer,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,13.2
2018,RGI,Mujer,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,13.2
2019,RGI,Mujer,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,9.4
2020,RGI,Mujer,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,13.1
2021,RGI,Mujer,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,13.1
2022,RGI,Mujer,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,14.1
2014,RGI,,TIT,MIGRANT,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,79.4
2015,RGI,,TIT,MIGRANT,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,55.6
2016,RGI,,TIT,MIGRANT,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,78.4
2017,RGI,,TIT,MIGRANT,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,127.7
2018,RGI,,TIT,MIGRANT,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,86.2
2019,RGI,,TIT,MIGRANT,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,30.8
2020,RGI,,TIT,MIGRANT,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,34.5
2021,RGI,,TIT,MIGRANT,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,52.1
2022,RGI,,TIT,MIGRANT,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,58.3
2010,RGI,,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,14.3
2011,RGI,,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,14.6
2012,RGI,,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,14.3
2013,RGI,,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,15.2
2014,RGI,,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,15.6
2015,RGI,,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,17.0
2016,RGI,,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,14.7
2017,RGI,,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,15.1
2018,RGI,,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,11.7
2019,RGI,,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,8.8
2020,RGI,,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,12.8
2021,RGI,,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,12.8
2022,RGI,,TIT,,,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,13.9
2014,RGI,Hombre,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,3.5
2015,RGI,Hombre,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,6.8
2016,RGI,Hombre,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,5.3
2017,RGI,Hombre,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,10.7
2018,RGI,Hombre,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,8.8
2019,RGI,Hombre,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,7.0
2020,RGI,Hombre,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,6.7
2021,RGI,Hombre,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,5.0
2022,RGI,Hombre,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,8.4
2014,RGI,Mujer,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,5.1
2015,RGI,Mujer,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,6.7
2016,RGI,Mujer,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,5.1
2017,RGI,Mujer,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,3.3
2018,RGI,Mujer,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,5.0
2019,RGI,Mujer,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,4.8
2020,RGI,Mujer,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,3.1
2021,RGI,Mujer,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,3.1
2022,RGI,Mujer,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,3.1
2014,RGI,,TIT,MIGRANT,,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2015,RGI,,TIT,MIGRANT,,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2016,RGI,,TIT,MIGRANT,,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2017,RGI,,TIT,MIGRANT,,,,Laukiz,Por 1.000 habitantes,Laukiz,21.7
2018,RGI,,TIT,MIGRANT,,,,Laukiz,Por 1.000 habitantes,Laukiz,18.9
2019,RGI,,TIT,MIGRANT,,,,Laukiz,Por 1.000 habitantes,Laukiz,34.5
2020,RGI,,TIT,MIGRANT,,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2021,RGI,,TIT,MIGRANT,,,,Laukiz,Por 1.000 habitantes,Laukiz,20.4
2022,RGI,,TIT,MIGRANT,,,,Laukiz,Por 1.000 habitantes,Laukiz,18.9
2010,RGI,,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,5.2
2011,RGI,,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,5.2
2012,RGI,,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,2.6
2013,RGI,,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,5.2
2014,RGI,,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,4.3
2015,RGI,,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,6.8
2016,RGI,,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,5.2
2017,RGI,,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,6.9
2018,RGI,,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,6.9
2019,RGI,,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,5.8
2020,RGI,,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,4.8
2021,RGI,,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,4.0
2022,RGI,,TIT,,,,,Laukiz,Por 1.000 habitantes,Laukiz,5.7
2014,RGI,Hombre,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,22.7
2015,RGI,Hombre,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,21.5
2016,RGI,Hombre,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,20.5
2017,RGI,Hombre,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,18.6
2018,RGI,Hombre,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,17.8
2019,RGI,Hombre,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,17.3
2020,RGI,Hombre,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,18.0
2021,RGI,Hombre,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,17.9
2022,RGI,Hombre,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,17.9
2014,RGI,Mujer,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,31.1
2015,RGI,Mujer,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,29.7
2016,RGI,Mujer,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,27.3
2017,RGI,Mujer,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,27.3
2018,RGI,Mujer,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,27.3
2019,RGI,Mujer,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,29.1
2020,RGI,Mujer,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,29.9
2021,RGI,Mujer,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,29.1
2022,RGI,Mujer,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,27.5
2014,RGI,,TIT,MIGRANT,,,,Leioa,Por 1.000 habitantes,Leioa,147.8
2015,RGI,,TIT,MIGRANT,,,,Leioa,Por 1.000 habitantes,Leioa,129.8
2016,RGI,,TIT,MIGRANT,,,,Leioa,Por 1.000 habitantes,Leioa,102.0
2017,RGI,,TIT,MIGRANT,,,,Leioa,Por 1.000 habitantes,Leioa,109.1
2018,RGI,,TIT,MIGRANT,,,,Leioa,Por 1.000 habitantes,Leioa,113.1
2019,RGI,,TIT,MIGRANT,,,,Leioa,Por 1.000 habitantes,Leioa,109.4
2020,RGI,,TIT,MIGRANT,,,,Leioa,Por 1.000 habitantes,Leioa,115.2
2021,RGI,,TIT,MIGRANT,,,,Leioa,Por 1.000 habitantes,Leioa,111.8
2022,RGI,,TIT,MIGRANT,,,,Leioa,Por 1.000 habitantes,Leioa,103.1
2010,RGI,,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,24.6
2011,RGI,,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,23.7
2012,RGI,,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,25.1
2013,RGI,,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,26.6
2014,RGI,,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,27.1
2015,RGI,,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,25.7
2016,RGI,,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,24.0
2017,RGI,,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,23.1
2018,RGI,,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,22.7
2019,RGI,,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,23.4
2020,RGI,,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,24.1
2021,RGI,,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,23.6
2022,RGI,,TIT,,,,,Leioa,Por 1.000 habitantes,Leioa,22.9
2014,RGI,Hombre,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,22.2
2015,RGI,Hombre,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,22.8
2016,RGI,Hombre,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,26.9
2017,RGI,Hombre,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,24.0
2018,RGI,Hombre,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,20.9
2019,RGI,Hombre,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,18.7
