Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2011,Consumo de agua por habitante y día,,,Larrabetzu,Litros per cápita diario,Larrabetzu,183.8
2016,Consumo de agua por habitante y día,,,Larrabetzu,Litros per cápita diario,Larrabetzu,175.4
2015,Consumo de agua por habitante y día,,,Larrabetzu,Litros per cápita diario,Larrabetzu,173.4
2019,Consumo de agua por habitante y día,,,Larrabetzu,Litros per cápita diario,Larrabetzu,176.1
2014,Consumo de agua por habitante y día,,,Larrabetzu,Litros per cápita diario,Larrabetzu,175.9
2017,Consumo de agua por habitante y día,,,Larrabetzu,Litros per cápita diario,Larrabetzu,174.8
2016,Consumo de agua por habitante y día,,,Larraul,Litros per cápita diario,Larraul,200.5
2017,Consumo de agua por habitante y día,,,Larraul,Litros per cápita diario,Larraul,208.9
2019,Consumo de agua por habitante y día,,,Larraul,Litros per cápita diario,Larraul,202.5
2014,Consumo de agua por habitante y día,,,Larraul,Litros per cápita diario,Larraul,200.1
2015,Consumo de agua por habitante y día,,,Larraul,Litros per cápita diario,Larraul,208.9
2018,Consumo de agua por habitante y día,,,Larraul,Litros per cápita diario,Larraul,187.9
2011,Consumo de agua por habitante y día,,,Larraul,Litros per cápita diario,Larraul,258.3
2012,Consumo de agua por habitante y día,,,Larraul,Litros per cápita diario,Larraul,211.5
2012,Consumo de agua por habitante y día,,,Lasarte-Oria,Litros per cápita diario,Lasarte-Oria,160.1
2015,Consumo de agua por habitante y día,,,Lasarte-Oria,Litros per cápita diario,Lasarte-Oria,150.0
2019,Consumo de agua por habitante y día,,,Lasarte-Oria,Litros per cápita diario,Lasarte-Oria,148.2
2017,Consumo de agua por habitante y día,,,Lasarte-Oria,Litros per cápita diario,Lasarte-Oria,162.1
2011,Consumo de agua por habitante y día,,,Lasarte-Oria,Litros per cápita diario,Lasarte-Oria,245.6
2016,Consumo de agua por habitante y día,,,Lasarte-Oria,Litros per cápita diario,Lasarte-Oria,150.9
2018,Consumo de agua por habitante y día,,,Lasarte-Oria,Litros per cápita diario,Lasarte-Oria,150.4
2014,Consumo de agua por habitante y día,,,Lasarte-Oria,Litros per cápita diario,Lasarte-Oria,154.4
2012,Consumo de agua por habitante y día,,,Laudio/Llodio,Litros per cápita diario,Laudio/Llodio,157.1
2019,Consumo de agua por habitante y día,,,Laudio/Llodio,Litros per cápita diario,Laudio/Llodio,150.9
2018,Consumo de agua por habitante y día,,,Laudio/Llodio,Litros per cápita diario,Laudio/Llodio,158.4
2017,Consumo de agua por habitante y día,,,Laudio/Llodio,Litros per cápita diario,Laudio/Llodio,157.7
2014,Consumo de agua por habitante y día,,,Laudio/Llodio,Litros per cápita diario,Laudio/Llodio,155.3
2011,Consumo de agua por habitante y día,,,Laudio/Llodio,Litros per cápita diario,Laudio/Llodio,166.9
2016,Consumo de agua por habitante y día,,,Laudio/Llodio,Litros per cápita diario,Laudio/Llodio,161.9
2015,Consumo de agua por habitante y día,,,Laudio/Llodio,Litros per cápita diario,Laudio/Llodio,161.0
2017,Consumo de agua por habitante y día,,,Laukiz,Litros per cápita diario,Laukiz,177.4
2012,Consumo de agua por habitante y día,,,Laukiz,Litros per cápita diario,Laukiz,183.5
2014,Consumo de agua por habitante y día,,,Laukiz,Litros per cápita diario,Laukiz,179.3
2018,Consumo de agua por habitante y día,,,Laukiz,Litros per cápita diario,Laukiz,177.1
2011,Consumo de agua por habitante y día,,,Laukiz,Litros per cápita diario,Laukiz,183.8
2016,Consumo de agua por habitante y día,,,Laukiz,Litros per cápita diario,Laukiz,175.6
2015,Consumo de agua por habitante y día,,,Laukiz,Litros per cápita diario,Laukiz,175.9
2019,Consumo de agua por habitante y día,,,Laukiz,Litros per cápita diario,Laukiz,178.6
2015,Consumo de agua por habitante y día,,,Lazkao,Litros per cápita diario,Lazkao,172.7
2014,Consumo de agua por habitante y día,,,Lazkao,Litros per cápita diario,Lazkao,151.8
2019,Consumo de agua por habitante y día,,,Lazkao,Litros per cápita diario,Lazkao,155.3
2012,Consumo de agua por habitante y día,,,Lazkao,Litros per cápita diario,Lazkao,173.3
2011,Consumo de agua por habitante y día,,,Lazkao,Litros per cápita diario,Lazkao,104.8
2017,Consumo de agua por habitante y día,,,Lazkao,Litros per cápita diario,Lazkao,155.6
2016,Consumo de agua por habitante y día,,,Lazkao,Litros per cápita diario,Lazkao,170.2
2018,Consumo de agua por habitante y día,,,Lazkao,Litros per cápita diario,Lazkao,157.8
2015,Consumo de agua por habitante y día,,,Leaburu,Litros per cápita diario,Leaburu,180.4
2017,Consumo de agua por habitante y día,,,Leaburu,Litros per cápita diario,Leaburu,208.4
2011,Consumo de agua por habitante y día,,,Leaburu,Litros per cápita diario,Leaburu,160.0
2016,Consumo de agua por habitante y día,,,Leaburu,Litros per cápita diario,Leaburu,189.2
2012,Consumo de agua por habitante y día,,,Leaburu,Litros per cápita diario,Leaburu,159.0
2018,Consumo de agua por habitante y día,,,Leaburu,Litros per cápita diario,Leaburu,221.1
2014,Consumo de agua por habitante y día,,,Leaburu,Litros per cápita diario,Leaburu,177.4
2019,Consumo de agua por habitante y día,,,Leaburu,Litros per cápita diario,Leaburu,152.3
2012,Consumo de agua por habitante y día,,,Legazpi,Litros per cápita diario,Legazpi,157.3
2016,Consumo de agua por habitante y día,,,Legazpi,Litros per cápita diario,Legazpi,154.9
2011,Consumo de agua por habitante y día,,,Legazpi,Litros per cápita diario,Legazpi,158.1
2017,Consumo de agua por habitante y día,,,Legazpi,Litros per cápita diario,Legazpi,153.0
2019,Consumo de agua por habitante y día,,,Legazpi,Litros per cápita diario,Legazpi,152.9
2014,Consumo de agua por habitante y día,,,Legazpi,Litros per cápita diario,Legazpi,157.1
2018,Consumo de agua por habitante y día,,,Legazpi,Litros per cápita diario,Legazpi,152.7
2015,Consumo de agua por habitante y día,,,Legazpi,Litros per cápita diario,Legazpi,147.0
2018,Consumo de agua por habitante y día,,,Legorreta,Litros per cápita diario,Legorreta,145.7
2016,Consumo de agua por habitante y día,,,Legorreta,Litros per cápita diario,Legorreta,192.1
2017,Consumo de agua por habitante y día,,,Legorreta,Litros per cápita diario,Legorreta,191.6
2015,Consumo de agua por habitante y día,,,Legorreta,Litros per cápita diario,Legorreta,203.9
2011,Consumo de agua por habitante y día,,,Legorreta,Litros per cápita diario,Legorreta,219.0
2012,Consumo de agua por habitante y día,,,Legorreta,Litros per cápita diario,Legorreta,229.3
2019,Consumo de agua por habitante y día,,,Legorreta,Litros per cápita diario,Legorreta,147.2
2014,Consumo de agua por habitante y día,,,Legorreta,Litros per cápita diario,Legorreta,220.2
2016,Consumo de agua por habitante y día,,,Legutio,Litros per cápita diario,Legutio,554.9
2017,Consumo de agua por habitante y día,,,Legutio,Litros per cápita diario,Legutio,527.2
2014,Consumo de agua por habitante y día,,,Legutio,Litros per cápita diario,Legutio,470.8
2012,Consumo de agua por habitante y día,,,Legutio,Litros per cápita diario,Legutio,418.2
2015,Consumo de agua por habitante y día,,,Legutio,Litros per cápita diario,Legutio,370.2
2019,Consumo de agua por habitante y día,,,Legutio,Litros per cápita diario,Legutio,545.6
2011,Consumo de agua por habitante y día,,,Legutio,Litros per cápita diario,Legutio,435.8
2018,Consumo de agua por habitante y día,,,Legutio,Litros per cápita diario,Legutio,555.7
2018,Consumo de agua por habitante y día,,,Leintz-Gatzaga,Litros per cápita diario,Leintz-Gatzaga,95.6
2011,Consumo de agua por habitante y día,,,Leintz-Gatzaga,Litros per cápita diario,Leintz-Gatzaga,77.0
2016,Consumo de agua por habitante y día,,,Leintz-Gatzaga,Litros per cápita diario,Leintz-Gatzaga,78.6
2015,Consumo de agua por habitante y día,,,Leintz-Gatzaga,Litros per cápita diario,Leintz-Gatzaga,76.7
2019,Consumo de agua por habitante y día,,,Leintz-Gatzaga,Litros per cápita diario,Leintz-Gatzaga,88.0
2017,Consumo de agua por habitante y día,,,Leintz-Gatzaga,Litros per cápita diario,Leintz-Gatzaga,101.7
2014,Consumo de agua por habitante y día,,,Leintz-Gatzaga,Litros per cápita diario,Leintz-Gatzaga,75.5
2012,Consumo de agua por habitante y día,,,Leintz-Gatzaga,Litros per cápita diario,Leintz-Gatzaga,73.4
2014,Consumo de agua por habitante y día,,,Leioa,Litros per cápita diario,Leioa,176.6
2012,Consumo de agua por habitante y día,,,Leioa,Litros per cápita diario,Leioa,182.7
2011,Consumo de agua por habitante y día,,,Leioa,Litros per cápita diario,Leioa,183.8
2016,Consumo de agua por habitante y día,,,Leioa,Litros per cápita diario,Leioa,176.4
2015,Consumo de agua por habitante y día,,,Leioa,Litros per cápita diario,Leioa,175.0
2019,Consumo de agua por habitante y día,,,Leioa,Litros per cápita diario,Leioa,174.5
2018,Consumo de agua por habitante y día,,,Leioa,Litros per cápita diario,Leioa,174.1
2017,Consumo de agua por habitante y día,,,Leioa,Litros per cápita diario,Leioa,174.2
2014,Consumo de agua por habitante y día,,,Lekeitio,Litros per cápita diario,Lekeitio,177.5
2012,Consumo de agua por habitante y día,,,Lekeitio,Litros per cápita diario,Lekeitio,181.5
2017,Consumo de agua por habitante y día,,,Lekeitio,Litros per cápita diario,Lekeitio,173.4
2018,Consumo de agua por habitante y día,,,Lekeitio,Litros per cápita diario,Lekeitio,173.7
2011,Consumo de agua por habitante y día,,,Lekeitio,Litros per cápita diario,Lekeitio,183.8
2016,Consumo de agua por habitante y día,,,Lekeitio,Litros per cápita diario,Lekeitio,175.9
2015,Consumo de agua por habitante y día,,,Lekeitio,Litros per cápita diario,Lekeitio,178.9
2019,Consumo de agua por habitante y día,,,Lekeitio,Litros per cápita diario,Lekeitio,174.8
2017,Consumo de agua por habitante y día,,,Lemoa,Litros per cápita diario,Lemoa,169.3
2014,Consumo de agua por habitante y día,,,Lemoa,Litros per cápita diario,Lemoa,174.8
2012,Consumo de agua por habitante y día,,,Lemoa,Litros per cápita diario,Lemoa,185.1
2018,Consumo de agua por habitante y día,,,Lemoa,Litros per cápita diario,Lemoa,169.2
2011,Consumo de agua por habitante y día,,,Lemoa,Litros per cápita diario,Lemoa,183.8
2016,Consumo de agua por habitante y día,,,Lemoa,Litros per cápita diario,Lemoa,174.2
2015,Consumo de agua por habitante y día,,,Lemoa,Litros per cápita diario,Lemoa,174.9
2019,Consumo de agua por habitante y día,,,Lemoa,Litros per cápita diario,Lemoa,172.1
2017,Consumo de agua por habitante y día,,,Lemoiz,Litros per cápita diario,Lemoiz,171.7
2014,Consumo de agua por habitante y día,,,Lemoiz,Litros per cápita diario,Lemoiz,170.9
2018,Consumo de agua por habitante y día,,,Lemoiz,Litros per cápita diario,Lemoiz,171.5
2012,Consumo de agua por habitante y día,,,Lemoiz,Litros per cápita diario,Lemoiz,193.1
2011,Consumo de agua por habitante y día,,,Lemoiz,Litros per cápita diario,Lemoiz,183.8
2016,Consumo de agua por habitante y día,,,Lemoiz,Litros per cápita diario,Lemoiz,172.5
2015,Consumo de agua por habitante y día,,,Lemoiz,Litros per cápita diario,Lemoiz,164.2
2019,Consumo de agua por habitante y día,,,Lemoiz,Litros per cápita diario,Lemoiz,173.6
2011,Consumo de agua por habitante y día,,,Leza,Litros per cápita diario,Leza,248.4
2012,Consumo de agua por habitante y día,,,Leza,Litros per cápita diario,Leza,318.1
2015,Consumo de agua por habitante y día,,,Leza,Litros per cápita diario,Leza,312.9
2019,Consumo de agua por habitante y día,,,Leza,Litros per cápita diario,Leza,310.0
2018,Consumo de agua por habitante y día,,,Leza,Litros per cápita diario,Leza,296.5
2014,Consumo de agua por habitante y día,,,Leza,Litros per cápita diario,Leza,320.8
2017,Consumo de agua por habitante y día,,,Leza,Litros per cápita diario,Leza,348.7
2016,Consumo de agua por habitante y día,,,Leza,Litros per cápita diario,Leza,322.8
2012,Consumo de agua por habitante y día,,,Lezama,Litros per cápita diario,Lezama,180.3
2016,Consumo de agua por habitante y día,,,Lezama,Litros per cápita diario,Lezama,179.1
2011,Consumo de agua por habitante y día,,,Lezama,Litros per cápita diario,Lezama,183.8
2014,Consumo de agua por habitante y día,,,Lezama,Litros per cápita diario,Lezama,178.2
2018,Consumo de agua por habitante y día,,,Lezama,Litros per cápita diario,Lezama,173.8
2015,Consumo de agua por habitante y día,,,Lezama,Litros per cápita diario,Lezama,179.2
2019,Consumo de agua por habitante y día,,,Lezama,Litros per cápita diario,Lezama,177.2
2017,Consumo de agua por habitante y día,,,Lezama,Litros per cápita diario,Lezama,175.3
2016,Consumo de agua por habitante y día,,,Lezo,Litros per cápita diario,Lezo,165.5
2012,Consumo de agua por habitante y día,,,Lezo,Litros per cápita diario,Lezo,211.4
2015,Consumo de agua por habitante y día,,,Lezo,Litros per cápita diario,Lezo,164.0
2011,Consumo de agua por habitante y día,,,Lezo,Litros per cápita diario,Lezo,204.3
2017,Consumo de agua por habitante y día,,,Lezo,Litros per cápita diario,Lezo,179.3
2019,Consumo de agua por habitante y día,,,Lezo,Litros per cápita diario,Lezo,186.0
2014,Consumo de agua por habitante y día,,,Lezo,Litros per cápita diario,Lezo,179.9
2018,Consumo de agua por habitante y día,,,Lezo,Litros per cápita diario,Lezo,182.6
2019,Consumo de agua por habitante y día,,,Lizartza,Litros per cápita diario,Lizartza,159.2
2015,Consumo de agua por habitante y día,,,Lizartza,Litros per cápita diario,Lizartza,239.9
2017,Consumo de agua por habitante y día,,,Lizartza,Litros per cápita diario,Lizartza,154.7
2012,Consumo de agua por habitante y día,,,Lizartza,Litros per cápita diario,Lizartza,241.5
2016,Consumo de agua por habitante y día,,,Lizartza,Litros per cápita diario,Lizartza,153.4
2011,Consumo de agua por habitante y día,,,Lizartza,Litros per cápita diario,Lizartza,245.9
2018,Consumo de agua por habitante y día,,,Lizartza,Litros per cápita diario,Lizartza,159.9
2014,Consumo de agua por habitante y día,,,Lizartza,Litros per cápita diario,Lizartza,234.9
2012,Consumo de agua por habitante y día,,,Loiu,Litros per cápita diario,Loiu,181.3
2018,Consumo de agua por habitante y día,,,Loiu,Litros per cápita diario,Loiu,176.2
2014,Consumo de agua por habitante y día,,,Loiu,Litros per cápita diario,Loiu,184.8
2019,Consumo de agua por habitante y día,,,Loiu,Litros per cápita diario,Loiu,176.7
2015,Consumo de agua por habitante y día,,,Loiu,Litros per cápita diario,Loiu,182.4
2011,Consumo de agua por habitante y día,,,Loiu,Litros per cápita diario,Loiu,183.8
2017,Consumo de agua por habitante y día,,,Loiu,Litros per cápita diario,Loiu,178.2
2016,Consumo de agua por habitante y día,,,Loiu,Litros per cápita diario,Loiu,182.4
2014,Consumo de agua por habitante y día,,,Mallabia,Litros per cápita diario,Mallabia,328.0
2012,Consumo de agua por habitante y día,,,Mallabia,Litros per cápita diario,Mallabia,330.7
2017,Consumo de agua por habitante y día,,,Mallabia,Litros per cápita diario,Mallabia,415.2
2018,Consumo de agua por habitante y día,,,Mallabia,Litros per cápita diario,Mallabia,340.5
2011,Consumo de agua por habitante y día,,,Mallabia,Litros per cápita diario,Mallabia,336.5
2016,Consumo de agua por habitante y día,,,Mallabia,Litros per cápita diario,Mallabia,388.0
2015,Consumo de agua por habitante y día,,,Mallabia,Litros per cápita diario,Mallabia,348.1
2019,Consumo de agua por habitante y día,,,Mallabia,Litros per cápita diario,Mallabia,151.8
2014,Consumo de agua por habitante y día,,,Mañaria,Litros per cápita diario,Mañaria,181.1
2017,Consumo de agua por habitante y día,,,Mañaria,Litros per cápita diario,Mañaria,174.0
2012,Consumo de agua por habitante y día,,,Mañaria,Litros per cápita diario,Mañaria,185.2
2018,Consumo de agua por habitante y día,,,Mañaria,Litros per cápita diario,Mañaria,175.8
2011,Consumo de agua por habitante y día,,,Mañaria,Litros per cápita diario,Mañaria,183.8
2016,Consumo de agua por habitante y día,,,Mañaria,Litros per cápita diario,Mañaria,177.7
2015,Consumo de agua por habitante y día,,,Mañaria,Litros per cápita diario,Mañaria,172.1
2019,Consumo de agua por habitante y día,,,Mañaria,Litros per cápita diario,Mañaria,178.7
2012,Consumo de agua por habitante y día,,,Markina-Xemein,Litros per cápita diario,Markina-Xemein,183.4
2018,Consumo de agua por habitante y día,,,Markina-Xemein,Litros per cápita diario,Markina-Xemein,177.1
2011,Consumo de agua por habitante y día,,,Markina-Xemein,Litros per cápita diario,Markina-Xemein,183.8
2016,Consumo de agua por habitante y día,,,Markina-Xemein,Litros per cápita diario,Markina-Xemein,178.6
2015,Consumo de agua por habitante y día,,,Markina-Xemein,Litros per cápita diario,Markina-Xemein,176.2
2019,Consumo de agua por habitante y día,,,Markina-Xemein,Litros per cápita diario,Markina-Xemein,176.6
2017,Consumo de agua por habitante y día,,,Markina-Xemein,Litros per cápita diario,Markina-Xemein,175.0
2014,Consumo de agua por habitante y día,,,Markina-Xemein,Litros per cápita diario,Markina-Xemein,176.9
2018,Consumo de agua por habitante y día,,,Maruri-Jatabe,Litros per cápita diario,Maruri-Jatabe,181.4
2011,Consumo de agua por habitante y día,,,Maruri-Jatabe,Litros per cápita diario,Maruri-Jatabe,183.8
2016,Consumo de agua por habitante y día,,,Maruri-Jatabe,Litros per cápita diario,Maruri-Jatabe,178.5
2015,Consumo de agua por habitante y día,,,Maruri-Jatabe,Litros per cápita diario,Maruri-Jatabe,175.3
2019,Consumo de agua por habitante y día,,,Maruri-Jatabe,Litros per cápita diario,Maruri-Jatabe,181.3
2017,Consumo de agua por habitante y día,,,Maruri-Jatabe,Litros per cápita diario,Maruri-Jatabe,179.1
2012,Consumo de agua por habitante y día,,,Maruri-Jatabe,Litros per cápita diario,Maruri-Jatabe,180.4
2014,Consumo de agua por habitante y día,,,Maruri-Jatabe,Litros per cápita diario,Maruri-Jatabe,178.3
2018,Consumo de agua por habitante y día,,,Mendaro,Litros per cápita diario,Mendaro,143.4
2015,Consumo de agua por habitante y día,,,Mendaro,Litros per cápita diario,Mendaro,142.3
2014,Consumo de agua por habitante y día,,,Mendaro,Litros per cápita diario,Mendaro,155.5
2017,Consumo de agua por habitante y día,,,Mendaro,Litros per cápita diario,Mendaro,145.2
2011,Consumo de agua por habitante y día,,,Mendaro,Litros per cápita diario,Mendaro,158.1
2016,Consumo de agua por habitante y día,,,Mendaro,Litros per cápita diario,Mendaro,153.4
2012,Consumo de agua por habitante y día,,,Mendaro,Litros per cápita diario,Mendaro,159.3
2019,Consumo de agua por habitante y día,,,Mendaro,Litros per cápita diario,Mendaro,144.2
2014,Consumo de agua por habitante y día,,,Mendata,Litros per cápita diario,Mendata,117.7
2017,Consumo de agua por habitante y día,,,Mendata,Litros per cápita diario,Mendata,165.5
2018,Consumo de agua por habitante y día,,,Mendata,Litros per cápita diario,Mendata,161.6
2015,Consumo de agua por habitante y día,,,Mendata,Litros per cápita diario,Mendata,162.0
2019,Consumo de agua por habitante y día,,,Mendata,Litros per cápita diario,Mendata,149.6
2012,Consumo de agua por habitante y día,,,Mendata,Litros per cápita diario,Mendata,118.3
2011,Consumo de agua por habitante y día,,,Mendata,Litros per cápita diario,Mendata,161.4
2016,Consumo de agua por habitante y día,,,Mendata,Litros per cápita diario,Mendata,169.4
2012,Consumo de agua por habitante y día,,,Mendexa,Litros per cápita diario,Mendexa,182.7
2017,Consumo de agua por habitante y día,,,Mendexa,Litros per cápita diario,Mendexa,166.1
2018,Consumo de agua por habitante y día,,,Mendexa,Litros per cápita diario,Mendexa,167.1
2015,Consumo de agua por habitante y día,,,Mendexa,Litros per cápita diario,Mendexa,168.4
2019,Consumo de agua por habitante y día,,,Mendexa,Litros per cápita diario,Mendexa,167.3
2016,Consumo de agua por habitante y día,,,Mendexa,Litros per cápita diario,Mendexa,171.5
2011,Consumo de agua por habitante y día,,,Mendexa,Litros per cápita diario,Mendexa,183.8
2014,Consumo de agua por habitante y día,,,Mendexa,Litros per cápita diario,Mendexa,173.0
2011,Consumo de agua por habitante y día,,,Meñaka,Litros per cápita diario,Meñaka,210.2
2016,Consumo de agua por habitante y día,,,Meñaka,Litros per cápita diario,Meñaka,234.4
2014,Consumo de agua por habitante y día,,,Meñaka,Litros per cápita diario,Meñaka,205.0
2018,Consumo de agua por habitante y día,,,Meñaka,Litros per cápita diario,Meñaka,221.1
2015,Consumo de agua por habitante y día,,,Meñaka,Litros per cápita diario,Meñaka,237.7
2019,Consumo de agua por habitante y día,,,Meñaka,Litros per cápita diario,Meñaka,210.2
2012,Consumo de agua por habitante y día,,,Meñaka,Litros per cápita diario,Meñaka,215.3
2017,Consumo de agua por habitante y día,,,Meñaka,Litros per cápita diario,Meñaka,226.3
2019,Consumo de agua por habitante y día,,,Moreda de Álava/Moreda Araba,Litros per cápita diario,Moreda de Álava/Moreda Araba,261.4
2016,Consumo de agua por habitante y día,,,Moreda de Álava/Moreda Araba,Litros per cápita diario,Moreda de Álava/Moreda Araba,287.5
2015,Consumo de agua por habitante y día,,,Moreda de Álava/Moreda Araba,Litros per cápita diario,Moreda de Álava/Moreda Araba,329.4
2014,Consumo de agua por habitante y día,,,Moreda de Álava/Moreda Araba,Litros per cápita diario,Moreda de Álava/Moreda Araba,316.9
2011,Consumo de agua por habitante y día,,,Moreda de Álava/Moreda Araba,Litros per cápita diario,Moreda de Álava/Moreda Araba,293.8
2017,Consumo de agua por habitante y día,,,Moreda de Álava/Moreda Araba,Litros per cápita diario,Moreda de Álava/Moreda Araba,301.9
2018,Consumo de agua por habitante y día,,,Moreda de Álava/Moreda Araba,Litros per cápita diario,Moreda de Álava/Moreda Araba,237.1
2012,Consumo de agua por habitante y día,,,Moreda de Álava/Moreda Araba,Litros per cápita diario,Moreda de Álava/Moreda Araba,321.3
2019,Consumo de agua por habitante y día,,,Morga,Litros per cápita diario,Morga,188.1
2011,Consumo de agua por habitante y día,,,Morga,Litros per cápita diario,Morga,183.8
2014,Consumo de agua por habitante y día,,,Morga,Litros per cápita diario,Morga,181.0
2018,Consumo de agua por habitante y día,,,Morga,Litros per cápita diario,Morga,179.6
2015,Consumo de agua por habitante y día,,,Morga,Litros per cápita diario,Morga,177.5
2012,Consumo de agua por habitante y día,,,Morga,Litros per cápita diario,Morga,191.6
2016,Consumo de agua por habitante y día,,,Morga,Litros per cápita diario,Morga,175.6
2017,Consumo de agua por habitante y día,,,Morga,Litros per cápita diario,Morga,180.1
2011,Consumo de agua por habitante y día,,,Mundaka,Litros per cápita diario,Mundaka,198.3
2016,Consumo de agua por habitante y día,,,Mundaka,Litros per cápita diario,Mundaka,175.3
2014,Consumo de agua por habitante y día,,,Mundaka,Litros per cápita diario,Mundaka,122.4
2018,Consumo de agua por habitante y día,,,Mundaka,Litros per cápita diario,Mundaka,172.1
2015,Consumo de agua por habitante y día,,,Mundaka,Litros per cápita diario,Mundaka,171.5
2012,Consumo de agua por habitante y día,,,Mundaka,Litros per cápita diario,Mundaka,119.8
2019,Consumo de agua por habitante y día,,,Mundaka,Litros per cápita diario,Mundaka,159.1
2017,Consumo de agua por habitante y día,,,Mundaka,Litros per cápita diario,Mundaka,175.3
2016,Consumo de agua por habitante y día,,,Mungia,Litros per cápita diario,Mungia,178.2
2012,Consumo de agua por habitante y día,,,Mungia,Litros per cápita diario,Mungia,183.5
2014,Consumo de agua por habitante y día,,,Mungia,Litros per cápita diario,Mungia,176.6
2018,Consumo de agua por habitante y día,,,Mungia,Litros per cápita diario,Mungia,175.0
2015,Consumo de agua por habitante y día,,,Mungia,Litros per cápita diario,Mungia,174.4
2019,Consumo de agua por habitante y día,,,Mungia,Litros per cápita diario,Mungia,175.8
2011,Consumo de agua por habitante y día,,,Mungia,Litros per cápita diario,Mungia,183.8
2017,Consumo de agua por habitante y día,,,Mungia,Litros per cápita diario,Mungia,176.1
2016,Consumo de agua por habitante y día,,,Munitibar-Arbatzegi Gerrikaitz,Litros per cápita diario,Munitibar-Arbatzegi Gerrikaitz,175.6
2015,Consumo de agua por habitante y día,,,Munitibar-Arbatzegi Gerrikaitz,Litros per cápita diario,Munitibar-Arbatzegi Gerrikaitz,174.3
2012,Consumo de agua por habitante y día,,,Munitibar-Arbatzegi Gerrikaitz,Litros per cápita diario,Munitibar-Arbatzegi Gerrikaitz,189.7
2019,Consumo de agua por habitante y día,,,Munitibar-Arbatzegi Gerrikaitz,Litros per cápita diario,Munitibar-Arbatzegi Gerrikaitz,177.9
2011,Consumo de agua por habitante y día,,,Munitibar-Arbatzegi Gerrikaitz,Litros per cápita diario,Munitibar-Arbatzegi Gerrikaitz,183.8
2017,Consumo de agua por habitante y día,,,Munitibar-Arbatzegi Gerrikaitz,Litros per cápita diario,Munitibar-Arbatzegi Gerrikaitz,177.9
2014,Consumo de agua por habitante y día,,,Munitibar-Arbatzegi Gerrikaitz,Litros per cápita diario,Munitibar-Arbatzegi Gerrikaitz,173.8
2018,Consumo de agua por habitante y día,,,Munitibar-Arbatzegi Gerrikaitz,Litros per cápita diario,Munitibar-Arbatzegi Gerrikaitz,179.5
2016,Consumo de agua por habitante y día,,,Murueta,Litros per cápita diario,Murueta,180.1
2018,Consumo de agua por habitante y día,,,Murueta,Litros per cápita diario,Murueta,171.9
2019,Consumo de agua por habitante y día,,,Murueta,Litros per cápita diario,Murueta,159.1
2011,Consumo de agua por habitante y día,,,Murueta,Litros per cápita diario,Murueta,198.3
2017,Consumo de agua por habitante y día,,,Murueta,Litros per cápita diario,Murueta,176.5
2015,Consumo de agua por habitante y día,,,Murueta,Litros per cápita diario,Murueta,168.8
2014,Consumo de agua por habitante y día,,,Murueta,Litros per cápita diario,Murueta,120.9
2012,Consumo de agua por habitante y día,,,Murueta,Litros per cápita diario,Murueta,124.3
2011,Consumo de agua por habitante y día,,,Muskiz,Litros per cápita diario,Muskiz,183.8
2012,Consumo de agua por habitante y día,,,Muskiz,Litros per cápita diario,Muskiz,184.2
2014,Consumo de agua por habitante y día,,,Muskiz,Litros per cápita diario,Muskiz,177.4
2018,Consumo de agua por habitante y día,,,Muskiz,Litros per cápita diario,Muskiz,175.9
2015,Consumo de agua por habitante y día,,,Muskiz,Litros per cápita diario,Muskiz,176.5
2019,Consumo de agua por habitante y día,,,Muskiz,Litros per cápita diario,Muskiz,179.3
2017,Consumo de agua por habitante y día,,,Muskiz,Litros per cápita diario,Muskiz,175.2
2016,Consumo de agua por habitante y día,,,Muskiz,Litros per cápita diario,Muskiz,179.2
2019,Consumo de agua por habitante y día,,,Mutiloa,Litros per cápita diario,Mutiloa,155.6
2014,Consumo de agua por habitante y día,,,Mutiloa,Litros per cápita diario,Mutiloa,150.9
2017,Consumo de agua por habitante y día,,,Mutiloa,Litros per cápita diario,Mutiloa,154.4
2011,Consumo de agua por habitante y día,,,Mutiloa,Litros per cápita diario,Mutiloa,158.1
2018,Consumo de agua por habitante y día,,,Mutiloa,Litros per cápita diario,Mutiloa,154.7
2015,Consumo de agua por habitante y día,,,Mutiloa,Litros per cápita diario,Mutiloa,137.2
2016,Consumo de agua por habitante y día,,,Mutiloa,Litros per cápita diario,Mutiloa,161.6
2012,Consumo de agua por habitante y día,,,Mutiloa,Litros per cápita diario,Mutiloa,157.3
2015,Consumo de agua por habitante y día,,,Mutriku,Litros per cápita diario,Mutriku,142.7
2017,Consumo de agua por habitante y día,,,Mutriku,Litros per cápita diario,Mutriku,152.1
2011,Consumo de agua por habitante y día,,,Mutriku,Litros per cápita diario,Mutriku,158.1
2012,Consumo de agua por habitante y día,,,Mutriku,Litros per cápita diario,Mutriku,161.3
2019,Consumo de agua por habitante y día,,,Mutriku,Litros per cápita diario,Mutriku,151.8
2014,Consumo de agua por habitante y día,,,Mutriku,Litros per cápita diario,Mutriku,154.6
2018,Consumo de agua por habitante y día,,,Mutriku,Litros per cápita diario,Mutriku,151.1
2016,Consumo de agua por habitante y día,,,Mutriku,Litros per cápita diario,Mutriku,154.1
2012,Consumo de agua por habitante y día,,,Muxika,Litros per cápita diario,Muxika,120.4
2016,Consumo de agua por habitante y día,,,Muxika,Litros per cápita diario,Muxika,174.1
