Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2012,Consumo de agua por habitante y día,,,Gaztelu,Litros per cápita diario,Gaztelu,119.5
2019,Consumo de agua por habitante y día,,,Gaztelu,Litros per cápita diario,Gaztelu,285.4
2018,Consumo de agua por habitante y día,,,Gaztelu,Litros per cápita diario,Gaztelu,184.4
2015,Consumo de agua por habitante y día,,,Gaztelu,Litros per cápita diario,Gaztelu,174.9
2014,Consumo de agua por habitante y día,,,Gaztelu,Litros per cápita diario,Gaztelu,134.5
2017,Consumo de agua por habitante y día,,,Gaztelu,Litros per cápita diario,Gaztelu,191.1
2011,Consumo de agua por habitante y día,,,Gaztelu,Litros per cápita diario,Gaztelu,183.2
2016,Consumo de agua por habitante y día,,,Gaztelu,Litros per cápita diario,Gaztelu,191.6
2012,Consumo de agua por habitante y día,,,Gernika-Lumo,Litros per cápita diario,Gernika-Lumo,120.8
2017,Consumo de agua por habitante y día,,,Gernika-Lumo,Litros per cápita diario,Gernika-Lumo,174.6
2011,Consumo de agua por habitante y día,,,Gernika-Lumo,Litros per cápita diario,Gernika-Lumo,174.0
2016,Consumo de agua por habitante y día,,,Gernika-Lumo,Litros per cápita diario,Gernika-Lumo,176.6
2014,Consumo de agua por habitante y día,,,Gernika-Lumo,Litros per cápita diario,Gernika-Lumo,121.2
2018,Consumo de agua por habitante y día,,,Gernika-Lumo,Litros per cápita diario,Gernika-Lumo,169.5
2015,Consumo de agua por habitante y día,,,Gernika-Lumo,Litros per cápita diario,Gernika-Lumo,170.1
2019,Consumo de agua por habitante y día,,,Gernika-Lumo,Litros per cápita diario,Gernika-Lumo,157.8
2019,Consumo de agua por habitante y día,,,Getaria,Litros per cápita diario,Getaria,150.4
2018,Consumo de agua por habitante y día,,,Getaria,Litros per cápita diario,Getaria,150.9
2012,Consumo de agua por habitante y día,,,Getaria,Litros per cápita diario,Getaria,157.7
2011,Consumo de agua por habitante y día,,,Getaria,Litros per cápita diario,Getaria,158.1
2017,Consumo de agua por habitante y día,,,Getaria,Litros per cápita diario,Getaria,153.6
2016,Consumo de agua por habitante y día,,,Getaria,Litros per cápita diario,Getaria,155.5
2015,Consumo de agua por habitante y día,,,Getaria,Litros per cápita diario,Getaria,140.2
2014,Consumo de agua por habitante y día,,,Getaria,Litros per cápita diario,Getaria,154.5
2011,Consumo de agua por habitante y día,,,Getxo,Litros per cápita diario,Getxo,183.8
2017,Consumo de agua por habitante y día,,,Getxo,Litros per cápita diario,Getxo,175.3
2018,Consumo de agua por habitante y día,,,Getxo,Litros per cápita diario,Getxo,176.7
2014,Consumo de agua por habitante y día,,,Getxo,Litros per cápita diario,Getxo,178.2
2015,Consumo de agua por habitante y día,,,Getxo,Litros per cápita diario,Getxo,178.1
2019,Consumo de agua por habitante y día,,,Getxo,Litros per cápita diario,Getxo,179.7
2016,Consumo de agua por habitante y día,,,Getxo,Litros per cápita diario,Getxo,177.8
2012,Consumo de agua por habitante y día,,,Getxo,Litros per cápita diario,Getxo,181.5
2016,Consumo de agua por habitante y día,,,Gizaburuaga,Litros per cápita diario,Gizaburuaga,175.2
2011,Consumo de agua por habitante y día,,,Gizaburuaga,Litros per cápita diario,Gizaburuaga,183.8
2014,Consumo de agua por habitante y día,,,Gizaburuaga,Litros per cápita diario,Gizaburuaga,178.5
2018,Consumo de agua por habitante y día,,,Gizaburuaga,Litros per cápita diario,Gizaburuaga,170.3
2015,Consumo de agua por habitante y día,,,Gizaburuaga,Litros per cápita diario,Gizaburuaga,176.3
2019,Consumo de agua por habitante y día,,,Gizaburuaga,Litros per cápita diario,Gizaburuaga,174.7
2017,Consumo de agua por habitante y día,,,Gizaburuaga,Litros per cápita diario,Gizaburuaga,172.0
2012,Consumo de agua por habitante y día,,,Gizaburuaga,Litros per cápita diario,Gizaburuaga,192.5
2012,Consumo de agua por habitante y día,,,Gordexola,Litros per cápita diario,Gordexola,181.3
2017,Consumo de agua por habitante y día,,,Gordexola,Litros per cápita diario,Gordexola,172.1
2018,Consumo de agua por habitante y día,,,Gordexola,Litros per cápita diario,Gordexola,174.1
2016,Consumo de agua por habitante y día,,,Gordexola,Litros per cápita diario,Gordexola,175.6
2011,Consumo de agua por habitante y día,,,Gordexola,Litros per cápita diario,Gordexola,183.8
2014,Consumo de agua por habitante y día,,,Gordexola,Litros per cápita diario,Gordexola,178.1
2015,Consumo de agua por habitante y día,,,Gordexola,Litros per cápita diario,Gordexola,177.2
2019,Consumo de agua por habitante y día,,,Gordexola,Litros per cápita diario,Gordexola,173.7
2016,Consumo de agua por habitante y día,,,Gorliz,Litros per cápita diario,Gorliz,176.5
2017,Consumo de agua por habitante y día,,,Gorliz,Litros per cápita diario,Gorliz,172.6
2012,Consumo de agua por habitante y día,,,Gorliz,Litros per cápita diario,Gorliz,185.2
2011,Consumo de agua por habitante y día,,,Gorliz,Litros per cápita diario,Gorliz,183.8
2014,Consumo de agua por habitante y día,,,Gorliz,Litros per cápita diario,Gorliz,174.9
2018,Consumo de agua por habitante y día,,,Gorliz,Litros per cápita diario,Gorliz,173.3
2015,Consumo de agua por habitante y día,,,Gorliz,Litros per cápita diario,Gorliz,173.7
2019,Consumo de agua por habitante y día,,,Gorliz,Litros per cápita diario,Gorliz,171.6
2012,Consumo de agua por habitante y día,,,Güeñes,Litros per cápita diario,Güeñes,183.3
2011,Consumo de agua por habitante y día,,,Güeñes,Litros per cápita diario,Güeñes,183.8
2014,Consumo de agua por habitante y día,,,Güeñes,Litros per cápita diario,Güeñes,176.7
2018,Consumo de agua por habitante y día,,,Güeñes,Litros per cápita diario,Güeñes,178.1
2015,Consumo de agua por habitante y día,,,Güeñes,Litros per cápita diario,Güeñes,174.3
2019,Consumo de agua por habitante y día,,,Güeñes,Litros per cápita diario,Güeñes,178.9
2016,Consumo de agua por habitante y día,,,Güeñes,Litros per cápita diario,Güeñes,177.4
2017,Consumo de agua por habitante y día,,,Güeñes,Litros per cápita diario,Güeñes,176.8
2012,Consumo de agua por habitante y día,,,Harana/Valle de Arana,Litros per cápita diario,Harana/Valle de Arana,640.4
2016,Consumo de agua por habitante y día,,,Harana/Valle de Arana,Litros per cápita diario,Harana/Valle de Arana,303.1
2017,Consumo de agua por habitante y día,,,Harana/Valle de Arana,Litros per cápita diario,Harana/Valle de Arana,297.0
2015,Consumo de agua por habitante y día,,,Harana/Valle de Arana,Litros per cápita diario,Harana/Valle de Arana,295.8
2018,Consumo de agua por habitante y día,,,Harana/Valle de Arana,Litros per cápita diario,Harana/Valle de Arana,235.0
2011,Consumo de agua por habitante y día,,,Harana/Valle de Arana,Litros per cápita diario,Harana/Valle de Arana,563.9
2019,Consumo de agua por habitante y día,,,Harana/Valle de Arana,Litros per cápita diario,Harana/Valle de Arana,242.9
2014,Consumo de agua por habitante y día,,,Harana/Valle de Arana,Litros per cápita diario,Harana/Valle de Arana,638.4
2017,Consumo de agua por habitante y día,,,Hernani,Litros per cápita diario,Hernani,165.8
2019,Consumo de agua por habitante y día,,,Hernani,Litros per cápita diario,Hernani,177.0
2011,Consumo de agua por habitante y día,,,Hernani,Litros per cápita diario,Hernani,185.1
2012,Consumo de agua por habitante y día,,,Hernani,Litros per cápita diario,Hernani,187.1
2015,Consumo de agua por habitante y día,,,Hernani,Litros per cápita diario,Hernani,164.6
2016,Consumo de agua por habitante y día,,,Hernani,Litros per cápita diario,Hernani,163.9
2018,Consumo de agua por habitante y día,,,Hernani,Litros per cápita diario,Hernani,168.9
2014,Consumo de agua por habitante y día,,,Hernani,Litros per cápita diario,Hernani,165.0
2015,Consumo de agua por habitante y día,,,Hernialde,Litros per cápita diario,Hernialde,194.0
2011,Consumo de agua por habitante y día,,,Hernialde,Litros per cápita diario,Hernialde,185.4
2014,Consumo de agua por habitante y día,,,Hernialde,Litros per cápita diario,Hernialde,183.3
2016,Consumo de agua por habitante y día,,,Hernialde,Litros per cápita diario,Hernialde,175.7
2017,Consumo de agua por habitante y día,,,Hernialde,Litros per cápita diario,Hernialde,178.0
2012,Consumo de agua por habitante y día,,,Hernialde,Litros per cápita diario,Hernialde,197.6
2018,Consumo de agua por habitante y día,,,Hernialde,Litros per cápita diario,Hernialde,76.5
2019,Consumo de agua por habitante y día,,,Hernialde,Litros per cápita diario,Hernialde,139.2
2019,Consumo de agua por habitante y día,,,Hondarribia,Litros per cápita diario,Hondarribia,181.7
2017,Consumo de agua por habitante y día,,,Hondarribia,Litros per cápita diario,Hondarribia,175.5
2016,Consumo de agua por habitante y día,,,Hondarribia,Litros per cápita diario,Hondarribia,176.6
2018,Consumo de agua por habitante y día,,,Hondarribia,Litros per cápita diario,Hondarribia,177.6
2014,Consumo de agua por habitante y día,,,Hondarribia,Litros per cápita diario,Hondarribia,182.7
2012,Consumo de agua por habitante y día,,,Hondarribia,Litros per cápita diario,Hondarribia,196.3
2015,Consumo de agua por habitante y día,,,Hondarribia,Litros per cápita diario,Hondarribia,180.4
2011,Consumo de agua por habitante y día,,,Hondarribia,Litros per cápita diario,Hondarribia,189.9
2019,Consumo de agua por habitante y día,,,Ibarra,Litros per cápita diario,Ibarra,151.2
2016,Consumo de agua por habitante y día,,,Ibarra,Litros per cápita diario,Ibarra,156.2
2018,Consumo de agua por habitante y día,,,Ibarra,Litros per cápita diario,Ibarra,151.6
2014,Consumo de agua por habitante y día,,,Ibarra,Litros per cápita diario,Ibarra,157.1
2011,Consumo de agua por habitante y día,,,Ibarra,Litros per cápita diario,Ibarra,158.1
2017,Consumo de agua por habitante y día,,,Ibarra,Litros per cápita diario,Ibarra,153.1
2012,Consumo de agua por habitante y día,,,Ibarra,Litros per cápita diario,Ibarra,157.1
2015,Consumo de agua por habitante y día,,,Ibarra,Litros per cápita diario,Ibarra,145.0
2014,Consumo de agua por habitante y día,,,Ibarrangelu,Litros per cápita diario,Ibarrangelu,119.6
2012,Consumo de agua por habitante y día,,,Ibarrangelu,Litros per cápita diario,Ibarrangelu,119.2
2011,Consumo de agua por habitante y día,,,Ibarrangelu,Litros per cápita diario,Ibarrangelu,198.3
2018,Consumo de agua por habitante y día,,,Ibarrangelu,Litros per cápita diario,Ibarrangelu,170.6
2017,Consumo de agua por habitante y día,,,Ibarrangelu,Litros per cápita diario,Ibarrangelu,173.0
2016,Consumo de agua por habitante y día,,,Ibarrangelu,Litros per cápita diario,Ibarrangelu,173.4
2015,Consumo de agua por habitante y día,,,Ibarrangelu,Litros per cápita diario,Ibarrangelu,167.0
2019,Consumo de agua por habitante y día,,,Ibarrangelu,Litros per cápita diario,Ibarrangelu,160.5
2014,Consumo de agua por habitante y día,,,Idiazabal,Litros per cápita diario,Idiazabal,155.9
2016,Consumo de agua por habitante y día,,,Idiazabal,Litros per cápita diario,Idiazabal,152.1
2012,Consumo de agua por habitante y día,,,Idiazabal,Litros per cápita diario,Idiazabal,157.7
2019,Consumo de agua por habitante y día,,,Idiazabal,Litros per cápita diario,Idiazabal,146.6
