Year,Series,Hondakinen tratamendua,Lurralde historikoa,Units,Value
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,Kg per capita,9.7
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,Kg per capita,17.1
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,%,3.0
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,%,0.0
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,%,1.4
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,Kg per capita,14.5
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,Kg per capita,12.4
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,Kg per capita,15.2
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,Kg per capita,4.6
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,Kg per capita,0.0
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,%,2.7
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,%,5.0
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,%,1.1
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,%,2.3
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,%,0.0
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,%,0.0
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,%,3.4
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,%,0.0
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,%,3.6
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,Kg per capita,0.0
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,Kg per capita,0.0
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,%,4.0
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,Kg per capita,5.7
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,Kg per capita,11.4
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Araba / Álava,Kg per capita,0.0
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,%,31.5
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,%,35.8
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,Kg per capita,189.9
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,Kg per capita,186.9
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,Kg per capita,177.3
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,%,33.0
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,Kg per capita,186.9
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,Kg per capita,176.8
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,Kg per capita,203.8
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,Kg per capita,187.5
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,Kg per capita,184.0
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,%,35.1
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,Kg per capita,184.5
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,Kg per capita,179.4
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,%,39.1
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,%,76.8
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,Kg per capita,185.2
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,Kg per capita,178.0
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,Kg per capita,435.2
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,%,34.4
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,%,34.0
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,%,40.4
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,%,35.6
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,%,32.6
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,%,33.9
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Bizkaia,%,33.6
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,Kg per capita,32.0
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,%,0.0
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,%,7.1
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,%,0.9
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,%,5.1
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,%,9.1
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,%,6.6
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,%,7.0
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,%,6.6
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,%,0.0
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,%,0.0
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,Kg per capita,40.4
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,Kg per capita,27.7
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,%,7.1
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,Kg per capita,34.1
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,Kg per capita,35.3
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,Kg per capita,25.5
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,%,5.3
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,Kg per capita,0.0
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,Kg per capita,38.3
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,Kg per capita,0.0
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,Kg per capita,4.4
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,Kg per capita,0.0
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,Kg per capita,0.0
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,Kg per capita,34.9
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Energia berreskurapena eta errausketa,Gipuzkoa,%,0.0
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,Kg per capita,36.8
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,%,4.3
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,%,2.2
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,%,2.0
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,%,5.1
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,%,7.2
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,Kg per capita,21.3
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,Kg per capita,9.2
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,Kg per capita,31.3
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,%,1.8
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,%,4.7
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,Kg per capita,18.2
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,Kg per capita,35.4
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,Kg per capita,8.4
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,Kg per capita,9.0
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,Kg per capita,11.0
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,%,5.8
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,%,1.7
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,Kg per capita,26.4
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,Kg per capita,34.4
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,Kg per capita,38.1
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,Kg per capita,24.3
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,%,7.6
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,%,6.7
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,%,3.6
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,,%,7.1
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,%,2.9
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,%,8.0
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,Kg per capita,32.8
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,%,2.9
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,Kg per capita,16.7
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,%,5.3
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,%,3.6
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,%,2.9
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,%,2.3
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,%,2.2
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,Kg per capita,25.4
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,Kg per capita,22.6
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,Kg per capita,8.0
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,Kg per capita,19.9
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,Kg per capita,10.1
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,%,5.9
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,%,3.0
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,Kg per capita,14.0
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,Kg per capita,9.5
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,%,4.7
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,%,2.0
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,Kg per capita,12.0
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,Kg per capita,13.0
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,Kg per capita,0.0
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,Kg per capita,12.1
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Araba / Álava,%,0.0
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,%,0.9
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,Kg per capita,4.0
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,Kg per capita,6.7
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,%,2.6
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,Kg per capita,4.3
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,%,3.0
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,%,0.8
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,%,1.9
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,%,1.2
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,Kg per capita,2.3
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,Kg per capita,1.9
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,%,1.6
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,%,2.1
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,Kg per capita,16.7
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,%,0.9
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,Kg per capita,4.6
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,%,0.9
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,Kg per capita,11.7
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,Kg per capita,14.9
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,%,0.5
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,Kg per capita,10.9
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,Kg per capita,5.6
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,Kg per capita,9.0
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,%,1.1
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,%,0.4
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Bizkaia,Kg per capita,4.8
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,%,17.4
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,%,16.0
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,%,12.9
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,%,11.0
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,%,5.6
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,Kg per capita,72.4
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,%,8.3
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,%,4.0
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,%,16.4
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,%,3.3
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,%,10.0
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,Kg per capita,16.2
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,%,13.8
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,Kg per capita,79.3
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,Kg per capita,77.3
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,Kg per capita,74.5
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,%,16.6
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,%,3.4
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,Kg per capita,53.5
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,Kg per capita,19.0
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,Kg per capita,75.0
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,Kg per capita,44.6
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,Kg per capita,64.4
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,Kg per capita,59.0
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,Kg per capita,28.0
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Konpostajea,Gipuzkoa,Kg per capita,15.4
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,Kg per capita,202.0
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,%,49.5
2013,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,%,40.6
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,Kg per capita,170.5
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,%,47.9
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,Kg per capita,93.2
2012,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,Kg per capita,240.1
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,Kg per capita,188.9
2020,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,%,18.9
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,Kg per capita,168.1
2019,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,Kg per capita,142.2
2021,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,%,20.3
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,Kg per capita,160.7
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,%,17.7
2022,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,Kg per capita,89.3
2017,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,%,31.7
2014,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,%,37.0
2015,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,%,32.0
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,%,48.9
2010,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,Kg per capita,243.3
2011,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,Kg per capita,226.4
2018,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,%,31.4
2016,"Tratatutako hiri-hondakinen proportzioa, tratamendu-motaren arabera banakatuta",Zabortegia,,%,33.2
