Year,Sexua,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2022,,,,Arraia-Maeztu,PER_100000_POP,Arraia-Maeztu,0.0
2020,,,,ES48009,PER_100000_POP,ES48009,0.0
2014,,,,ES48009,PER_100000_POP,ES48009,0.0
2011,,,,ES48009,PER_100000_POP,ES48009,0.0
2017,,,,ES48009,PER_100000_POP,ES48009,0.0
2010,,,,ES48009,PER_100000_POP,ES48009,0.0
2023,,,,ES48009,PER_100000_POP,ES48009,0.0
2021,,,,ES48009,PER_100000_POP,ES48009,0.0
2015,,,,ES48009,PER_100000_POP,ES48009,0.0
2018,,,,ES48009,PER_100000_POP,ES48009,0.0
2022,,,,ES48009,PER_100000_POP,ES48009,0.0
2019,,,,ES48009,PER_100000_POP,ES48009,0.0
2013,,,,ES48009,PER_100000_POP,ES48009,0.0
2012,,,,ES48009,PER_100000_POP,ES48009,0.0
2016,,,,ES48009,PER_100000_POP,ES48009,0.0
2018,,,,Arrasate / Mondragón,PER_100000_POP,Arrasate / Mondragón,0.0
2020,,,,Arrasate / Mondragón,PER_100000_POP,Arrasate / Mondragón,0.0
2014,,,,Arrasate / Mondragón,PER_100000_POP,Arrasate / Mondragón,0.0
2023,,,,Arrasate / Mondragón,PER_100000_POP,Arrasate / Mondragón,0.0
2012,,,,Arrasate / Mondragón,PER_100000_POP,Arrasate / Mondragón,0.0
2021,,,,Arrasate / Mondragón,PER_100000_POP,Arrasate / Mondragón,0.0
2017,,,,Arrasate / Mondragón,PER_100000_POP,Arrasate / Mondragón,0.0
2015,,,,Arrasate / Mondragón,PER_100000_POP,Arrasate / Mondragón,0.0
2019,,,,Arrasate / Mondragón,PER_100000_POP,Arrasate / Mondragón,0.0
2022,,,,Arrasate / Mondragón,PER_100000_POP,Arrasate / Mondragón,0.0
2011,,,,Arrasate / Mondragón,PER_100000_POP,Arrasate / Mondragón,0.0
2013,,,,Arrasate / Mondragón,PER_100000_POP,Arrasate / Mondragón,0.0
2010,,,,Arrasate / Mondragón,PER_100000_POP,Arrasate / Mondragón,0.0
2016,,,,Arrasate / Mondragón,PER_100000_POP,Arrasate / Mondragón,0.0
2023,,,,ES48914,PER_100000_POP,ES48914,0.0
2016,,,,ES48914,PER_100000_POP,ES48914,0.0
2018,,,,ES48914,PER_100000_POP,ES48914,0.0
2022,,,,ES48914,PER_100000_POP,ES48914,0.0
2020,,,,ES48914,PER_100000_POP,ES48914,0.0
2012,,,,ES48914,PER_100000_POP,ES48914,0.0
2014,,,,ES48914,PER_100000_POP,ES48914,0.0
2019,,,,ES48914,PER_100000_POP,ES48914,0.0
2011,,,,ES48914,PER_100000_POP,ES48914,0.0
2021,,,,ES48914,PER_100000_POP,ES48914,0.0
2010,,,,ES48914,PER_100000_POP,ES48914,0.0
2017,,,,ES48914,PER_100000_POP,ES48914,0.0
2015,,,,ES48914,PER_100000_POP,ES48914,0.0
2013,,,,ES48914,PER_100000_POP,ES48914,0.0
2016,,,,Arratzua-Ubarrundia,PER_100000_POP,Arratzua-Ubarrundia,0.0
2017,,,,Arratzua-Ubarrundia,PER_100000_POP,Arratzua-Ubarrundia,0.0
2012,,,,Arratzua-Ubarrundia,PER_100000_POP,Arratzua-Ubarrundia,0.0
2020,,,,Arratzua-Ubarrundia,PER_100000_POP,Arratzua-Ubarrundia,0.0
2022,,,,Arratzua-Ubarrundia,PER_100000_POP,Arratzua-Ubarrundia,0.0
2013,,,,Arratzua-Ubarrundia,PER_100000_POP,Arratzua-Ubarrundia,0.0
2011,,,,Arratzua-Ubarrundia,PER_100000_POP,Arratzua-Ubarrundia,0.0
2018,,,,Arratzua-Ubarrundia,PER_100000_POP,Arratzua-Ubarrundia,0.0
2021,,,,Arratzua-Ubarrundia,PER_100000_POP,Arratzua-Ubarrundia,0.0
2019,,,,Arratzua-Ubarrundia,PER_100000_POP,Arratzua-Ubarrundia,0.0
2015,,,,Arratzua-Ubarrundia,PER_100000_POP,Arratzua-Ubarrundia,0.0
2014,,,,Arratzua-Ubarrundia,PER_100000_POP,Arratzua-Ubarrundia,0.0
2010,,,,Arratzua-Ubarrundia,PER_100000_POP,Arratzua-Ubarrundia,0.0
2023,,,,Arratzua-Ubarrundia,PER_100000_POP,Arratzua-Ubarrundia,0.0
2010,,,,ES48010,PER_100000_POP,ES48010,0.0
2022,,,,ES48010,PER_100000_POP,ES48010,0.0
2020,,,,ES48010,PER_100000_POP,ES48010,0.0
2012,,,,ES48010,PER_100000_POP,ES48010,0.0
2018,,,,ES48010,PER_100000_POP,ES48010,0.0
2011,,,,ES48010,PER_100000_POP,ES48010,0.0
2021,,,,ES48010,PER_100000_POP,ES48010,0.0
2019,,,,ES48010,PER_100000_POP,ES48010,0.0
2015,,,,ES48010,PER_100000_POP,ES48010,0.0
2017,,,,ES48010,PER_100000_POP,ES48010,0.0
2016,,,,ES48010,PER_100000_POP,ES48010,0.0
2023,,,,ES48010,PER_100000_POP,ES48010,0.0
2014,,,,ES48010,PER_100000_POP,ES48010,0.0
2013,,,,ES48010,PER_100000_POP,ES48010,0.0
2022,,,,ES48011,PER_100000_POP,ES48011,0.0
2011,,,,ES48011,PER_100000_POP,ES48011,0.0
2012,,,,ES48011,PER_100000_POP,ES48011,0.0
2020,,,,ES48011,PER_100000_POP,ES48011,0.0
2010,,,,ES48011,PER_100000_POP,ES48011,0.0
2023,,,,ES48011,PER_100000_POP,ES48011,0.0
2018,,,,ES48011,PER_100000_POP,ES48011,0.0
2017,,,,ES48011,PER_100000_POP,ES48011,0.0
2013,,,,ES48011,PER_100000_POP,ES48011,0.0
2014,,,,ES48011,PER_100000_POP,ES48011,0.0
2016,,,,ES48011,PER_100000_POP,ES48011,0.0
2015,,,,ES48011,PER_100000_POP,ES48011,0.0
2021,,,,ES48011,PER_100000_POP,ES48011,0.0
2019,,,,ES48011,PER_100000_POP,ES48011,0.0
2020,,,,ES48023,PER_100000_POP,ES48023,0.0
2016,,,,ES48023,PER_100000_POP,ES48023,0.0
2019,,,,ES48023,PER_100000_POP,ES48023,0.0
2021,,,,ES48023,PER_100000_POP,ES48023,0.0
2017,,,,ES48023,PER_100000_POP,ES48023,0.0
2018,,,,ES48023,PER_100000_POP,ES48023,0.0
2013,,,,ES48023,PER_100000_POP,ES48023,0.0
2023,,,,ES48023,PER_100000_POP,ES48023,0.0
2010,,,,ES48023,PER_100000_POP,ES48023,0.0
2015,,,,ES48023,PER_100000_POP,ES48023,0.0
2011,,,,ES48023,PER_100000_POP,ES48023,0.0
2012,,,,ES48023,PER_100000_POP,ES48023,0.0
2022,,,,ES48023,PER_100000_POP,ES48023,0.0
2014,,,,ES48023,PER_100000_POP,ES48023,0.0
2012,,,,ES48008,PER_100000_POP,ES48008,0.0
2018,,,,ES48008,PER_100000_POP,ES48008,0.0
2021,,,,ES48008,PER_100000_POP,ES48008,0.0
2015,,,,ES48008,PER_100000_POP,ES48008,0.0
2020,,,,ES48008,PER_100000_POP,ES48008,0.0
2010,,,,ES48008,PER_100000_POP,ES48008,0.0
2016,,,,ES48008,PER_100000_POP,ES48008,0.0
2014,,,,ES48008,PER_100000_POP,ES48008,0.0
2017,,,,ES48008,PER_100000_POP,ES48008,0.0
2023,,,,ES48008,PER_100000_POP,ES48008,0.0
2011,,,,ES48008,PER_100000_POP,ES48008,0.0
2019,,,,ES48008,PER_100000_POP,ES48008,0.0
2013,,,,ES48008,PER_100000_POP,ES48008,0.0
2022,,,,ES48008,PER_100000_POP,ES48008,0.0
2020,,,,Artziniega,PER_100000_POP,Artziniega,0.0
2014,,,,Artziniega,PER_100000_POP,Artziniega,0.0
2012,,,,Artziniega,PER_100000_POP,Artziniega,0.0
2013,,,,Artziniega,PER_100000_POP,Artziniega,0.0
2023,,,,Artziniega,PER_100000_POP,Artziniega,0.0
2015,,,,Artziniega,PER_100000_POP,Artziniega,0.0
2019,,,,Artziniega,PER_100000_POP,Artziniega,0.0
2021,,,,Artziniega,PER_100000_POP,Artziniega,0.0
2016,,,,Artziniega,PER_100000_POP,Artziniega,0.0
2022,,,,Artziniega,PER_100000_POP,Artziniega,0.0
2018,,,,Artziniega,PER_100000_POP,Artziniega,0.0
2011,,,,Artziniega,PER_100000_POP,Artziniega,0.0
2017,,,,Artziniega,PER_100000_POP,Artziniega,0.0
2010,,,,Artziniega,PER_100000_POP,Artziniega,0.0
2021,,,,Asparrena,PER_100000_POP,Asparrena,0.0
2018,,,,Asparrena,PER_100000_POP,Asparrena,0.0
2012,,,,Asparrena,PER_100000_POP,Asparrena,0.0
2010,,,,Asparrena,PER_100000_POP,Asparrena,0.0
2011,,,,Asparrena,PER_100000_POP,Asparrena,0.0
2013,,,,Asparrena,PER_100000_POP,Asparrena,0.0
2016,,,,Asparrena,PER_100000_POP,Asparrena,0.0
2015,,,,Asparrena,PER_100000_POP,Asparrena,0.0
2019,,,,Asparrena,PER_100000_POP,Asparrena,0.0
2022,,,,Asparrena,PER_100000_POP,Asparrena,0.0
2017,,,,Asparrena,PER_100000_POP,Asparrena,0.0
2023,,,,Asparrena,PER_100000_POP,Asparrena,0.0
2014,,,,Asparrena,PER_100000_POP,Asparrena,0.0
2020,,,,Asparrena,PER_100000_POP,Asparrena,0.0
2020,,,,Asteasu,PER_100000_POP,Asteasu,0.0
2022,,,,Asteasu,PER_100000_POP,Asteasu,0.0
2012,,,,Asteasu,PER_100000_POP,Asteasu,0.0
2016,,,,Asteasu,PER_100000_POP,Asteasu,0.0
2014,,,,Asteasu,PER_100000_POP,Asteasu,0.0
2021,,,,Asteasu,PER_100000_POP,Asteasu,0.0
2013,,,,Asteasu,PER_100000_POP,Asteasu,0.0
2023,,,,Asteasu,PER_100000_POP,Asteasu,0.0
2011,,,,Asteasu,PER_100000_POP,Asteasu,0.0
2017,,,,Asteasu,PER_100000_POP,Asteasu,0.0
2015,,,,Asteasu,PER_100000_POP,Asteasu,0.0
2010,,,,Asteasu,PER_100000_POP,Asteasu,0.0
2019,,,,Asteasu,PER_100000_POP,Asteasu,0.0
2018,,,,Asteasu,PER_100000_POP,Asteasu,0.0
2020,,,,ES20903,PER_100000_POP,ES20903,0.0
2017,,,,ES20903,PER_100000_POP,ES20903,0.0
2012,,,,ES20903,PER_100000_POP,ES20903,0.0
2013,,,,ES20903,PER_100000_POP,ES20903,0.0
2023,,,,ES20903,PER_100000_POP,ES20903,0.0
2014,,,,ES20903,PER_100000_POP,ES20903,0.0
2010,,,,ES20903,PER_100000_POP,ES20903,0.0
2019,,,,ES20903,PER_100000_POP,ES20903,0.0
2018,,,,ES20903,PER_100000_POP,ES20903,0.0
2021,,,,ES20903,PER_100000_POP,ES20903,0.0
2015,,,,ES20903,PER_100000_POP,ES20903,0.0
2011,,,,ES20903,PER_100000_POP,ES20903,0.0
2016,,,,ES20903,PER_100000_POP,ES20903,0.0
2022,,,,ES20903,PER_100000_POP,ES20903,0.0
2011,,,,Ataun,PER_100000_POP,Ataun,0.0
2018,,,,Ataun,PER_100000_POP,Ataun,0.0
2016,,,,Ataun,PER_100000_POP,Ataun,0.0
2022,,,,Ataun,PER_100000_POP,Ataun,0.0
2020,,,,Ataun,PER_100000_POP,Ataun,0.0
2021,,,,Ataun,PER_100000_POP,Ataun,0.0
2012,,,,Ataun,PER_100000_POP,Ataun,0.0
2019,,,,Ataun,PER_100000_POP,Ataun,0.0
2013,,,,Ataun,PER_100000_POP,Ataun,0.0
2017,,,,Ataun,PER_100000_POP,Ataun,0.0
2015,,,,Ataun,PER_100000_POP,Ataun,0.0
2010,,,,Ataun,PER_100000_POP,Ataun,0.0
2023,,,,Ataun,PER_100000_POP,Ataun,0.0
2014,,,,Ataun,PER_100000_POP,Ataun,0.0
2011,,,,ES48091,PER_100000_POP,ES48091,0.0
2015,,,,ES48091,PER_100000_POP,ES48091,0.0
2013,,,,ES48091,PER_100000_POP,ES48091,0.0
2010,,,,ES48091,PER_100000_POP,ES48091,0.0
2017,,,,ES48091,PER_100000_POP,ES48091,0.0
2016,,,,ES48091,PER_100000_POP,ES48091,0.0
2018,,,,ES48091,PER_100000_POP,ES48091,0.0
2021,,,,ES48091,PER_100000_POP,ES48091,0.0
2012,,,,ES48091,PER_100000_POP,ES48091,0.0
2023,,,,ES48091,PER_100000_POP,ES48091,0.0
2020,,,,ES48091,PER_100000_POP,ES48091,0.0
2019,,,,ES48091,PER_100000_POP,ES48091,0.0
2022,,,,ES48091,PER_100000_POP,ES48091,0.0
2014,,,,ES48091,PER_100000_POP,ES48091,0.0
2017,,,,ES48070,PER_100000_POP,ES48070,0.0
2018,,,,ES48070,PER_100000_POP,ES48070,0.0
2012,,,,ES48070,PER_100000_POP,ES48070,0.0
2023,,,,ES48070,PER_100000_POP,ES48070,0.0
2021,,,,ES48070,PER_100000_POP,ES48070,0.0
2014,,,,ES48070,PER_100000_POP,ES48070,0.0
2015,,,,ES48070,PER_100000_POP,ES48070,0.0
2019,,,,ES48070,PER_100000_POP,ES48070,0.0
2013,,,,ES48070,PER_100000_POP,ES48070,0.0
2010,,,,ES48070,PER_100000_POP,ES48070,0.0
2016,,,,ES48070,PER_100000_POP,ES48070,0.0
2020,,,,ES48070,PER_100000_POP,ES48070,0.0
2011,,,,ES48070,PER_100000_POP,ES48070,0.0
2022,,,,ES48070,PER_100000_POP,ES48070,0.0
2010,,,,Ayala / Aiara,PER_100000_POP,Ayala / Aiara,0.0
2011,,,,Ayala / Aiara,PER_100000_POP,Ayala / Aiara,0.0
2013,,,,Ayala / Aiara,PER_100000_POP,Ayala / Aiara,0.0
2020,,,,Ayala / Aiara,PER_100000_POP,Ayala / Aiara,0.0
2018,,,,Ayala / Aiara,PER_100000_POP,Ayala / Aiara,0.0
2019,,,,Ayala / Aiara,PER_100000_POP,Ayala / Aiara,0.0
2015,,,,Ayala / Aiara,PER_100000_POP,Ayala / Aiara,0.0
2014,,,,Ayala / Aiara,PER_100000_POP,Ayala / Aiara,0.0
2012,,,,Ayala / Aiara,PER_100000_POP,Ayala / Aiara,0.0
2022,,,,Ayala / Aiara,PER_100000_POP,Ayala / Aiara,0.0
2017,,,,Ayala / Aiara,PER_100000_POP,Ayala / Aiara,0.0
2021,,,,Ayala / Aiara,PER_100000_POP,Ayala / Aiara,0.0
2016,,,,Ayala / Aiara,PER_100000_POP,Ayala / Aiara,0.0
2023,,,,Ayala / Aiara,PER_100000_POP,Ayala / Aiara,0.0
2015,,,,Azkoitia,PER_100000_POP,Azkoitia,0.0
2019,,,,Azkoitia,PER_100000_POP,Azkoitia,0.0
2014,,,,Azkoitia,PER_100000_POP,Azkoitia,0.0
2017,,,,Azkoitia,PER_100000_POP,Azkoitia,0.0
2010,,,,Azkoitia,PER_100000_POP,Azkoitia,0.0
2016,,,,Azkoitia,PER_100000_POP,Azkoitia,0.0
2020,,,,Azkoitia,PER_100000_POP,Azkoitia,0.0
2022,,,,Azkoitia,PER_100000_POP,Azkoitia,0.0
2013,,,,Azkoitia,PER_100000_POP,Azkoitia,0.0
2021,,,,Azkoitia,PER_100000_POP,Azkoitia,0.0
2018,,,,Azkoitia,PER_100000_POP,Azkoitia,0.0
2011,,,,Azkoitia,PER_100000_POP,Azkoitia,0.0
2012,,,,Azkoitia,PER_100000_POP,Azkoitia,0.0
2023,,,,Azkoitia,PER_100000_POP,Azkoitia,0.0
2011,,,,Azpeitia,PER_100000_POP,Azpeitia,0.0
2021,,,,Azpeitia,PER_100000_POP,Azpeitia,0.0
2018,,,,Azpeitia,PER_100000_POP,Azpeitia,0.0
2013,,,,Azpeitia,PER_100000_POP,Azpeitia,0.0
2023,,,,Azpeitia,PER_100000_POP,Azpeitia,0.0
2017,,,,Azpeitia,PER_100000_POP,Azpeitia,0.0
2020,,,,Azpeitia,PER_100000_POP,Azpeitia,0.0
2016,,,,Azpeitia,PER_100000_POP,Azpeitia,0.0
2014,,,,Azpeitia,PER_100000_POP,Azpeitia,0.0
2022,,,,Azpeitia,PER_100000_POP,Azpeitia,0.0
2010,,,,Azpeitia,PER_100000_POP,Azpeitia,0.0
2012,,,,Azpeitia,PER_100000_POP,Azpeitia,0.0
2019,,,,Azpeitia,PER_100000_POP,Azpeitia,0.0
2015,,,,Azpeitia,PER_100000_POP,Azpeitia,0.0
2010,,,,ES48012,PER_100000_POP,ES48012,0.0
2016,,,,ES48012,PER_100000_POP,ES48012,0.0
2017,,,,ES48012,PER_100000_POP,ES48012,0.0
2022,,,,ES48012,PER_100000_POP,ES48012,0.0
2013,,,,ES48012,PER_100000_POP,ES48012,0.0
2014,,,,ES48012,PER_100000_POP,ES48012,0.0
2021,,,,ES48012,PER_100000_POP,ES48012,0.0
2019,,,,ES48012,PER_100000_POP,ES48012,0.0
2020,,,,ES48012,PER_100000_POP,ES48012,0.0
2012,,,,ES48012,PER_100000_POP,ES48012,0.0
2018,,,,ES48012,PER_100000_POP,ES48012,0.0
2023,,,,ES48012,PER_100000_POP,ES48012,0.0
2011,,,,ES48012,PER_100000_POP,ES48012,0.0
2015,,,,ES48012,PER_100000_POP,ES48012,0.0
2017,,,,ES20904,PER_100000_POP,ES20904,0.0
2011,,,,ES20904,PER_100000_POP,ES20904,0.0
2018,,,,ES20904,PER_100000_POP,ES20904,0.0
2022,,,,ES20904,PER_100000_POP,ES20904,0.0
2015,,,,ES20904,PER_100000_POP,ES20904,0.0
2012,,,,ES20904,PER_100000_POP,ES20904,0.0
2016,,,,ES20904,PER_100000_POP,ES20904,0.0
2014,,,,ES20904,PER_100000_POP,ES20904,0.0
2021,,,,ES20904,PER_100000_POP,ES20904,0.0
2019,,,,ES20904,PER_100000_POP,ES20904,0.0
2010,,,,ES20904,PER_100000_POP,ES20904,0.0
2013,,,,ES20904,PER_100000_POP,ES20904,0.0
2020,,,,ES20904,PER_100000_POP,ES20904,0.0
2023,,,,ES20904,PER_100000_POP,ES20904,0.0
2023,,,,ES48090,PER_100000_POP,ES48090,0.0
2017,,,,ES48090,PER_100000_POP,ES48090,0.0
2020,,,,ES48090,PER_100000_POP,ES48090,0.0
2012,,,,ES48090,PER_100000_POP,ES48090,0.0
2019,,,,ES48090,PER_100000_POP,ES48090,0.0
2021,,,,ES48090,PER_100000_POP,ES48090,0.0
2018,,,,ES48090,PER_100000_POP,ES48090,0.0
2022,,,,ES48090,PER_100000_POP,ES48090,0.0
2010,,,,ES48090,PER_100000_POP,ES48090,0.0
2011,,,,ES48090,PER_100000_POP,ES48090,0.0
2013,,,,ES48090,PER_100000_POP,ES48090,0.0
2014,,,,ES48090,PER_100000_POP,ES48090,0.0
2016,,,,ES48090,PER_100000_POP,ES48090,0.0
2015,,,,ES48090,PER_100000_POP,ES48090,0.0
2021,,,,Baños de Ebro / Mañueta,PER_100000_POP,Baños de Ebro / Mañueta,0.0
2010,,,,Baños de Ebro / Mañueta,PER_100000_POP,Baños de Ebro / Mañueta,0.0
2017,,,,Baños de Ebro / Mañueta,PER_100000_POP,Baños de Ebro / Mañueta,0.0
2020,,,,Baños de Ebro / Mañueta,PER_100000_POP,Baños de Ebro / Mañueta,0.0
2023,,,,Baños de Ebro / Mañueta,PER_100000_POP,Baños de Ebro / Mañueta,0.0
2015,,,,Baños de Ebro / Mañueta,PER_100000_POP,Baños de Ebro / Mañueta,0.0
2012,,,,Baños de Ebro / Mañueta,PER_100000_POP,Baños de Ebro / Mañueta,0.0
2016,,,,Baños de Ebro / Mañueta,PER_100000_POP,Baños de Ebro / Mañueta,0.0
2022,,,,Baños de Ebro / Mañueta,PER_100000_POP,Baños de Ebro / Mañueta,0.0
2018,,,,Baños de Ebro / Mañueta,PER_100000_POP,Baños de Ebro / Mañueta,0.0
2011,,,,Baños de Ebro / Mañueta,PER_100000_POP,Baños de Ebro / Mañueta,0.0
2013,,,,Baños de Ebro / Mañueta,PER_100000_POP,Baños de Ebro / Mañueta,0.0
2019,,,,Baños de Ebro / Mañueta,PER_100000_POP,Baños de Ebro / Mañueta,0.0
2014,,,,Baños de Ebro / Mañueta,PER_100000_POP,Baños de Ebro / Mañueta,0.0
2012,,,,ES48013,PER_100000_POP,ES48013,0.0
2017,,,,ES48013,PER_100000_POP,ES48013,1.02
2014,,,,ES48013,PER_100000_POP,ES48013,0.0
2022,,,,ES48013,PER_100000_POP,ES48013,0.0
2015,,,,ES48013,PER_100000_POP,ES48013,0.0
2018,,,,ES48013,PER_100000_POP,ES48013,0.0
2011,,,,ES48013,PER_100000_POP,ES48013,0.0
2021,,,,ES48013,PER_100000_POP,ES48013,0.0
2010,,,,ES48013,PER_100000_POP,ES48013,0.0
2020,,,,ES48013,PER_100000_POP,ES48013,0.0
2016,,,,ES48013,PER_100000_POP,ES48013,0.0
2023,,,,ES48013,PER_100000_POP,ES48013,0.0
2019,,,,ES48013,PER_100000_POP,ES48013,0.0
2013,,,,ES48013,PER_100000_POP,ES48013,0.0
2020,,,,ES48014,PER_100000_POP,ES48014,0.0
2011,,,,ES48014,PER_100000_POP,ES48014,0.0
2022,,,,ES48014,PER_100000_POP,ES48014,0.0
2012,,,,ES48014,PER_100000_POP,ES48014,0.0
2023,,,,ES48014,PER_100000_POP,ES48014,0.0
2013,,,,ES48014,PER_100000_POP,ES48014,0.0
2014,,,,ES48014,PER_100000_POP,ES48014,0.0
2015,,,,ES48014,PER_100000_POP,ES48014,0.0
2010,,,,ES48014,PER_100000_POP,ES48014,0.0
2019,,,,ES48014,PER_100000_POP,ES48014,0.0
2018,,,,ES48014,PER_100000_POP,ES48014,0.0
2021,,,,ES48014,PER_100000_POP,ES48014,0.0
2017,,,,ES48014,PER_100000_POP,ES48014,0.0
2016,,,,ES48014,PER_100000_POP,ES48014,0.0
2023,,,,Barrundia,PER_100000_POP,Barrundia,0.0
2013,,,,Barrundia,PER_100000_POP,Barrundia,0.0
2011,,,,Barrundia,PER_100000_POP,Barrundia,0.0
2010,,,,Barrundia,PER_100000_POP,Barrundia,0.0
2022,,,,Barrundia,PER_100000_POP,Barrundia,0.0
2015,,,,Barrundia,PER_100000_POP,Barrundia,0.0
2014,,,,Barrundia,PER_100000_POP,Barrundia,0.0
2016,,,,Barrundia,PER_100000_POP,Barrundia,0.0
2020,,,,Barrundia,PER_100000_POP,Barrundia,0.0
2012,,,,Barrundia,PER_100000_POP,Barrundia,0.0
2018,,,,Barrundia,PER_100000_POP,Barrundia,0.0
2021,,,,Barrundia,PER_100000_POP,Barrundia,0.0
2017,,,,Barrundia,PER_100000_POP,Barrundia,0.0
2019,,,,Barrundia,PER_100000_POP,Barrundia,0.0
2022,,,,ES48015,PER_100000_POP,ES48015,0.0
2018,,,,ES48015,PER_100000_POP,ES48015,0.0
2017,,,,ES48015,PER_100000_POP,ES48015,0.0
2010,,,,ES48015,PER_100000_POP,ES48015,0.0
2015,,,,ES48015,PER_100000_POP,ES48015,0.0
2021,,,,ES48015,PER_100000_POP,ES48015,0.0
2011,,,,ES48015,PER_100000_POP,ES48015,0.0
2016,,,,ES48015,PER_100000_POP,ES48015,2.45
2020,,,,ES48015,PER_100000_POP,ES48015,0.0
2023,,,,ES48015,PER_100000_POP,ES48015,0.0
2019,,,,ES48015,PER_100000_POP,ES48015,0.0
2012,,,,ES48015,PER_100000_POP,ES48015,0.0
2014,,,,ES48015,PER_100000_POP,ES48015,0.0
2013,,,,ES48015,PER_100000_POP,ES48015,0.0
2013,,,,Beasain,PER_100000_POP,Beasain,0.0
2014,,,,Beasain,PER_100000_POP,Beasain,0.0
2010,,,,Beasain,PER_100000_POP,Beasain,0.0
2015,,,,Beasain,PER_100000_POP,Beasain,0.0
2012,,,,Beasain,PER_100000_POP,Beasain,0.0
2022,,,,Beasain,PER_100000_POP,Beasain,0.0
2017,,,,Beasain,PER_100000_POP,Beasain,0.0
2020,,,,Beasain,PER_100000_POP,Beasain,0.0
2016,,,,Beasain,PER_100000_POP,Beasain,0.0
2019,,,,Beasain,PER_100000_POP,Beasain,0.0
2023,,,,Beasain,PER_100000_POP,Beasain,0.0
2011,,,,Beasain,PER_100000_POP,Beasain,0.0
2021,,,,Beasain,PER_100000_POP,Beasain,0.0
2018,,,,Beasain,PER_100000_POP,Beasain,0.0
2023,,,,ES48092,PER_100000_POP,ES48092,0.0
2021,,,,ES48092,PER_100000_POP,ES48092,0.0
2022,,,,ES48092,PER_100000_POP,ES48092,0.0
2019,,,,ES48092,PER_100000_POP,ES48092,0.0
2012,,,,ES48092,PER_100000_POP,ES48092,0.0
2017,,,,ES48092,PER_100000_POP,ES48092,0.0
2018,,,,ES48092,PER_100000_POP,ES48092,0.0
2013,,,,ES48092,PER_100000_POP,ES48092,0.0
2020,,,,ES48092,PER_100000_POP,ES48092,0.0
2011,,,,ES48092,PER_100000_POP,ES48092,0.0
2014,,,,ES48092,PER_100000_POP,ES48092,0.0
2015,,,,ES48092,PER_100000_POP,ES48092,0.0
2010,,,,ES48092,PER_100000_POP,ES48092,0.0
2016,,,,ES48092,PER_100000_POP,ES48092,0.0
2011,,,,Beizama,PER_100000_POP,Beizama,0.0
2018,,,,Beizama,PER_100000_POP,Beizama,0.0
2020,,,,Beizama,PER_100000_POP,Beizama,0.0
2010,,,,Beizama,PER_100000_POP,Beizama,0.0
2019,,,,Beizama,PER_100000_POP,Beizama,0.0
2023,,,,Beizama,PER_100000_POP,Beizama,0.0
2013,,,,Beizama,PER_100000_POP,Beizama,0.0
2016,,,,Beizama,PER_100000_POP,Beizama,0.0
2012,,,,Beizama,PER_100000_POP,Beizama,0.0
2021,,,,Beizama,PER_100000_POP,Beizama,0.0
2017,,,,Beizama,PER_100000_POP,Beizama,0.0
2022,,,,Beizama,PER_100000_POP,Beizama,0.0
2014,,,,Beizama,PER_100000_POP,Beizama,0.0
2015,,,,Beizama,PER_100000_POP,Beizama,0.0
2015,,,,Belauntza,PER_100000_POP,Belauntza,0.0
2014,,,,Belauntza,PER_100000_POP,Belauntza,0.0
2021,,,,Belauntza,PER_100000_POP,Belauntza,0.0
2011,,,,Belauntza,PER_100000_POP,Belauntza,0.0
2016,,,,Belauntza,PER_100000_POP,Belauntza,0.0
2017,,,,Belauntza,PER_100000_POP,Belauntza,0.0
2019,,,,Belauntza,PER_100000_POP,Belauntza,0.0
2018,,,,Belauntza,PER_100000_POP,Belauntza,0.0
2013,,,,Belauntza,PER_100000_POP,Belauntza,0.0
2023,,,,Belauntza,PER_100000_POP,Belauntza,0.0
2012,,,,Belauntza,PER_100000_POP,Belauntza,0.0
2010,,,,Belauntza,PER_100000_POP,Belauntza,0.0
2020,,,,Belauntza,PER_100000_POP,Belauntza,0.0
2022,,,,Belauntza,PER_100000_POP,Belauntza,0.0
2011,,,,ES48016,PER_100000_POP,ES48016,0.0
2020,,,,ES48016,PER_100000_POP,ES48016,0.0
2016,,,,ES48016,PER_100000_POP,ES48016,0.0
2017,,,,ES48016,PER_100000_POP,ES48016,0.0
2019,,,,ES48016,PER_100000_POP,ES48016,0.0
2015,,,,ES48016,PER_100000_POP,ES48016,0.0
2013,,,,ES48016,PER_100000_POP,ES48016,0.0
2014,,,,ES48016,PER_100000_POP,ES48016,0.0
2023,,,,ES48016,PER_100000_POP,ES48016,0.0
2022,,,,ES48016,PER_100000_POP,ES48016,0.0
2010,,,,ES48016,PER_100000_POP,ES48016,0.0
2018,,,,ES48016,PER_100000_POP,ES48016,0.0
2021,,,,ES48016,PER_100000_POP,ES48016,0.0
2012,,,,ES48016,PER_100000_POP,ES48016,0.0
2020,,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
2010,,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
2013,,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
2022,,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
2023,,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
2019,,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
