Year,Sex,Age,Residence,People with and without disabilities,Province,County,Municipality,Units,GeoCode,Value
2022,Male,16 years and over,,,,,Gaintza,%,Gaintza,2.5
2022,Male,16 years and over,,,,,Galdakao,%,Galdakao,6.7
2010,Male,16 years and over,,,,,Galdakao,%,Galdakao,8.3
2016,Male,16 years and over,,,,,Galdakao,%,Galdakao,12.1
2015,Male,16 years and over,,,,,Galdakao,%,Galdakao,14.5
2023,Male,16 years and over,,,,,Galdakao,%,Galdakao,6.0
2020,Male,16 years and over,,,,,Galdakao,%,Galdakao,8.0
2019,Male,16 years and over,,,,,Galdakao,%,Galdakao,8.3
2021,Male,16 years and over,,,,,Galdakao,%,Galdakao,8.4
2018,Male,16 years and over,,,,,Galdakao,%,Galdakao,8.9
2015,Male,16 years and over,,,,,Galdames,%,Galdames,13.8
2022,Male,16 years and over,,,,,Galdames,%,Galdames,8.0
2010,Male,16 years and over,,,,,Galdames,%,Galdames,6.3
2021,Male,16 years and over,,,,,Galdames,%,Galdames,11.1
2023,Male,16 years and over,,,,,Galdames,%,Galdames,5.2
2020,Male,16 years and over,,,,,Galdames,%,Galdames,9.1
2019,Male,16 years and over,,,,,Galdames,%,Galdames,12.7
2018,Male,16 years and over,,,,,Galdames,%,Galdames,10.3
2016,Male,16 years and over,,,,,Galdames,%,Galdames,13.6
2023,Male,16 years and over,,,,,Gamiz-Fika,%,Gamiz-Fika,7.1
2015,Male,16 years and over,,,,,Gamiz-Fika,%,Gamiz-Fika,11.5
2021,Male,16 years and over,,,,,Gamiz-Fika,%,Gamiz-Fika,8.4
2010,Male,16 years and over,,,,,Gamiz-Fika,%,Gamiz-Fika,5.5
2022,Male,16 years and over,,,,,Gamiz-Fika,%,Gamiz-Fika,6.3
2018,Male,16 years and over,,,,,Gamiz-Fika,%,Gamiz-Fika,9.3
2019,Male,16 years and over,,,,,Gamiz-Fika,%,Gamiz-Fika,7.3
2016,Male,16 years and over,,,,,Gamiz-Fika,%,Gamiz-Fika,9.9
2020,Male,16 years and over,,,,,Gamiz-Fika,%,Gamiz-Fika,7.4
2018,Male,16 years and over,,,,,Garai,%,Garai,2.2
2015,Male,16 years and over,,,,,Garai,%,Garai,9.5
2020,Male,16 years and over,,,,,Garai,%,Garai,1.0
2022,Male,16 years and over,,,,,Garai,%,Garai,3.2
2019,Male,16 years and over,,,,,Garai,%,Garai,3.2
2023,Male,16 years and over,,,,,Garai,%,Garai,2.1
2010,Male,16 years and over,,,,,Garai,%,Garai,5.2
2016,Male,16 years and over,,,,,Garai,%,Garai,5.4
2021,Male,16 years and over,,,,,Garai,%,Garai,0.0
2016,Male,16 years and over,,,,,Gatika,%,Gatika,11.0
2019,Male,16 years and over,,,,,Gatika,%,Gatika,6.8
2018,Male,16 years and over,,,,,Gatika,%,Gatika,6.6
2021,Male,16 years and over,,,,,Gatika,%,Gatika,8.3
2022,Male,16 years and over,,,,,Gatika,%,Gatika,7.0
2023,Male,16 years and over,,,,,Gatika,%,Gatika,4.8
2015,Male,16 years and over,,,,,Gatika,%,Gatika,12.9
2020,Male,16 years and over,,,,,Gatika,%,Gatika,6.1
2010,Male,16 years and over,,,,,Gatika,%,Gatika,7.7
2018,Male,16 years and over,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,10.4
2015,Male,16 years and over,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,14.5
2019,Male,16 years and over,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,10.0
2016,Male,16 years and over,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,13.7
2021,Male,16 years and over,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,5.6
2020,Male,16 years and over,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,6.6
2023,Male,16 years and over,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,2.9
2022,Male,16 years and over,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,5.9
2010,Male,16 years and over,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,11.0
2022,Male,16 years and over,,,,,Gaztelu,%,Gaztelu,2.0
2010,Male,16 years and over,,,,,Gaztelu,%,Gaztelu,5.5
2020,Male,16 years and over,,,,,Gaztelu,%,Gaztelu,4.4
2023,Male,16 years and over,,,,,Gaztelu,%,Gaztelu,6.5
2021,Male,16 years and over,,,,,Gaztelu,%,Gaztelu,6.0
2018,Male,16 years and over,,,,,Gaztelu,%,Gaztelu,6.5
2016,Male,16 years and over,,,,,Gaztelu,%,Gaztelu,5.1
2019,Male,16 years and over,,,,,Gaztelu,%,Gaztelu,2.3
2015,Male,16 years and over,,,,,Gaztelu,%,Gaztelu,18.8
2021,Male,16 years and over,,,,,Gernika-Lumo,%,Gernika-Lumo,9.4
2022,Male,16 years and over,,,,,Gernika-Lumo,%,Gernika-Lumo,7.6
2019,Male,16 years and over,,,,,Gernika-Lumo,%,Gernika-Lumo,8.5
2020,Male,16 years and over,,,,,Gernika-Lumo,%,Gernika-Lumo,8.9
2023,Male,16 years and over,,,,,Gernika-Lumo,%,Gernika-Lumo,6.7
2015,Male,16 years and over,,,,,Gernika-Lumo,%,Gernika-Lumo,17.0
2010,Male,16 years and over,,,,,Gernika-Lumo,%,Gernika-Lumo,9.6
2016,Male,16 years and over,,,,,Gernika-Lumo,%,Gernika-Lumo,14.1
2018,Male,16 years and over,,,,,Gernika-Lumo,%,Gernika-Lumo,8.9
2021,Male,16 years and over,,,,,Getaria,%,Getaria,9.8
2022,Male,16 years and over,,,,,Getaria,%,Getaria,3.7
2020,Male,16 years and over,,,,,Getaria,%,Getaria,9.3
2019,Male,16 years and over,,,,,Getaria,%,Getaria,11.1
2010,Male,16 years and over,,,,,Getaria,%,Getaria,10.1
2016,Male,16 years and over,,,,,Getaria,%,Getaria,12.8
2018,Male,16 years and over,,,,,Getaria,%,Getaria,9.5
2015,Male,16 years and over,,,,,Getaria,%,Getaria,16.6
2023,Male,16 years and over,,,,,Getaria,%,Getaria,2.1
2015,Male,16 years and over,,,,,Getxo,%,Getxo,16.5
2021,Male,16 years and over,,,,,Getxo,%,Getxo,10.3
2010,Male,16 years and over,,,,,Getxo,%,Getxo,11.1
2022,Male,16 years and over,,,,,Getxo,%,Getxo,8.4
2019,Male,16 years and over,,,,,Getxo,%,Getxo,8.9
2018,Male,16 years and over,,,,,Getxo,%,Getxo,10.4
2020,Male,16 years and over,,,,,Getxo,%,Getxo,8.5
2016,Male,16 years and over,,,,,Getxo,%,Getxo,13.6
2023,Male,16 years and over,,,,,Getxo,%,Getxo,7.0
2019,Male,16 years and over,,,,,Gizaburuaga,%,Gizaburuaga,5.8
2021,Male,16 years and over,,,,,Gizaburuaga,%,Gizaburuaga,6.6
2020,Male,16 years and over,,,,,Gizaburuaga,%,Gizaburuaga,1.8
2015,Male,16 years and over,,,,,Gizaburuaga,%,Gizaburuaga,13.3
2023,Male,16 years and over,,,,,Gizaburuaga,%,Gizaburuaga,1.7
2010,Male,16 years and over,,,,,Gizaburuaga,%,Gizaburuaga,1.7
2022,Male,16 years and over,,,,,Gizaburuaga,%,Gizaburuaga,7.3
2016,Male,16 years and over,,,,,Gizaburuaga,%,Gizaburuaga,10.0
2018,Male,16 years and over,,,,,Gizaburuaga,%,Gizaburuaga,11.7
2010,Male,16 years and over,,,,,Gordexola,%,Gordexola,8.7
2016,Male,16 years and over,,,,,Gordexola,%,Gordexola,12.2
2023,Male,16 years and over,,,,,Gordexola,%,Gordexola,6.7
2015,Male,16 years and over,,,,,Gordexola,%,Gordexola,14.2
2020,Male,16 years and over,,,,,Gordexola,%,Gordexola,9.4
2019,Male,16 years and over,,,,,Gordexola,%,Gordexola,8.2
2021,Male,16 years and over,,,,,Gordexola,%,Gordexola,8.6
2022,Male,16 years and over,,,,,Gordexola,%,Gordexola,8.6
2018,Male,16 years and over,,,,,Gordexola,%,Gordexola,9.2
2023,Male,16 years and over,,,,,Gorliz,%,Gorliz,6.9
2015,Male,16 years and over,,,,,Gorliz,%,Gorliz,14.9
2022,Male,16 years and over,,,,,Gorliz,%,Gorliz,8.8
2016,Male,16 years and over,,,,,Gorliz,%,Gorliz,14.3
2020,Male,16 years and over,,,,,Gorliz,%,Gorliz,8.7
2010,Male,16 years and over,,,,,Gorliz,%,Gorliz,9.5
2018,Male,16 years and over,,,,,Gorliz,%,Gorliz,10.0
2019,Male,16 years and over,,,,,Gorliz,%,Gorliz,8.9
2021,Male,16 years and over,,,,,Gorliz,%,Gorliz,10.3
2020,Male,16 years and over,,,,,Güeñes,%,Güeñes,9.8
2010,Male,16 years and over,,,,,Güeñes,%,Güeñes,9.0
2022,Male,16 years and over,,,,,Güeñes,%,Güeñes,9.7
2021,Male,16 years and over,,,,,Güeñes,%,Güeñes,10.0
2015,Male,16 years and over,,,,,Güeñes,%,Güeñes,17.3
2016,Male,16 years and over,,,,,Güeñes,%,Güeñes,18.1
2019,Male,16 years and over,,,,,Güeñes,%,Güeñes,9.8
2023,Male,16 years and over,,,,,Güeñes,%,Güeñes,8.8
2018,Male,16 years and over,,,,,Güeñes,%,Güeñes,11.0
2018,Male,16 years and over,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,4.7
2020,Male,16 years and over,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,5.0
2023,Male,16 years and over,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,6.7
2019,Male,16 years and over,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,6.3
2021,Male,16 years and over,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,13.6
2022,Male,16 years and over,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,7.9
2010,Male,16 years and over,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,8.2
2016,Male,16 years and over,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,16.9
2015,Male,16 years and over,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,7.8
2021,Male,16 years and over,,,,,Hernani,%,Hernani,8.4
2023,Male,16 years and over,,,,,Hernani,%,Hernani,6.7
2016,Male,16 years and over,,,,,Hernani,%,Hernani,12.9
2018,Male,16 years and over,,,,,Hernani,%,Hernani,8.5
2019,Male,16 years and over,,,,,Hernani,%,Hernani,7.4
2020,Male,16 years and over,,,,,Hernani,%,Hernani,6.5
2010,Male,16 years and over,,,,,Hernani,%,Hernani,8.8
2015,Male,16 years and over,,,,,Hernani,%,Hernani,14.8
2022,Male,16 years and over,,,,,Hernani,%,Hernani,6.8
2020,Male,16 years and over,,,,,Hernialde,%,Hernialde,6.8
2022,Male,16 years and over,,,,,Hernialde,%,Hernialde,11.5
2016,Male,16 years and over,,,,,Hernialde,%,Hernialde,10.3
2021,Male,16 years and over,,,,,Hernialde,%,Hernialde,11.5
2023,Male,16 years and over,,,,,Hernialde,%,Hernialde,1.4
2019,Male,16 years and over,,,,,Hernialde,%,Hernialde,12.0
2010,Male,16 years and over,,,,,Hernialde,%,Hernialde,3.3
2018,Male,16 years and over,,,,,Hernialde,%,Hernialde,8.2
2015,Male,16 years and over,,,,,Hernialde,%,Hernialde,11.0
2016,Male,16 years and over,,,,,Hondarribia,%,Hondarribia,13.8
2022,Male,16 years and over,,,,,Hondarribia,%,Hondarribia,6.3
2018,Male,16 years and over,,,,,Hondarribia,%,Hondarribia,9.8
2021,Male,16 years and over,,,,,Hondarribia,%,Hondarribia,9.9
2010,Male,16 years and over,,,,,Hondarribia,%,Hondarribia,10.4
2020,Male,16 years and over,,,,,Hondarribia,%,Hondarribia,9.7
2019,Male,16 years and over,,,,,Hondarribia,%,Hondarribia,8.9
2023,Male,16 years and over,,,,,Hondarribia,%,Hondarribia,5.7
2015,Male,16 years and over,,,,,Hondarribia,%,Hondarribia,16.0
2019,Male,16 years and over,,,,,Ibarra,%,Ibarra,7.3
2016,Male,16 years and over,,,,,Ibarra,%,Ibarra,12.2
2010,Male,16 years and over,,,,,Ibarra,%,Ibarra,8.9
2018,Male,16 years and over,,,,,Ibarra,%,Ibarra,10.1
2015,Male,16 years and over,,,,,Ibarra,%,Ibarra,12.9
2023,Male,16 years and over,,,,,Ibarra,%,Ibarra,6.3
2020,Male,16 years and over,,,,,Ibarra,%,Ibarra,7.0
2022,Male,16 years and over,,,,,Ibarra,%,Ibarra,6.7
2021,Male,16 years and over,,,,,Ibarra,%,Ibarra,7.8
2019,Male,16 years and over,,,,,Ibarrangelu,%,Ibarrangelu,7.4
2020,Male,16 years and over,,,,,Ibarrangelu,%,Ibarrangelu,12.8
2018,Male,16 years and over,,,,,Ibarrangelu,%,Ibarrangelu,9.3
2023,Male,16 years and over,,,,,Ibarrangelu,%,Ibarrangelu,8.6
2016,Male,16 years and over,,,,,Ibarrangelu,%,Ibarrangelu,12.6
2022,Male,16 years and over,,,,,Ibarrangelu,%,Ibarrangelu,10.8
2021,Male,16 years and over,,,,,Ibarrangelu,%,Ibarrangelu,11.7
2010,Male,16 years and over,,,,,Ibarrangelu,%,Ibarrangelu,8.0
2015,Male,16 years and over,,,,,Ibarrangelu,%,Ibarrangelu,13.3
2022,Male,16 years and over,,,,,Idiazabal,%,Idiazabal,3.2
2020,Male,16 years and over,,,,,Idiazabal,%,Idiazabal,4.4
2015,Male,16 years and over,,,,,Idiazabal,%,Idiazabal,8.4
2021,Male,16 years and over,,,,,Idiazabal,%,Idiazabal,6.9
2016,Male,16 years and over,,,,,Idiazabal,%,Idiazabal,5.5
2019,Male,16 years and over,,,,,Idiazabal,%,Idiazabal,5.2
2010,Male,16 years and over,,,,,Idiazabal,%,Idiazabal,7.5
2023,Male,16 years and over,,,,,Idiazabal,%,Idiazabal,3.1
2018,Male,16 years and over,,,,,Idiazabal,%,Idiazabal,4.2
2023,Male,16 years and over,,,,,Igorre,%,Igorre,6.7
2022,Male,16 years and over,,,,,Igorre,%,Igorre,7.9
2010,Male,16 years and over,,,,,Igorre,%,Igorre,8.6
2019,Male,16 years and over,,,,,Igorre,%,Igorre,6.2
2016,Male,16 years and over,,,,,Igorre,%,Igorre,12.3
2021,Male,16 years and over,,,,,Igorre,%,Igorre,9.9
2020,Male,16 years and over,,,,,Igorre,%,Igorre,7.4
2015,Male,16 years and over,,,,,Igorre,%,Igorre,14.6
2018,Male,16 years and over,,,,,Igorre,%,Igorre,7.8
2015,Male,16 years and over,,,,,Ikaztegieta,%,Ikaztegieta,10.5
2022,Male,16 years and over,,,,,Ikaztegieta,%,Ikaztegieta,7.8
2021,Male,16 years and over,,,,,Ikaztegieta,%,Ikaztegieta,7.1
2016,Male,16 years and over,,,,,Ikaztegieta,%,Ikaztegieta,14.5
2023,Male,16 years and over,,,,,Ikaztegieta,%,Ikaztegieta,7.2
2019,Male,16 years and over,,,,,Ikaztegieta,%,Ikaztegieta,5.4
2010,Male,16 years and over,,,,,Ikaztegieta,%,Ikaztegieta,8.3
2020,Male,16 years and over,,,,,Ikaztegieta,%,Ikaztegieta,6.3
2018,Male,16 years and over,,,,,Ikaztegieta,%,Ikaztegieta,10.1
2015,Male,16 years and over,,,,,Irun,%,Irun,18.4
2021,Male,16 years and over,,,,,Irun,%,Irun,10.8
2018,Male,16 years and over,,,,,Irun,%,Irun,10.5
2020,Male,16 years and over,,,,,Irun,%,Irun,9.8
2022,Male,16 years and over,,,,,Irun,%,Irun,8.6
2010,Male,16 years and over,,,,,Irun,%,Irun,11.3
2019,Male,16 years and over,,,,,Irun,%,Irun,9.4
2023,Male,16 years and over,,,,,Irun,%,Irun,8.1
2016,Male,16 years and over,,,,,Irun,%,Irun,15.3
2022,Male,16 years and over,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,6.0
2023,Male,16 years and over,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,7.2
2015,Male,16 years and over,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,14.5
2019,Male,16 years and over,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,7.9
2021,Male,16 years and over,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,9.0
2016,Male,16 years and over,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,11.4
2020,Male,16 years and over,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,7.2
2018,Male,16 years and over,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,7.1
2010,Male,16 years and over,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,6.9
2020,Male,16 years and over,,,,,Irura,%,Irura,3.8
2023,Male,16 years and over,,,,,Irura,%,Irura,3.7
2010,Male,16 years and over,,,,,Irura,%,Irura,7.1
2019,Male,16 years and over,,,,,Irura,%,Irura,6.1
2021,Male,16 years and over,,,,,Irura,%,Irura,5.9
2016,Male,16 years and over,,,,,Irura,%,Irura,9.6
2022,Male,16 years and over,,,,,Irura,%,Irura,3.4
2018,Male,16 years and over,,,,,Irura,%,Irura,6.0
2015,Male,16 years and over,,,,,Irura,%,Irura,11.5
2016,Male,16 years and over,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,3.1
2018,Male,16 years and over,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.2
2010,Male,16 years and over,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.0
2015,Male,16 years and over,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,11.4
2019,Male,16 years and over,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,2.4
2022,Male,16 years and over,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,5.1
2020,Male,16 years and over,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.7
2021,Male,16 years and over,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.9
2023,Male,16 years and over,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.5
2016,Male,16 years and over,,,,,Ispaster,%,Ispaster,7.8
2015,Male,16 years and over,,,,,Ispaster,%,Ispaster,9.0
2019,Male,16 years and over,,,,,Ispaster,%,Ispaster,8.0
2018,Male,16 years and over,,,,,Ispaster,%,Ispaster,8.0
2022,Male,16 years and over,,,,,Ispaster,%,Ispaster,7.7
2021,Male,16 years and over,,,,,Ispaster,%,Ispaster,9.4
2023,Male,16 years and over,,,,,Ispaster,%,Ispaster,3.8
2020,Male,16 years and over,,,,,Ispaster,%,Ispaster,5.4
2010,Male,16 years and over,,,,,Ispaster,%,Ispaster,7.3
2010,Male,16 years and over,,,,,Itsasondo,%,Itsasondo,9.0
2022,Male,16 years and over,,,,,Itsasondo,%,Itsasondo,4.2
2019,Male,16 years and over,,,,,Itsasondo,%,Itsasondo,7.8
2023,Male,16 years and over,,,,,Itsasondo,%,Itsasondo,7.7
2018,Male,16 years and over,,,,,Itsasondo,%,Itsasondo,6.7
2016,Male,16 years and over,,,,,Itsasondo,%,Itsasondo,9.1
2015,Male,16 years and over,,,,,Itsasondo,%,Itsasondo,14.0
2021,Male,16 years and over,,,,,Itsasondo,%,Itsasondo,9.9
2020,Male,16 years and over,,,,,Itsasondo,%,Itsasondo,6.0
2018,Male,16 years and over,,,,,Iurreta,%,Iurreta,9.1
2019,Male,16 years and over,,,,,Iurreta,%,Iurreta,8.7
2021,Male,16 years and over,,,,,Iurreta,%,Iurreta,10.6
2022,Male,16 years and over,,,,,Iurreta,%,Iurreta,7.6
2015,Male,16 years and over,,,,,Iurreta,%,Iurreta,16.0
2020,Male,16 years and over,,,,,Iurreta,%,Iurreta,10.2
2010,Male,16 years and over,,,,,Iurreta,%,Iurreta,9.8
2016,Male,16 years and over,,,,,Iurreta,%,Iurreta,13.4
2023,Male,16 years and over,,,,,Iurreta,%,Iurreta,7.2
2018,Male,16 years and over,,,,,Izurtza,%,Izurtza,4.9
2010,Male,16 years and over,,,,,Izurtza,%,Izurtza,8.4
2023,Male,16 years and over,,,,,Izurtza,%,Izurtza,5.9
2016,Male,16 years and over,,,,,Izurtza,%,Izurtza,16.3
2015,Male,16 years and over,,,,,Izurtza,%,Izurtza,14.0
2021,Male,16 years and over,,,,,Izurtza,%,Izurtza,1.5
2020,Male,16 years and over,,,,,Izurtza,%,Izurtza,11.3
2019,Male,16 years and over,,,,,Izurtza,%,Izurtza,4.7
2022,Male,16 years and over,,,,,Izurtza,%,Izurtza,3.2
2021,Male,16 years and over,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,12.5
2010,Male,16 years and over,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,10.6
2023,Male,16 years and over,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,10.2
2022,Male,16 years and over,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,10.5
2015,Male,16 years and over,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,19.1
2016,Male,16 years and over,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,21.4
2018,Male,16 years and over,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,19.0
2019,Male,16 years and over,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,15.4
2020,Male,16 years and over,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,13.1
2023,Male,16 years and over,,,,,Kortezubi,%,Kortezubi,7.6
2010,Male,16 years and over,,,,,Kortezubi,%,Kortezubi,4.1
2021,Male,16 years and over,,,,,Kortezubi,%,Kortezubi,5.2
2016,Male,16 years and over,,,,,Kortezubi,%,Kortezubi,5.9
2020,Male,16 years and over,,,,,Kortezubi,%,Kortezubi,6.1
2018,Male,16 years and over,,,,,Kortezubi,%,Kortezubi,4.2
2019,Male,16 years and over,,,,,Kortezubi,%,Kortezubi,5.2
2022,Male,16 years and over,,,,,Kortezubi,%,Kortezubi,5.2
2015,Male,16 years and over,,,,,Kortezubi,%,Kortezubi,8.3
2015,Male,16 years and over,,,,,Kripan,%,Kripan,10.9
2021,Male,16 years and over,,,,,Kripan,%,Kripan,13.3
2022,Male,16 years and over,,,,,Kripan,%,Kripan,4.1
2020,Male,16 years and over,,,,,Kripan,%,Kripan,4.3
2019,Male,16 years and over,,,,,Kripan,%,Kripan,2.1
2018,Male,16 years and over,,,,,Kripan,%,Kripan,0.0
2010,Male,16 years and over,,,,,Kripan,%,Kripan,4.3
2016,Male,16 years and over,,,,,Kripan,%,Kripan,9.3
2023,Male,16 years and over,,,,,Kripan,%,Kripan,0.0
2010,Male,16 years and over,,,,,Kuartango,%,Kuartango,4.2
2022,Male,16 years and over,,,,,Kuartango,%,Kuartango,6.0
2015,Male,16 years and over,,,,,Kuartango,%,Kuartango,11.3
2023,Male,16 years and over,,,,,Kuartango,%,Kuartango,4.3
2018,Male,16 years and over,,,,,Kuartango,%,Kuartango,8.5
2019,Male,16 years and over,,,,,Kuartango,%,Kuartango,7.3
2021,Male,16 years and over,,,,,Kuartango,%,Kuartango,8.3
2020,Male,16 years and over,,,,,Kuartango,%,Kuartango,8.2
2016,Male,16 years and over,,,,,Kuartango,%,Kuartango,7.8
2015,Male,16 years and over,,,,,Labastida/Bastida,%,Labastida/Bastida,18.8
2020,Male,16 years and over,,,,,Labastida/Bastida,%,Labastida/Bastida,12.7
2018,Male,16 years and over,,,,,Labastida/Bastida,%,Labastida/Bastida,13.8
2010,Male,16 years and over,,,,,Labastida/Bastida,%,Labastida/Bastida,14.3
2022,Male,16 years and over,,,,,Labastida/Bastida,%,Labastida/Bastida,6.1
2016,Male,16 years and over,,,,,Labastida/Bastida,%,Labastida/Bastida,14.2
2021,Male,16 years and over,,,,,Labastida/Bastida,%,Labastida/Bastida,12.8
2023,Male,16 years and over,,,,,Labastida/Bastida,%,Labastida/Bastida,8.5
2019,Male,16 years and over,,,,,Labastida/Bastida,%,Labastida/Bastida,14.4
2023,Male,16 years and over,,,,,Lagrán,%,Lagrán,4.4
2018,Male,16 years and over,,,,,Lagrán,%,Lagrán,12.5
2019,Male,16 years and over,,,,,Lagrán,%,Lagrán,8.1
2022,Male,16 years and over,,,,,Lagrán,%,Lagrán,10.4
2021,Male,16 years and over,,,,,Lagrán,%,Lagrán,16.0
2010,Male,16 years and over,,,,,Lagrán,%,Lagrán,11.6
2020,Male,16 years and over,,,,,Lagrán,%,Lagrán,9.8
2016,Male,16 years and over,,,,,Lagrán,%,Lagrán,10.6
2015,Male,16 years and over,,,,,Lagrán,%,Lagrán,8.9
2023,Male,16 years and over,,,,,Laguardia,%,Laguardia,7.1
2016,Male,16 years and over,,,,,Laguardia,%,Laguardia,11.2
2010,Male,16 years and over,,,,,Laguardia,%,Laguardia,8.6
2019,Male,16 years and over,,,,,Laguardia,%,Laguardia,6.7
2018,Male,16 years and over,,,,,Laguardia,%,Laguardia,6.8
2015,Male,16 years and over,,,,,Laguardia,%,Laguardia,14.3
2022,Male,16 years and over,,,,,Laguardia,%,Laguardia,7.7
2020,Male,16 years and over,,,,,Laguardia,%,Laguardia,7.5
2021,Male,16 years and over,,,,,Laguardia,%,Laguardia,10.4
2018,Male,16 years and over,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,12.1
2019,Male,16 years and over,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,6.8
2010,Male,16 years and over,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,11.4
2021,Male,16 years and over,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,7.0
2020,Male,16 years and over,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,10.4
2022,Male,16 years and over,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,6.1
2023,Male,16 years and over,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,6.0
2016,Male,16 years and over,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,11.6
2015,Male,16 years and over,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,15.6
2015,Male,16 years and over,,,,,Lanestosa,%,Lanestosa,21.4
2021,Male,16 years and over,,,,,Lanestosa,%,Lanestosa,15.1
2022,Male,16 years and over,,,,,Lanestosa,%,Lanestosa,15.9
2023,Male,16 years and over,,,,,Lanestosa,%,Lanestosa,16.4
2010,Male,16 years and over,,,,,Lanestosa,%,Lanestosa,17.5
2018,Male,16 years and over,,,,,Lanestosa,%,Lanestosa,18.8
2016,Male,16 years and over,,,,,Lanestosa,%,Lanestosa,26.2
2019,Male,16 years and over,,,,,Lanestosa,%,Lanestosa,10.3
2020,Male,16 years and over,,,,,Lanestosa,%,Lanestosa,10.4
2015,Male,16 years and over,,,,,Lantarón,%,Lantarón,19.2
2021,Male,16 years and over,,,,,Lantarón,%,Lantarón,8.5
2020,Male,16 years and over,,,,,Lantarón,%,Lantarón,9.8
2010,Male,16 years and over,,,,,Lantarón,%,Lantarón,14.3
2023,Male,16 years and over,,,,,Lantarón,%,Lantarón,8.2
2019,Male,16 years and over,,,,,Lantarón,%,Lantarón,8.4
2016,Male,16 years and over,,,,,Lantarón,%,Lantarón,18.7
