Year,Sex,Age,Residence,People with and without disabilities,Province,County,Municipality,Units,GeoCode,Value
2015,Male,16 years and over,,,,,Belauntza,%,Belauntza,12.5
2022,Male,16 years and over,,,,,Belauntza,%,Belauntza,5.7
2016,Male,16 years and over,,,,,Belauntza,%,Belauntza,7.1
2020,Male,16 years and over,,,,,Belauntza,%,Belauntza,6.0
2010,Male,16 years and over,,,,,Belauntza,%,Belauntza,11.4
2018,Male,16 years and over,,,,,Belauntza,%,Belauntza,5.0
2019,Male,16 years and over,,,,,Belauntza,%,Belauntza,1.6
2021,Male,16 years and over,,,,,Belauntza,%,Belauntza,0.0
2023,Male,16 years and over,,,,,Belauntza,%,Belauntza,4.3
2019,Male,16 years and over,,,,,Berango,%,Berango,7.2
2020,Male,16 years and over,,,,,Berango,%,Berango,8.2
2021,Male,16 years and over,,,,,Berango,%,Berango,8.8
2016,Male,16 years and over,,,,,Berango,%,Berango,10.8
2015,Male,16 years and over,,,,,Berango,%,Berango,14.3
2018,Male,16 years and over,,,,,Berango,%,Berango,7.8
2022,Male,16 years and over,,,,,Berango,%,Berango,7.1
2023,Male,16 years and over,,,,,Berango,%,Berango,5.8
2010,Male,16 years and over,,,,,Berango,%,Berango,9.7
2010,Male,16 years and over,,,,,Berantevilla,%,Berantevilla,12.0
2019,Male,16 years and over,,,,,Berantevilla,%,Berantevilla,8.0
2018,Male,16 years and over,,,,,Berantevilla,%,Berantevilla,11.9
2016,Male,16 years and over,,,,,Berantevilla,%,Berantevilla,13.3
2023,Male,16 years and over,,,,,Berantevilla,%,Berantevilla,5.8
2021,Male,16 years and over,,,,,Berantevilla,%,Berantevilla,6.6
2022,Male,16 years and over,,,,,Berantevilla,%,Berantevilla,7.6
2015,Male,16 years and over,,,,,Berantevilla,%,Berantevilla,19.2
2020,Male,16 years and over,,,,,Berantevilla,%,Berantevilla,8.2
2015,Male,16 years and over,,,,,Berastegi,%,Berastegi,8.0
2023,Male,16 years and over,,,,,Berastegi,%,Berastegi,2.4
2020,Male,16 years and over,,,,,Berastegi,%,Berastegi,3.5
2010,Male,16 years and over,,,,,Berastegi,%,Berastegi,7.9
2016,Male,16 years and over,,,,,Berastegi,%,Berastegi,6.6
2019,Male,16 years and over,,,,,Berastegi,%,Berastegi,4.5
2018,Male,16 years and over,,,,,Berastegi,%,Berastegi,4.9
2021,Male,16 years and over,,,,,Berastegi,%,Berastegi,1.7
2022,Male,16 years and over,,,,,Berastegi,%,Berastegi,2.7
2020,Male,16 years and over,,,,,Bergara,%,Bergara,7.1
2022,Male,16 years and over,,,,,Bergara,%,Bergara,6.0
2021,Male,16 years and over,,,,,Bergara,%,Bergara,7.4
2018,Male,16 years and over,,,,,Bergara,%,Bergara,7.5
2019,Male,16 years and over,,,,,Bergara,%,Bergara,7.4
2016,Male,16 years and over,,,,,Bergara,%,Bergara,11.1
2015,Male,16 years and over,,,,,Bergara,%,Bergara,13.6
2010,Male,16 years and over,,,,,Bergara,%,Bergara,8.2
2023,Male,16 years and over,,,,,Bergara,%,Bergara,5.6
2020,Male,16 years and over,,,,,Bermeo,%,Bermeo,13.4
2021,Male,16 years and over,,,,,Bermeo,%,Bermeo,14.6
2019,Male,16 years and over,,,,,Bermeo,%,Bermeo,13.7
2023,Male,16 years and over,,,,,Bermeo,%,Bermeo,9.7
2015,Male,16 years and over,,,,,Bermeo,%,Bermeo,22.9
2010,Male,16 years and over,,,,,Bermeo,%,Bermeo,13.9
2018,Male,16 years and over,,,,,Bermeo,%,Bermeo,14.5
2022,Male,16 years and over,,,,,Bermeo,%,Bermeo,11.3
2016,Male,16 years and over,,,,,Bermeo,%,Bermeo,19.2
2023,Male,16 years and over,,,,,Bernedo,%,Bernedo,10.1
2010,Male,16 years and over,,,,,Bernedo,%,Bernedo,4.8
2019,Male,16 years and over,,,,,Bernedo,%,Bernedo,6.4
2021,Male,16 years and over,,,,,Bernedo,%,Bernedo,8.1
2020,Male,16 years and over,,,,,Bernedo,%,Bernedo,7.7
2016,Male,16 years and over,,,,,Bernedo,%,Bernedo,7.6
2015,Male,16 years and over,,,,,Bernedo,%,Bernedo,8.5
2018,Male,16 years and over,,,,,Bernedo,%,Bernedo,11.5
2022,Male,16 years and over,,,,,Bernedo,%,Bernedo,9.4
2018,Male,16 years and over,,,,,Berriatua,%,Berriatua,9.4
2020,Male,16 years and over,,,,,Berriatua,%,Berriatua,9.1
2019,Male,16 years and over,,,,,Berriatua,%,Berriatua,8.2
2023,Male,16 years and over,,,,,Berriatua,%,Berriatua,5.9
2022,Male,16 years and over,,,,,Berriatua,%,Berriatua,5.2
2010,Male,16 years and over,,,,,Berriatua,%,Berriatua,16.1
2021,Male,16 years and over,,,,,Berriatua,%,Berriatua,8.1
2015,Male,16 years and over,,,,,Berriatua,%,Berriatua,17.8
2016,Male,16 years and over,,,,,Berriatua,%,Berriatua,14.5
2022,Male,16 years and over,,,,,Berriz,%,Berriz,6.1
2019,Male,16 years and over,,,,,Berriz,%,Berriz,6.5
2016,Male,16 years and over,,,,,Berriz,%,Berriz,10.8
2020,Male,16 years and over,,,,,Berriz,%,Berriz,7.1
2018,Male,16 years and over,,,,,Berriz,%,Berriz,8.5
2021,Male,16 years and over,,,,,Berriz,%,Berriz,8.3
2010,Male,16 years and over,,,,,Berriz,%,Berriz,10.1
2023,Male,16 years and over,,,,,Berriz,%,Berriz,5.0
2015,Male,16 years and over,,,,,Berriz,%,Berriz,15.5
2016,Male,16 years and over,,,,,Berrobi,%,Berrobi,16.2
2022,Male,16 years and over,,,,,Berrobi,%,Berrobi,6.5
2023,Male,16 years and over,,,,,Berrobi,%,Berrobi,3.6
2019,Male,16 years and over,,,,,Berrobi,%,Berrobi,7.3
2015,Male,16 years and over,,,,,Berrobi,%,Berrobi,15.1
2010,Male,16 years and over,,,,,Berrobi,%,Berrobi,4.9
2021,Male,16 years and over,,,,,Berrobi,%,Berrobi,10.1
2018,Male,16 years and over,,,,,Berrobi,%,Berrobi,10.7
2020,Male,16 years and over,,,,,Berrobi,%,Berrobi,5.3
2019,Male,16 years and over,,,,,Bidania-Goiatz,%,Bidania-Goiatz,7.1
2010,Male,16 years and over,,,,,Bidania-Goiatz,%,Bidania-Goiatz,11.4
2015,Male,16 years and over,,,,,Bidania-Goiatz,%,Bidania-Goiatz,13.0
2016,Male,16 years and over,,,,,Bidania-Goiatz,%,Bidania-Goiatz,6.6
2022,Male,16 years and over,,,,,Bidania-Goiatz,%,Bidania-Goiatz,5.7
2018,Male,16 years and over,,,,,Bidania-Goiatz,%,Bidania-Goiatz,6.4
2020,Male,16 years and over,,,,,Bidania-Goiatz,%,Bidania-Goiatz,7.9
2021,Male,16 years and over,,,,,Bidania-Goiatz,%,Bidania-Goiatz,8.6
2023,Male,16 years and over,,,,,Bidania-Goiatz,%,Bidania-Goiatz,2.1
2023,Male,16 years and over,,,,,Bilbao,%,Bilbao,9.9
2015,Male,16 years and over,,,,,Bilbao,%,Bilbao,20.1
2016,Male,16 years and over,,,,,Bilbao,%,Bilbao,18.6
2010,Male,16 years and over,,,,,Bilbao,%,Bilbao,12.2
2019,Male,16 years and over,,,,,Bilbao,%,Bilbao,12.5
2020,Male,16 years and over,,,,,Bilbao,%,Bilbao,11.9
2022,Male,16 years and over,,,,,Bilbao,%,Bilbao,11.4
2021,Male,16 years and over,,,,,Bilbao,%,Bilbao,13.0
2018,Male,16 years and over,,,,,Bilbao,%,Bilbao,13.9
2015,Male,16 years and over,,,,,Busturia,%,Busturia,15.5
2022,Male,16 years and over,,,,,Busturia,%,Busturia,11.1
2010,Male,16 years and over,,,,,Busturia,%,Busturia,9.9
2023,Male,16 years and over,,,,,Busturia,%,Busturia,8.3
2018,Male,16 years and over,,,,,Busturia,%,Busturia,14.7
2019,Male,16 years and over,,,,,Busturia,%,Busturia,10.5
2020,Male,16 years and over,,,,,Busturia,%,Busturia,9.7
2021,Male,16 years and over,,,,,Busturia,%,Busturia,9.3
2016,Male,16 years and over,,,,,Busturia,%,Busturia,18.4
2018,Male,16 years and over,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,9.9
2023,Male,16 years and over,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,4.2
2020,Male,16 years and over,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,7.4
2015,Male,16 years and over,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,12.7
2021,Male,16 years and over,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,9.7
2010,Male,16 years and over,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,7.6
2022,Male,16 years and over,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,5.4
2019,Male,16 years and over,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,8.6
2016,Male,16 years and over,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,11.8
2010,Male,16 years and over,,,,,Deba,%,Deba,8.1
2021,Male,16 years and over,,,,,Deba,%,Deba,7.2
2020,Male,16 years and over,,,,,Deba,%,Deba,5.6
2018,Male,16 years and over,,,,,Deba,%,Deba,7.0
2016,Male,16 years and over,,,,,Deba,%,Deba,10.3
2022,Male,16 years and over,,,,,Deba,%,Deba,5.6
2019,Male,16 years and over,,,,,Deba,%,Deba,6.6
2015,Male,16 years and over,,,,,Deba,%,Deba,13.2
2023,Male,16 years and over,,,,,Deba,%,Deba,4.4
2021,Male,16 years and over,,,,,Derio,%,Derio,6.7
2015,Male,16 years and over,,,,,Derio,%,Derio,13.2
2019,Male,16 years and over,,,,,Derio,%,Derio,6.3
2020,Male,16 years and over,,,,,Derio,%,Derio,5.0
2023,Male,16 years and over,,,,,Derio,%,Derio,4.3
2018,Male,16 years and over,,,,,Derio,%,Derio,6.7
2022,Male,16 years and over,,,,,Derio,%,Derio,5.9
2010,Male,16 years and over,,,,,Derio,%,Derio,7.9
2016,Male,16 years and over,,,,,Derio,%,Derio,10.5
2015,Male,16 years and over,,,,,Dima,%,Dima,9.2
2018,Male,16 years and over,,,,,Dima,%,Dima,6.8
2020,Male,16 years and over,,,,,Dima,%,Dima,6.0
2016,Male,16 years and over,,,,,Dima,%,Dima,8.3
2021,Male,16 years and over,,,,,Dima,%,Dima,6.2
2022,Male,16 years and over,,,,,Dima,%,Dima,6.8
2023,Male,16 years and over,,,,,Dima,%,Dima,6.3
2010,Male,16 years and over,,,,,Dima,%,Dima,8.1
2019,Male,16 years and over,,,,,Dima,%,Dima,5.6
2018,Male,16 years and over,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,9.0
2020,Male,16 years and over,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,7.6
2021,Male,16 years and over,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,9.1
2016,Male,16 years and over,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,12.3
2015,Male,16 years and over,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,15.1
2023,Male,16 years and over,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,6.6
2010,Male,16 years and over,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,9.9
2022,Male,16 years and over,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,7.2
2019,Male,16 years and over,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,8.2
2018,Male,16 years and over,,,,,Durango,%,Durango,8.7
2016,Male,16 years and over,,,,,Durango,%,Durango,11.3
2015,Male,16 years and over,,,,,Durango,%,Durango,14.2
2021,Male,16 years and over,,,,,Durango,%,Durango,9.2
2020,Male,16 years and over,,,,,Durango,%,Durango,8.3
2023,Male,16 years and over,,,,,Durango,%,Durango,5.3
2022,Male,16 years and over,,,,,Durango,%,Durango,6.5
2010,Male,16 years and over,,,,,Durango,%,Durango,9.8
2019,Male,16 years and over,,,,,Durango,%,Durango,8.0
2023,Male,16 years and over,,,,,Ea,%,Ea,8.2
2010,Male,16 years and over,,,,,Ea,%,Ea,11.2
2016,Male,16 years and over,,,,,Ea,%,Ea,12.7
2015,Male,16 years and over,,,,,Ea,%,Ea,11.1
2020,Male,16 years and over,,,,,Ea,%,Ea,8.1
2019,Male,16 years and over,,,,,Ea,%,Ea,6.0
2021,Male,16 years and over,,,,,Ea,%,Ea,12.4
2022,Male,16 years and over,,,,,Ea,%,Ea,9.5
2018,Male,16 years and over,,,,,Ea,%,Ea,6.4
2010,Male,16 years and over,,,,,Eibar,%,Eibar,9.0
2015,Male,16 years and over,,,,,Eibar,%,Eibar,16.8
2019,Male,16 years and over,,,,,Eibar,%,Eibar,9.8
2020,Male,16 years and over,,,,,Eibar,%,Eibar,9.5
2022,Male,16 years and over,,,,,Eibar,%,Eibar,8.3
2016,Male,16 years and over,,,,,Eibar,%,Eibar,14.3
2023,Male,16 years and over,,,,,Eibar,%,Eibar,7.5
2018,Male,16 years and over,,,,,Eibar,%,Eibar,10.2
2021,Male,16 years and over,,,,,Eibar,%,Eibar,10.0
2022,Male,16 years and over,,,,,Elantxobe,%,Elantxobe,9.6
2021,Male,16 years and over,,,,,Elantxobe,%,Elantxobe,14.1
2019,Male,16 years and over,,,,,Elantxobe,%,Elantxobe,13.8
2020,Male,16 years and over,,,,,Elantxobe,%,Elantxobe,12.0
2023,Male,16 years and over,,,,,Elantxobe,%,Elantxobe,6.9
2016,Male,16 years and over,,,,,Elantxobe,%,Elantxobe,17.5
2015,Male,16 years and over,,,,,Elantxobe,%,Elantxobe,15.7
2018,Male,16 years and over,,,,,Elantxobe,%,Elantxobe,13.3
2010,Male,16 years and over,,,,,Elantxobe,%,Elantxobe,13.0
2016,Male,16 years and over,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,7.0
2023,Male,16 years and over,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,3.2
2010,Male,16 years and over,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,4.0
2021,Male,16 years and over,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,7.9
2022,Male,16 years and over,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,6.0
2018,Male,16 years and over,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,6.4
2015,Male,16 years and over,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,7.2
2020,Male,16 years and over,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,3.6
2019,Male,16 years and over,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,4.9
2021,Male,16 years and over,,,,,Elciego,%,Elciego,8.6
2010,Male,16 years and over,,,,,Elciego,%,Elciego,11.3
2016,Male,16 years and over,,,,,Elciego,%,Elciego,9.5
2023,Male,16 years and over,,,,,Elciego,%,Elciego,7.6
2015,Male,16 years and over,,,,,Elciego,%,Elciego,22.2
2018,Male,16 years and over,,,,,Elciego,%,Elciego,6.8
2022,Male,16 years and over,,,,,Elciego,%,Elciego,6.2
2019,Male,16 years and over,,,,,Elciego,%,Elciego,7.5
2020,Male,16 years and over,,,,,Elciego,%,Elciego,6.0
2020,Male,16 years and over,,,,,Elduain,%,Elduain,6.3
2016,Male,16 years and over,,,,,Elduain,%,Elduain,9.1
2015,Male,16 years and over,,,,,Elduain,%,Elduain,4.6
2022,Male,16 years and over,,,,,Elduain,%,Elduain,1.6
2023,Male,16 years and over,,,,,Elduain,%,Elduain,0.0
2021,Male,16 years and over,,,,,Elduain,%,Elduain,6.8
2018,Male,16 years and over,,,,,Elduain,%,Elduain,11.1
2010,Male,16 years and over,,,,,Elduain,%,Elduain,5.8
2019,Male,16 years and over,,,,,Elduain,%,Elduain,4.8
2019,Male,16 years and over,,,,,Elgeta,%,Elgeta,6.5
2022,Male,16 years and over,,,,,Elgeta,%,Elgeta,2.1
2021,Male,16 years and over,,,,,Elgeta,%,Elgeta,4.1
2018,Male,16 years and over,,,,,Elgeta,%,Elgeta,7.0
2010,Male,16 years and over,,,,,Elgeta,%,Elgeta,7.9
2023,Male,16 years and over,,,,,Elgeta,%,Elgeta,3.4
2016,Male,16 years and over,,,,,Elgeta,%,Elgeta,9.7
2020,Male,16 years and over,,,,,Elgeta,%,Elgeta,4.7
2015,Male,16 years and over,,,,,Elgeta,%,Elgeta,12.3
2015,Male,16 years and over,,,,,Elgoibar,%,Elgoibar,12.5
2022,Male,16 years and over,,,,,Elgoibar,%,Elgoibar,5.7
2020,Male,16 years and over,,,,,Elgoibar,%,Elgoibar,5.6
2021,Male,16 years and over,,,,,Elgoibar,%,Elgoibar,6.3
2018,Male,16 years and over,,,,,Elgoibar,%,Elgoibar,7.5
2023,Male,16 years and over,,,,,Elgoibar,%,Elgoibar,5.3
2016,Male,16 years and over,,,,,Elgoibar,%,Elgoibar,10.9
2010,Male,16 years and over,,,,,Elgoibar,%,Elgoibar,8.3
2019,Male,16 years and over,,,,,Elgoibar,%,Elgoibar,6.2
2018,Male,16 years and over,,,,,Elorrio,%,Elorrio,7.6
2020,Male,16 years and over,,,,,Elorrio,%,Elorrio,6.4
2019,Male,16 years and over,,,,,Elorrio,%,Elorrio,7.6
2023,Male,16 years and over,,,,,Elorrio,%,Elorrio,4.5
2022,Male,16 years and over,,,,,Elorrio,%,Elorrio,4.9
2010,Male,16 years and over,,,,,Elorrio,%,Elorrio,8.5
2016,Male,16 years and over,,,,,Elorrio,%,Elorrio,9.5
2021,Male,16 years and over,,,,,Elorrio,%,Elorrio,8.0
2015,Male,16 years and over,,,,,Elorrio,%,Elorrio,12.4
2023,Male,16 years and over,,,,,Elvillar/Bilar,%,Elvillar/Bilar,5.9
2016,Male,16 years and over,,,,,Elvillar/Bilar,%,Elvillar/Bilar,9.2
2010,Male,16 years and over,,,,,Elvillar/Bilar,%,Elvillar/Bilar,6.5
2019,Male,16 years and over,,,,,Elvillar/Bilar,%,Elvillar/Bilar,3.1
2015,Male,16 years and over,,,,,Elvillar/Bilar,%,Elvillar/Bilar,8.9
2022,Male,16 years and over,,,,,Elvillar/Bilar,%,Elvillar/Bilar,3.4
2021,Male,16 years and over,,,,,Elvillar/Bilar,%,Elvillar/Bilar,10.4
2018,Male,16 years and over,,,,,Elvillar/Bilar,%,Elvillar/Bilar,3.2
2020,Male,16 years and over,,,,,Elvillar/Bilar,%,Elvillar/Bilar,3.3
2023,Male,16 years and over,,,,,Erandio,%,Erandio,7.2
2016,Male,16 years and over,,,,,Erandio,%,Erandio,17.0
2018,Male,16 years and over,,,,,Erandio,%,Erandio,11.9
2015,Male,16 years and over,,,,,Erandio,%,Erandio,19.2
2022,Male,16 years and over,,,,,Erandio,%,Erandio,9.6
2020,Male,16 years and over,,,,,Erandio,%,Erandio,9.7
2021,Male,16 years and over,,,,,Erandio,%,Erandio,11.4
2010,Male,16 years and over,,,,,Erandio,%,Erandio,10.5
2019,Male,16 years and over,,,,,Erandio,%,Erandio,10.6
2020,Male,16 years and over,,,,,Ereño,%,Ereño,9.5
2023,Male,16 years and over,,,,,Ereño,%,Ereño,5.1
2016,Male,16 years and over,,,,,Ereño,%,Ereño,7.2
2018,Male,16 years and over,,,,,Ereño,%,Ereño,5.8
2021,Male,16 years and over,,,,,Ereño,%,Ereño,7.8
2022,Male,16 years and over,,,,,Ereño,%,Ereño,4.9
2010,Male,16 years and over,,,,,Ereño,%,Ereño,4.2
2015,Male,16 years and over,,,,,Ereño,%,Ereño,9.1
2019,Male,16 years and over,,,,,Ereño,%,Ereño,7.1
2015,Male,16 years and over,,,,,Ermua,%,Ermua,16.7
2016,Male,16 years and over,,,,,Ermua,%,Ermua,13.9
2019,Male,16 years and over,,,,,Ermua,%,Ermua,9.1
2018,Male,16 years and over,,,,,Ermua,%,Ermua,9.2
2022,Male,16 years and over,,,,,Ermua,%,Ermua,7.8
2021,Male,16 years and over,,,,,Ermua,%,Ermua,9.5
2023,Male,16 years and over,,,,,Ermua,%,Ermua,6.0
2020,Male,16 years and over,,,,,Ermua,%,Ermua,9.1
2010,Male,16 years and over,,,,,Ermua,%,Ermua,10.5
2010,Male,16 years and over,,,,,Errenteria,%,Errenteria,8.9
2019,Male,16 years and over,,,,,Errenteria,%,Errenteria,8.6
2023,Male,16 years and over,,,,,Errenteria,%,Errenteria,7.2
2021,Male,16 years and over,,,,,Errenteria,%,Errenteria,9.5
2016,Male,16 years and over,,,,,Errenteria,%,Errenteria,14.3
2022,Male,16 years and over,,,,,Errenteria,%,Errenteria,7.6
2015,Male,16 years and over,,,,,Errenteria,%,Errenteria,16.4
2020,Male,16 years and over,,,,,Errenteria,%,Errenteria,8.6
2018,Male,16 years and over,,,,,Errenteria,%,Errenteria,9.9
2020,Male,16 years and over,,,,,Errezil,%,Errezil,5.3
2010,Male,16 years and over,,,,,Errezil,%,Errezil,5.7
2015,Male,16 years and over,,,,,Errezil,%,Errezil,16.2
2023,Male,16 years and over,,,,,Errezil,%,Errezil,2.4
2018,Male,16 years and over,,,,,Errezil,%,Errezil,6.3
2022,Male,16 years and over,,,,,Errezil,%,Errezil,7.8
2016,Male,16 years and over,,,,,Errezil,%,Errezil,13.9
2019,Male,16 years and over,,,,,Errezil,%,Errezil,5.2
2021,Male,16 years and over,,,,,Errezil,%,Errezil,1.3
2015,Male,16 years and over,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,9.9
2022,Male,16 years and over,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,3.6
2021,Male,16 years and over,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,6.3
2016,Male,16 years and over,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,5.1
2018,Male,16 years and over,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,4.2
2010,Male,16 years and over,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,5.3
2023,Male,16 years and over,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,2.4
2020,Male,16 years and over,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,4.3
2019,Male,16 years and over,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,4.1
2020,Male,16 years and over,,,,,Errigoiti,%,Errigoiti,8.4
2016,Male,16 years and over,,,,,Errigoiti,%,Errigoiti,13.6
2015,Male,16 years and over,,,,,Errigoiti,%,Errigoiti,10.2
2022,Male,16 years and over,,,,,Errigoiti,%,Errigoiti,4.3
2021,Male,16 years and over,,,,,Errigoiti,%,Errigoiti,9.2
2018,Male,16 years and over,,,,,Errigoiti,%,Errigoiti,9.0
2019,Male,16 years and over,,,,,Errigoiti,%,Errigoiti,6.2
2023,Male,16 years and over,,,,,Errigoiti,%,Errigoiti,8.1
2010,Male,16 years and over,,,,,Errigoiti,%,Errigoiti,6.7
2015,Male,16 years and over,,,,,Eskoriatza,%,Eskoriatza,13.7
2022,Male,16 years and over,,,,,Eskoriatza,%,Eskoriatza,6.3
2016,Male,16 years and over,,,,,Eskoriatza,%,Eskoriatza,11.5
2020,Male,16 years and over,,,,,Eskoriatza,%,Eskoriatza,5.5
2018,Male,16 years and over,,,,,Eskoriatza,%,Eskoriatza,6.1
2023,Male,16 years and over,,,,,Eskoriatza,%,Eskoriatza,4.5
2021,Male,16 years and over,,,,,Eskoriatza,%,Eskoriatza,7.2
2019,Male,16 years and over,,,,,Eskoriatza,%,Eskoriatza,6.0
2010,Male,16 years and over,,,,,Eskoriatza,%,Eskoriatza,7.9
2022,Male,16 years and over,,,,,Etxebarri,%,Etxebarri,6.0
2015,Male,16 years and over,,,,,Etxebarri,%,Etxebarri,14.1
2023,Male,16 years and over,,,,,Etxebarri,%,Etxebarri,4.8
2016,Male,16 years and over,,,,,Etxebarri,%,Etxebarri,12.8
2010,Male,16 years and over,,,,,Etxebarri,%,Etxebarri,8.4
2018,Male,16 years and over,,,,,Etxebarri,%,Etxebarri,8.4
2019,Male,16 years and over,,,,,Etxebarri,%,Etxebarri,6.4
2021,Male,16 years and over,,,,,Etxebarri,%,Etxebarri,8.1
2020,Male,16 years and over,,,,,Etxebarri,%,Etxebarri,6.4
2023,Male,16 years and over,,,,,Etxebarria,%,Etxebarria,5.1
2020,Male,16 years and over,,,,,Etxebarria,%,Etxebarria,8.7
2022,Male,16 years and over,,,,,Etxebarria,%,Etxebarria,7.2
2010,Male,16 years and over,,,,,Etxebarria,%,Etxebarria,8.3
2018,Male,16 years and over,,,,,Etxebarria,%,Etxebarria,5.1
2015,Male,16 years and over,,,,,Etxebarria,%,Etxebarria,8.7
2016,Male,16 years and over,,,,,Etxebarria,%,Etxebarria,11.3
2019,Male,16 years and over,,,,,Etxebarria,%,Etxebarria,7.1
2021,Male,16 years and over,,,,,Etxebarria,%,Etxebarria,9.8
2018,Male,16 years and over,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.5
2016,Male,16 years and over,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.7
2010,Male,16 years and over,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,10.1
2019,Male,16 years and over,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,5.5
2015,Male,16 years and over,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,8.4
2023,Male,16 years and over,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.9
2022,Male,16 years and over,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.6
2021,Male,16 years and over,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,10.7
2020,Male,16 years and over,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.6
2023,Male,16 years and over,,,,,Forua,%,Forua,4.7
2019,Male,16 years and over,,,,,Forua,%,Forua,9.8
2022,Male,16 years and over,,,,,Forua,%,Forua,7.1
2018,Male,16 years and over,,,,,Forua,%,Forua,9.4
2016,Male,16 years and over,,,,,Forua,%,Forua,17.1
2020,Male,16 years and over,,,,,Forua,%,Forua,8.9
2015,Male,16 years and over,,,,,Forua,%,Forua,16.5
2010,Male,16 years and over,,,,,Forua,%,Forua,13.4
2021,Male,16 years and over,,,,,Forua,%,Forua,9.4
2016,Male,16 years and over,,,,,Fruiz,%,Fruiz,11.4
2018,Male,16 years and over,,,,,Fruiz,%,Fruiz,5.3
2015,Male,16 years and over,,,,,Fruiz,%,Fruiz,12.0
2023,Male,16 years and over,,,,,Fruiz,%,Fruiz,6.5
2021,Male,16 years and over,,,,,Fruiz,%,Fruiz,5.3
2010,Male,16 years and over,,,,,Fruiz,%,Fruiz,7.1
2019,Male,16 years and over,,,,,Fruiz,%,Fruiz,7.1
2020,Male,16 years and over,,,,,Fruiz,%,Fruiz,4.1
2022,Male,16 years and over,,,,,Fruiz,%,Fruiz,7.4
2023,Male,16 years and over,,,,,Gabiria,%,Gabiria,2.0
2020,Male,16 years and over,,,,,Gabiria,%,Gabiria,4.6
2016,Male,16 years and over,,,,,Gabiria,%,Gabiria,4.0
2010,Male,16 years and over,,,,,Gabiria,%,Gabiria,7.7
2015,Male,16 years and over,,,,,Gabiria,%,Gabiria,5.2
2022,Male,16 years and over,,,,,Gabiria,%,Gabiria,3.8
2019,Male,16 years and over,,,,,Gabiria,%,Gabiria,4.1
2021,Male,16 years and over,,,,,Gabiria,%,Gabiria,5.4
2018,Male,16 years and over,,,,,Gabiria,%,Gabiria,3.3
2018,Male,16 years and over,,,,,Gaintza,%,Gaintza,12.1
2015,Male,16 years and over,,,,,Gaintza,%,Gaintza,9.1
2010,Male,16 years and over,,,,,Gaintza,%,Gaintza,5.7
2023,Male,16 years and over,,,,,Gaintza,%,Gaintza,5.6
2021,Male,16 years and over,,,,,Gaintza,%,Gaintza,2.7
2016,Male,16 years and over,,,,,Gaintza,%,Gaintza,6.7
2019,Male,16 years and over,,,,,Gaintza,%,Gaintza,0.0
2020,Male,16 years and over,,,,,Gaintza,%,Gaintza,0.0
