Year,Sexua,Adina,Egoitza,Desgaitasunik ez duten pertsonak,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2010,M,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,22.7
2016,M,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,21.8
2015,M,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,24.5
2021,M,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,11.3
2020,M,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,10.2
2015,M,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,18.9
2018,M,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,11.4
2019,M,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,10.9
2016,M,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,15.7
2010,M,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,11.9
2020,M,16 urte eta gehiago,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,7.8
2016,M,16 urte eta gehiago,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,2.2
2019,M,16 urte eta gehiago,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,7.1
2018,M,16 urte eta gehiago,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,3.1
2010,M,16 urte eta gehiago,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,11.9
2021,M,16 urte eta gehiago,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,4.5
2015,M,16 urte eta gehiago,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,8.6
2018,M,16 urte eta gehiago,,,,,ES48077,PT,ES48077,8.9
2016,M,16 urte eta gehiago,,,,,ES48077,PT,ES48077,13.5
2015,M,16 urte eta gehiago,,,,,ES48077,PT,ES48077,17.8
2020,M,16 urte eta gehiago,,,,,ES48077,PT,ES48077,10.2
2010,M,16 urte eta gehiago,,,,,ES48077,PT,ES48077,9.1
2019,M,16 urte eta gehiago,,,,,ES48077,PT,ES48077,10.1
2021,M,16 urte eta gehiago,,,,,ES48077,PT,ES48077,9.8
2018,M,16 urte eta gehiago,,,,,ES48078,PT,ES48078,13.3
2019,M,16 urte eta gehiago,,,,,ES48078,PT,ES48078,11.9
2016,M,16 urte eta gehiago,,,,,ES48078,PT,ES48078,17.2
2021,M,16 urte eta gehiago,,,,,ES48078,PT,ES48078,13.2
2020,M,16 urte eta gehiago,,,,,ES48078,PT,ES48078,12.6
2015,M,16 urte eta gehiago,,,,,ES48078,PT,ES48078,18.2
2010,M,16 urte eta gehiago,,,,,ES48078,PT,ES48078,10.6
2021,M,16 urte eta gehiago,,,,,Ribera Baja / Erriberabeitia,PT,Ribera Baja / Erriberabeitia,8.6
2019,M,16 urte eta gehiago,,,,,Ribera Baja / Erriberabeitia,PT,Ribera Baja / Erriberabeitia,6.8
2018,M,16 urte eta gehiago,,,,,Ribera Baja / Erriberabeitia,PT,Ribera Baja / Erriberabeitia,8.7
2016,M,16 urte eta gehiago,,,,,Ribera Baja / Erriberabeitia,PT,Ribera Baja / Erriberabeitia,13.5
2015,M,16 urte eta gehiago,,,,,Ribera Baja / Erriberabeitia,PT,Ribera Baja / Erriberabeitia,20.2
2010,M,16 urte eta gehiago,,,,,Ribera Baja / Erriberabeitia,PT,Ribera Baja / Erriberabeitia,14.6
2020,M,16 urte eta gehiago,,,,,Ribera Baja / Erriberabeitia,PT,Ribera Baja / Erriberabeitia,7.2
2010,M,16 urte eta gehiago,,,,,Samaniego,PT,Samaniego,1.1
2019,M,16 urte eta gehiago,,,,,Samaniego,PT,Samaniego,7.5
2015,M,16 urte eta gehiago,,,,,Samaniego,PT,Samaniego,10.8
2021,M,16 urte eta gehiago,,,,,Samaniego,PT,Samaniego,10.4
2018,M,16 urte eta gehiago,,,,,Samaniego,PT,Samaniego,1.6
2016,M,16 urte eta gehiago,,,,,Samaniego,PT,Samaniego,5.2
2020,M,16 urte eta gehiago,,,,,Samaniego,PT,Samaniego,1.7
2019,M,16 urte eta gehiago,,,,,San Millán / Donemiliaga,PT,San Millán / Donemiliaga,7.5
2010,M,16 urte eta gehiago,,,,,San Millán / Donemiliaga,PT,San Millán / Donemiliaga,9.3
2018,M,16 urte eta gehiago,,,,,San Millán / Donemiliaga,PT,San Millán / Donemiliaga,6.2
2016,M,16 urte eta gehiago,,,,,San Millán / Donemiliaga,PT,San Millán / Donemiliaga,6.9
2020,M,16 urte eta gehiago,,,,,San Millán / Donemiliaga,PT,San Millán / Donemiliaga,6.3
2021,M,16 urte eta gehiago,,,,,San Millán / Donemiliaga,PT,San Millán / Donemiliaga,5.8
2015,M,16 urte eta gehiago,,,,,San Millán / Donemiliaga,PT,San Millán / Donemiliaga,11.2
2018,M,16 urte eta gehiago,,,,,ES48082,PT,ES48082,15.0
2010,M,16 urte eta gehiago,,,,,ES48082,PT,ES48082,12.0
2021,M,16 urte eta gehiago,,,,,ES48082,PT,ES48082,13.3
2016,M,16 urte eta gehiago,,,,,ES48082,PT,ES48082,19.7
2020,M,16 urte eta gehiago,,,,,ES48082,PT,ES48082,12.4
2015,M,16 urte eta gehiago,,,,,ES48082,PT,ES48082,20.8
2019,M,16 urte eta gehiago,,,,,ES48082,PT,ES48082,13.7
2018,M,16 urte eta gehiago,,,,,Segura,PT,Segura,7.8
2021,M,16 urte eta gehiago,,,,,Segura,PT,Segura,6.3
2010,M,16 urte eta gehiago,,,,,Segura,PT,Segura,7.6
2020,M,16 urte eta gehiago,,,,,Segura,PT,Segura,5.5
2015,M,16 urte eta gehiago,,,,,Segura,PT,Segura,9.4
2019,M,16 urte eta gehiago,,,,,Segura,PT,Segura,6.2
2016,M,16 urte eta gehiago,,,,,Segura,PT,Segura,8.1
2020,M,16 urte eta gehiago,,,,,ES48084,PT,ES48084,15.2
2015,M,16 urte eta gehiago,,,,,ES48084,PT,ES48084,24.3
2016,M,16 urte eta gehiago,,,,,ES48084,PT,ES48084,23.9
2010,M,16 urte eta gehiago,,,,,ES48084,PT,ES48084,13.7
2019,M,16 urte eta gehiago,,,,,ES48084,PT,ES48084,16.3
2018,M,16 urte eta gehiago,,,,,ES48084,PT,ES48084,18.2
2021,M,16 urte eta gehiago,,,,,ES48084,PT,ES48084,16.0
2020,M,16 urte eta gehiago,,,,,ES48904,PT,ES48904,7.5
2019,M,16 urte eta gehiago,,,,,ES48904,PT,ES48904,8.1
2015,M,16 urte eta gehiago,,,,,ES48904,PT,ES48904,12.3
2010,M,16 urte eta gehiago,,,,,ES48904,PT,ES48904,7.1
2016,M,16 urte eta gehiago,,,,,ES48904,PT,ES48904,10.5
2021,M,16 urte eta gehiago,,,,,ES48904,PT,ES48904,7.5
2018,M,16 urte eta gehiago,,,,,ES48904,PT,ES48904,7.9
2016,M,16 urte eta gehiago,,,,,ES48085,PT,ES48085,12.7
2018,M,16 urte eta gehiago,,,,,ES48085,PT,ES48085,9.4
2019,M,16 urte eta gehiago,,,,,ES48085,PT,ES48085,8.6
2021,M,16 urte eta gehiago,,,,,ES48085,PT,ES48085,10.3
2020,M,16 urte eta gehiago,,,,,ES48085,PT,ES48085,8.6
2015,M,16 urte eta gehiago,,,,,ES48085,PT,ES48085,14.4
2010,M,16 urte eta gehiago,,,,,ES48085,PT,ES48085,9.5
2019,M,16 urte eta gehiago,,,,,ES48086,PT,ES48086,9.2
2016,M,16 urte eta gehiago,,,,,ES48086,PT,ES48086,14.3
2021,M,16 urte eta gehiago,,,,,ES48086,PT,ES48086,9.9
2020,M,16 urte eta gehiago,,,,,ES48086,PT,ES48086,7.4
2015,M,16 urte eta gehiago,,,,,ES48086,PT,ES48086,16.4
2018,M,16 urte eta gehiago,,,,,ES48086,PT,ES48086,10.7
2010,M,16 urte eta gehiago,,,,,ES48086,PT,ES48086,9.8
2020,M,16 urte eta gehiago,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,10.5
2010,M,16 urte eta gehiago,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,10.1
2015,M,16 urte eta gehiago,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,17.9
2021,M,16 urte eta gehiago,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,11.7
2019,M,16 urte eta gehiago,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,11.3
2016,M,16 urte eta gehiago,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,16.2
2018,M,16 urte eta gehiago,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,12.5
2021,M,16 urte eta gehiago,,,,,ES48076,PT,ES48076,11.0
2015,M,16 urte eta gehiago,,,,,ES48076,PT,ES48076,16.3
2016,M,16 urte eta gehiago,,,,,ES48076,PT,ES48076,19.6
2010,M,16 urte eta gehiago,,,,,ES48076,PT,ES48076,10.7
2019,M,16 urte eta gehiago,,,,,ES48076,PT,ES48076,12.3
2018,M,16 urte eta gehiago,,,,,ES48076,PT,ES48076,14.9
2020,M,16 urte eta gehiago,,,,,ES48076,PT,ES48076,11.8
2010,M,16 urte eta gehiago,,,,,Tolosa,PT,Tolosa,7.6
2016,M,16 urte eta gehiago,,,,,Tolosa,PT,Tolosa,11.5
2020,M,16 urte eta gehiago,,,,,Tolosa,PT,Tolosa,6.2
2018,M,16 urte eta gehiago,,,,,Tolosa,PT,Tolosa,8.2
2021,M,16 urte eta gehiago,,,,,Tolosa,PT,Tolosa,7.0
2019,M,16 urte eta gehiago,,,,,Tolosa,PT,Tolosa,6.6
2015,M,16 urte eta gehiago,,,,,Tolosa,PT,Tolosa,13.6
2010,M,16 urte eta gehiago,,,,,ES48087,PT,ES48087,13.3
2021,M,16 urte eta gehiago,,,,,ES48087,PT,ES48087,14.2
2020,M,16 urte eta gehiago,,,,,ES48087,PT,ES48087,10.9
2018,M,16 urte eta gehiago,,,,,ES48087,PT,ES48087,19.7
2016,M,16 urte eta gehiago,,,,,ES48087,PT,ES48087,18.4
2019,M,16 urte eta gehiago,,,,,ES48087,PT,ES48087,14.1
2015,M,16 urte eta gehiago,,,,,ES48087,PT,ES48087,18.4
2016,M,16 urte eta gehiago,,,,,ES48088,PT,ES48088,9.8
2021,M,16 urte eta gehiago,,,,,ES48088,PT,ES48088,13.0
2020,M,16 urte eta gehiago,,,,,ES48088,PT,ES48088,6.5
2015,M,16 urte eta gehiago,,,,,ES48088,PT,ES48088,7.4
2019,M,16 urte eta gehiago,,,,,ES48088,PT,ES48088,13.0
2018,M,16 urte eta gehiago,,,,,ES48088,PT,ES48088,9.1
2010,M,16 urte eta gehiago,,,,,ES48088,PT,ES48088,3.9
2015,M,16 urte eta gehiago,,,,,ES48065,PT,ES48065,16.6
2019,M,16 urte eta gehiago,,,,,ES48065,PT,ES48065,9.8
2021,M,16 urte eta gehiago,,,,,ES48065,PT,ES48065,10.3
2010,M,16 urte eta gehiago,,,,,ES48065,PT,ES48065,7.1
2020,M,16 urte eta gehiago,,,,,ES48065,PT,ES48065,8.5
2018,M,16 urte eta gehiago,,,,,ES48065,PT,ES48065,11.0
2016,M,16 urte eta gehiago,,,,,ES48065,PT,ES48065,17.1
2020,M,16 urte eta gehiago,,,,,ES48089,PT,ES48089,9.8
2010,M,16 urte eta gehiago,,,,,ES48089,PT,ES48089,9.0
2021,M,16 urte eta gehiago,,,,,ES48089,PT,ES48089,10.5
2016,M,16 urte eta gehiago,,,,,ES48089,PT,ES48089,11.6
2015,M,16 urte eta gehiago,,,,,ES48089,PT,ES48089,14.2
2018,M,16 urte eta gehiago,,,,,ES48089,PT,ES48089,8.6
2019,M,16 urte eta gehiago,,,,,ES48089,PT,ES48089,9.5
2010,M,16 urte eta gehiago,,,,,ES48074,PT,ES48074,12.1
2019,M,16 urte eta gehiago,,,,,ES48074,PT,ES48074,14.3
2018,M,16 urte eta gehiago,,,,,ES48074,PT,ES48074,11.7
2021,M,16 urte eta gehiago,,,,,ES48074,PT,ES48074,12.8
2020,M,16 urte eta gehiago,,,,,ES48074,PT,ES48074,12.5
2016,M,16 urte eta gehiago,,,,,ES48074,PT,ES48074,16.8
2015,M,16 urte eta gehiago,,,,,ES48074,PT,ES48074,19.1
2018,M,16 urte eta gehiago,,,,,Urkabustaiz,PT,Urkabustaiz,9.1
2016,M,16 urte eta gehiago,,,,,Urkabustaiz,PT,Urkabustaiz,10.9
2020,M,16 urte eta gehiago,,,,,Urkabustaiz,PT,Urkabustaiz,8.4
2019,M,16 urte eta gehiago,,,,,Urkabustaiz,PT,Urkabustaiz,9.0
2010,M,16 urte eta gehiago,,,,,Urkabustaiz,PT,Urkabustaiz,7.3
2021,M,16 urte eta gehiago,,,,,Urkabustaiz,PT,Urkabustaiz,11.0
2015,M,16 urte eta gehiago,,,,,Urkabustaiz,PT,Urkabustaiz,14.1
2015,M,16 urte eta gehiago,,,,,Urnieta,PT,Urnieta,10.0
2020,M,16 urte eta gehiago,,,,,Urnieta,PT,Urnieta,5.5
2016,M,16 urte eta gehiago,,,,,Urnieta,PT,Urnieta,9.6
2021,M,16 urte eta gehiago,,,,,Urnieta,PT,Urnieta,7.0
2019,M,16 urte eta gehiago,,,,,Urnieta,PT,Urnieta,5.5
2018,M,16 urte eta gehiago,,,,,Urnieta,PT,Urnieta,6.3
2010,M,16 urte eta gehiago,,,,,Urnieta,PT,Urnieta,6.9
2015,M,16 urte eta gehiago,,,,,Urretxu,PT,Urretxu,11.6
2018,M,16 urte eta gehiago,,,,,Urretxu,PT,Urretxu,7.5
2010,M,16 urte eta gehiago,,,,,Urretxu,PT,Urretxu,5.5
2020,M,16 urte eta gehiago,,,,,Urretxu,PT,Urretxu,6.3
2019,M,16 urte eta gehiago,,,,,Urretxu,PT,Urretxu,6.3
2016,M,16 urte eta gehiago,,,,,Urretxu,PT,Urretxu,8.3
2021,M,16 urte eta gehiago,,,,,Urretxu,PT,Urretxu,7.3
2015,M,16 urte eta gehiago,,,,,Usurbil,PT,Usurbil,12.4
2019,M,16 urte eta gehiago,,,,,Usurbil,PT,Usurbil,6.7
2020,M,16 urte eta gehiago,,,,,Usurbil,PT,Usurbil,5.9
2010,M,16 urte eta gehiago,,,,,Usurbil,PT,Usurbil,8.0
2021,M,16 urte eta gehiago,,,,,Usurbil,PT,Usurbil,6.9
2018,M,16 urte eta gehiago,,,,,Usurbil,PT,Usurbil,7.3
2016,M,16 urte eta gehiago,,,,,Usurbil,PT,Usurbil,9.7
2015,M,16 urte eta gehiago,,,,,Valdegovía / Gaubea,PT,Valdegovía / Gaubea,16.2
2021,M,16 urte eta gehiago,,,,,Valdegovía / Gaubea,PT,Valdegovía / Gaubea,14.1
2016,M,16 urte eta gehiago,,,,,Valdegovía / Gaubea,PT,Valdegovía / Gaubea,14.6
2020,M,16 urte eta gehiago,,,,,Valdegovía / Gaubea,PT,Valdegovía / Gaubea,12.2
2019,M,16 urte eta gehiago,,,,,Valdegovía / Gaubea,PT,Valdegovía / Gaubea,6.9
2018,M,16 urte eta gehiago,,,,,Valdegovía / Gaubea,PT,Valdegovía / Gaubea,9.6
2010,M,16 urte eta gehiago,,,,,Valdegovía / Gaubea,PT,Valdegovía / Gaubea,9.8
2015,M,16 urte eta gehiago,,,,,ES48080,PT,ES48080,17.6
2016,M,16 urte eta gehiago,,,,,ES48080,PT,ES48080,16.4
2020,M,16 urte eta gehiago,,,,,ES48080,PT,ES48080,10.0
2021,M,16 urte eta gehiago,,,,,ES48080,PT,ES48080,11.7
2019,M,16 urte eta gehiago,,,,,ES48080,PT,ES48080,11.4
2018,M,16 urte eta gehiago,,,,,ES48080,PT,ES48080,12.5
2010,M,16 urte eta gehiago,,,,,ES48080,PT,ES48080,10.0
2010,M,16 urte eta gehiago,,,,,Villabona,PT,Villabona,9.0
2018,M,16 urte eta gehiago,,,,,Villabona,PT,Villabona,9.2
2020,M,16 urte eta gehiago,,,,,Villabona,PT,Villabona,7.1
2016,M,16 urte eta gehiago,,,,,Villabona,PT,Villabona,12.5
2021,M,16 urte eta gehiago,,,,,Villabona,PT,Villabona,8.6
2019,M,16 urte eta gehiago,,,,,Villabona,PT,Villabona,6.1
2015,M,16 urte eta gehiago,,,,,Villabona,PT,Villabona,15.4
2016,M,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,PT,Villabuena de Álava / Eskuernaga,7.3
2020,M,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,PT,Villabuena de Álava / Eskuernaga,4.9
2010,M,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,PT,Villabuena de Álava / Eskuernaga,6.0
2015,M,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,PT,Villabuena de Álava / Eskuernaga,9.8
2021,M,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,PT,Villabuena de Álava / Eskuernaga,8.3
2018,M,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,PT,Villabuena de Álava / Eskuernaga,2.5
2019,M,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,PT,Villabuena de Álava / Eskuernaga,3.6
2010,M,16 urte eta gehiago,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,10.9
2021,M,16 urte eta gehiago,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,10.9
2015,M,16 urte eta gehiago,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,16.6
2019,M,16 urte eta gehiago,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,9.7
2016,M,16 urte eta gehiago,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,14.0
2018,M,16 urte eta gehiago,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,10.2
2020,M,16 urte eta gehiago,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,9.2
2021,M,16 urte eta gehiago,,,,,Yécora / Iekora,PT,Yécora / Iekora,12.5
2010,M,16 urte eta gehiago,,,,,Yécora / Iekora,PT,Yécora / Iekora,11.8
2020,M,16 urte eta gehiago,,,,,Yécora / Iekora,PT,Yécora / Iekora,9.5
2018,M,16 urte eta gehiago,,,,,Yécora / Iekora,PT,Yécora / Iekora,6.0
2016,M,16 urte eta gehiago,,,,,Yécora / Iekora,PT,Yécora / Iekora,18.7
2015,M,16 urte eta gehiago,,,,,Yécora / Iekora,PT,Yécora / Iekora,15.6
2019,M,16 urte eta gehiago,,,,,Yécora / Iekora,PT,Yécora / Iekora,8.2
2015,M,16 urte eta gehiago,,,,,ES48095,PT,ES48095,11.2
2020,M,16 urte eta gehiago,,,,,ES48095,PT,ES48095,6.4
2019,M,16 urte eta gehiago,,,,,ES48095,PT,ES48095,8.4
2018,M,16 urte eta gehiago,,,,,ES48095,PT,ES48095,8.1
2021,M,16 urte eta gehiago,,,,,ES48095,PT,ES48095,7.6
2016,M,16 urte eta gehiago,,,,,ES48095,PT,ES48095,9.3
2010,M,16 urte eta gehiago,,,,,ES48095,PT,ES48095,9.4
2019,M,16 urte eta gehiago,,,,,Zaldibia,PT,Zaldibia,3.9
2015,M,16 urte eta gehiago,,,,,Zaldibia,PT,Zaldibia,12.6
2016,M,16 urte eta gehiago,,,,,Zaldibia,PT,Zaldibia,8.4
2021,M,16 urte eta gehiago,,,,,Zaldibia,PT,Zaldibia,8.0
2018,M,16 urte eta gehiago,,,,,Zaldibia,PT,Zaldibia,4.0
2020,M,16 urte eta gehiago,,,,,Zaldibia,PT,Zaldibia,4.5
2010,M,16 urte eta gehiago,,,,,Zaldibia,PT,Zaldibia,6.8
2010,M,16 urte eta gehiago,,,,,Zalduondo,PT,Zalduondo,4.7
2021,M,16 urte eta gehiago,,,,,Zalduondo,PT,Zalduondo,10.4
2015,M,16 urte eta gehiago,,,,,Zalduondo,PT,Zalduondo,11.6
2016,M,16 urte eta gehiago,,,,,Zalduondo,PT,Zalduondo,12.3
2019,M,16 urte eta gehiago,,,,,Zalduondo,PT,Zalduondo,6.9
2018,M,16 urte eta gehiago,,,,,Zalduondo,PT,Zalduondo,5.2
2020,M,16 urte eta gehiago,,,,,Zalduondo,PT,Zalduondo,4.9
2020,M,16 urte eta gehiago,,,,,ES48096,PT,ES48096,10.9
2021,M,16 urte eta gehiago,,,,,ES48096,PT,ES48096,10.2
2019,M,16 urte eta gehiago,,,,,ES48096,PT,ES48096,11.4
2018,M,16 urte eta gehiago,,,,,ES48096,PT,ES48096,11.9
2010,M,16 urte eta gehiago,,,,,ES48096,PT,ES48096,9.6
2016,M,16 urte eta gehiago,,,,,ES48096,PT,ES48096,17.6
2015,M,16 urte eta gehiago,,,,,ES48096,PT,ES48096,20.8
2019,M,16 urte eta gehiago,,,,,Zambrana,PT,Zambrana,10.1
2018,M,16 urte eta gehiago,,,,,Zambrana,PT,Zambrana,12.2
2020,M,16 urte eta gehiago,,,,,Zambrana,PT,Zambrana,8.1
2010,M,16 urte eta gehiago,,,,,Zambrana,PT,Zambrana,13.5
2021,M,16 urte eta gehiago,,,,,Zambrana,PT,Zambrana,14.3
2015,M,16 urte eta gehiago,,,,,Zambrana,PT,Zambrana,20.3
2016,M,16 urte eta gehiago,,,,,Zambrana,PT,Zambrana,16.7
2015,M,16 urte eta gehiago,,,,,ES48905,PT,ES48905,16.6
2018,M,16 urte eta gehiago,,,,,ES48905,PT,ES48905,8.1
2010,M,16 urte eta gehiago,,,,,ES48905,PT,ES48905,8.3
2019,M,16 urte eta gehiago,,,,,ES48905,PT,ES48905,9.0
2016,M,16 urte eta gehiago,,,,,ES48905,PT,ES48905,11.7
2021,M,16 urte eta gehiago,,,,,ES48905,PT,ES48905,9.4
2020,M,16 urte eta gehiago,,,,,ES48905,PT,ES48905,7.3
2021,M,16 urte eta gehiago,,,,,ES48097,PT,ES48097,13.3
2020,M,16 urte eta gehiago,,,,,ES48097,PT,ES48097,10.0
2019,M,16 urte eta gehiago,,,,,ES48097,PT,ES48097,13.3
2015,M,16 urte eta gehiago,,,,,ES48097,PT,ES48097,17.3
2010,M,16 urte eta gehiago,,,,,ES48097,PT,ES48097,9.2
2018,M,16 urte eta gehiago,,,,,ES48097,PT,ES48097,12.0
2016,M,16 urte eta gehiago,,,,,ES48097,PT,ES48097,17.2
2021,M,16 urte eta gehiago,,,,,Zarautz,PT,Zarautz,7.8
2010,M,16 urte eta gehiago,,,,,Zarautz,PT,Zarautz,9.1
2020,M,16 urte eta gehiago,,,,,Zarautz,PT,Zarautz,6.6
2018,M,16 urte eta gehiago,,,,,Zarautz,PT,Zarautz,7.6
2015,M,16 urte eta gehiago,,,,,Zarautz,PT,Zarautz,13.8
2019,M,16 urte eta gehiago,,,,,Zarautz,PT,Zarautz,6.7
2016,M,16 urte eta gehiago,,,,,Zarautz,PT,Zarautz,11.2
2021,M,16 urte eta gehiago,,,,,ES48024,PT,ES48024,7.9
2018,M,16 urte eta gehiago,,,,,ES48024,PT,ES48024,4.2
2010,M,16 urte eta gehiago,,,,,ES48024,PT,ES48024,6.1
2019,M,16 urte eta gehiago,,,,,ES48024,PT,ES48024,6.1
2015,M,16 urte eta gehiago,,,,,ES48024,PT,ES48024,8.7
2020,M,16 urte eta gehiago,,,,,ES48024,PT,ES48024,6.5
2016,M,16 urte eta gehiago,,,,,ES48024,PT,ES48024,7.9
2018,M,16 urte eta gehiago,,,,,ES48025,PT,ES48025,9.0
2020,M,16 urte eta gehiago,,,,,ES48025,PT,ES48025,7.2
2015,M,16 urte eta gehiago,,,,,ES48025,PT,ES48025,14.2
2019,M,16 urte eta gehiago,,,,,ES48025,PT,ES48025,8.3
2010,M,16 urte eta gehiago,,,,,ES48025,PT,ES48025,5.2
2016,M,16 urte eta gehiago,,,,,ES48025,PT,ES48025,11.5
2021,M,16 urte eta gehiago,,,,,ES48025,PT,ES48025,7.6
2015,M,16 urte eta gehiago,,,,,Zegama,PT,Zegama,11.4
2020,M,16 urte eta gehiago,,,,,Zegama,PT,Zegama,3.9
2010,M,16 urte eta gehiago,,,,,Zegama,PT,Zegama,10.6
2018,M,16 urte eta gehiago,,,,,Zegama,PT,Zegama,6.1
2016,M,16 urte eta gehiago,,,,,Zegama,PT,Zegama,10.0
2021,M,16 urte eta gehiago,,,,,Zegama,PT,Zegama,6.9
2019,M,16 urte eta gehiago,,,,,Zegama,PT,Zegama,7.1
2018,M,16 urte eta gehiago,,,,,Zerain,PT,Zerain,5.0
2021,M,16 urte eta gehiago,,,,,Zerain,PT,Zerain,1.6
2019,M,16 urte eta gehiago,,,,,Zerain,PT,Zerain,0.0
2020,M,16 urte eta gehiago,,,,,Zerain,PT,Zerain,1.7
2015,M,16 urte eta gehiago,,,,,Zerain,PT,Zerain,10.9
2016,M,16 urte eta gehiago,,,,,Zerain,PT,Zerain,8.5
2010,M,16 urte eta gehiago,,,,,Zerain,PT,Zerain,5.2
2010,M,16 urte eta gehiago,,,,,Zestoa,PT,Zestoa,9.8
2016,M,16 urte eta gehiago,,,,,Zestoa,PT,Zestoa,13.3
2019,M,16 urte eta gehiago,,,,,Zestoa,PT,Zestoa,8.2
2021,M,16 urte eta gehiago,,,,,Zestoa,PT,Zestoa,9.7
2015,M,16 urte eta gehiago,,,,,Zestoa,PT,Zestoa,17.4
2020,M,16 urte eta gehiago,,,,,Zestoa,PT,Zestoa,7.2
2018,M,16 urte eta gehiago,,,,,Zestoa,PT,Zestoa,9.7
2010,M,16 urte eta gehiago,,,,,ES48913,PT,ES48913,8.0
2018,M,16 urte eta gehiago,,,,,ES48913,PT,ES48913,11.0
2020,M,16 urte eta gehiago,,,,,ES48913,PT,ES48913,9.2
2016,M,16 urte eta gehiago,,,,,ES48913,PT,ES48913,15.3
2021,M,16 urte eta gehiago,,,,,ES48913,PT,ES48913,10.5
2019,M,16 urte eta gehiago,,,,,ES48913,PT,ES48913,6.8
2015,M,16 urte eta gehiago,,,,,ES48913,PT,ES48913,17.8
2015,M,16 urte eta gehiago,,,,,Zigoitia,PT,Zigoitia,9.5
2016,M,16 urte eta gehiago,,,,,Zigoitia,PT,Zigoitia,7.1
2019,M,16 urte eta gehiago,,,,,Zigoitia,PT,Zigoitia,2.9
2020,M,16 urte eta gehiago,,,,,Zigoitia,PT,Zigoitia,4.3
2010,M,16 urte eta gehiago,,,,,Zigoitia,PT,Zigoitia,4.9
2021,M,16 urte eta gehiago,,,,,Zigoitia,PT,Zigoitia,4.6
2018,M,16 urte eta gehiago,,,,,Zigoitia,PT,Zigoitia,2.2
2018,M,16 urte eta gehiago,,,,,ES48915,PT,ES48915,3.5
2015,M,16 urte eta gehiago,,,,,ES48915,PT,ES48915,8.7
2016,M,16 urte eta gehiago,,,,,ES48915,PT,ES48915,12.1
2019,M,16 urte eta gehiago,,,,,ES48915,PT,ES48915,7.4
2021,M,16 urte eta gehiago,,,,,ES48915,PT,ES48915,4.5
2020,M,16 urte eta gehiago,,,,,ES48915,PT,ES48915,2.6
2010,M,16 urte eta gehiago,,,,,ES48915,PT,ES48915,10.8
2016,M,16 urte eta gehiago,,,,,Zizurkil,PT,Zizurkil,11.6
2019,M,16 urte eta gehiago,,,,,Zizurkil,PT,Zizurkil,6.3
2018,M,16 urte eta gehiago,,,,,Zizurkil,PT,Zizurkil,8.4
2010,M,16 urte eta gehiago,,,,,Zizurkil,PT,Zizurkil,8.1
2015,M,16 urte eta gehiago,,,,,Zizurkil,PT,Zizurkil,12.3
2021,M,16 urte eta gehiago,,,,,Zizurkil,PT,Zizurkil,8.2
2020,M,16 urte eta gehiago,,,,,Zizurkil,PT,Zizurkil,7.2
