Year,Sexua,Adina,Egoitza,Desgaitasunik ez duten pertsonak,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2016,M,16 urte eta gehiago,,,,,ES20902,PT,ES20902,13.0
2021,M,16 urte eta gehiago,,,,,ES20902,PT,ES20902,8.3
2018,M,16 urte eta gehiago,,,,,ES20902,PT,ES20902,8.7
2015,M,16 urte eta gehiago,,,,,ES20902,PT,ES20902,15.3
2020,M,16 urte eta gehiago,,,,,ES20902,PT,ES20902,7.5
2019,M,16 urte eta gehiago,,,,,ES20902,PT,ES20902,7.3
2021,M,16 urte eta gehiago,,,,,Laudio / Llodio,PT,Laudio / Llodio,11.0
2018,M,16 urte eta gehiago,,,,,Laudio / Llodio,PT,Laudio / Llodio,10.2
2010,M,16 urte eta gehiago,,,,,Laudio / Llodio,PT,Laudio / Llodio,8.6
2016,M,16 urte eta gehiago,,,,,Laudio / Llodio,PT,Laudio / Llodio,13.8
2020,M,16 urte eta gehiago,,,,,Laudio / Llodio,PT,Laudio / Llodio,9.3
2019,M,16 urte eta gehiago,,,,,Laudio / Llodio,PT,Laudio / Llodio,10.3
2015,M,16 urte eta gehiago,,,,,Laudio / Llodio,PT,Laudio / Llodio,17.0
2010,M,16 urte eta gehiago,,,,,ES48053,PT,ES48053,6.9
2020,M,16 urte eta gehiago,,,,,ES48053,PT,ES48053,8.3
2016,M,16 urte eta gehiago,,,,,ES48053,PT,ES48053,7.7
2015,M,16 urte eta gehiago,,,,,ES48053,PT,ES48053,11.5
2021,M,16 urte eta gehiago,,,,,ES48053,PT,ES48053,8.2
2019,M,16 urte eta gehiago,,,,,ES48053,PT,ES48053,6.8
2018,M,16 urte eta gehiago,,,,,ES48053,PT,ES48053,8.8
2021,M,16 urte eta gehiago,,,,,Lazkao,PT,Lazkao,5.6
2018,M,16 urte eta gehiago,,,,,Lazkao,PT,Lazkao,4.8
2019,M,16 urte eta gehiago,,,,,Lazkao,PT,Lazkao,4.1
2010,M,16 urte eta gehiago,,,,,Lazkao,PT,Lazkao,7.9
2015,M,16 urte eta gehiago,,,,,Lazkao,PT,Lazkao,10.3
2020,M,16 urte eta gehiago,,,,,Lazkao,PT,Lazkao,4.6
2016,M,16 urte eta gehiago,,,,,Lazkao,PT,Lazkao,7.0
2016,M,16 urte eta gehiago,,,,,Leaburu,PT,Leaburu,11.5
2015,M,16 urte eta gehiago,,,,,Leaburu,PT,Leaburu,7.2
2020,M,16 urte eta gehiago,,,,,Leaburu,PT,Leaburu,6.8
2010,M,16 urte eta gehiago,,,,,Leaburu,PT,Leaburu,5.7
2018,M,16 urte eta gehiago,,,,,Leaburu,PT,Leaburu,7.3
2019,M,16 urte eta gehiago,,,,,Leaburu,PT,Leaburu,4.3
2021,M,16 urte eta gehiago,,,,,Leaburu,PT,Leaburu,3.1
2019,M,16 urte eta gehiago,,,,,Legazpi,PT,Legazpi,5.3
2010,M,16 urte eta gehiago,,,,,Legazpi,PT,Legazpi,7.8
2016,M,16 urte eta gehiago,,,,,Legazpi,PT,Legazpi,8.6
2018,M,16 urte eta gehiago,,,,,Legazpi,PT,Legazpi,6.9
2015,M,16 urte eta gehiago,,,,,Legazpi,PT,Legazpi,10.8
2021,M,16 urte eta gehiago,,,,,Legazpi,PT,Legazpi,6.5
2020,M,16 urte eta gehiago,,,,,Legazpi,PT,Legazpi,6.2
2018,M,16 urte eta gehiago,,,,,Legorreta,PT,Legorreta,9.5
2019,M,16 urte eta gehiago,,,,,Legorreta,PT,Legorreta,8.8
2015,M,16 urte eta gehiago,,,,,Legorreta,PT,Legorreta,14.0
2020,M,16 urte eta gehiago,,,,,Legorreta,PT,Legorreta,6.5
2010,M,16 urte eta gehiago,,,,,Legorreta,PT,Legorreta,11.6
2016,M,16 urte eta gehiago,,,,,Legorreta,PT,Legorreta,9.3
2021,M,16 urte eta gehiago,,,,,Legorreta,PT,Legorreta,8.5
2018,M,16 urte eta gehiago,,,,,Legutio,PT,Legutio,6.0
2010,M,16 urte eta gehiago,,,,,Legutio,PT,Legutio,6.1
2021,M,16 urte eta gehiago,,,,,Legutio,PT,Legutio,10.1
2019,M,16 urte eta gehiago,,,,,Legutio,PT,Legutio,8.4
2020,M,16 urte eta gehiago,,,,,Legutio,PT,Legutio,7.4
2015,M,16 urte eta gehiago,,,,,Legutio,PT,Legutio,12.5
2016,M,16 urte eta gehiago,,,,,Legutio,PT,Legutio,13.1
2010,M,16 urte eta gehiago,,,,,Leintz-Gatzaga,PT,Leintz-Gatzaga,8.1
2020,M,16 urte eta gehiago,,,,,Leintz-Gatzaga,PT,Leintz-Gatzaga,0.0
2016,M,16 urte eta gehiago,,,,,Leintz-Gatzaga,PT,Leintz-Gatzaga,9.8
2018,M,16 urte eta gehiago,,,,,Leintz-Gatzaga,PT,Leintz-Gatzaga,3.9
2015,M,16 urte eta gehiago,,,,,Leintz-Gatzaga,PT,Leintz-Gatzaga,9.6
2019,M,16 urte eta gehiago,,,,,Leintz-Gatzaga,PT,Leintz-Gatzaga,1.3
2021,M,16 urte eta gehiago,,,,,Leintz-Gatzaga,PT,Leintz-Gatzaga,5.7
2021,M,16 urte eta gehiago,,,,,ES48054,PT,ES48054,9.5
2016,M,16 urte eta gehiago,,,,,ES48054,PT,ES48054,13.3
2015,M,16 urte eta gehiago,,,,,ES48054,PT,ES48054,15.5
2018,M,16 urte eta gehiago,,,,,ES48054,PT,ES48054,10.1
2019,M,16 urte eta gehiago,,,,,ES48054,PT,ES48054,8.5
2020,M,16 urte eta gehiago,,,,,ES48054,PT,ES48054,8.4
2010,M,16 urte eta gehiago,,,,,ES48054,PT,ES48054,10.6
2015,M,16 urte eta gehiago,,,,,ES48057,PT,ES48057,16.4
2016,M,16 urte eta gehiago,,,,,ES48057,PT,ES48057,14.4
2019,M,16 urte eta gehiago,,,,,ES48057,PT,ES48057,11.1
2018,M,16 urte eta gehiago,,,,,ES48057,PT,ES48057,11.9
2020,M,16 urte eta gehiago,,,,,ES48057,PT,ES48057,10.9
2021,M,16 urte eta gehiago,,,,,ES48057,PT,ES48057,11.3
2010,M,16 urte eta gehiago,,,,,ES48057,PT,ES48057,10.0
2010,M,16 urte eta gehiago,,,,,ES48055,PT,ES48055,9.5
2018,M,16 urte eta gehiago,,,,,ES48055,PT,ES48055,9.5
2020,M,16 urte eta gehiago,,,,,ES48055,PT,ES48055,8.2
2015,M,16 urte eta gehiago,,,,,ES48055,PT,ES48055,15.8
2016,M,16 urte eta gehiago,,,,,ES48055,PT,ES48055,13.1
2021,M,16 urte eta gehiago,,,,,ES48055,PT,ES48055,8.0
2019,M,16 urte eta gehiago,,,,,ES48055,PT,ES48055,9.3
2021,M,16 urte eta gehiago,,,,,ES48056,PT,ES48056,12.3
2015,M,16 urte eta gehiago,,,,,ES48056,PT,ES48056,15.3
2020,M,16 urte eta gehiago,,,,,ES48056,PT,ES48056,6.3
2018,M,16 urte eta gehiago,,,,,ES48056,PT,ES48056,7.7
2016,M,16 urte eta gehiago,,,,,ES48056,PT,ES48056,14.4
2010,M,16 urte eta gehiago,,,,,ES48056,PT,ES48056,8.2
2019,M,16 urte eta gehiago,,,,,ES48056,PT,ES48056,7.0
2015,M,16 urte eta gehiago,,,,,Leza,PT,Leza,10.6
2021,M,16 urte eta gehiago,,,,,Leza,PT,Leza,7.3
2020,M,16 urte eta gehiago,,,,,Leza,PT,Leza,5.6
2019,M,16 urte eta gehiago,,,,,Leza,PT,Leza,7.3
2010,M,16 urte eta gehiago,,,,,Leza,PT,Leza,6.7
2018,M,16 urte eta gehiago,,,,,Leza,PT,Leza,5.7
2016,M,16 urte eta gehiago,,,,,Leza,PT,Leza,5.2
2018,M,16 urte eta gehiago,,,,,ES48081,PT,ES48081,5.9
2021,M,16 urte eta gehiago,,,,,ES48081,PT,ES48081,6.9
2010,M,16 urte eta gehiago,,,,,ES48081,PT,ES48081,6.5
2020,M,16 urte eta gehiago,,,,,ES48081,PT,ES48081,5.6
2019,M,16 urte eta gehiago,,,,,ES48081,PT,ES48081,6.6
2016,M,16 urte eta gehiago,,,,,ES48081,PT,ES48081,8.1
2015,M,16 urte eta gehiago,,,,,ES48081,PT,ES48081,11.5
2018,M,16 urte eta gehiago,,,,,Lezo,PT,Lezo,6.9
2010,M,16 urte eta gehiago,,,,,Lezo,PT,Lezo,7.9
2020,M,16 urte eta gehiago,,,,,Lezo,PT,Lezo,7.4
2015,M,16 urte eta gehiago,,,,,Lezo,PT,Lezo,14.1
2016,M,16 urte eta gehiago,,,,,Lezo,PT,Lezo,11.3
2019,M,16 urte eta gehiago,,,,,Lezo,PT,Lezo,7.0
2021,M,16 urte eta gehiago,,,,,Lezo,PT,Lezo,7.6
2019,M,16 urte eta gehiago,,,,,Lizartza,PT,Lizartza,9.5
2018,M,16 urte eta gehiago,,,,,Lizartza,PT,Lizartza,11.2
2016,M,16 urte eta gehiago,,,,,Lizartza,PT,Lizartza,11.3
2015,M,16 urte eta gehiago,,,,,Lizartza,PT,Lizartza,16.6
2021,M,16 urte eta gehiago,,,,,Lizartza,PT,Lizartza,8.0
2020,M,16 urte eta gehiago,,,,,Lizartza,PT,Lizartza,4.7
2010,M,16 urte eta gehiago,,,,,Lizartza,PT,Lizartza,10.9
2010,M,16 urte eta gehiago,,,,,ES48903,PT,ES48903,10.2
2019,M,16 urte eta gehiago,,,,,ES48903,PT,ES48903,6.1
2018,M,16 urte eta gehiago,,,,,ES48903,PT,ES48903,7.3
2021,M,16 urte eta gehiago,,,,,ES48903,PT,ES48903,6.5
2020,M,16 urte eta gehiago,,,,,ES48903,PT,ES48903,6.1
2016,M,16 urte eta gehiago,,,,,ES48903,PT,ES48903,8.9
2015,M,16 urte eta gehiago,,,,,ES48903,PT,ES48903,11.9
2020,M,16 urte eta gehiago,,,,,ES48058,PT,ES48058,4.4
2010,M,16 urte eta gehiago,,,,,ES48058,PT,ES48058,5.3
2015,M,16 urte eta gehiago,,,,,ES48058,PT,ES48058,10.2
2019,M,16 urte eta gehiago,,,,,ES48058,PT,ES48058,5.5
2018,M,16 urte eta gehiago,,,,,ES48058,PT,ES48058,4.9
2021,M,16 urte eta gehiago,,,,,ES48058,PT,ES48058,5.4
2016,M,16 urte eta gehiago,,,,,ES48058,PT,ES48058,8.3
2016,M,16 urte eta gehiago,,,,,ES48059,PT,ES48059,12.6
2020,M,16 urte eta gehiago,,,,,ES48059,PT,ES48059,4.9
2015,M,16 urte eta gehiago,,,,,ES48059,PT,ES48059,17.2
2019,M,16 urte eta gehiago,,,,,ES48059,PT,ES48059,4.9
2018,M,16 urte eta gehiago,,,,,ES48059,PT,ES48059,13.1
2010,M,16 urte eta gehiago,,,,,ES48059,PT,ES48059,11.5
2021,M,16 urte eta gehiago,,,,,ES48059,PT,ES48059,9.7
2018,M,16 urte eta gehiago,,,,,ES48060,PT,ES48060,6.6
2010,M,16 urte eta gehiago,,,,,ES48060,PT,ES48060,13.2
2015,M,16 urte eta gehiago,,,,,ES48060,PT,ES48060,16.8
2021,M,16 urte eta gehiago,,,,,ES48060,PT,ES48060,8.9
2020,M,16 urte eta gehiago,,,,,ES48060,PT,ES48060,9.0
2016,M,16 urte eta gehiago,,,,,ES48060,PT,ES48060,13.2
2019,M,16 urte eta gehiago,,,,,ES48060,PT,ES48060,8.3
2010,M,16 urte eta gehiago,,,,,ES48061,PT,ES48061,8.6
2016,M,16 urte eta gehiago,,,,,ES48061,PT,ES48061,7.8
2021,M,16 urte eta gehiago,,,,,ES48061,PT,ES48061,8.9
2020,M,16 urte eta gehiago,,,,,ES48061,PT,ES48061,4.7
2015,M,16 urte eta gehiago,,,,,ES48061,PT,ES48061,11.7
2019,M,16 urte eta gehiago,,,,,ES48061,PT,ES48061,6.8
2018,M,16 urte eta gehiago,,,,,ES48061,PT,ES48061,7.9
2015,M,16 urte eta gehiago,,,,,ES20901,PT,ES20901,10.6
2019,M,16 urte eta gehiago,,,,,ES20901,PT,ES20901,5.9
2021,M,16 urte eta gehiago,,,,,ES20901,PT,ES20901,6.2
2020,M,16 urte eta gehiago,,,,,ES20901,PT,ES20901,7.0
2018,M,16 urte eta gehiago,,,,,ES20901,PT,ES20901,6.2
2010,M,16 urte eta gehiago,,,,,ES20901,PT,ES20901,5.1
2016,M,16 urte eta gehiago,,,,,ES20901,PT,ES20901,10.3
2021,M,16 urte eta gehiago,,,,,ES48062,PT,ES48062,8.3
2018,M,16 urte eta gehiago,,,,,ES48062,PT,ES48062,4.6
2016,M,16 urte eta gehiago,,,,,ES48062,PT,ES48062,5.8
2015,M,16 urte eta gehiago,,,,,ES48062,PT,ES48062,3.8
2020,M,16 urte eta gehiago,,,,,ES48062,PT,ES48062,6.0
2010,M,16 urte eta gehiago,,,,,ES48062,PT,ES48062,9.3
2019,M,16 urte eta gehiago,,,,,ES48062,PT,ES48062,4.6
2010,M,16 urte eta gehiago,,,,,ES48063,PT,ES48063,8.3
2018,M,16 urte eta gehiago,,,,,ES48063,PT,ES48063,6.7
2019,M,16 urte eta gehiago,,,,,ES48063,PT,ES48063,13.0
2016,M,16 urte eta gehiago,,,,,ES48063,PT,ES48063,14.6
2021,M,16 urte eta gehiago,,,,,ES48063,PT,ES48063,9.1
2020,M,16 urte eta gehiago,,,,,ES48063,PT,ES48063,8.4
2015,M,16 urte eta gehiago,,,,,ES48063,PT,ES48063,14.1
2010,M,16 urte eta gehiago,,,,,ES48064,PT,ES48064,5.3
2018,M,16 urte eta gehiago,,,,,ES48064,PT,ES48064,7.8
2015,M,16 urte eta gehiago,,,,,ES48064,PT,ES48064,14.7
2019,M,16 urte eta gehiago,,,,,ES48064,PT,ES48064,2.8
2020,M,16 urte eta gehiago,,,,,ES48064,PT,ES48064,4.4
2016,M,16 urte eta gehiago,,,,,ES48064,PT,ES48064,9.5
2021,M,16 urte eta gehiago,,,,,ES48064,PT,ES48064,5.9
2019,M,16 urte eta gehiago,,,,,Moreda de Álava / Moreda Araba,PT,Moreda de Álava / Moreda Araba,10.8
2016,M,16 urte eta gehiago,,,,,Moreda de Álava / Moreda Araba,PT,Moreda de Álava / Moreda Araba,25.4
2020,M,16 urte eta gehiago,,,,,Moreda de Álava / Moreda Araba,PT,Moreda de Álava / Moreda Araba,6.1
2015,M,16 urte eta gehiago,,,,,Moreda de Álava / Moreda Araba,PT,Moreda de Álava / Moreda Araba,26.8
2021,M,16 urte eta gehiago,,,,,Moreda de Álava / Moreda Araba,PT,Moreda de Álava / Moreda Araba,11.5
2010,M,16 urte eta gehiago,,,,,Moreda de Álava / Moreda Araba,PT,Moreda de Álava / Moreda Araba,19.2
2018,M,16 urte eta gehiago,,,,,Moreda de Álava / Moreda Araba,PT,Moreda de Álava / Moreda Araba,12.7
2018,M,16 urte eta gehiago,,,,,ES48066,PT,ES48066,9.1
2016,M,16 urte eta gehiago,,,,,ES48066,PT,ES48066,8.7
2021,M,16 urte eta gehiago,,,,,ES48066,PT,ES48066,7.4
2020,M,16 urte eta gehiago,,,,,ES48066,PT,ES48066,5.8
2019,M,16 urte eta gehiago,,,,,ES48066,PT,ES48066,3.8
2015,M,16 urte eta gehiago,,,,,ES48066,PT,ES48066,9.8
2010,M,16 urte eta gehiago,,,,,ES48066,PT,ES48066,6.7
2020,M,16 urte eta gehiago,,,,,ES48068,PT,ES48068,7.9
2010,M,16 urte eta gehiago,,,,,ES48068,PT,ES48068,11.1
2015,M,16 urte eta gehiago,,,,,ES48068,PT,ES48068,17.5
2021,M,16 urte eta gehiago,,,,,ES48068,PT,ES48068,8.1
2018,M,16 urte eta gehiago,,,,,ES48068,PT,ES48068,10.1
2016,M,16 urte eta gehiago,,,,,ES48068,PT,ES48068,14.0
2019,M,16 urte eta gehiago,,,,,ES48068,PT,ES48068,8.7
2016,M,16 urte eta gehiago,,,,,ES48069,PT,ES48069,12.5
2015,M,16 urte eta gehiago,,,,,ES48069,PT,ES48069,14.8
2010,M,16 urte eta gehiago,,,,,ES48069,PT,ES48069,9.6
2019,M,16 urte eta gehiago,,,,,ES48069,PT,ES48069,7.6
2018,M,16 urte eta gehiago,,,,,ES48069,PT,ES48069,8.7
2021,M,16 urte eta gehiago,,,,,ES48069,PT,ES48069,9.5
2020,M,16 urte eta gehiago,,,,,ES48069,PT,ES48069,7.3
2016,M,16 urte eta gehiago,,,,,ES48007,PT,ES48007,10.6
2018,M,16 urte eta gehiago,,,,,ES48007,PT,ES48007,11.3
2010,M,16 urte eta gehiago,,,,,ES48007,PT,ES48007,4.1
2020,M,16 urte eta gehiago,,,,,ES48007,PT,ES48007,7.4
2019,M,16 urte eta gehiago,,,,,ES48007,PT,ES48007,8.2
2021,M,16 urte eta gehiago,,,,,ES48007,PT,ES48007,12.8
2015,M,16 urte eta gehiago,,,,,ES48007,PT,ES48007,18.2
2021,M,16 urte eta gehiago,,,,,ES48908,PT,ES48908,2.6
2018,M,16 urte eta gehiago,,,,,ES48908,PT,ES48908,3.6
2016,M,16 urte eta gehiago,,,,,ES48908,PT,ES48908,7.1
2020,M,16 urte eta gehiago,,,,,ES48908,PT,ES48908,7.5
2015,M,16 urte eta gehiago,,,,,ES48908,PT,ES48908,2.4
2010,M,16 urte eta gehiago,,,,,ES48908,PT,ES48908,5.6
2019,M,16 urte eta gehiago,,,,,ES48908,PT,ES48908,7.4
2015,M,16 urte eta gehiago,,,,,ES48071,PT,ES48071,18.4
2010,M,16 urte eta gehiago,,,,,ES48071,PT,ES48071,10.0
2019,M,16 urte eta gehiago,,,,,ES48071,PT,ES48071,9.9
2020,M,16 urte eta gehiago,,,,,ES48071,PT,ES48071,10.5
2021,M,16 urte eta gehiago,,,,,ES48071,PT,ES48071,10.6
2018,M,16 urte eta gehiago,,,,,ES48071,PT,ES48071,9.9
2016,M,16 urte eta gehiago,,,,,ES48071,PT,ES48071,16.5
2020,M,16 urte eta gehiago,,,,,Mutiloa,PT,Mutiloa,9.2
2015,M,16 urte eta gehiago,,,,,Mutiloa,PT,Mutiloa,14.7
2010,M,16 urte eta gehiago,,,,,Mutiloa,PT,Mutiloa,5.9
2018,M,16 urte eta gehiago,,,,,Mutiloa,PT,Mutiloa,2.7
2019,M,16 urte eta gehiago,,,,,Mutiloa,PT,Mutiloa,2.7
2021,M,16 urte eta gehiago,,,,,Mutiloa,PT,Mutiloa,2.9
2016,M,16 urte eta gehiago,,,,,Mutiloa,PT,Mutiloa,4.5
2020,M,16 urte eta gehiago,,,,,Mutriku,PT,Mutriku,9.2
2019,M,16 urte eta gehiago,,,,,Mutriku,PT,Mutriku,10.2
2010,M,16 urte eta gehiago,,,,,Mutriku,PT,Mutriku,9.5
2021,M,16 urte eta gehiago,,,,,Mutriku,PT,Mutriku,10.0
2015,M,16 urte eta gehiago,,,,,Mutriku,PT,Mutriku,14.5
2016,M,16 urte eta gehiago,,,,,Mutriku,PT,Mutriku,14.3
2018,M,16 urte eta gehiago,,,,,Mutriku,PT,Mutriku,10.8
2010,M,16 urte eta gehiago,,,,,ES48067,PT,ES48067,8.4
2019,M,16 urte eta gehiago,,,,,ES48067,PT,ES48067,11.1
2018,M,16 urte eta gehiago,,,,,ES48067,PT,ES48067,10.4
2021,M,16 urte eta gehiago,,,,,ES48067,PT,ES48067,9.6
2016,M,16 urte eta gehiago,,,,,ES48067,PT,ES48067,10.7
2020,M,16 urte eta gehiago,,,,,ES48067,PT,ES48067,8.8
2015,M,16 urte eta gehiago,,,,,ES48067,PT,ES48067,11.8
2015,M,16 urte eta gehiago,,,,,ES48909,PT,ES48909,11.5
2020,M,16 urte eta gehiago,,,,,ES48909,PT,ES48909,4.9
2010,M,16 urte eta gehiago,,,,,ES48909,PT,ES48909,3.2
2016,M,16 urte eta gehiago,,,,,ES48909,PT,ES48909,8.5
2019,M,16 urte eta gehiago,,,,,ES48909,PT,ES48909,3.6
2018,M,16 urte eta gehiago,,,,,ES48909,PT,ES48909,4.5
2021,M,16 urte eta gehiago,,,,,ES48909,PT,ES48909,7.9
2016,M,16 urte eta gehiago,,,,,Navaridas,PT,Navaridas,9.7
2019,M,16 urte eta gehiago,,,,,Navaridas,PT,Navaridas,4.3
2015,M,16 urte eta gehiago,,,,,Navaridas,PT,Navaridas,16.3
2018,M,16 urte eta gehiago,,,,,Navaridas,PT,Navaridas,7.5
2021,M,16 urte eta gehiago,,,,,Navaridas,PT,Navaridas,15.3
2010,M,16 urte eta gehiago,,,,,Navaridas,PT,Navaridas,1.7
2020,M,16 urte eta gehiago,,,,,Navaridas,PT,Navaridas,1.6
2015,M,16 urte eta gehiago,,,,,Oiartzun,PT,Oiartzun,11.7
2021,M,16 urte eta gehiago,,,,,Oiartzun,PT,Oiartzun,7.1
2018,M,16 urte eta gehiago,,,,,Oiartzun,PT,Oiartzun,6.7
2019,M,16 urte eta gehiago,,,,,Oiartzun,PT,Oiartzun,5.2
2010,M,16 urte eta gehiago,,,,,Oiartzun,PT,Oiartzun,7.2
2016,M,16 urte eta gehiago,,,,,Oiartzun,PT,Oiartzun,9.8
2020,M,16 urte eta gehiago,,,,,Oiartzun,PT,Oiartzun,6.2
2021,M,16 urte eta gehiago,,,,,Okondo,PT,Okondo,7.7
2018,M,16 urte eta gehiago,,,,,Okondo,PT,Okondo,7.9
2020,M,16 urte eta gehiago,,,,,Okondo,PT,Okondo,6.6
2019,M,16 urte eta gehiago,,,,,Okondo,PT,Okondo,7.5
2010,M,16 urte eta gehiago,,,,,Okondo,PT,Okondo,8.8
2015,M,16 urte eta gehiago,,,,,Okondo,PT,Okondo,13.3
2016,M,16 urte eta gehiago,,,,,Okondo,PT,Okondo,13.9
2015,M,16 urte eta gehiago,,,,,Olaberria,PT,Olaberria,11.3
2021,M,16 urte eta gehiago,,,,,Olaberria,PT,Olaberria,8.1
2019,M,16 urte eta gehiago,,,,,Olaberria,PT,Olaberria,5.3
2010,M,16 urte eta gehiago,,,,,Olaberria,PT,Olaberria,8.1
2016,M,16 urte eta gehiago,,,,,Olaberria,PT,Olaberria,9.2
2018,M,16 urte eta gehiago,,,,,Olaberria,PT,Olaberria,8.0
2020,M,16 urte eta gehiago,,,,,Olaberria,PT,Olaberria,6.3
2016,M,16 urte eta gehiago,,,,,ES48073,PT,ES48073,16.3
2020,M,16 urte eta gehiago,,,,,ES48073,PT,ES48073,11.2
2015,M,16 urte eta gehiago,,,,,ES48073,PT,ES48073,20.5
2021,M,16 urte eta gehiago,,,,,ES48073,PT,ES48073,13.6
2019,M,16 urte eta gehiago,,,,,ES48073,PT,ES48073,11.9
2018,M,16 urte eta gehiago,,,,,ES48073,PT,ES48073,12.0
2010,M,16 urte eta gehiago,,,,,ES48073,PT,ES48073,12.7
2016,M,16 urte eta gehiago,,,,,Oñati,PT,Oñati,7.0
2019,M,16 urte eta gehiago,,,,,Oñati,PT,Oñati,4.4
2018,M,16 urte eta gehiago,,,,,Oñati,PT,Oñati,5.4
2015,M,16 urte eta gehiago,,,,,Oñati,PT,Oñati,8.9
2010,M,16 urte eta gehiago,,,,,Oñati,PT,Oñati,7.0
2020,M,16 urte eta gehiago,,,,,Oñati,PT,Oñati,4.8
2021,M,16 urte eta gehiago,,,,,Oñati,PT,Oñati,6.5
2019,M,16 urte eta gehiago,,,,,Ordizia,PT,Ordizia,6.8
2015,M,16 urte eta gehiago,,,,,Ordizia,PT,Ordizia,15.3
2018,M,16 urte eta gehiago,,,,,Ordizia,PT,Ordizia,6.7
2021,M,16 urte eta gehiago,,,,,Ordizia,PT,Ordizia,8.1
2020,M,16 urte eta gehiago,,,,,Ordizia,PT,Ordizia,7.1
2016,M,16 urte eta gehiago,,,,,Ordizia,PT,Ordizia,11.4
2010,M,16 urte eta gehiago,,,,,Ordizia,PT,Ordizia,9.0
2015,M,16 urte eta gehiago,,,,,ES20905,PT,ES20905,8.8
2018,M,16 urte eta gehiago,,,,,ES20905,PT,ES20905,3.6
2016,M,16 urte eta gehiago,,,,,ES20905,PT,ES20905,3.4
2010,M,16 urte eta gehiago,,,,,ES20905,PT,ES20905,3.8
2019,M,16 urte eta gehiago,,,,,ES20905,PT,ES20905,3.6
2020,M,16 urte eta gehiago,,,,,ES20905,PT,ES20905,3.6
2021,M,16 urte eta gehiago,,,,,ES20905,PT,ES20905,1.5
2016,M,16 urte eta gehiago,,,,,Orexa,PT,Orexa,3.1
2020,M,16 urte eta gehiago,,,,,Orexa,PT,Orexa,3.3
2021,M,16 urte eta gehiago,,,,,Orexa,PT,Orexa,0.0
2018,M,16 urte eta gehiago,,,,,Orexa,PT,Orexa,3.8
2015,M,16 urte eta gehiago,,,,,Orexa,PT,Orexa,6.5
2010,M,16 urte eta gehiago,,,,,Orexa,PT,Orexa,10.5
2019,M,16 urte eta gehiago,,,,,Orexa,PT,Orexa,0.0
2015,M,16 urte eta gehiago,,,,,Orio,PT,Orio,17.2
2019,M,16 urte eta gehiago,,,,,Orio,PT,Orio,9.7
2021,M,16 urte eta gehiago,,,,,Orio,PT,Orio,9.8
2016,M,16 urte eta gehiago,,,,,Orio,PT,Orio,13.6
2018,M,16 urte eta gehiago,,,,,Orio,PT,Orio,11.3
2020,M,16 urte eta gehiago,,,,,Orio,PT,Orio,9.2
2010,M,16 urte eta gehiago,,,,,Orio,PT,Orio,9.2
2021,M,16 urte eta gehiago,,,,,Ormaiztegi,PT,Ormaiztegi,6.4
2018,M,16 urte eta gehiago,,,,,Ormaiztegi,PT,Ormaiztegi,8.2
2010,M,16 urte eta gehiago,,,,,Ormaiztegi,PT,Ormaiztegi,7.0
2020,M,16 urte eta gehiago,,,,,Ormaiztegi,PT,Ormaiztegi,5.8
2016,M,16 urte eta gehiago,,,,,Ormaiztegi,PT,Ormaiztegi,7.6
2019,M,16 urte eta gehiago,,,,,Ormaiztegi,PT,Ormaiztegi,4.1
2015,M,16 urte eta gehiago,,,,,Ormaiztegi,PT,Ormaiztegi,11.4
2019,M,16 urte eta gehiago,,,,,ES48075,PT,ES48075,8.0
2020,M,16 urte eta gehiago,,,,,ES48075,PT,ES48075,8.3
2015,M,16 urte eta gehiago,,,,,ES48075,PT,ES48075,11.5
2010,M,16 urte eta gehiago,,,,,ES48075,PT,ES48075,6.0
2018,M,16 urte eta gehiago,,,,,ES48075,PT,ES48075,10.4
2021,M,16 urte eta gehiago,,,,,ES48075,PT,ES48075,10.2
2016,M,16 urte eta gehiago,,,,,ES48075,PT,ES48075,11.2
2019,M,16 urte eta gehiago,,,,,ES48083,PT,ES48083,12.1
2020,M,16 urte eta gehiago,,,,,ES48083,PT,ES48083,10.8
2010,M,16 urte eta gehiago,,,,,ES48083,PT,ES48083,10.1
2015,M,16 urte eta gehiago,,,,,ES48083,PT,ES48083,19.4
2021,M,16 urte eta gehiago,,,,,ES48083,PT,ES48083,12.6
2018,M,16 urte eta gehiago,,,,,ES48083,PT,ES48083,13.4
2016,M,16 urte eta gehiago,,,,,ES48083,PT,ES48083,18.1
2016,M,16 urte eta gehiago,,,,,ES48072,PT,ES48072,11.7
2019,M,16 urte eta gehiago,,,,,ES48072,PT,ES48072,8.2
2020,M,16 urte eta gehiago,,,,,ES48072,PT,ES48072,7.2
2021,M,16 urte eta gehiago,,,,,ES48072,PT,ES48072,8.9
2018,M,16 urte eta gehiago,,,,,ES48072,PT,ES48072,8.9
2015,M,16 urte eta gehiago,,,,,ES48072,PT,ES48072,11.4
2010,M,16 urte eta gehiago,,,,,ES48072,PT,ES48072,10.2
2018,M,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,16.4
2019,M,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,14.8
2021,M,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,14.0
2020,M,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,14.1
