Year,Series,Alimento,Ambito,Units,Value
2015 06,IFPA_rolling,Pan,,IX,-0.586325808
2015 06,IFPA_rolling,Total,,IX,-0.754410867
2015 07,IFPA_rolling,Total,ES211,IX,-0.602472434
2015 07,IFPA_rolling,Total,ES212,IX,-0.549200344
2015 07,IFPA_rolling,Total,ES213,IX,-0.713496035
2015 07,IFPA_rolling,Aceite,,IX,0.00536919
2015 07,IFPA_rolling,Cereales,,IX,-0.694008224
2015 07,IFPA_rolling,Huevos,,IX,-0.623308005
2015 07,IFPA_rolling,Leche,,IX,-0.257613895
2015 07,IFPA_rolling,Pan,,IX,-0.575160655
2015 07,IFPA_rolling,Total,,IX,-0.646423199
2015 08,IFPA_rolling,Total,ES211,IX,-0.505645837
2015 08,IFPA_rolling,Total,ES212,IX,-0.457264139
2015 08,IFPA_rolling,Total,ES213,IX,-0.604444037
2015 08,IFPA_rolling,Aceite,,IX,0.230890721
2015 08,IFPA_rolling,Cereales,,IX,-0.656783142
2015 08,IFPA_rolling,Huevos,,IX,-0.52836163
2015 08,IFPA_rolling,Leche,,IX,-0.344637329
2015 08,IFPA_rolling,Pan,,IX,-0.595728783
2015 08,IFPA_rolling,Total,,IX,-0.54347518
2015 09,IFPA_rolling,Total,ES211,IX,-0.454352975
2015 09,IFPA_rolling,Total,ES212,IX,-0.389549144
2015 09,IFPA_rolling,Total,ES213,IX,-0.543219848
2015 09,IFPA_rolling,Aceite,,IX,0.407568171
2015 09,IFPA_rolling,Cereales,,IX,-0.652081205
2015 09,IFPA_rolling,Huevos,,IX,-0.519724151
2015 09,IFPA_rolling,Leche,,IX,-0.418003594
2015 09,IFPA_rolling,Pan,,IX,-0.616175339
2015 09,IFPA_rolling,Total,,IX,-0.481406315
2015 10,IFPA_rolling,Total,ES211,IX,-0.418450694
2015 10,IFPA_rolling,Total,ES212,IX,-0.344144486
2015 10,IFPA_rolling,Total,ES213,IX,-0.49496538
2015 10,IFPA_rolling,Aceite,,IX,0.542068951
2015 10,IFPA_rolling,Cereales,,IX,-0.61662341
2015 10,IFPA_rolling,Huevos,,IX,-0.517990771
2015 10,IFPA_rolling,Leche,,IX,-0.481690695
2015 10,IFPA_rolling,Pan,,IX,-0.630216377
2015 10,IFPA_rolling,Total,,IX,-0.435362926
2015 11,IFPA_rolling,Total,ES211,IX,-0.4132345
2015 11,IFPA_rolling,Total,ES212,IX,-0.316043466
2015 11,IFPA_rolling,Total,ES213,IX,-0.487492853
2015 11,IFPA_rolling,Aceite,,IX,0.648151676
2015 11,IFPA_rolling,Cereales,,IX,-0.56180574
2015 11,IFPA_rolling,Huevos,,IX,-0.51023981
2015 11,IFPA_rolling,Leche,,IX,-0.50901774
2015 11,IFPA_rolling,Pan,,IX,-0.663996505
2015 11,IFPA_rolling,Total,,IX,-0.421504697
2015 12,IFPA_rolling,Total,ES211,IX,-0.39549278
2015 12,IFPA_rolling,Total,ES212,IX,-0.272820595
2015 12,IFPA_rolling,Total,ES213,IX,-0.455251167
2015 12,IFPA_rolling,Aceite,,IX,0.744467637
2015 12,IFPA_rolling,Cereales,,IX,-0.523030367
2015 12,IFPA_rolling,Huevos,,IX,-0.466769292
2015 12,IFPA_rolling,Leche,,IX,-0.54041681
2015 12,IFPA_rolling,Pan,,IX,-0.67923576
2015 12,IFPA_rolling,Total,,IX,-0.387661561
2016 01,IFPA_rolling,Total,ES211,IX,-0.34993345
2016 01,IFPA_rolling,Total,ES212,IX,-0.204319736
2016 01,IFPA_rolling,Total,ES213,IX,-0.385097913
2016 01,IFPA_rolling,Aceite,,IX,0.831334518
2016 01,IFPA_rolling,Cereales,,IX,-0.49154451
2016 01,IFPA_rolling,Huevos,,IX,-0.448227476
2016 01,IFPA_rolling,Leche,,IX,-0.574144085
2016 01,IFPA_rolling,Pan,,IX,-0.710687231
2016 01,IFPA_rolling,Total,,IX,-0.321325287
2016 02,IFPA_rolling,Total,ES211,IX,-0.334979943
2016 02,IFPA_rolling,Total,ES212,IX,-0.194470627
2016 02,IFPA_rolling,Total,ES213,IX,-0.350261335
2016 02,IFPA_rolling,Aceite,,IX,0.894803461
2016 02,IFPA_rolling,Cereales,,IX,-0.466768253
2016 02,IFPA_rolling,Huevos,,IX,-0.483255009
2016 02,IFPA_rolling,Leche,,IX,-0.656525455
2016 02,IFPA_rolling,Pan,,IX,-0.741586413
2016 02,IFPA_rolling,Total,,IX,-0.297490745
2016 03,IFPA_rolling,Total,ES211,IX,-0.319199058
2016 03,IFPA_rolling,Total,ES212,IX,-0.179415071
2016 03,IFPA_rolling,Total,ES213,IX,-0.304247741
2016 03,IFPA_rolling,Aceite,,IX,0.916012458
2016 03,IFPA_rolling,Cereales,,IX,-0.407306281
2016 03,IFPA_rolling,Huevos,,IX,-0.506955975
2016 03,IFPA_rolling,Leche,,IX,-0.709994356
2016 03,IFPA_rolling,Pan,,IX,-0.774601296
2016 03,IFPA_rolling,Total,,IX,-0.266188154
2016 04,IFPA_rolling,Total,ES211,IX,-0.29818079
2016 04,IFPA_rolling,Total,ES212,IX,-0.17690309
2016 04,IFPA_rolling,Total,ES213,IX,-0.266754421
2016 04,IFPA_rolling,Aceite,,IX,0.906861875
2016 04,IFPA_rolling,Cereales,,IX,-0.322829672
2016 04,IFPA_rolling,Huevos,,IX,-0.505387355
2016 04,IFPA_rolling,Leche,,IX,-0.763978582
2016 04,IFPA_rolling,Pan,,IX,-0.813743068
2016 04,IFPA_rolling,Total,,IX,-0.2424762
2016 05,IFPA_rolling,Total,ES211,IX,-0.298880908
2016 05,IFPA_rolling,Total,ES212,IX,-0.185327332
2016 05,IFPA_rolling,Total,ES213,IX,-0.241478112
2016 05,IFPA_rolling,Aceite,,IX,0.888048309
2016 05,IFPA_rolling,Cereales,,IX,-0.254488046
2016 05,IFPA_rolling,Huevos,,IX,-0.496887485
2016 05,IFPA_rolling,Leche,,IX,-0.767664889
2016 05,IFPA_rolling,Pan,,IX,-0.834567148
2016 05,IFPA_rolling,Total,,IX,-0.232265922
2016 06,IFPA_rolling,Total,ES211,IX,-0.341465303
2016 06,IFPA_rolling,Total,ES212,IX,-0.227829651
2016 06,IFPA_rolling,Total,ES213,IX,-0.260798539
2016 06,IFPA_rolling,Aceite,,IX,0.838417957
2016 06,IFPA_rolling,Cereales,,IX,-0.230667953
2016 06,IFPA_rolling,Huevos,,IX,-0.492858901
2016 06,IFPA_rolling,Leche,,IX,-0.829387483
2016 06,IFPA_rolling,Pan,,IX,-0.827051465
2016 06,IFPA_rolling,Total,,IX,-0.263348128
2016 07,IFPA_rolling,Total,ES211,IX,-0.359523886
2016 07,IFPA_rolling,Total,ES212,IX,-0.243934978
2016 07,IFPA_rolling,Total,ES213,IX,-0.238895183
2016 07,IFPA_rolling,Aceite,,IX,0.768115119
2016 07,IFPA_rolling,Cereales,,IX,-0.206988755
2016 07,IFPA_rolling,Huevos,,IX,-0.477525833
2016 07,IFPA_rolling,Leche,,IX,-0.855433738
2016 07,IFPA_rolling,Pan,,IX,-0.840182449
2016 07,IFPA_rolling,Total,,IX,-0.25985749
2016 08,IFPA_rolling,Total,ES211,IX,-0.403448213
2016 08,IFPA_rolling,Total,ES212,IX,-0.277491145
2016 08,IFPA_rolling,Total,ES213,IX,-0.267509141
2016 08,IFPA_rolling,Aceite,,IX,0.633471597
2016 08,IFPA_rolling,Cereales,,IX,-0.201361711
2016 08,IFPA_rolling,Huevos,,IX,-0.512737403
2016 08,IFPA_rolling,Leche,,IX,-0.815592391
2016 08,IFPA_rolling,Pan,,IX,-0.822943032
2016 08,IFPA_rolling,Total,,IX,-0.293346217
2016 09,IFPA_rolling,Total,ES211,IX,-0.485371871
2016 09,IFPA_rolling,Total,ES212,IX,-0.342157269
2016 09,IFPA_rolling,Total,ES213,IX,-0.331692541
2016 09,IFPA_rolling,Aceite,,IX,0.464243324
2016 09,IFPA_rolling,Cereales,,IX,-0.199189462
2016 09,IFPA_rolling,Huevos,,IX,-0.498984424
2016 09,IFPA_rolling,Leche,,IX,-0.747685029
2016 09,IFPA_rolling,Pan,,IX,-0.82735717
2016 09,IFPA_rolling,Total,,IX,-0.361884948
2016 10,IFPA_rolling,Total,ES211,IX,-0.578713522
2016 10,IFPA_rolling,Total,ES212,IX,-0.429465958
2016 10,IFPA_rolling,Total,ES213,IX,-0.425695571
2016 10,IFPA_rolling,Aceite,,IX,0.297003394
2016 10,IFPA_rolling,Cereales,,IX,-0.211537136
2016 10,IFPA_rolling,Huevos,,IX,-0.51266712
2016 10,IFPA_rolling,Leche,,IX,-0.728741766
2016 10,IFPA_rolling,Pan,,IX,-0.845190754
2016 10,IFPA_rolling,Total,,IX,-0.455648127
2016 11,IFPA_rolling,Total,ES211,IX,-0.623211488
2016 11,IFPA_rolling,Total,ES212,IX,-0.493749789
2016 11,IFPA_rolling,Total,ES213,IX,-0.453547182
2016 11,IFPA_rolling,Aceite,,IX,0.144330204
2016 11,IFPA_rolling,Cereales,,IX,-0.218982135
2016 11,IFPA_rolling,Huevos,,IX,-0.534182206
2016 11,IFPA_rolling,Leche,,IX,-0.739086483
2016 11,IFPA_rolling,Pan,,IX,-0.836960623
2016 11,IFPA_rolling,Total,,IX,-0.498771352
2016 12,IFPA_rolling,Total,ES211,IX,-0.626931212
2016 12,IFPA_rolling,Total,ES212,IX,-0.529676648
2016 12,IFPA_rolling,Total,ES213,IX,-0.457019979
2016 12,IFPA_rolling,Aceite,,IX,0.015335827
2016 12,IFPA_rolling,Cereales,,IX,-0.216645997
2016 12,IFPA_rolling,Huevos,,IX,-0.562695336
2016 12,IFPA_rolling,Leche,,IX,-0.751252288
2016 12,IFPA_rolling,Pan,,IX,-0.864857134
2016 12,IFPA_rolling,Total,,IX,-0.513076949
2017 01,IFPA_rolling,Total,ES211,IX,-0.623609884
2017 01,IFPA_rolling,Total,ES212,IX,-0.557322833
2017 01,IFPA_rolling,Total,ES213,IX,-0.460195007
2017 01,IFPA_rolling,Aceite,,IX,-0.076352375
2017 01,IFPA_rolling,Cereales,,IX,-0.229047683
2017 01,IFPA_rolling,Huevos,,IX,-0.567314586
2017 01,IFPA_rolling,Leche,,IX,-0.739027839
2017 01,IFPA_rolling,Pan,,IX,-0.88042408
2017 01,IFPA_rolling,Total,,IX,-0.523328571
2017 02,IFPA_rolling,Total,ES211,IX,-0.597385263
2017 02,IFPA_rolling,Total,ES212,IX,-0.530936092
2017 02,IFPA_rolling,Total,ES213,IX,-0.420215996
2017 02,IFPA_rolling,Aceite,,IX,-0.167964585
2017 02,IFPA_rolling,Cereales,,IX,-0.2907058
2017 02,IFPA_rolling,Huevos,,IX,-0.540438571
2017 02,IFPA_rolling,Leche,,IX,-0.717997372
2017 02,IFPA_rolling,Pan,,IX,-0.92921901
2017 02,IFPA_rolling,Total,,IX,-0.489498271
2017 03,IFPA_rolling,Total,ES211,IX,-0.586459312
2017 03,IFPA_rolling,Total,ES212,IX,-0.526963472
2017 03,IFPA_rolling,Total,ES213,IX,-0.403996092
2017 03,IFPA_rolling,Aceite,,IX,-0.24182033
2017 03,IFPA_rolling,Cereales,,IX,-0.422548041
2017 03,IFPA_rolling,Huevos,,IX,-0.510541077
2017 03,IFPA_rolling,Leche,,IX,-0.689964836
2017 03,IFPA_rolling,Pan,,IX,-0.96036093
2017 03,IFPA_rolling,Total,,IX,-0.477678479
2017 04,IFPA_rolling,Total,ES211,IX,-0.595837673
2017 04,IFPA_rolling,Total,ES212,IX,-0.538960592
2017 04,IFPA_rolling,Total,ES213,IX,-0.402860944
2017 04,IFPA_rolling,Aceite,,IX,-0.292659541
2017 04,IFPA_rolling,Cereales,,IX,-0.53516757
2017 04,IFPA_rolling,Huevos,,IX,-0.497025183
2017 04,IFPA_rolling,Leche,,IX,-0.631579672
2017 04,IFPA_rolling,Pan,,IX,-0.98159944
2017 04,IFPA_rolling,Total,,IX,-0.482276124
2017 05,IFPA_rolling,Total,ES211,IX,-0.61544996
2017 05,IFPA_rolling,Total,ES212,IX,-0.574587936
2017 05,IFPA_rolling,Total,ES213,IX,-0.424518653
2017 05,IFPA_rolling,Aceite,,IX,-0.326489818
2017 05,IFPA_rolling,Cereales,,IX,-0.614939949
2017 05,IFPA_rolling,Huevos,,IX,-0.508258519
2017 05,IFPA_rolling,Leche,,IX,-0.579257266
2017 05,IFPA_rolling,Pan,,IX,-1.019488873
2017 05,IFPA_rolling,Total,,IX,-0.508359528
2017 06,IFPA_rolling,Total,ES211,IX,-0.634393965
2017 06,IFPA_rolling,Total,ES212,IX,-0.623490808
2017 06,IFPA_rolling,Total,ES213,IX,-0.461773737
2017 06,IFPA_rolling,Aceite,,IX,-0.331316916
2017 06,IFPA_rolling,Cereales,,IX,-0.649094978
2017 06,IFPA_rolling,Huevos,,IX,-0.508662241
2017 06,IFPA_rolling,Leche,,IX,-0.47816168
2017 06,IFPA_rolling,Pan,,IX,-1.037799078
2017 06,IFPA_rolling,Total,,IX,-0.546976971
2017 07,IFPA_rolling,Total,ES211,IX,-0.702059212
2017 07,IFPA_rolling,Total,ES212,IX,-0.68610083
2017 07,IFPA_rolling,Total,ES213,IX,-0.526813606
2017 07,IFPA_rolling,Aceite,,IX,-0.318696733
2017 07,IFPA_rolling,Cereales,,IX,-0.681303812
2017 07,IFPA_rolling,Huevos,,IX,-0.545452986
2017 07,IFPA_rolling,Leche,,IX,-0.420093139
2017 07,IFPA_rolling,Pan,,IX,-1.033678604
2017 07,IFPA_rolling,Total,,IX,-0.612260912
2017 08,IFPA_rolling,Total,ES211,IX,-0.731275645
2017 08,IFPA_rolling,Total,ES212,IX,-0.737957564
2017 08,IFPA_rolling,Total,ES213,IX,-0.573737138
2017 08,IFPA_rolling,Aceite,,IX,-0.296094573
2017 08,IFPA_rolling,Cereales,,IX,-0.685607007
2017 08,IFPA_rolling,Huevos,,IX,-0.491894261
2017 08,IFPA_rolling,Leche,,IX,-0.416164614
2017 08,IFPA_rolling,Pan,,IX,-1.025665664
2017 08,IFPA_rolling,Total,,IX,-0.659535079
2017 09,IFPA_rolling,Total,ES211,IX,-0.670422544
2017 09,IFPA_rolling,Total,ES212,IX,-0.705668038
2017 09,IFPA_rolling,Total,ES213,IX,-0.540415702
2017 09,IFPA_rolling,Aceite,,IX,-0.25628075
2017 09,IFPA_rolling,Cereales,,IX,-0.748737863
2017 09,IFPA_rolling,Huevos,,IX,-0.520041327
2017 09,IFPA_rolling,Leche,,IX,-0.458216468
2017 09,IFPA_rolling,Pan,,IX,-1.00505772
2017 09,IFPA_rolling,Total,,IX,-0.620803608
2017 10,IFPA_rolling,Total,ES211,IX,-0.56468873
2017 10,IFPA_rolling,Total,ES212,IX,-0.617578451
2017 10,IFPA_rolling,Total,ES213,IX,-0.453723652
2017 10,IFPA_rolling,Aceite,,IX,-0.211389143
2017 10,IFPA_rolling,Cereales,,IX,-0.748381742
2017 10,IFPA_rolling,Huevos,,IX,-0.501431415
2017 10,IFPA_rolling,Leche,,IX,-0.443584255
2017 10,IFPA_rolling,Pan,,IX,-1.020881437
2017 10,IFPA_rolling,Total,,IX,-0.528828175
2017 11,IFPA_rolling,Total,ES211,IX,-0.492214348
2017 11,IFPA_rolling,Total,ES212,IX,-0.531168182
2017 11,IFPA_rolling,Total,ES213,IX,-0.398799178
2017 11,IFPA_rolling,Aceite,,IX,-0.174257411
2017 11,IFPA_rolling,Cereales,,IX,-0.749576226
2017 11,IFPA_rolling,Huevos,,IX,-0.505217897
2017 11,IFPA_rolling,Leche,,IX,-0.444023969
2017 11,IFPA_rolling,Pan,,IX,-1.001296755
2017 11,IFPA_rolling,Total,,IX,-0.459820296
2017 12,IFPA_rolling,Total,ES211,IX,-0.483890409
2017 12,IFPA_rolling,Total,ES212,IX,-0.490833716
2017 12,IFPA_rolling,Total,ES213,IX,-0.381401013
2017 12,IFPA_rolling,Aceite,,IX,-0.143623078
2017 12,IFPA_rolling,Cereales,,IX,-0.70302856
2017 12,IFPA_rolling,Huevos,,IX,-0.452946791
2017 12,IFPA_rolling,Leche,,IX,-0.431917933
2017 12,IFPA_rolling,Pan,,IX,-0.947142979
2017 12,IFPA_rolling,Total,,IX,-0.436138846
2018 01,IFPA_rolling,Total,ES211,IX,-0.525492114
2018 01,IFPA_rolling,Total,ES212,IX,-0.499065205
2018 01,IFPA_rolling,Total,ES213,IX,-0.419314726
2018 01,IFPA_rolling,Aceite,,IX,-0.107102075
2018 01,IFPA_rolling,Cereales,,IX,-0.719657476
2018 01,IFPA_rolling,Huevos,,IX,-0.346882706
2018 01,IFPA_rolling,Leche,,IX,-0.444203718
2018 01,IFPA_rolling,Pan,,IX,-0.865344227
2018 01,IFPA_rolling,Total,,IX,-0.46527308
2018 02,IFPA_rolling,Total,ES211,IX,-0.576988498
2018 02,IFPA_rolling,Total,ES212,IX,-0.52814679
2018 02,IFPA_rolling,Total,ES213,IX,-0.486517785
2018 02,IFPA_rolling,Aceite,,IX,-0.093762403
2018 02,IFPA_rolling,Cereales,,IX,-0.661879898
2018 02,IFPA_rolling,Huevos,,IX,-0.173761738
2018 02,IFPA_rolling,Leche,,IX,-0.420635517
2018 02,IFPA_rolling,Pan,,IX,-0.777793368
2018 02,IFPA_rolling,Total,,IX,-0.518285267
2018 03,IFPA_rolling,Total,ES211,IX,-0.57396145
2018 03,IFPA_rolling,Total,ES212,IX,-0.514432119
2018 03,IFPA_rolling,Total,ES213,IX,-0.510576919
2018 03,IFPA_rolling,Aceite,,IX,-0.056976439
2018 03,IFPA_rolling,Cereales,,IX,-0.566369078
2018 03,IFPA_rolling,Huevos,,IX,-0.106212113
2018 03,IFPA_rolling,Leche,,IX,-0.413059752
2018 03,IFPA_rolling,Pan,,IX,-0.719855711
2018 03,IFPA_rolling,Total,,IX,-0.525943559
2018 04,IFPA_rolling,Total,ES211,IX,-0.566889125
2018 04,IFPA_rolling,Total,ES212,IX,-0.456147617
2018 04,IFPA_rolling,Total,ES213,IX,-0.509508428
2018 04,IFPA_rolling,Aceite,,IX,-0.044897965
2018 04,IFPA_rolling,Cereales,,IX,-0.453599549
2018 04,IFPA_rolling,Huevos,,IX,-0.101323387
2018 04,IFPA_rolling,Leche,,IX,-0.419091381
2018 04,IFPA_rolling,Pan,,IX,-0.671582445
2018 04,IFPA_rolling,Total,,IX,-0.505266173
2018 05,IFPA_rolling,Total,ES211,IX,-0.531050519
2018 05,IFPA_rolling,Total,ES212,IX,-0.384596143
2018 05,IFPA_rolling,Total,ES213,IX,-0.473799922
2018 05,IFPA_rolling,Aceite,,IX,-0.057382895
2018 05,IFPA_rolling,Cereales,,IX,-0.353900043
2018 05,IFPA_rolling,Huevos,,IX,-0.066489072
2018 05,IFPA_rolling,Leche,,IX,-0.454020252
2018 05,IFPA_rolling,Pan,,IX,-0.615892954
2018 05,IFPA_rolling,Total,,IX,-0.457417987
2018 06,IFPA_rolling,Total,ES211,IX,-0.491697088
2018 06,IFPA_rolling,Total,ES212,IX,-0.302342573
2018 06,IFPA_rolling,Total,ES213,IX,-0.426158858
2018 06,IFPA_rolling,Aceite,,IX,-0.108652727
2018 06,IFPA_rolling,Cereales,,IX,-0.291945147
2018 06,IFPA_rolling,Huevos,,IX,-0.027450125
2018 06,IFPA_rolling,Leche,,IX,-0.488884333
2018 06,IFPA_rolling,Pan,,IX,-0.590004968
2018 06,IFPA_rolling,Total,,IX,-0.39921704
2018 07,IFPA_rolling,Total,ES211,IX,-0.437764151
2018 07,IFPA_rolling,Total,ES212,IX,-0.271548348
2018 07,IFPA_rolling,Total,ES213,IX,-0.402467778
2018 07,IFPA_rolling,Aceite,,IX,-0.189226975
2018 07,IFPA_rolling,Cereales,,IX,-0.269256593
2018 07,IFPA_rolling,Huevos,,IX,0.044371389
2018 07,IFPA_rolling,Leche,,IX,-0.493701376
2018 07,IFPA_rolling,Pan,,IX,-0.602796958
2018 07,IFPA_rolling,Total,,IX,-0.368856133
2018 08,IFPA_rolling,Total,ES211,IX,-0.423302712
2018 08,IFPA_rolling,Total,ES212,IX,-0.250069948
2018 08,IFPA_rolling,Total,ES213,IX,-0.391525968
2018 08,IFPA_rolling,Aceite,,IX,-0.269680714
2018 08,IFPA_rolling,Cereales,,IX,-0.268703094
2018 08,IFPA_rolling,Huevos,,IX,0.058670905
2018 08,IFPA_rolling,Leche,,IX,-0.471894164
2018 08,IFPA_rolling,Pan,,IX,-0.566581862
2018 08,IFPA_rolling,Total,,IX,-0.35417727
2018 09,IFPA_rolling,Total,ES211,IX,-0.448679829
2018 09,IFPA_rolling,Total,ES212,IX,-0.293904257
2018 09,IFPA_rolling,Total,ES213,IX,-0.428202755
2018 09,IFPA_rolling,Aceite,,IX,-0.333948599
2018 09,IFPA_rolling,Cereales,,IX,-0.19720395
2018 09,IFPA_rolling,Huevos,,IX,0.110438786
2018 09,IFPA_rolling,Leche,,IX,-0.484654394
2018 09,IFPA_rolling,Pan,,IX,-0.513310951
2018 09,IFPA_rolling,Total,,IX,-0.392921998
2018 10,IFPA_rolling,Total,ES211,IX,-0.478726993
2018 10,IFPA_rolling,Total,ES212,IX,-0.326865623
2018 10,IFPA_rolling,Total,ES213,IX,-0.468707
2018 10,IFPA_rolling,Aceite,,IX,-0.427257278
2018 10,IFPA_rolling,Cereales,,IX,-0.152976291
2018 10,IFPA_rolling,Huevos,,IX,0.143269121
2018 10,IFPA_rolling,Leche,,IX,-0.476846465
2018 10,IFPA_rolling,Pan,,IX,-0.355088974
2018 10,IFPA_rolling,Total,,IX,-0.429580147
2018 11,IFPA_rolling,Total,ES211,IX,-0.506548085
2018 11,IFPA_rolling,Total,ES212,IX,-0.367096644
2018 11,IFPA_rolling,Total,ES213,IX,-0.523325695
2018 11,IFPA_rolling,Aceite,,IX,-0.497904486
2018 11,IFPA_rolling,Cereales,,IX,-0.173452389
2018 11,IFPA_rolling,Huevos,,IX,0.191398195
2018 11,IFPA_rolling,Leche,,IX,-0.445774236
2018 11,IFPA_rolling,Pan,,IX,-0.307627169
2018 11,IFPA_rolling,Total,,IX,-0.475677279
2018 12,IFPA_rolling,Total,ES211,IX,-0.543283305
2018 12,IFPA_rolling,Total,ES212,IX,-0.397881531
2018 12,IFPA_rolling,Total,ES213,IX,-0.581810201
2018 12,IFPA_rolling,Aceite,,IX,-0.599983692
2018 12,IFPA_rolling,Cereales,,IX,-0.222304018
2018 12,IFPA_rolling,Huevos,,IX,0.168029544
2018 12,IFPA_rolling,Leche,,IX,-0.419054537
2018 12,IFPA_rolling,Pan,,IX,-0.306834322
2018 12,IFPA_rolling,Total,,IX,-0.522038719
2019 01,IFPA_rolling,Total,ES211,IX,-0.586868093
2019 01,IFPA_rolling,Total,ES212,IX,-0.42428949
2019 01,IFPA_rolling,Total,ES213,IX,-0.641659853
2019 01,IFPA_rolling,Aceite,,IX,-0.690172553
2019 01,IFPA_rolling,Cereales,,IX,-0.217784084
2019 01,IFPA_rolling,Huevos,,IX,0.056056475
2019 01,IFPA_rolling,Leche,,IX,-0.414763128
2019 01,IFPA_rolling,Pan,,IX,-0.342362833
2019 01,IFPA_rolling,Total,,IX,-0.56891006
2019 02,IFPA_rolling,Total,ES211,IX,-0.562771147
2019 02,IFPA_rolling,Total,ES212,IX,-0.409121286
2019 02,IFPA_rolling,Total,ES213,IX,-0.611379928
2019 02,IFPA_rolling,Aceite,,IX,-0.767484333
2019 02,IFPA_rolling,Cereales,,IX,-0.199055078
2019 02,IFPA_rolling,Huevos,,IX,-0.104904604
2019 02,IFPA_rolling,Leche,,IX,-0.419171115
2019 02,IFPA_rolling,Pan,,IX,-0.309008308
2019 02,IFPA_rolling,Total,,IX,-0.544181961
2019 03,IFPA_rolling,Total,ES211,IX,-0.581021794
2019 03,IFPA_rolling,Total,ES212,IX,-0.418273344
2019 03,IFPA_rolling,Total,ES213,IX,-0.63190352
2019 03,IFPA_rolling,Aceite,,IX,-0.833291143
2019 03,IFPA_rolling,Cereales,,IX,-0.215496146
2019 03,IFPA_rolling,Huevos,,IX,-0.186178614
2019 03,IFPA_rolling,Leche,,IX,-0.40714171
2019 03,IFPA_rolling,Pan,,IX,-0.231282107
2019 03,IFPA_rolling,Total,,IX,-0.560599936
2019 04,IFPA_rolling,Total,ES211,IX,-0.602897842
2019 04,IFPA_rolling,Total,ES212,IX,-0.473274954
2019 04,IFPA_rolling,Total,ES213,IX,-0.634374873
2019 04,IFPA_rolling,Aceite,,IX,-0.911789341
2019 04,IFPA_rolling,Cereales,,IX,-0.262467031
2019 04,IFPA_rolling,Huevos,,IX,-0.197292642
2019 04,IFPA_rolling,Leche,,IX,-0.384334036
2019 04,IFPA_rolling,Pan,,IX,-0.09582312
2019 04,IFPA_rolling,Total,,IX,-0.582960662
2019 05,IFPA_rolling,Total,ES211,IX,-0.655658603
2019 05,IFPA_rolling,Total,ES212,IX,-0.547688452
2019 05,IFPA_rolling,Total,ES213,IX,-0.71277551
2019 05,IFPA_rolling,Aceite,,IX,-0.98179773
2019 05,IFPA_rolling,Cereales,,IX,-0.331878669
2019 05,IFPA_rolling,Huevos,,IX,-0.237964657
2019 05,IFPA_rolling,Leche,,IX,-0.340224856
2019 05,IFPA_rolling,Pan,,IX,-0.064178351
2019 05,IFPA_rolling,Total,,IX,-0.656865374
2019 06,IFPA_rolling,Total,ES211,IX,-0.692280046
2019 06,IFPA_rolling,Total,ES212,IX,-0.602552441
2019 06,IFPA_rolling,Total,ES213,IX,-0.744308379
2019 06,IFPA_rolling,Aceite,,IX,-1.048328371
2019 06,IFPA_rolling,Cereales,,IX,-0.39435085
2019 06,IFPA_rolling,Huevos,,IX,-0.262183668
2019 06,IFPA_rolling,Leche,,IX,-0.321900977
2019 06,IFPA_rolling,Pan,,IX,0.003899472
2019 06,IFPA_rolling,Total,,IX,-0.697095325
2019 07,IFPA_rolling,Total,ES211,IX,-0.677705116
2019 07,IFPA_rolling,Total,ES212,IX,-0.622561799
2019 07,IFPA_rolling,Total,ES213,IX,-0.752511315
2019 07,IFPA_rolling,Aceite,,IX,-1.088114884
2019 07,IFPA_rolling,Cereales,,IX,-0.428730417
2019 07,IFPA_rolling,Huevos,,IX,-0.297086171
2019 07,IFPA_rolling,Leche,,IX,-0.299304202
2019 07,IFPA_rolling,Pan,,IX,0.097262711
2019 07,IFPA_rolling,Total,,IX,-0.706228388
2019 08,IFPA_rolling,Total,ES211,IX,-0.656559889
2019 08,IFPA_rolling,Total,ES212,IX,-0.61504017
2019 08,IFPA_rolling,Total,ES213,IX,-0.698915134
2019 08,IFPA_rolling,Aceite,,IX,-1.102480954
2019 08,IFPA_rolling,Cereales,,IX,-0.421195091
2019 08,IFPA_rolling,Huevos,,IX,-0.32810003
2019 08,IFPA_rolling,Leche,,IX,-0.280306252
2019 08,IFPA_rolling,Pan,,IX,0.115522737
2019 08,IFPA_rolling,Total,,IX,-0.671711357
2019 09,IFPA_rolling,Total,ES211,IX,-0.654906363
2019 09,IFPA_rolling,Total,ES212,IX,-0.608513994
2019 09,IFPA_rolling,Total,ES213,IX,-0.674986748
2019 09,IFPA_rolling,Aceite,,IX,-1.126052454
2019 09,IFPA_rolling,Cereales,,IX,-0.458087624
2019 09,IFPA_rolling,Huevos,,IX,-0.345896014
2019 09,IFPA_rolling,Leche,,IX,-0.220163461
2019 09,IFPA_rolling,Pan,,IX,0.094897583
2019 09,IFPA_rolling,Total,,IX,-0.656920302
2019 10,IFPA_rolling,Total,ES211,IX,-0.657514659
2019 10,IFPA_rolling,Total,ES212,IX,-0.565724233
2019 10,IFPA_rolling,Total,ES213,IX,-0.628477501
2019 10,IFPA_rolling,Aceite,,IX,-1.092081615
2019 10,IFPA_rolling,Cereales,,IX,-0.467204864
2019 10,IFPA_rolling,Huevos,,IX,-0.369426102
2019 10,IFPA_rolling,Leche,,IX,-0.207097884
