Year,Series,Alimento,Ambito,Units,Value
2019 10,IFPA_rolling,Pan,,IX,0.022414297
2019 10,IFPA_rolling,Total,,IX,-0.618986723
2019 11,IFPA_rolling,Total,ES211,IX,-0.63407814
2019 11,IFPA_rolling,Total,ES212,IX,-0.539318896
2019 11,IFPA_rolling,Total,ES213,IX,-0.575673952
2019 11,IFPA_rolling,Aceite,,IX,-1.087689047
2019 11,IFPA_rolling,Cereales,,IX,-0.47589435
2019 11,IFPA_rolling,Huevos,,IX,-0.403610141
2019 11,IFPA_rolling,Leche,,IX,-0.203319407
2019 11,IFPA_rolling,Pan,,IX,0.06228459
2019 11,IFPA_rolling,Total,,IX,-0.579003884
2019 12,IFPA_rolling,Total,ES211,IX,-0.554005528
2019 12,IFPA_rolling,Total,ES212,IX,-0.508249007
2019 12,IFPA_rolling,Total,ES213,IX,-0.506436733
2019 12,IFPA_rolling,Aceite,,IX,-1.017575102
2019 12,IFPA_rolling,Cereales,,IX,-0.444101099
2019 12,IFPA_rolling,Huevos,,IX,-0.422643414
2019 12,IFPA_rolling,Leche,,IX,-0.205272728
2019 12,IFPA_rolling,Pan,,IX,0.120589298
2019 12,IFPA_rolling,Total,,IX,-0.519753584
2020 01,IFPA_rolling,Total,ES211,IX,-0.439401936
2020 01,IFPA_rolling,Total,ES212,IX,-0.455171874
2020 01,IFPA_rolling,Total,ES213,IX,-0.41963567
2020 01,IFPA_rolling,Aceite,,IX,-0.986635326
2020 01,IFPA_rolling,Cereales,,IX,-0.415727503
2020 01,IFPA_rolling,Huevos,,IX,-0.424208015
2020 01,IFPA_rolling,Leche,,IX,-0.172650208
2020 01,IFPA_rolling,Pan,,IX,0.178242472
2020 01,IFPA_rolling,Total,,IX,-0.438943516
2020 02,IFPA_rolling,Total,ES211,IX,-0.436431388
2020 02,IFPA_rolling,Total,ES212,IX,-0.440683234
2020 02,IFPA_rolling,Total,ES213,IX,-0.408513409
2020 02,IFPA_rolling,Aceite,,IX,-0.978686494
2020 02,IFPA_rolling,Cereales,,IX,-0.426486211
2020 02,IFPA_rolling,Huevos,,IX,-0.414664345
2020 02,IFPA_rolling,Leche,,IX,-0.15170482
2020 02,IFPA_rolling,Pan,,IX,0.166697828
2020 02,IFPA_rolling,Total,,IX,-0.428028176
2020 03,IFPA_rolling,Total,ES211,IX,-0.396059182
2020 03,IFPA_rolling,Total,ES212,IX,-0.397809724
2020 03,IFPA_rolling,Total,ES213,IX,-0.34812217
2020 03,IFPA_rolling,Aceite,,IX,-0.975985585
2020 03,IFPA_rolling,Cereales,,IX,-0.416753321
2020 03,IFPA_rolling,Huevos,,IX,-0.420732348
2020 03,IFPA_rolling,Leche,,IX,-0.134465817
2020 03,IFPA_rolling,Pan,,IX,0.108438406
2020 03,IFPA_rolling,Total,,IX,-0.376072961
2020 04,IFPA_rolling,Total,ES211,IX,-0.298799744
2020 04,IFPA_rolling,Total,ES212,IX,-0.321876178
2020 04,IFPA_rolling,Total,ES213,IX,-0.259196907
2020 04,IFPA_rolling,Aceite,,IX,-0.940817291
2020 04,IFPA_rolling,Cereales,,IX,-0.395900514
2020 04,IFPA_rolling,Huevos,,IX,-0.407331151
2020 04,IFPA_rolling,Leche,,IX,-0.131670946
2020 04,IFPA_rolling,Pan,,IX,0.008046599
2020 04,IFPA_rolling,Total,,IX,-0.288865808
2020 05,IFPA_rolling,Total,ES211,IX,-0.18944107
2020 05,IFPA_rolling,Total,ES212,IX,-0.234507002
2020 05,IFPA_rolling,Total,ES213,IX,-0.126078793
2020 05,IFPA_rolling,Aceite,,IX,-0.866150609
2020 05,IFPA_rolling,Cereales,,IX,-0.339791771
2020 05,IFPA_rolling,Huevos,,IX,-0.365716121
2020 05,IFPA_rolling,Leche,,IX,-0.14009557
2020 05,IFPA_rolling,Pan,,IX,-0.007995455
2020 05,IFPA_rolling,Total,,IX,-0.172867266
2020 06,IFPA_rolling,Total,ES211,IX,-0.086687489
2020 06,IFPA_rolling,Total,ES212,IX,-0.185053761
2020 06,IFPA_rolling,Total,ES213,IX,-0.044844364
2020 06,IFPA_rolling,Aceite,,IX,-0.792088324
2020 06,IFPA_rolling,Cereales,,IX,-0.233364045
2020 06,IFPA_rolling,Huevos,,IX,-0.349201397
2020 06,IFPA_rolling,Leche,,IX,-0.136215711
2020 06,IFPA_rolling,Pan,,IX,-0.017647601
2020 06,IFPA_rolling,Total,,IX,-0.097761775
2020 07,IFPA_rolling,Total,ES211,IX,-0.134670644
2020 07,IFPA_rolling,Total,ES212,IX,-0.165116757
2020 07,IFPA_rolling,Total,ES213,IX,-0.05075669
2020 07,IFPA_rolling,Aceite,,IX,-0.721977018
2020 07,IFPA_rolling,Cereales,,IX,-0.201346153
2020 07,IFPA_rolling,Huevos,,IX,-0.346437122
2020 07,IFPA_rolling,Leche,,IX,-0.119013352
2020 07,IFPA_rolling,Pan,,IX,-0.096092194
2020 07,IFPA_rolling,Total,,IX,-0.10105255
2020 08,IFPA_rolling,Total,ES211,IX,-0.168704401
2020 08,IFPA_rolling,Total,ES212,IX,-0.203002446
2020 08,IFPA_rolling,Total,ES213,IX,-0.102113436
2020 08,IFPA_rolling,Aceite,,IX,-0.693435016
2020 08,IFPA_rolling,Cereales,,IX,-0.242964684
2020 08,IFPA_rolling,Huevos,,IX,-0.3744002
2020 08,IFPA_rolling,Leche,,IX,-0.130249998
2020 08,IFPA_rolling,Pan,,IX,-0.164273077
2020 08,IFPA_rolling,Total,,IX,-0.147420268
2020 09,IFPA_rolling,Total,ES211,IX,-0.186486178
2020 09,IFPA_rolling,Total,ES212,IX,-0.234900412
2020 09,IFPA_rolling,Total,ES213,IX,-0.090747173
2020 09,IFPA_rolling,Aceite,,IX,-0.660428471
2020 09,IFPA_rolling,Cereales,,IX,-0.272016715
2020 09,IFPA_rolling,Huevos,,IX,-0.412000359
2020 09,IFPA_rolling,Leche,,IX,-0.123191969
2020 09,IFPA_rolling,Pan,,IX,-0.195496416
2020 09,IFPA_rolling,Total,,IX,-0.156794173
2020 10,IFPA_rolling,Total,ES211,IX,-0.157371697
2020 10,IFPA_rolling,Total,ES212,IX,-0.292518609
2020 10,IFPA_rolling,Total,ES213,IX,-0.06748843
2020 10,IFPA_rolling,Aceite,,IX,-0.669734555
2020 10,IFPA_rolling,Cereales,,IX,-0.288892999
2020 10,IFPA_rolling,Huevos,,IX,-0.42503086
2020 10,IFPA_rolling,Leche,,IX,-0.142934648
2020 10,IFPA_rolling,Pan,,IX,-0.201502601
2020 10,IFPA_rolling,Total,,IX,-0.158962759
2020 11,IFPA_rolling,Total,ES211,IX,-0.176538857
2020 11,IFPA_rolling,Total,ES212,IX,-0.309030939
2020 11,IFPA_rolling,Total,ES213,IX,-0.084976778
2020 11,IFPA_rolling,Aceite,,IX,-0.636655617
2020 11,IFPA_rolling,Cereales,,IX,-0.308947509
2020 11,IFPA_rolling,Huevos,,IX,-0.416438555
2020 11,IFPA_rolling,Leche,,IX,-0.14363002
2020 11,IFPA_rolling,Pan,,IX,-0.236012835
2020 11,IFPA_rolling,Total,,IX,-0.17681537
2020 12,IFPA_rolling,Total,ES211,IX,-0.225062901
2020 12,IFPA_rolling,Total,ES212,IX,-0.323713691
2020 12,IFPA_rolling,Total,ES213,IX,-0.11927767
2020 12,IFPA_rolling,Aceite,,IX,-0.626114326
2020 12,IFPA_rolling,Cereales,,IX,-0.299830001
2020 12,IFPA_rolling,Huevos,,IX,-0.394760995
2020 12,IFPA_rolling,Leche,,IX,-0.15039591
2020 12,IFPA_rolling,Pan,,IX,-0.29520306
2020 12,IFPA_rolling,Total,,IX,-0.207386303
2021 01,IFPA_rolling,Total,ES211,IX,-0.29565418
2021 01,IFPA_rolling,Total,ES212,IX,-0.377563185
2021 01,IFPA_rolling,Total,ES213,IX,-0.153955253
2021 01,IFPA_rolling,Aceite,,IX,-0.584942919
2021 01,IFPA_rolling,Cereales,,IX,-0.381421109
2021 01,IFPA_rolling,Huevos,,IX,-0.373855981
2021 01,IFPA_rolling,Leche,,IX,-0.1450789
2021 01,IFPA_rolling,Pan,,IX,-0.368315751
2021 01,IFPA_rolling,Total,,IX,-0.254761693
2021 02,IFPA_rolling,Total,ES211,IX,-0.274800198
2021 02,IFPA_rolling,Total,ES212,IX,-0.37597215
2021 02,IFPA_rolling,Total,ES213,IX,-0.148901308
2021 02,IFPA_rolling,Aceite,,IX,-0.500793628
2021 02,IFPA_rolling,Cereales,,IX,-0.372971942
2021 02,IFPA_rolling,Huevos,,IX,-0.357341471
2021 02,IFPA_rolling,Leche,,IX,-0.160655399
2021 02,IFPA_rolling,Pan,,IX,-0.413500438
2021 02,IFPA_rolling,Total,,IX,-0.24831231
2021 03,IFPA_rolling,Total,ES211,IX,-0.269066717
2021 03,IFPA_rolling,Total,ES212,IX,-0.393437968
2021 03,IFPA_rolling,Total,ES213,IX,-0.173890487
2021 03,IFPA_rolling,Aceite,,IX,-0.432720125
2021 03,IFPA_rolling,Cereales,,IX,-0.367661753
2021 03,IFPA_rolling,Huevos,,IX,-0.351176628
2021 03,IFPA_rolling,Leche,,IX,-0.161965406
2021 03,IFPA_rolling,Pan,,IX,-0.419181732
2021 03,IFPA_rolling,Total,,IX,-0.266349491
2021 04,IFPA_rolling,Total,ES211,IX,-0.317970642
2021 04,IFPA_rolling,Total,ES212,IX,-0.421969371
2021 04,IFPA_rolling,Total,ES213,IX,-0.260990322
2021 04,IFPA_rolling,Aceite,,IX,-0.358468526
2021 04,IFPA_rolling,Cereales,,IX,-0.374200935
2021 04,IFPA_rolling,Huevos,,IX,-0.362282108
2021 04,IFPA_rolling,Leche,,IX,-0.19327263
2021 04,IFPA_rolling,Pan,,IX,-0.430573096
2021 04,IFPA_rolling,Total,,IX,-0.329764585
2021 05,IFPA_rolling,Total,ES211,IX,-0.369417288
2021 05,IFPA_rolling,Total,ES212,IX,-0.496068162
2021 05,IFPA_rolling,Total,ES213,IX,-0.341613872
2021 05,IFPA_rolling,Aceite,,IX,-0.294232909
2021 05,IFPA_rolling,Cereales,,IX,-0.428092532
2021 05,IFPA_rolling,Huevos,,IX,-0.418119922
2021 05,IFPA_rolling,Leche,,IX,-0.221290893
2021 05,IFPA_rolling,Pan,,IX,-0.534823841
2021 05,IFPA_rolling,Total,,IX,-0.404396659
2021 06,IFPA_rolling,Total,ES211,IX,-0.452836489
2021 06,IFPA_rolling,Total,ES212,IX,-0.520913057
2021 06,IFPA_rolling,Total,ES213,IX,-0.386620264
2021 06,IFPA_rolling,Aceite,,IX,-0.170528254
2021 06,IFPA_rolling,Cereales,,IX,-0.508195098
2021 06,IFPA_rolling,Huevos,,IX,-0.450392134
2021 06,IFPA_rolling,Leche,,IX,-0.242424913
2021 06,IFPA_rolling,Pan,,IX,-0.654847667
2021 06,IFPA_rolling,Total,,IX,-0.449413087
2021 07,IFPA_rolling,Total,ES211,IX,-0.431444766
2021 07,IFPA_rolling,Total,ES212,IX,-0.542122334
2021 07,IFPA_rolling,Total,ES213,IX,-0.376518108
2021 07,IFPA_rolling,Aceite,,IX,0.012358474
2021 07,IFPA_rolling,Cereales,,IX,-0.530965682
2021 07,IFPA_rolling,Huevos,,IX,-0.415514653
2021 07,IFPA_rolling,Leche,,IX,-0.262662275
2021 07,IFPA_rolling,Pan,,IX,-0.701642021
2021 07,IFPA_rolling,Total,,IX,-0.447660599
2021 08,IFPA_rolling,Total,ES211,IX,-0.383245493
2021 08,IFPA_rolling,Total,ES212,IX,-0.485909089
2021 08,IFPA_rolling,Total,ES213,IX,-0.378850345
2021 08,IFPA_rolling,Aceite,,IX,0.187922651
2021 08,IFPA_rolling,Cereales,,IX,-0.520116302
2021 08,IFPA_rolling,Huevos,,IX,-0.298062475
2021 08,IFPA_rolling,Leche,,IX,-0.245581506
2021 08,IFPA_rolling,Pan,,IX,-0.659378557
2021 08,IFPA_rolling,Total,,IX,-0.42062653
2021 09,IFPA_rolling,Total,ES211,IX,-0.360649807
2021 09,IFPA_rolling,Total,ES212,IX,-0.427566925
2021 09,IFPA_rolling,Total,ES213,IX,-0.431251003
2021 09,IFPA_rolling,Aceite,,IX,0.309414737
2021 09,IFPA_rolling,Cereales,,IX,-0.467916288
2021 09,IFPA_rolling,Huevos,,IX,-0.214221614
2021 09,IFPA_rolling,Leche,,IX,-0.251608663
2021 09,IFPA_rolling,Pan,,IX,-0.694778163
2021 09,IFPA_rolling,Total,,IX,-0.4222196
2021 10,IFPA_rolling,Total,ES211,IX,-0.382423143
2021 10,IFPA_rolling,Total,ES212,IX,-0.422563769
2021 10,IFPA_rolling,Total,ES213,IX,-0.48955362
2021 10,IFPA_rolling,Aceite,,IX,0.426948364
2021 10,IFPA_rolling,Cereales,,IX,-0.360877205
2021 10,IFPA_rolling,Huevos,,IX,-0.170738382
2021 10,IFPA_rolling,Leche,,IX,-0.180695081
2021 10,IFPA_rolling,Pan,,IX,-0.772103039
2021 10,IFPA_rolling,Total,,IX,-0.45443773
2021 11,IFPA_rolling,Total,ES211,IX,-0.364406174
2021 11,IFPA_rolling,Total,ES212,IX,-0.399819801
2021 11,IFPA_rolling,Total,ES213,IX,-0.459752639
2021 11,IFPA_rolling,Aceite,,IX,0.484987512
2021 11,IFPA_rolling,Cereales,,IX,-0.217734865
2021 11,IFPA_rolling,Huevos,,IX,-0.154731748
2021 11,IFPA_rolling,Leche,,IX,-0.144662393
2021 11,IFPA_rolling,Pan,,IX,-0.863809139
2021 11,IFPA_rolling,Total,,IX,-0.428468513
2021 12,IFPA_rolling,Total,ES211,IX,-0.221992451
2021 12,IFPA_rolling,Total,ES212,IX,-0.304365442
2021 12,IFPA_rolling,Total,ES213,IX,-0.343433662
2021 12,IFPA_rolling,Aceite,,IX,0.584448646
2021 12,IFPA_rolling,Cereales,,IX,-0.120916801
2021 12,IFPA_rolling,Huevos,,IX,-0.130029296
2021 12,IFPA_rolling,Leche,,IX,-0.097243042
2021 12,IFPA_rolling,Pan,,IX,-0.867997068
2021 12,IFPA_rolling,Total,,IX,-0.313415338
2022 01,IFPA_rolling,Total,ES211,IX,-0.05318261
2022 01,IFPA_rolling,Total,ES212,IX,-0.137955098
2022 01,IFPA_rolling,Total,ES213,IX,-0.194237091
2022 01,IFPA_rolling,Aceite,,IX,0.692594867
2022 01,IFPA_rolling,Cereales,,IX,0.118120664
2022 01,IFPA_rolling,Huevos,,IX,-0.098664303
2022 01,IFPA_rolling,Leche,,IX,-0.076732004
2022 01,IFPA_rolling,Pan,,IX,-0.771505178
2022 01,IFPA_rolling,Total,,IX,-0.153234607
2022 02,IFPA_rolling,Total,ES211,IX,0.093583754
2022 02,IFPA_rolling,Total,ES212,IX,-0.005507483
2022 02,IFPA_rolling,Total,ES213,IX,-0.072381477
2022 02,IFPA_rolling,Aceite,,IX,0.765826618
2022 02,IFPA_rolling,Cereales,,IX,0.302538879
2022 02,IFPA_rolling,Huevos,,IX,-0.067543108
2022 02,IFPA_rolling,Leche,,IX,0.036315096
2022 02,IFPA_rolling,Pan,,IX,-0.665964948
2022 02,IFPA_rolling,Total,,IX,-0.022851094
2022 03,IFPA_rolling,Total,ES211,IX,0.201241303
2022 03,IFPA_rolling,Total,ES212,IX,0.122154468
2022 03,IFPA_rolling,Total,ES213,IX,0.091618648
2022 03,IFPA_rolling,Aceite,,IX,0.861152767
2022 03,IFPA_rolling,Cereales,,IX,0.457795408
2022 03,IFPA_rolling,Huevos,,IX,0.075271146
2022 03,IFPA_rolling,Leche,,IX,0.135295934
2022 03,IFPA_rolling,Pan,,IX,-0.556064043
2022 03,IFPA_rolling,Total,,IX,0.122695609
2022 04,IFPA_rolling,Total,ES211,IX,0.410355483
2022 04,IFPA_rolling,Total,ES212,IX,0.336807081
2022 04,IFPA_rolling,Total,ES213,IX,0.33320566
2022 04,IFPA_rolling,Aceite,,IX,1.037206301
2022 04,IFPA_rolling,Cereales,,IX,0.672988476
2022 04,IFPA_rolling,Huevos,,IX,0.344895742
2022 04,IFPA_rolling,Leche,,IX,0.316431062
2022 04,IFPA_rolling,Pan,,IX,-0.441132397
2022 04,IFPA_rolling,Total,,IX,0.353974921
2022 05,IFPA_rolling,Total,ES211,IX,0.643476495
2022 05,IFPA_rolling,Total,ES212,IX,0.611582211
2022 05,IFPA_rolling,Total,ES213,IX,0.600192057
2022 05,IFPA_rolling,Aceite,,IX,1.196861774
2022 05,IFPA_rolling,Cereales,,IX,0.918893573
2022 05,IFPA_rolling,Huevos,,IX,0.664300367
2022 05,IFPA_rolling,Leche,,IX,0.488649147
2022 05,IFPA_rolling,Pan,,IX,-0.131713833
2022 05,IFPA_rolling,Total,,IX,0.621024941
2022 06,IFPA_rolling,Total,ES211,IX,0.935650723
2022 06,IFPA_rolling,Total,ES212,IX,0.895399131
2022 06,IFPA_rolling,Total,ES213,IX,0.8757571
2022 06,IFPA_rolling,Aceite,,IX,1.248806388
2022 06,IFPA_rolling,Cereales,,IX,1.197486854
2022 06,IFPA_rolling,Huevos,,IX,0.961188489
2022 06,IFPA_rolling,Leche,,IX,0.720825063
2022 06,IFPA_rolling,Pan,,IX,0.151232346
2022 06,IFPA_rolling,Total,,IX,0.904939638
2022 07,IFPA_rolling,Total,ES211,IX,1.18034159
2022 07,IFPA_rolling,Total,ES212,IX,1.207402904
2022 07,IFPA_rolling,Total,ES213,IX,1.178143316
2022 07,IFPA_rolling,Aceite,,IX,1.187571103
2022 07,IFPA_rolling,Cereales,,IX,1.534484286
2022 07,IFPA_rolling,Huevos,,IX,1.136282298
2022 07,IFPA_rolling,Leche,,IX,0.968038202
2022 07,IFPA_rolling,Pan,,IX,0.484007055
2022 07,IFPA_rolling,Total,,IX,1.206200092
2022 08,IFPA_rolling,Total,ES211,IX,1.376116138
2022 08,IFPA_rolling,Total,ES212,IX,1.487045116
2022 08,IFPA_rolling,Total,ES213,IX,1.49172087
2022 08,IFPA_rolling,Aceite,,IX,1.096865673
2022 08,IFPA_rolling,Cereales,,IX,1.871436979
2022 08,IFPA_rolling,Huevos,,IX,1.20402991
2022 08,IFPA_rolling,Leche,,IX,1.207811708
2022 08,IFPA_rolling,Pan,,IX,0.774874531
2022 08,IFPA_rolling,Total,,IX,1.496492964
2022 09,IFPA_rolling,Total,ES211,IX,1.583912225
2022 09,IFPA_rolling,Total,ES212,IX,1.730236532
2022 09,IFPA_rolling,Total,ES213,IX,1.783441685
2022 09,IFPA_rolling,Aceite,,IX,1.0903195
2022 09,IFPA_rolling,Cereales,,IX,2.16585211
2022 09,IFPA_rolling,Huevos,,IX,1.320714834
2022 09,IFPA_rolling,Leche,,IX,1.462222238
2022 09,IFPA_rolling,Pan,,IX,1.097075912
2022 09,IFPA_rolling,Total,,IX,1.761896314
2022 10,IFPA_rolling,Total,ES211,IX,1.828879089
2022 10,IFPA_rolling,Total,ES212,IX,2.002700058
2022 10,IFPA_rolling,Total,ES213,IX,2.034727465
2022 10,IFPA_rolling,Aceite,,IX,1.095264574
2022 10,IFPA_rolling,Cereales,,IX,2.25214303
2022 10,IFPA_rolling,Huevos,,IX,1.459734003
2022 10,IFPA_rolling,Leche,,IX,1.610479926
2022 10,IFPA_rolling,Pan,,IX,1.384198807
2022 10,IFPA_rolling,Total,,IX,2.021913601
2022 11,IFPA_rolling,Total,ES211,IX,2.028441805
2022 11,IFPA_rolling,Total,ES212,IX,2.232906052
2022 11,IFPA_rolling,Total,ES213,IX,2.247622271
2022 11,IFPA_rolling,Aceite,,IX,1.169104502
2022 11,IFPA_rolling,Cereales,,IX,2.302398618
2022 11,IFPA_rolling,Huevos,,IX,1.61735156
2022 11,IFPA_rolling,Leche,,IX,1.806136981
2022 11,IFPA_rolling,Pan,,IX,1.638436279
2022 11,IFPA_rolling,Total,,IX,2.240440094
2022 12,IFPA_rolling,Total,ES211,IX,2.131656525
2022 12,IFPA_rolling,Total,ES212,IX,2.43819638
2022 12,IFPA_rolling,Total,ES213,IX,2.434163367
2022 12,IFPA_rolling,Aceite,,IX,1.258523534
2022 12,IFPA_rolling,Cereales,,IX,2.456883068
2022 12,IFPA_rolling,Huevos,,IX,1.794790685
2022 12,IFPA_rolling,Leche,,IX,2.024456843
2022 12,IFPA_rolling,Pan,,IX,1.852791085
2022 12,IFPA_rolling,Total,,IX,2.421481401
2023 01,IFPA_rolling,Total,ES211,IX,2.209560119
2023 01,IFPA_rolling,Total,ES212,IX,2.576800415
2023 01,IFPA_rolling,Total,ES213,IX,2.563982122
2023 01,IFPA_rolling,Aceite,,IX,1.281627941
2023 01,IFPA_rolling,Cereales,,IX,2.591041093
2023 01,IFPA_rolling,Huevos,,IX,1.933087154
2023 01,IFPA_rolling,Leche,,IX,2.262558439
2023 01,IFPA_rolling,Pan,,IX,1.989684408
2023 01,IFPA_rolling,Total,,IX,2.546978076
2023 02,IFPA_rolling,Total,ES211,IX,2.314030012
2023 02,IFPA_rolling,Total,ES212,IX,2.72227305
2023 02,IFPA_rolling,Total,ES213,IX,2.7410929
2023 02,IFPA_rolling,Aceite,,IX,1.342004688
2023 02,IFPA_rolling,Cereales,,IX,2.688945726
2023 02,IFPA_rolling,Huevos,,IX,2.057618183
2023 02,IFPA_rolling,Leche,,IX,2.375531285
2023 02,IFPA_rolling,Pan,,IX,2.060540114
2023 02,IFPA_rolling,Total,,IX,2.70378407
2023 03,IFPA_rolling,Total,ES211,IX,2.47115176
2023 03,IFPA_rolling,Total,ES212,IX,2.860832192
2023 03,IFPA_rolling,Total,ES213,IX,2.853596159
2023 03,IFPA_rolling,Aceite,,IX,1.30765318
2023 03,IFPA_rolling,Cereales,,IX,2.805693547
2023 03,IFPA_rolling,Huevos,,IX,2.060456878
2023 03,IFPA_rolling,Leche,,IX,2.398442394
2023 03,IFPA_rolling,Pan,,IX,2.10302825
2023 03,IFPA_rolling,Total,,IX,2.832424495
2023 04,IFPA_rolling,Total,ES211,IX,2.47005003
2023 04,IFPA_rolling,Total,ES212,IX,2.847046009
2023 04,IFPA_rolling,Total,ES213,IX,2.831082267
2023 04,IFPA_rolling,Aceite,,IX,1.146958675
2023 04,IFPA_rolling,Cereales,,IX,2.839993123
2023 04,IFPA_rolling,Huevos,,IX,1.896158377
2023 04,IFPA_rolling,Leche,,IX,2.414332798
2023 04,IFPA_rolling,Pan,,IX,2.081826572
2023 04,IFPA_rolling,Total,,IX,2.815296222
2023 05,IFPA_rolling,Total,ES211,IX,2.403659884
2023 05,IFPA_rolling,Total,ES212,IX,2.777750461
2023 05,IFPA_rolling,Total,ES213,IX,2.745956191
2023 05,IFPA_rolling,Aceite,,IX,0.96887125
2023 05,IFPA_rolling,Cereales,,IX,2.795555349
2023 05,IFPA_rolling,Huevos,,IX,1.668077259
2023 05,IFPA_rolling,Leche,,IX,2.398521366
2023 05,IFPA_rolling,Pan,,IX,1.981640964
2023 05,IFPA_rolling,Total,,IX,2.737294117
2023 06,IFPA_rolling,Total,ES211,IX,2.230291989
2023 06,IFPA_rolling,Total,ES212,IX,2.606224024
2023 06,IFPA_rolling,Total,ES213,IX,2.589331909
2023 06,IFPA_rolling,Aceite,,IX,0.837076741
2023 06,IFPA_rolling,Cereales,,IX,2.670700232
2023 06,IFPA_rolling,Huevos,,IX,1.410158827
2023 06,IFPA_rolling,Leche,,IX,2.290146444
2023 06,IFPA_rolling,Pan,,IX,1.912160004
2023 06,IFPA_rolling,Total,,IX,2.57106248
2023 07,IFPA_rolling,Total,ES211,IX,2.164818255
2023 07,IFPA_rolling,Total,ES212,IX,2.487163908
2023 07,IFPA_rolling,Total,ES213,IX,2.45052951
2023 07,IFPA_rolling,Aceite,,IX,0.794012178
2023 07,IFPA_rolling,Cereales,,IX,2.457230171
2023 07,IFPA_rolling,Huevos,,IX,1.216720425
2023 07,IFPA_rolling,Leche,,IX,2.14944412
2023 07,IFPA_rolling,Pan,,IX,1.70569177
2023 07,IFPA_rolling,Total,,IX,2.447217475
2023 08,IFPA_rolling,Total,ES211,IX,2.13168509
2023 08,IFPA_rolling,Total,ES212,IX,2.373649006
2023 08,IFPA_rolling,Total,ES213,IX,2.313339925
2023 08,IFPA_rolling,Aceite,,IX,0.902802359
2023 08,IFPA_rolling,Cereales,,IX,2.255377433
2023 08,IFPA_rolling,Huevos,,IX,1.084111019
2023 08,IFPA_rolling,Leche,,IX,2.013391979
2023 08,IFPA_rolling,Pan,,IX,1.425383234
2023 08,IFPA_rolling,Total,,IX,2.331186323
2023 09,IFPA_rolling,Total,ES211,IX,2.067754094
2023 09,IFPA_rolling,Total,ES212,IX,2.279309436
2023 09,IFPA_rolling,Total,ES213,IX,2.226087663
2023 09,IFPA_rolling,Aceite,,IX,1.045143047
2023 09,IFPA_rolling,Cereales,,IX,1.974694593
2023 09,IFPA_rolling,Huevos,,IX,0.965114291
2023 09,IFPA_rolling,Leche,,IX,1.835963193
2023 09,IFPA_rolling,Pan,,IX,1.150010437
2023 09,IFPA_rolling,Total,,IX,2.244317885
2023 10,IFPA_rolling,Total,ES211,IX,1.923585819
2023 10,IFPA_rolling,Total,ES212,IX,2.163782654
2023 10,IFPA_rolling,Total,ES213,IX,2.105245945
2023 10,IFPA_rolling,Aceite,,IX,1.208208803
2023 10,IFPA_rolling,Cereales,,IX,1.814209081
2023 10,IFPA_rolling,Huevos,,IX,0.812906805
2023 10,IFPA_rolling,Leche,,IX,1.693029415
2023 10,IFPA_rolling,Pan,,IX,0.948227375
2023 10,IFPA_rolling,Total,,IX,2.11967843
2023 11,IFPA_rolling,Total,ES211,IX,1.835220483
2023 11,IFPA_rolling,Total,ES212,IX,2.00310005
2023 11,IFPA_rolling,Total,ES213,IX,2.004992097
2023 11,IFPA_rolling,Aceite,,IX,1.29487602
2023 11,IFPA_rolling,Cereales,,IX,1.719239699
2023 11,IFPA_rolling,Huevos,,IX,0.65853965
2023 11,IFPA_rolling,Leche,,IX,1.471250667
2023 11,IFPA_rolling,Pan,,IX,0.728816164
2023 11,IFPA_rolling,Total,,IX,2.000583899
2023 12,IFPA_rolling,Total,ES211,IX,1.686148977
2023 12,IFPA_rolling,Total,ES212,IX,1.79162748
2023 12,IFPA_rolling,Total,ES213,IX,1.820244883
2023 12,IFPA_rolling,Aceite,,IX,1.24062353
2023 12,IFPA_rolling,Cereales,,IX,1.493637821
2023 12,IFPA_rolling,Huevos,,IX,0.449463114
2023 12,IFPA_rolling,Leche,,IX,1.192710476
2023 12,IFPA_rolling,Pan,,IX,0.493366609
2023 12,IFPA_rolling,Total,,IX,1.810466559
2024 01,IFPA_rolling,Total,ES211,IX,1.561359813
2024 01,IFPA_rolling,Total,ES212,IX,1.583183569
2024 01,IFPA_rolling,Total,ES213,IX,1.668799775
2024 01,IFPA_rolling,Aceite,,IX,1.272241719
2024 01,IFPA_rolling,Cereales,,IX,1.197359062
2024 01,IFPA_rolling,Huevos,,IX,0.298680675
2024 01,IFPA_rolling,Leche,,IX,0.935307979
2024 01,IFPA_rolling,Pan,,IX,0.293589717
2024 01,IFPA_rolling,Total,,IX,1.642681497
2024 02,IFPA_rolling,Total,ES211,IX,1.390805127
2024 02,IFPA_rolling,Total,ES212,IX,1.349309564
2024 02,IFPA_rolling,Total,ES213,IX,1.430182388
2024 02,IFPA_rolling,Aceite,,IX,1.306462564
2024 02,IFPA_rolling,Cereales,,IX,0.90649992
2024 02,IFPA_rolling,Huevos,,IX,0.146363363
2024 02,IFPA_rolling,Leche,,IX,0.67968695
2024 02,IFPA_rolling,Pan,,IX,0.159605243
2024 02,IFPA_rolling,Total,,IX,1.414046018
2024 03,IFPA_rolling,Total,ES211,IX,1.159981994
2024 03,IFPA_rolling,Total,ES212,IX,1.130421001
2024 03,IFPA_rolling,Total,ES213,IX,1.214779332
2024 03,IFPA_rolling,Aceite,,IX,1.457823344
2024 03,IFPA_rolling,Cereales,,IX,0.654096279
