Year,Series,Valor,Territorio,Comarca,Municipio,Units,GeoCode,Value
2018,NV_IND_MANF,NOM,,,ES48052,PT,ES48052,13.2
2019,NV_IND_MANF,NOM,,,ES48052,PT,ES48052,10.9
2014,NV_IND_MANF,NOM,,,ES48052,PT,ES48052,15.1
2015,NV_IND_MANF,NOM,,,ES48052,PT,ES48052,14.9
2017,NV_IND_MANF,NOM,,,ES48052,PT,ES48052,14.1
2020,NV_IND_MANF,NOM,,,ES48052,PT,ES48052,8.2
2021,NV_IND_MANF,NOM,,,ES48052,PT,ES48052,6.4
2016,NV_IND_MANFPC,NOM,,,ES48052,EUR_PER_CAPITA,ES48052,5552.4
2020,NV_IND_MANFPC,NOM,,,ES48052,EUR_PER_CAPITA,ES48052,3341.4
2015,NV_IND_MANFPC,NOM,,,ES48052,EUR_PER_CAPITA,ES48052,5478.2
2017,NV_IND_MANFPC,NOM,,,ES48052,EUR_PER_CAPITA,ES48052,6165
2019,NV_IND_MANFPC,NOM,,,ES48052,EUR_PER_CAPITA,ES48052,5703.8
2021,NV_IND_MANFPC,NOM,,,ES48052,EUR_PER_CAPITA,ES48052,4091
2018,NV_IND_MANFPC,NOM,,,ES48052,EUR_PER_CAPITA,ES48052,6554.4
2016,NV_IND_MANF,NOM,,,ES48052,PT,ES48052,15.1
2014,NV_IND_MANFPC,NOM,,,ES48052,EUR_PER_CAPITA,ES48052,4769.5
2021,NV_IND_MANFPC,NOM,,,ES20048,EUR_PER_CAPITA,ES20048,472.2
2015,NV_IND_MANFPC,NOM,,,ES20048,EUR_PER_CAPITA,ES20048,818.5
2018,NV_IND_MANFPC,NOM,,,ES20048,EUR_PER_CAPITA,ES20048,1234.8
2016,NV_IND_MANFPC,NOM,,,ES20048,EUR_PER_CAPITA,ES20048,1153.4
2021,NV_IND_MANF,NOM,,,ES20048,PT,ES20048,2.1
2019,NV_IND_MANFPC,NOM,,,ES20048,EUR_PER_CAPITA,ES20048,1098.6
2014,NV_IND_MANFPC,NOM,,,ES20048,EUR_PER_CAPITA,ES20048,802.3
2017,NV_IND_MANFPC,NOM,,,ES20048,EUR_PER_CAPITA,ES20048,1295.3
2020,NV_IND_MANFPC,NOM,,,ES20048,EUR_PER_CAPITA,ES20048,476.6
2019,NV_IND_MANF,NOM,,,ES20048,PT,ES20048,3.3
2017,NV_IND_MANF,NOM,,,ES20048,PT,ES20048,4.2
2020,NV_IND_MANF,NOM,,,ES20048,PT,ES20048,2
2015,NV_IND_MANF,NOM,,,ES20048,PT,ES20048,4
2016,NV_IND_MANF,NOM,,,ES20048,PT,ES20048,4.2
2014,NV_IND_MANF,NOM,,,ES20048,PT,ES20048,3.7
2018,NV_IND_MANF,NOM,,,ES20048,PT,ES20048,4.4
2019,NV_IND_MANFPC,NOM,,,ES20902,EUR_PER_CAPITA,ES20902,6088.6
2021,NV_IND_MANF,NOM,,,ES20902,PT,ES20902,23.8
2015,NV_IND_MANF,NOM,,,ES20902,PT,ES20902,23
2015,NV_IND_MANFPC,NOM,,,ES20902,EUR_PER_CAPITA,ES20902,6016.5
2019,NV_IND_MANF,NOM,,,ES20902,PT,ES20902,24.1
2014,NV_IND_MANF,NOM,,,ES20902,PT,ES20902,23.3
2017,NV_IND_MANF,NOM,,,ES20902,PT,ES20902,24.1
2016,NV_IND_MANF,NOM,,,ES20902,PT,ES20902,24.5
2018,NV_IND_MANF,NOM,,,ES20902,PT,ES20902,25.7
2020,NV_IND_MANF,NOM,,,ES20902,PT,ES20902,22.5
2021,NV_IND_MANFPC,NOM,,,ES20902,EUR_PER_CAPITA,ES20902,5374.3
2017,NV_IND_MANFPC,NOM,,,ES20902,EUR_PER_CAPITA,ES20902,5881.2
2014,NV_IND_MANFPC,NOM,,,ES20902,EUR_PER_CAPITA,ES20902,5316
2016,NV_IND_MANFPC,NOM,,,ES20902,EUR_PER_CAPITA,ES20902,5892.6
2018,NV_IND_MANFPC,NOM,,,ES20902,EUR_PER_CAPITA,ES20902,6130.1
2020,NV_IND_MANFPC,NOM,,,ES20902,EUR_PER_CAPITA,ES20902,4735.6
2017,NV_IND_MANFPC,NOM,,,ES01036,EUR_PER_CAPITA,ES01036,10524.1
2014,NV_IND_MANFPC,NOM,,,ES01036,EUR_PER_CAPITA,ES01036,10805.1
2019,NV_IND_MANF,NOM,,,ES01036,PT,ES01036,27.1
2018,NV_IND_MANF,NOM,,,ES01036,PT,ES01036,31.9
2021,NV_IND_MANF,NOM,,,ES01036,PT,ES01036,26
2015,NV_IND_MANFPC,NOM,,,ES01036,EUR_PER_CAPITA,ES01036,10320.3
2021,NV_IND_MANFPC,NOM,,,ES01036,EUR_PER_CAPITA,ES01036,8780.5
2020,NV_IND_MANFPC,NOM,,,ES01036,EUR_PER_CAPITA,ES01036,9224.3
2016,NV_IND_MANFPC,NOM,,,ES01036,EUR_PER_CAPITA,ES01036,10490.8
2014,NV_IND_MANF,NOM,,,ES01036,PT,ES01036,32
2015,NV_IND_MANF,NOM,,,ES01036,PT,ES01036,29.1
2020,NV_IND_MANF,NOM,,,ES01036,PT,ES01036,27
2019,NV_IND_MANFPC,NOM,,,ES01036,EUR_PER_CAPITA,ES01036,10288.5
2017,NV_IND_MANF,NOM,,,ES01036,PT,ES01036,30.7
2016,NV_IND_MANF,NOM,,,ES01036,PT,ES01036,31
2018,NV_IND_MANFPC,NOM,,,ES01036,EUR_PER_CAPITA,ES01036,11443.2
2018,NV_IND_MANF,NOM,,,ES48053,PT,ES48053,0.3
2019,NV_IND_MANF,NOM,,,ES48053,PT,ES48053,0.8
2015,NV_IND_MANF,NOM,,,ES48053,PT,ES48053,0.3
2016,NV_IND_MANF,NOM,,,ES48053,PT,ES48053,0.4
2020,NV_IND_MANF,NOM,,,ES48053,PT,ES48053,1
2021,NV_IND_MANF,NOM,,,ES48053,PT,ES48053,1.9
2018,NV_IND_MANFPC,NOM,,,ES48053,EUR_PER_CAPITA,ES48053,43
2016,NV_IND_MANFPC,NOM,,,ES48053,EUR_PER_CAPITA,ES48053,50.5
2020,NV_IND_MANFPC,NOM,,,ES48053,EUR_PER_CAPITA,ES48053,131.6
2015,NV_IND_MANFPC,NOM,,,ES48053,EUR_PER_CAPITA,ES48053,38.5
2017,NV_IND_MANFPC,NOM,,,ES48053,EUR_PER_CAPITA,ES48053,75.1
2019,NV_IND_MANFPC,NOM,,,ES48053,EUR_PER_CAPITA,ES48053,120.2
2021,NV_IND_MANFPC,NOM,,,ES48053,EUR_PER_CAPITA,ES48053,215.5
2014,NV_IND_MANFPC,NOM,,,ES48053,EUR_PER_CAPITA,ES48053,110.4
2014,NV_IND_MANF,NOM,,,ES48053,PT,ES48053,1
2017,NV_IND_MANF,NOM,,,ES48053,PT,ES48053,0.6
2020,NV_IND_MANF,NOM,,,ES20049,PT,ES20049,28.8
2016,NV_IND_MANF,NOM,,,ES20049,PT,ES20049,27.3
2018,NV_IND_MANFPC,NOM,,,ES20049,EUR_PER_CAPITA,ES20049,7133.8
2021,NV_IND_MANFPC,NOM,,,ES20049,EUR_PER_CAPITA,ES20049,6869.4
2015,NV_IND_MANFPC,NOM,,,ES20049,EUR_PER_CAPITA,ES20049,6080
2019,NV_IND_MANFPC,NOM,,,ES20049,EUR_PER_CAPITA,ES20049,7270.7
2014,NV_IND_MANFPC,NOM,,,ES20049,EUR_PER_CAPITA,ES20049,5836.9
2020,NV_IND_MANFPC,NOM,,,ES20049,EUR_PER_CAPITA,ES20049,6608.6
2016,NV_IND_MANFPC,NOM,,,ES20049,EUR_PER_CAPITA,ES20049,5801.7
2017,NV_IND_MANF,NOM,,,ES20049,PT,ES20049,28.5
2017,NV_IND_MANFPC,NOM,,,ES20049,EUR_PER_CAPITA,ES20049,6634.3
2019,NV_IND_MANF,NOM,,,ES20049,PT,ES20049,29.1
2021,NV_IND_MANF,NOM,,,ES20049,PT,ES20049,30.6
2015,NV_IND_MANF,NOM,,,ES20049,PT,ES20049,28.8
2018,NV_IND_MANF,NOM,,,ES20049,PT,ES20049,26.8
2014,NV_IND_MANF,NOM,,,ES20049,PT,ES20049,30
2019,NV_IND_MANFPC,NOM,,,ES20050,EUR_PER_CAPITA,ES20050,17487.2
2015,NV_IND_MANF,NOM,,,ES20050,PT,ES20050,41
2018,NV_IND_MANF,NOM,,,ES20050,PT,ES20050,40.8
2014,NV_IND_MANFPC,NOM,,,ES20050,EUR_PER_CAPITA,ES20050,13743.9
2017,NV_IND_MANF,NOM,,,ES20050,PT,ES20050,42.5
2016,NV_IND_MANF,NOM,,,ES20050,PT,ES20050,45.5
2015,NV_IND_MANFPC,NOM,,,ES20050,EUR_PER_CAPITA,ES20050,15834.3
2021,NV_IND_MANFPC,NOM,,,ES20050,EUR_PER_CAPITA,ES20050,16124.3
2021,NV_IND_MANF,NOM,,,ES20050,PT,ES20050,41.7
2019,NV_IND_MANF,NOM,,,ES20050,PT,ES20050,46.4
2018,NV_IND_MANFPC,NOM,,,ES20050,EUR_PER_CAPITA,ES20050,15597.3
2016,NV_IND_MANFPC,NOM,,,ES20050,EUR_PER_CAPITA,ES20050,18489.6
2017,NV_IND_MANFPC,NOM,,,ES20050,EUR_PER_CAPITA,ES20050,16247.9
2020,NV_IND_MANFPC,NOM,,,ES20050,EUR_PER_CAPITA,ES20050,14509.4
2014,NV_IND_MANF,NOM,,,ES20050,PT,ES20050,37.7
2020,NV_IND_MANF,NOM,,,ES20050,PT,ES20050,40.9
2019,NV_IND_MANF,NOM,,,ES20051,PT,ES20051,47.7
2017,NV_IND_MANF,NOM,,,ES20051,PT,ES20051,49.1
2016,NV_IND_MANF,NOM,,,ES20051,PT,ES20051,49.6
2015,NV_IND_MANF,NOM,,,ES20051,PT,ES20051,44.4
2021,NV_IND_MANF,NOM,,,ES20051,PT,ES20051,47
2020,NV_IND_MANF,NOM,,,ES20051,PT,ES20051,46.2
2015,NV_IND_MANFPC,NOM,,,ES20051,EUR_PER_CAPITA,ES20051,13319.1
2021,NV_IND_MANFPC,NOM,,,ES20051,EUR_PER_CAPITA,ES20051,13169
2018,NV_IND_MANFPC,NOM,,,ES20051,EUR_PER_CAPITA,ES20051,13610.7
2016,NV_IND_MANFPC,NOM,,,ES20051,EUR_PER_CAPITA,ES20051,13899.1
2019,NV_IND_MANFPC,NOM,,,ES20051,EUR_PER_CAPITA,ES20051,13591.5
2014,NV_IND_MANFPC,NOM,,,ES20051,EUR_PER_CAPITA,ES20051,12378.8
2017,NV_IND_MANFPC,NOM,,,ES20051,EUR_PER_CAPITA,ES20051,14238.6
2020,NV_IND_MANFPC,NOM,,,ES20051,EUR_PER_CAPITA,ES20051,11579.8
2018,NV_IND_MANF,NOM,,,ES20051,PT,ES20051,48.1
2014,NV_IND_MANF,NOM,,,ES20051,PT,ES20051,45.8
2016,NV_IND_MANFPC,NOM,,,ES20052,EUR_PER_CAPITA,ES20052,15539.6
2014,NV_IND_MANFPC,NOM,,,ES20052,EUR_PER_CAPITA,ES20052,13704
2015,NV_IND_MANFPC,NOM,,,ES20052,EUR_PER_CAPITA,ES20052,13023.6
2019,NV_IND_MANFPC,NOM,,,ES20052,EUR_PER_CAPITA,ES20052,16425
2018,NV_IND_MANFPC,NOM,,,ES20052,EUR_PER_CAPITA,ES20052,16124.4
2021,NV_IND_MANF,NOM,,,ES20052,PT,ES20052,48.2
2021,NV_IND_MANFPC,NOM,,,ES20052,EUR_PER_CAPITA,ES20052,17379.3
2017,NV_IND_MANFPC,NOM,,,ES20052,EUR_PER_CAPITA,ES20052,16604.1
2015,NV_IND_MANF,NOM,,,ES20052,PT,ES20052,46
2018,NV_IND_MANF,NOM,,,ES20052,PT,ES20052,49
2016,NV_IND_MANF,NOM,,,ES20052,PT,ES20052,49.1
2014,NV_IND_MANF,NOM,,,ES20052,PT,ES20052,48.3
2020,NV_IND_MANFPC,NOM,,,ES20052,EUR_PER_CAPITA,ES20052,14035
2020,NV_IND_MANF,NOM,,,ES20052,PT,ES20052,44.1
2017,NV_IND_MANF,NOM,,,ES20052,PT,ES20052,49.9
2019,NV_IND_MANF,NOM,,,ES20052,PT,ES20052,47.6
2015,NV_IND_MANFPC,NOM,,,ES01058,EUR_PER_CAPITA,ES01058,62947.9
2016,NV_IND_MANFPC,NOM,,,ES01058,EUR_PER_CAPITA,ES01058,64815.6
2017,NV_IND_MANFPC,NOM,,,ES01058,EUR_PER_CAPITA,ES01058,78069.5
2020,NV_IND_MANFPC,NOM,,,ES01058,EUR_PER_CAPITA,ES01058,65003.1
2014,NV_IND_MANFPC,NOM,,,ES01058,EUR_PER_CAPITA,ES01058,64389.1
2021,NV_IND_MANFPC,NOM,,,ES01058,EUR_PER_CAPITA,ES01058,93438.3
2019,NV_IND_MANFPC,NOM,,,ES01058,EUR_PER_CAPITA,ES01058,81383.5
2018,NV_IND_MANFPC,NOM,,,ES01058,EUR_PER_CAPITA,ES01058,83782
2016,NV_IND_MANF,NOM,,,ES01058,PT,ES01058,57.1
2018,NV_IND_MANF,NOM,,,ES01058,PT,ES01058,56.6
2020,NV_IND_MANF,NOM,,,ES01058,PT,ES01058,54.8
2014,NV_IND_MANF,NOM,,,ES01058,PT,ES01058,58.6
2015,NV_IND_MANF,NOM,,,ES01058,PT,ES01058,59.8
2019,NV_IND_MANF,NOM,,,ES01058,PT,ES01058,56.4
2021,NV_IND_MANF,NOM,,,ES01058,PT,ES01058,60.1
2017,NV_IND_MANF,NOM,,,ES01058,PT,ES01058,57.6
2020,NV_IND_MANF,NOM,,,ES20068,PT,ES20068,5.1
2021,NV_IND_MANF,NOM,,,ES20068,PT,ES20068,3.7
2019,NV_IND_MANF,NOM,,,ES20068,PT,ES20068,6.5
2015,NV_IND_MANFPC,NOM,,,ES20068,EUR_PER_CAPITA,ES20068,1133.1
2014,NV_IND_MANF,NOM,,,ES20068,PT,ES20068,10.1
2017,NV_IND_MANF,NOM,,,ES20068,PT,ES20068,6.4
2016,NV_IND_MANF,NOM,,,ES20068,PT,ES20068,8
2016,NV_IND_MANFPC,NOM,,,ES20068,EUR_PER_CAPITA,ES20068,1006.1
2019,NV_IND_MANFPC,NOM,,,ES20068,EUR_PER_CAPITA,ES20068,880.2
2018,NV_IND_MANFPC,NOM,,,ES20068,EUR_PER_CAPITA,ES20068,694.8
2021,NV_IND_MANFPC,NOM,,,ES20068,EUR_PER_CAPITA,ES20068,470.9
2014,NV_IND_MANFPC,NOM,,,ES20068,EUR_PER_CAPITA,ES20068,1359.7
2017,NV_IND_MANFPC,NOM,,,ES20068,EUR_PER_CAPITA,ES20068,772.4
2020,NV_IND_MANFPC,NOM,,,ES20068,EUR_PER_CAPITA,ES20068,508.7
2018,NV_IND_MANF,NOM,,,ES20068,PT,ES20068,5.1
2015,NV_IND_MANF,NOM,,,ES20068,PT,ES20068,8.4
2019,NV_IND_MANF,NOM,,,ES48054,PT,ES48054,12.6
2014,NV_IND_MANF,NOM,,,ES48054,PT,ES48054,9.7
2015,NV_IND_MANF,NOM,,,ES48054,PT,ES48054,10.1
2016,NV_IND_MANF,NOM,,,ES48054,PT,ES48054,11
2020,NV_IND_MANF,NOM,,,ES48054,PT,ES48054,13.8
2021,NV_IND_MANF,NOM,,,ES48054,PT,ES48054,13
2018,NV_IND_MANFPC,NOM,,,ES48054,EUR_PER_CAPITA,ES48054,5928.4
2016,NV_IND_MANFPC,NOM,,,ES48054,EUR_PER_CAPITA,ES48054,5031
2020,NV_IND_MANFPC,NOM,,,ES48054,EUR_PER_CAPITA,ES48054,6890.2
2015,NV_IND_MANFPC,NOM,,,ES48054,EUR_PER_CAPITA,ES48054,4278.2
2017,NV_IND_MANFPC,NOM,,,ES48054,EUR_PER_CAPITA,ES48054,5341.1
2019,NV_IND_MANFPC,NOM,,,ES48054,EUR_PER_CAPITA,ES48054,6397.1
2021,NV_IND_MANFPC,NOM,,,ES48054,EUR_PER_CAPITA,ES48054,6520.1
2014,NV_IND_MANFPC,NOM,,,ES48054,EUR_PER_CAPITA,ES48054,4160.7
2018,NV_IND_MANF,NOM,,,ES48054,PT,ES48054,12.7
2017,NV_IND_MANF,NOM,,,ES48054,PT,ES48054,11.6
2020,NV_IND_MANF,NOM,,,ES48057,PT,ES48057,1
2015,NV_IND_MANF,NOM,,,ES48057,PT,ES48057,1.6
2014,NV_IND_MANFPC,NOM,,,ES48057,EUR_PER_CAPITA,ES48057,289
2015,NV_IND_MANFPC,NOM,,,ES48057,EUR_PER_CAPITA,ES48057,292.6
2018,NV_IND_MANF,NOM,,,ES48057,PT,ES48057,1.2
2016,NV_IND_MANF,NOM,,,ES48057,PT,ES48057,1.9
2014,NV_IND_MANF,NOM,,,ES48057,PT,ES48057,1.8
2017,NV_IND_MANF,NOM,,,ES48057,PT,ES48057,2
2019,NV_IND_MANF,NOM,,,ES48057,PT,ES48057,1.1
2021,NV_IND_MANF,NOM,,,ES48057,PT,ES48057,1
2018,NV_IND_MANFPC,NOM,,,ES48057,EUR_PER_CAPITA,ES48057,212.8
2016,NV_IND_MANFPC,NOM,,,ES48057,EUR_PER_CAPITA,ES48057,327.3
2020,NV_IND_MANFPC,NOM,,,ES48057,EUR_PER_CAPITA,ES48057,154.3
2017,NV_IND_MANFPC,NOM,,,ES48057,EUR_PER_CAPITA,ES48057,329.1
2019,NV_IND_MANFPC,NOM,,,ES48057,EUR_PER_CAPITA,ES48057,183.2
2021,NV_IND_MANFPC,NOM,,,ES48057,EUR_PER_CAPITA,ES48057,161.3
2014,NV_IND_MANFPC,NOM,,,ES48055,EUR_PER_CAPITA,ES48055,9053.3
2014,NV_IND_MANF,NOM,,,ES48055,PT,ES48055,31
2017,NV_IND_MANF,NOM,,,ES48055,PT,ES48055,31.8
2018,NV_IND_MANF,NOM,,,ES48055,PT,ES48055,26.7
2019,NV_IND_MANF,NOM,,,ES48055,PT,ES48055,30.3
2015,NV_IND_MANF,NOM,,,ES48055,PT,ES48055,29.1
2016,NV_IND_MANF,NOM,,,ES48055,PT,ES48055,32.9
2020,NV_IND_MANF,NOM,,,ES48055,PT,ES48055,29.5
2021,NV_IND_MANF,NOM,,,ES48055,PT,ES48055,34.9
2018,NV_IND_MANFPC,NOM,,,ES48055,EUR_PER_CAPITA,ES48055,9041.6
2016,NV_IND_MANFPC,NOM,,,ES48055,EUR_PER_CAPITA,ES48055,10834.5
2020,NV_IND_MANFPC,NOM,,,ES48055,EUR_PER_CAPITA,ES48055,9437.6
2015,NV_IND_MANFPC,NOM,,,ES48055,EUR_PER_CAPITA,ES48055,8912
2017,NV_IND_MANFPC,NOM,,,ES48055,EUR_PER_CAPITA,ES48055,11159.7
2019,NV_IND_MANFPC,NOM,,,ES48055,EUR_PER_CAPITA,ES48055,10626.7
2021,NV_IND_MANFPC,NOM,,,ES48055,EUR_PER_CAPITA,ES48055,12784.2
2018,NV_IND_MANF,NOM,,,ES48056,PT,ES48056,0
2020,NV_IND_MANF,NOM,,,ES48056,PT,ES48056,0
2015,NV_IND_MANF,NOM,,,ES48056,PT,ES48056,0
2017,NV_IND_MANF,NOM,,,ES48056,PT,ES48056,0
2019,NV_IND_MANF,NOM,,,ES48056,PT,ES48056,0
2021,NV_IND_MANF,NOM,,,ES48056,PT,ES48056,0
2018,NV_IND_MANFPC,NOM,,,ES48056,EUR_PER_CAPITA,ES48056,0
2016,NV_IND_MANFPC,NOM,,,ES48056,EUR_PER_CAPITA,ES48056,0
2020,NV_IND_MANFPC,NOM,,,ES48056,EUR_PER_CAPITA,ES48056,0
2015,NV_IND_MANFPC,NOM,,,ES48056,EUR_PER_CAPITA,ES48056,0
2017,NV_IND_MANFPC,NOM,,,ES48056,EUR_PER_CAPITA,ES48056,0
2019,NV_IND_MANFPC,NOM,,,ES48056,EUR_PER_CAPITA,ES48056,0
2021,NV_IND_MANFPC,NOM,,,ES48056,EUR_PER_CAPITA,ES48056,0
2014,NV_IND_MANFPC,NOM,,,ES48056,EUR_PER_CAPITA,ES48056,61
2014,NV_IND_MANF,NOM,,,ES48056,PT,ES48056,0.5
2016,NV_IND_MANF,NOM,,,ES48056,PT,ES48056,0
2018,NV_IND_MANF,NOM,,,ES01034,PT,ES01034,15
2020,NV_IND_MANFPC,NOM,,,ES01034,EUR_PER_CAPITA,ES01034,1661.4
2015,NV_IND_MANF,NOM,,,ES01034,PT,ES01034,32.7
2017,NV_IND_MANF,NOM,,,ES01034,PT,ES01034,32.3
2015,NV_IND_MANFPC,NOM,,,ES01034,EUR_PER_CAPITA,ES01034,9611.9
2021,NV_IND_MANF,NOM,,,ES01034,PT,ES01034,15.9
2014,NV_IND_MANFPC,NOM,,,ES01034,EUR_PER_CAPITA,ES01034,10878.2
2018,NV_IND_MANFPC,NOM,,,ES01034,EUR_PER_CAPITA,ES01034,3551.4
2017,NV_IND_MANFPC,NOM,,,ES01034,EUR_PER_CAPITA,ES01034,10812.9
2016,NV_IND_MANF,NOM,,,ES01034,PT,ES01034,31.6
2014,NV_IND_MANF,NOM,,,ES01034,PT,ES01034,41.4
2021,NV_IND_MANFPC,NOM,,,ES01034,EUR_PER_CAPITA,ES01034,3321
2019,NV_IND_MANF,NOM,,,ES01034,PT,ES01034,14.3
2020,NV_IND_MANF,NOM,,,ES01034,PT,ES01034,9.4
2019,NV_IND_MANFPC,NOM,,,ES01034,EUR_PER_CAPITA,ES01034,2857.8
2016,NV_IND_MANFPC,NOM,,,ES01034,EUR_PER_CAPITA,ES01034,9593.6
2016,NV_IND_MANFPC,NOM,,,ES48081,EUR_PER_CAPITA,ES48081,12845.9
2020,NV_IND_MANFPC,NOM,,,ES48081,EUR_PER_CAPITA,ES48081,10763.5
2021,NV_IND_MANFPC,NOM,,,ES48081,EUR_PER_CAPITA,ES48081,11450.1
2020,NV_IND_MANF,NOM,,,ES48081,PT,ES48081,18
2014,NV_IND_MANF,NOM,,,ES48081,PT,ES48081,23.6
2016,NV_IND_MANF,NOM,,,ES48081,PT,ES48081,24.1
2021,NV_IND_MANF,NOM,,,ES48081,PT,ES48081,17.9
2017,NV_IND_MANF,NOM,,,ES48081,PT,ES48081,23.9
2019,NV_IND_MANF,NOM,,,ES48081,PT,ES48081,20.5
2018,NV_IND_MANFPC,NOM,,,ES48081,EUR_PER_CAPITA,ES48081,11730
2014,NV_IND_MANFPC,NOM,,,ES48081,EUR_PER_CAPITA,ES48081,12003.8
2019,NV_IND_MANFPC,NOM,,,ES48081,EUR_PER_CAPITA,ES48081,11647.2
2015,NV_IND_MANF,NOM,,,ES48081,PT,ES48081,23.2
2017,NV_IND_MANFPC,NOM,,,ES48081,EUR_PER_CAPITA,ES48081,12236.3
2015,NV_IND_MANFPC,NOM,,,ES48081,EUR_PER_CAPITA,ES48081,12998.1
2018,NV_IND_MANF,NOM,,,ES48081,PT,ES48081,25.6
2014,NV_IND_MANFPC,NOM,,,ES20053,EUR_PER_CAPITA,ES20053,12999.2
2021,NV_IND_MANF,NOM,,,ES20053,PT,ES20053,33
2016,NV_IND_MANF,NOM,,,ES20053,PT,ES20053,32.5
2019,NV_IND_MANFPC,NOM,,,ES20053,EUR_PER_CAPITA,ES20053,13638.8
2020,NV_IND_MANFPC,NOM,,,ES20053,EUR_PER_CAPITA,ES20053,13547.6
2020,NV_IND_MANF,NOM,,,ES20053,PT,ES20053,32.6
2018,NV_IND_MANF,NOM,,,ES20053,PT,ES20053,31.6
2019,NV_IND_MANF,NOM,,,ES20053,PT,ES20053,31.5
2015,NV_IND_MANFPC,NOM,,,ES20053,EUR_PER_CAPITA,ES20053,13545.9
2018,NV_IND_MANFPC,NOM,,,ES20053,EUR_PER_CAPITA,ES20053,13404.8
2016,NV_IND_MANFPC,NOM,,,ES20053,EUR_PER_CAPITA,ES20053,13382.7
2014,NV_IND_MANF,NOM,,,ES20053,PT,ES20053,36.5
2017,NV_IND_MANF,NOM,,,ES20053,PT,ES20053,31.2
2021,NV_IND_MANFPC,NOM,,,ES20053,EUR_PER_CAPITA,ES20053,14516.3
2017,NV_IND_MANFPC,NOM,,,ES20053,EUR_PER_CAPITA,ES20053,13072.3
2015,NV_IND_MANF,NOM,,,ES20053,PT,ES20053,34.2
2020,NV_IND_MANF,NOM,,,ES20054,PT,ES20054,43.5
2015,NV_IND_MANFPC,NOM,,,ES20054,EUR_PER_CAPITA,ES20054,14543.6
2021,NV_IND_MANFPC,NOM,,,ES20054,EUR_PER_CAPITA,ES20054,18543.5
2019,NV_IND_MANFPC,NOM,,,ES20054,EUR_PER_CAPITA,ES20054,17888.9
2017,NV_IND_MANFPC,NOM,,,ES20054,EUR_PER_CAPITA,ES20054,17505.1
2014,NV_IND_MANFPC,NOM,,,ES20054,EUR_PER_CAPITA,ES20054,12757.5
2016,NV_IND_MANFPC,NOM,,,ES20054,EUR_PER_CAPITA,ES20054,16103.2
2020,NV_IND_MANFPC,NOM,,,ES20054,EUR_PER_CAPITA,ES20054,14653.8
2018,NV_IND_MANF,NOM,,,ES20054,PT,ES20054,58.5
2017,NV_IND_MANF,NOM,,,ES20054,PT,ES20054,54.6
2018,NV_IND_MANFPC,NOM,,,ES20054,EUR_PER_CAPITA,ES20054,19530.6
2016,NV_IND_MANF,NOM,,,ES20054,PT,ES20054,54.6
2019,NV_IND_MANF,NOM,,,ES20054,PT,ES20054,47.9
2021,NV_IND_MANF,NOM,,,ES20054,PT,ES20054,48.5
2014,NV_IND_MANF,NOM,,,ES20054,PT,ES20054,47.7
2015,NV_IND_MANF,NOM,,,ES20054,PT,ES20054,53.4
2021,NV_IND_MANFPC,NOM,,,ES48903,EUR_PER_CAPITA,ES48903,54695.3
2017,NV_IND_MANFPC,NOM,,,ES48903,EUR_PER_CAPITA,ES48903,40083.3
2019,NV_IND_MANFPC,NOM,,,ES48903,EUR_PER_CAPITA,ES48903,41094.3
2018,NV_IND_MANFPC,NOM,,,ES48903,EUR_PER_CAPITA,ES48903,43913
2019,NV_IND_MANF,NOM,,,ES48903,PT,ES48903,18.2
2020,NV_IND_MANF,NOM,,,ES48903,PT,ES48903,21.5
2014,NV_IND_MANF,NOM,,,ES48903,PT,ES48903,19.6
2020,NV_IND_MANFPC,NOM,,,ES48903,EUR_PER_CAPITA,ES48903,36511.2
2015,NV_IND_MANF,NOM,,,ES48903,PT,ES48903,17.3
2017,NV_IND_MANF,NOM,,,ES48903,PT,ES48903,18.8
2016,NV_IND_MANF,NOM,,,ES48903,PT,ES48903,16.2
2016,NV_IND_MANFPC,NOM,,,ES48903,EUR_PER_CAPITA,ES48903,32474.5
2018,NV_IND_MANF,NOM,,,ES48903,PT,ES48903,19.5
2014,NV_IND_MANFPC,NOM,,,ES48903,EUR_PER_CAPITA,ES48903,33277.5
2021,NV_IND_MANF,NOM,,,ES48903,PT,ES48903,27.7
2015,NV_IND_MANFPC,NOM,,,ES48903,EUR_PER_CAPITA,ES48903,31017.9
2016,NV_IND_MANF,NOM,,,ES48058,PT,ES48058,64.9
2014,NV_IND_MANF,NOM,,,ES48058,PT,ES48058,64.4
2020,NV_IND_MANF,NOM,,,ES48058,PT,ES48058,66.6
2015,NV_IND_MANF,NOM,,,ES48058,PT,ES48058,65.3
2019,NV_IND_MANF,NOM,,,ES48058,PT,ES48058,67.3
2021,NV_IND_MANF,NOM,,,ES48058,PT,ES48058,69.2
2018,NV_IND_MANFPC,NOM,,,ES48058,EUR_PER_CAPITA,ES48058,95496.4
2016,NV_IND_MANFPC,NOM,,,ES48058,EUR_PER_CAPITA,ES48058,72013.6
2020,NV_IND_MANFPC,NOM,,,ES48058,EUR_PER_CAPITA,ES48058,96368.8
2015,NV_IND_MANFPC,NOM,,,ES48058,EUR_PER_CAPITA,ES48058,64791.1
2017,NV_IND_MANFPC,NOM,,,ES48058,EUR_PER_CAPITA,ES48058,79825.7
