Year,Series,Valor,Territorio,Comarca,Municipio,Units,GeoCode,Value
2018,NV_IND_MANFPC,NOM,,,ES20079,EUR_PER_CAPITA,ES20079,3101.4
2020,NV_IND_MANFPC,NOM,,,ES20079,EUR_PER_CAPITA,ES20079,2711.5
2015,NV_IND_MANF,NOM,,,ES20079,PT,ES20079,10.3
2020,NV_IND_MANF,NOM,,,ES48024,PT,ES48024,0.7
2018,NV_IND_MANF,NOM,,,ES48024,PT,ES48024,1.2
2014,NV_IND_MANF,NOM,,,ES48024,PT,ES48024,1.4
2016,NV_IND_MANF,NOM,,,ES48024,PT,ES48024,0.7
2015,NV_IND_MANF,NOM,,,ES48024,PT,ES48024,1.2
2017,NV_IND_MANF,NOM,,,ES48024,PT,ES48024,1.3
2019,NV_IND_MANF,NOM,,,ES48024,PT,ES48024,1.5
2021,NV_IND_MANF,NOM,,,ES48024,PT,ES48024,0.6
2018,NV_IND_MANFPC,NOM,,,ES48024,EUR_PER_CAPITA,ES48024,228.1
2020,NV_IND_MANFPC,NOM,,,ES48024,EUR_PER_CAPITA,ES48024,121.4
2014,NV_IND_MANFPC,NOM,,,ES48024,EUR_PER_CAPITA,ES48024,226.6
2016,NV_IND_MANFPC,NOM,,,ES48024,EUR_PER_CAPITA,ES48024,112.3
2015,NV_IND_MANFPC,NOM,,,ES48024,EUR_PER_CAPITA,ES48024,140.3
2017,NV_IND_MANFPC,NOM,,,ES48024,EUR_PER_CAPITA,ES48024,234.3
2019,NV_IND_MANFPC,NOM,,,ES48024,EUR_PER_CAPITA,ES48024,299.4
2021,NV_IND_MANFPC,NOM,,,ES48024,EUR_PER_CAPITA,ES48024,107
2018,NV_IND_MANF,NOM,,,ES48025,PT,ES48025,12.8
2016,NV_IND_MANF,NOM,,,ES48025,PT,ES48025,11.3
2014,NV_IND_MANF,NOM,,,ES48025,PT,ES48025,11.3
2020,NV_IND_MANF,NOM,,,ES48025,PT,ES48025,10.4
2015,NV_IND_MANF,NOM,,,ES48025,PT,ES48025,11.7
2017,NV_IND_MANF,NOM,,,ES48025,PT,ES48025,12.2
2019,NV_IND_MANF,NOM,,,ES48025,PT,ES48025,13.2
2021,NV_IND_MANF,NOM,,,ES48025,PT,ES48025,11
2018,NV_IND_MANFPC,NOM,,,ES48025,EUR_PER_CAPITA,ES48025,2216.2
2014,NV_IND_MANFPC,NOM,,,ES48025,EUR_PER_CAPITA,ES48025,1649.3
2016,NV_IND_MANFPC,NOM,,,ES48025,EUR_PER_CAPITA,ES48025,1921
2020,NV_IND_MANFPC,NOM,,,ES48025,EUR_PER_CAPITA,ES48025,1667.9
2015,NV_IND_MANFPC,NOM,,,ES48025,EUR_PER_CAPITA,ES48025,1817.8
2017,NV_IND_MANFPC,NOM,,,ES48025,EUR_PER_CAPITA,ES48025,2158.3
2019,NV_IND_MANFPC,NOM,,,ES48025,EUR_PER_CAPITA,ES48025,2364.8
2021,NV_IND_MANFPC,NOM,,,ES48025,EUR_PER_CAPITA,ES48025,1997.2
2019,NV_IND_MANF,NOM,,,ES20025,PT,ES20025,38.2
2018,NV_IND_MANFPC,NOM,,,ES20025,EUR_PER_CAPITA,ES20025,6523.8
2015,NV_IND_MANFPC,NOM,,,ES20025,EUR_PER_CAPITA,ES20025,4835.2
2015,NV_IND_MANF,NOM,,,ES20025,PT,ES20025,31.8
2014,NV_IND_MANF,NOM,,,ES20025,PT,ES20025,30.6
2017,NV_IND_MANF,NOM,,,ES20025,PT,ES20025,30.9
2018,NV_IND_MANF,NOM,,,ES20025,PT,ES20025,33.6
2016,NV_IND_MANF,NOM,,,ES20025,PT,ES20025,31.7
2020,NV_IND_MANF,NOM,,,ES20025,PT,ES20025,39.2
2016,NV_IND_MANFPC,NOM,,,ES20025,EUR_PER_CAPITA,ES20025,5403.9
2021,NV_IND_MANF,NOM,,,ES20025,PT,ES20025,39.1
2014,NV_IND_MANFPC,NOM,,,ES20025,EUR_PER_CAPITA,ES20025,4464.7
2017,NV_IND_MANFPC,NOM,,,ES20025,EUR_PER_CAPITA,ES20025,5532.3
2020,NV_IND_MANFPC,NOM,,,ES20025,EUR_PER_CAPITA,ES20025,6442
2019,NV_IND_MANFPC,NOM,,,ES20025,EUR_PER_CAPITA,ES20025,7152.3
2021,NV_IND_MANFPC,NOM,,,ES20025,EUR_PER_CAPITA,ES20025,6415.8
2016,NV_IND_MANF,NOM,,,ES20026,PT,ES20026,46.3
2017,NV_IND_MANFPC,NOM,,,ES20026,EUR_PER_CAPITA,ES20026,11339.8
2019,NV_IND_MANF,NOM,,,ES20026,PT,ES20026,33.5
2021,NV_IND_MANFPC,NOM,,,ES20026,EUR_PER_CAPITA,ES20026,6158.8
2020,NV_IND_MANF,NOM,,,ES20026,PT,ES20026,29.4
2015,NV_IND_MANF,NOM,,,ES20026,PT,ES20026,39.8
2015,NV_IND_MANFPC,NOM,,,ES20026,EUR_PER_CAPITA,ES20026,9782.5
2016,NV_IND_MANFPC,NOM,,,ES20026,EUR_PER_CAPITA,ES20026,12353.4
2019,NV_IND_MANFPC,NOM,,,ES20026,EUR_PER_CAPITA,ES20026,8659.3
2018,NV_IND_MANFPC,NOM,,,ES20026,EUR_PER_CAPITA,ES20026,8778.6
2014,NV_IND_MANF,NOM,,,ES20026,PT,ES20026,40.6
2014,NV_IND_MANFPC,NOM,,,ES20026,EUR_PER_CAPITA,ES20026,8865.9
2020,NV_IND_MANFPC,NOM,,,ES20026,EUR_PER_CAPITA,ES20026,6528
2018,NV_IND_MANF,NOM,,,ES20026,PT,ES20026,40.3
2021,NV_IND_MANF,NOM,,,ES20026,PT,ES20026,27.7
2017,NV_IND_MANF,NOM,,,ES20026,PT,ES20026,43.8
2016,NV_IND_MANF,NOM,,,ES20027,PT,ES20027,43.9
2019,NV_IND_MANF,NOM,,,ES20027,PT,ES20027,47.1
2020,NV_IND_MANF,NOM,,,ES20027,PT,ES20027,55.4
2018,NV_IND_MANFPC,NOM,,,ES20027,EUR_PER_CAPITA,ES20027,16636.5
2015,NV_IND_MANFPC,NOM,,,ES20027,EUR_PER_CAPITA,ES20027,17329.6
2015,NV_IND_MANF,NOM,,,ES20027,PT,ES20027,47.9
2016,NV_IND_MANFPC,NOM,,,ES20027,EUR_PER_CAPITA,ES20027,15506.7
2019,NV_IND_MANFPC,NOM,,,ES20027,EUR_PER_CAPITA,ES20027,20118.3
2014,NV_IND_MANFPC,NOM,,,ES20027,EUR_PER_CAPITA,ES20027,15601.3
2021,NV_IND_MANF,NOM,,,ES20027,PT,ES20027,50.3
2017,NV_IND_MANF,NOM,,,ES20027,PT,ES20027,43.6
2017,NV_IND_MANFPC,NOM,,,ES20027,EUR_PER_CAPITA,ES20027,15254.6
2014,NV_IND_MANF,NOM,,,ES20027,PT,ES20027,46
2021,NV_IND_MANFPC,NOM,,,ES20027,EUR_PER_CAPITA,ES20027,22793.9
2020,NV_IND_MANFPC,NOM,,,ES20027,EUR_PER_CAPITA,ES20027,26095.9
2018,NV_IND_MANF,NOM,,,ES20027,PT,ES20027,44.7
2016,NV_IND_MANF,NOM,,,ES48913,PT,ES48913,16.8
2014,NV_IND_MANFPC,NOM,,,ES48913,EUR_PER_CAPITA,ES48913,21496.2
2020,NV_IND_MANFPC,NOM,,,ES48913,EUR_PER_CAPITA,ES48913,34607
2017,NV_IND_MANFPC,NOM,,,ES48913,EUR_PER_CAPITA,ES48913,18490
2021,NV_IND_MANF,NOM,,,ES48913,PT,ES48913,23.6
2019,NV_IND_MANF,NOM,,,ES48913,PT,ES48913,18.4
2016,NV_IND_MANFPC,NOM,,,ES48913,EUR_PER_CAPITA,ES48913,23806.1
2015,NV_IND_MANF,NOM,,,ES48913,PT,ES48913,14.4
2017,NV_IND_MANF,NOM,,,ES48913,PT,ES48913,9.6
2020,NV_IND_MANF,NOM,,,ES48913,PT,ES48913,21.4
2019,NV_IND_MANFPC,NOM,,,ES48913,EUR_PER_CAPITA,ES48913,28644.3
2021,NV_IND_MANFPC,NOM,,,ES48913,EUR_PER_CAPITA,ES48913,43442.7
2014,NV_IND_MANF,NOM,,,ES48913,PT,ES48913,15.4
2015,NV_IND_MANFPC,NOM,,,ES48913,EUR_PER_CAPITA,ES48913,23207.7
2018,NV_IND_MANF,NOM,,,ES48913,PT,ES48913,10.3
2018,NV_IND_MANFPC,NOM,,,ES48913,EUR_PER_CAPITA,ES48913,29073
2018,NV_IND_MANFPC,NOM,,,ES01018,EUR_PER_CAPITA,ES01018,15710.3
2017,NV_IND_MANFPC,NOM,,,ES01018,EUR_PER_CAPITA,ES01018,16037.1
2016,NV_IND_MANFPC,NOM,,,ES01018,EUR_PER_CAPITA,ES01018,20232.6
2014,NV_IND_MANFPC,NOM,,,ES01018,EUR_PER_CAPITA,ES01018,15922.3
2019,NV_IND_MANF,NOM,,,ES01018,PT,ES01018,38.3
2021,NV_IND_MANF,NOM,,,ES01018,PT,ES01018,28.7
2017,NV_IND_MANF,NOM,,,ES01018,PT,ES01018,39.3
2015,NV_IND_MANFPC,NOM,,,ES01018,EUR_PER_CAPITA,ES01018,27643.2
2021,NV_IND_MANFPC,NOM,,,ES01018,EUR_PER_CAPITA,ES01018,9419.1
2015,NV_IND_MANF,NOM,,,ES01018,PT,ES01018,51.9
2014,NV_IND_MANF,NOM,,,ES01018,PT,ES01018,39.5
2020,NV_IND_MANF,NOM,,,ES01018,PT,ES01018,36.4
2016,NV_IND_MANF,NOM,,,ES01018,PT,ES01018,42.5
2018,NV_IND_MANF,NOM,,,ES01018,PT,ES01018,38.7
2019,NV_IND_MANFPC,NOM,,,ES01018,EUR_PER_CAPITA,ES01018,15688.8
2020,NV_IND_MANFPC,NOM,,,ES01018,EUR_PER_CAPITA,ES01018,11785.5
2016,NV_IND_MANFPC,NOM,,,ES48915,EUR_PER_CAPITA,ES48915,263.2
2019,NV_IND_MANF,NOM,,,ES48915,PT,ES48915,3.9
2016,NV_IND_MANF,NOM,,,ES48915,PT,ES48915,2.4
2014,NV_IND_MANFPC,NOM,,,ES48915,EUR_PER_CAPITA,ES48915,274
2018,NV_IND_MANFPC,NOM,,,ES48915,EUR_PER_CAPITA,ES48915,187.6
2017,NV_IND_MANFPC,NOM,,,ES48915,EUR_PER_CAPITA,ES48915,328.3
2020,NV_IND_MANFPC,NOM,,,ES48915,EUR_PER_CAPITA,ES48915,228.9
2020,NV_IND_MANF,NOM,,,ES48915,PT,ES48915,2.3
2021,NV_IND_MANFPC,NOM,,,ES48915,EUR_PER_CAPITA,ES48915,210.4
2019,NV_IND_MANFPC,NOM,,,ES48915,EUR_PER_CAPITA,ES48915,467.4
2014,NV_IND_MANF,NOM,,,ES48915,PT,ES48915,2.6
2021,NV_IND_MANF,NOM,,,ES48915,PT,ES48915,1.8
2017,NV_IND_MANF,NOM,,,ES48915,PT,ES48915,3.2
2015,NV_IND_MANF,NOM,,,ES48915,PT,ES48915,2.5
2015,NV_IND_MANFPC,NOM,,,ES48915,EUR_PER_CAPITA,ES48915,257.3
2018,NV_IND_MANF,NOM,,,ES48915,PT,ES48915,1.7
2015,NV_IND_MANF,NOM,,,ES20028,PT,ES20028,46
2015,NV_IND_MANFPC,NOM,,,ES20028,EUR_PER_CAPITA,ES20028,12671.9
2020,NV_IND_MANF,NOM,,,ES20028,PT,ES20028,44.3
2021,NV_IND_MANF,NOM,,,ES20028,PT,ES20028,45.9
2017,NV_IND_MANF,NOM,,,ES20028,PT,ES20028,43.1
2016,NV_IND_MANFPC,NOM,,,ES20028,EUR_PER_CAPITA,ES20028,12236.2
2020,NV_IND_MANFPC,NOM,,,ES20028,EUR_PER_CAPITA,ES20028,13369.6
2019,NV_IND_MANFPC,NOM,,,ES20028,EUR_PER_CAPITA,ES20028,14130.3
2021,NV_IND_MANFPC,NOM,,,ES20028,EUR_PER_CAPITA,ES20028,15481.4
2019,NV_IND_MANF,NOM,,,ES20028,PT,ES20028,43.7
2018,NV_IND_MANFPC,NOM,,,ES20028,EUR_PER_CAPITA,ES20028,13107
2016,NV_IND_MANF,NOM,,,ES20028,PT,ES20028,43.4
2014,NV_IND_MANFPC,NOM,,,ES20028,EUR_PER_CAPITA,ES20028,12138.3
2017,NV_IND_MANFPC,NOM,,,ES20028,EUR_PER_CAPITA,ES20028,12654.8
2014,NV_IND_MANF,NOM,,,ES20028,PT,ES20028,43.9
2018,NV_IND_MANF,NOM,,,ES20028,PT,ES20028,43
2017,NV_IND_MANF,NOM,,,ES01063,PT,ES01063,11
2019,NV_IND_MANF,NOM,,,ES01063,PT,ES01063,4.8
2014,NV_IND_MANFPC,NOM,,,ES01063,EUR_PER_CAPITA,ES01063,1364.2
2020,NV_IND_MANFPC,NOM,,,ES01063,EUR_PER_CAPITA,ES01063,957.3
2016,NV_IND_MANFPC,NOM,,,ES01063,EUR_PER_CAPITA,ES01063,1914.6
2021,NV_IND_MANFPC,NOM,,,ES01063,EUR_PER_CAPITA,ES01063,1121.7
2019,NV_IND_MANFPC,NOM,,,ES01063,EUR_PER_CAPITA,ES01063,1029
2018,NV_IND_MANFPC,NOM,,,ES01063,EUR_PER_CAPITA,ES01063,1080.9
2017,NV_IND_MANFPC,NOM,,,ES01063,EUR_PER_CAPITA,ES01063,2435.1
2015,NV_IND_MANFPC,NOM,,,ES01063,EUR_PER_CAPITA,ES01063,2378.8
2018,NV_IND_MANF,NOM,,,ES01063,PT,ES01063,5.3
2020,NV_IND_MANF,NOM,,,ES01063,PT,ES01063,5.2
2014,NV_IND_MANF,NOM,,,ES01063,PT,ES01063,7
2015,NV_IND_MANF,NOM,,,ES01063,PT,ES01063,11.1
2016,NV_IND_MANF,NOM,,,ES01063,PT,ES01063,9.2
2021,NV_IND_MANF,NOM,,,ES01063,PT,ES01063,5.3
2016,NV_IND_MANF,NOM,,,ES20081,PT,ES20081,43.3
2019,NV_IND_MANF,NOM,,,ES20081,PT,ES20081,36.6
2020,NV_IND_MANF,NOM,,,ES20081,PT,ES20081,37.2
2014,NV_IND_MANF,NOM,,,ES20081,PT,ES20081,43.1
2017,NV_IND_MANF,NOM,,,ES20081,PT,ES20081,41
2018,NV_IND_MANF,NOM,,,ES20081,PT,ES20081,38.6
2021,NV_IND_MANF,NOM,,,ES20081,PT,ES20081,32.6
2021,NV_IND_MANFPC,NOM,,,ES20081,EUR_PER_CAPITA,ES20081,9947.9
2015,NV_IND_MANFPC,NOM,,,ES20081,EUR_PER_CAPITA,ES20081,14849.7
2019,NV_IND_MANFPC,NOM,,,ES20081,EUR_PER_CAPITA,ES20081,12920.1
2017,NV_IND_MANFPC,NOM,,,ES20081,EUR_PER_CAPITA,ES20081,12681.3
2014,NV_IND_MANFPC,NOM,,,ES20081,EUR_PER_CAPITA,ES20081,13687.3
2016,NV_IND_MANFPC,NOM,,,ES20081,EUR_PER_CAPITA,ES20081,13934.2
2018,NV_IND_MANFPC,NOM,,,ES20081,EUR_PER_CAPITA,ES20081,12928.9
2020,NV_IND_MANFPC,NOM,,,ES20081,EUR_PER_CAPITA,ES20081,11299.6
2015,NV_IND_MANF,NOM,,,ES20081,PT,ES20081,46.3
2015,NV_IND_MANF,NOM,,,ES20080,PT,ES20080,12.9
2019,NV_IND_MANF,NOM,,,ES20080,PT,ES20080,12.5
2016,NV_IND_MANF,NOM,,,ES20080,PT,ES20080,10.5
2020,NV_IND_MANF,NOM,,,ES20080,PT,ES20080,10.8
2014,NV_IND_MANF,NOM,,,ES20080,PT,ES20080,18.3
2017,NV_IND_MANF,NOM,,,ES20080,PT,ES20080,14
2018,NV_IND_MANF,NOM,,,ES20080,PT,ES20080,13.4
2021,NV_IND_MANF,NOM,,,ES20080,PT,ES20080,12.3
2015,NV_IND_MANFPC,NOM,,,ES20080,EUR_PER_CAPITA,ES20080,3074.4
2021,NV_IND_MANFPC,NOM,,,ES20080,EUR_PER_CAPITA,ES20080,2947.7
2019,NV_IND_MANFPC,NOM,,,ES20080,EUR_PER_CAPITA,ES20080,2856.4
2017,NV_IND_MANFPC,NOM,,,ES20080,EUR_PER_CAPITA,ES20080,2782.3
2016,NV_IND_MANFPC,NOM,,,ES20080,EUR_PER_CAPITA,ES20080,2128
2018,NV_IND_MANFPC,NOM,,,ES20080,EUR_PER_CAPITA,ES20080,2929.7
2020,NV_IND_MANFPC,NOM,,,ES20080,EUR_PER_CAPITA,ES20080,2226.3
2014,NV_IND_MANFPC,NOM,,,ES20080,EUR_PER_CAPITA,ES20080,4505.5
2015,NV_IND_MANFPC,NOM,,ES0101,,EUR_PER_CAPITA,ES0101,26132.8
2021,NV_IND_MANF,NOM,,ES0101,,PT,ES0101,49.1
2019,NV_IND_MANF,NOM,,ES0101,,PT,ES0101,50.3
2018,NV_IND_MANFPC,NOM,,ES0101,,EUR_PER_CAPITA,ES0101,26414
2017,NV_IND_MANFPC,NOM,,ES0101,,EUR_PER_CAPITA,ES0101,26180.2
2020,NV_IND_MANFPC,NOM,,ES0101,,EUR_PER_CAPITA,ES0101,24877.7
2014,NV_IND_MANFPC,NOM,,ES0101,,EUR_PER_CAPITA,ES0101,23789.8
2017,NV_IND_MANF,NOM,,ES0101,,PT,ES0101,49.8
2015,NV_IND_MANF,NOM,,ES0101,,PT,ES0101,47.8
2016,NV_IND_MANF,NOM,,ES0101,,PT,ES0101,47.9
2019,NV_IND_MANFPC,NOM,,ES0101,,EUR_PER_CAPITA,ES0101,27652.6
2018,NV_IND_MANF,NOM,,ES0101,,PT,ES0101,51.2
2020,NV_IND_MANF,NOM,,ES0101,,PT,ES0101,51.6
2014,NV_IND_MANF,NOM,,ES0101,,PT,ES0101,47.4
2021,NV_IND_MANFPC,NOM,,ES0101,,EUR_PER_CAPITA,ES0101,25361.5
2016,NV_IND_MANFPC,NOM,,ES0101,,EUR_PER_CAPITA,ES0101,26966.1
2021,NV_IND_MANFPC,NOM,,ES0104,,EUR_PER_CAPITA,ES0104,27295.1
2020,NV_IND_MANF,NOM,,ES0104,,PT,ES0104,49.8
2015,NV_IND_MANF,NOM,,ES0104,,PT,ES0104,49.4
2017,NV_IND_MANF,NOM,,ES0104,,PT,ES0104,48.2
2014,NV_IND_MANFPC,NOM,,ES0104,,EUR_PER_CAPITA,ES0104,28267.6
2021,NV_IND_MANF,NOM,,ES0104,,PT,ES0104,47.1
2014,NV_IND_MANF,NOM,,ES0104,,PT,ES0104,52.1
2018,NV_IND_MANF,NOM,,ES0104,,PT,ES0104,47.7
2018,NV_IND_MANFPC,NOM,,ES0104,,EUR_PER_CAPITA,ES0104,31233.3
2016,NV_IND_MANFPC,NOM,,ES0104,,EUR_PER_CAPITA,ES0104,28965.1
2015,NV_IND_MANFPC,NOM,,ES0104,,EUR_PER_CAPITA,ES0104,27557.1
2019,NV_IND_MANFPC,NOM,,ES0104,,EUR_PER_CAPITA,ES0104,30905.6
2016,NV_IND_MANF,NOM,,ES0104,,PT,ES0104,47
2019,NV_IND_MANF,NOM,,ES0104,,PT,ES0104,48.1
2017,NV_IND_MANFPC,NOM,,ES0104,,EUR_PER_CAPITA,ES0104,31378.8
2020,NV_IND_MANFPC,NOM,,ES0104,,EUR_PER_CAPITA,ES0104,27073.9
2014,NV_IND_MANFPC,NOM,,ES0106,,EUR_PER_CAPITA,ES0106,12956.2
2020,NV_IND_MANFPC,NOM,,ES0106,,EUR_PER_CAPITA,ES0106,9697.2
2021,NV_IND_MANFPC,NOM,,ES0106,,EUR_PER_CAPITA,ES0106,9223.8
2021,NV_IND_MANF,NOM,,ES0106,,PT,ES0106,30
2015,NV_IND_MANF,NOM,,ES0106,,PT,ES0106,34.7
2015,NV_IND_MANFPC,NOM,,ES0106,,EUR_PER_CAPITA,ES0106,11842.3
2016,NV_IND_MANF,NOM,,ES0106,,PT,ES0106,36.3
2016,NV_IND_MANFPC,NOM,,ES0106,,EUR_PER_CAPITA,ES0106,12120
2018,NV_IND_MANFPC,NOM,,ES0106,,EUR_PER_CAPITA,ES0106,13443.9
2019,NV_IND_MANFPC,NOM,,ES0106,,EUR_PER_CAPITA,ES0106,11998.9
2018,NV_IND_MANF,NOM,,ES0106,,PT,ES0106,38.4
2020,NV_IND_MANF,NOM,,ES0106,,PT,ES0106,31.6
2017,NV_IND_MANF,NOM,,ES0106,,PT,ES0106,36.9
2014,NV_IND_MANF,NOM,,ES0106,,PT,ES0106,38.4
2019,NV_IND_MANF,NOM,,ES0106,,PT,ES0106,33.8
2017,NV_IND_MANFPC,NOM,,ES0106,,EUR_PER_CAPITA,ES0106,12497.2
2021,NV_IND_MANFPC,NOM,,ES0102,,EUR_PER_CAPITA,ES0102,7574.6
2019,NV_IND_MANF,NOM,,ES0102,,PT,ES0102,20.7
2020,NV_IND_MANF,NOM,,ES0102,,PT,ES0102,19.8
2018,NV_IND_MANF,NOM,,ES0102,,PT,ES0102,21.2
2014,NV_IND_MANFPC,NOM,,ES0102,,EUR_PER_CAPITA,ES0102,6651.8
2021,NV_IND_MANF,NOM,,ES0102,,PT,ES0102,20.9
2014,NV_IND_MANF,NOM,,ES0102,,PT,ES0102,20.7
2018,NV_IND_MANFPC,NOM,,ES0102,,EUR_PER_CAPITA,ES0102,7648.9
2015,NV_IND_MANFPC,NOM,,ES0102,,EUR_PER_CAPITA,ES0102,7225.4
2020,NV_IND_MANFPC,NOM,,ES0102,,EUR_PER_CAPITA,ES0102,6631.8
2017,NV_IND_MANFPC,NOM,,ES0102,,EUR_PER_CAPITA,ES0102,7623.7
2019,NV_IND_MANFPC,NOM,,ES0102,,EUR_PER_CAPITA,ES0102,7679.3
2017,NV_IND_MANF,NOM,,ES0102,,PT,ES0102,21.8
2016,NV_IND_MANF,NOM,,ES0102,,PT,ES0102,21.5
2016,NV_IND_MANFPC,NOM,,ES0102,,EUR_PER_CAPITA,ES0102,7372.2
2015,NV_IND_MANF,NOM,,ES0102,,PT,ES0102,21.8
2014,NV_IND_MANFPC,NOM,,ES0103,,EUR_PER_CAPITA,ES0103,4578.4
2016,NV_IND_MANFPC,NOM,,ES0103,,EUR_PER_CAPITA,ES0103,5474.5
2017,NV_IND_MANF,NOM,,ES0103,,PT,ES0103,14.3
2019,NV_IND_MANFPC,NOM,,ES0103,,EUR_PER_CAPITA,ES0103,5816.6
2018,NV_IND_MANFPC,NOM,,ES0103,,EUR_PER_CAPITA,ES0103,6653.3
2014,NV_IND_MANF,NOM,,ES0103,,PT,ES0103,12.5
2017,NV_IND_MANFPC,NOM,,ES0103,,EUR_PER_CAPITA,ES0103,5252.7
2021,NV_IND_MANF,NOM,,ES0103,,PT,ES0103,14.7
2020,NV_IND_MANFPC,NOM,,ES0103,,EUR_PER_CAPITA,ES0103,6347.3
2018,NV_IND_MANF,NOM,,ES0103,,PT,ES0103,17.2
2016,NV_IND_MANF,NOM,,ES0103,,PT,ES0103,14.8
2015,NV_IND_MANF,NOM,,ES0103,,PT,ES0103,14.5
2020,NV_IND_MANF,NOM,,ES0103,,PT,ES0103,16.6
2015,NV_IND_MANFPC,NOM,,ES0103,,EUR_PER_CAPITA,ES0103,5354.9
2019,NV_IND_MANF,NOM,,ES0103,,PT,ES0103,14.8
2021,NV_IND_MANFPC,NOM,,ES0103,,EUR_PER_CAPITA,ES0103,5330.2
2020,NV_IND_MANF,NOM,,ES4801,,PT,ES4801,30.1
2014,NV_IND_MANF,NOM,,ES4801,,PT,ES4801,35.9
2015,NV_IND_MANF,NOM,,ES4801,,PT,ES4801,34.3
2014,NV_IND_MANFPC,NOM,,ES4801,,EUR_PER_CAPITA,ES4801,9852.3
2018,NV_IND_MANF,NOM,,ES4801,,PT,ES4801,28
2017,NV_IND_MANFPC,NOM,,ES4801,,EUR_PER_CAPITA,ES4801,9929.2
2015,NV_IND_MANFPC,NOM,,ES4801,,EUR_PER_CAPITA,ES4801,9027.8
2021,NV_IND_MANFPC,NOM,,ES4801,,EUR_PER_CAPITA,ES4801,9235.3
2016,NV_IND_MANFPC,NOM,,ES4801,,EUR_PER_CAPITA,ES4801,10077.6
2020,NV_IND_MANFPC,NOM,,ES4801,,EUR_PER_CAPITA,ES4801,8977.6
2017,NV_IND_MANF,NOM,,ES4801,,PT,ES4801,30.9
2021,NV_IND_MANF,NOM,,ES4801,,PT,ES4801,30
2018,NV_IND_MANFPC,NOM,,ES4801,,EUR_PER_CAPITA,ES4801,9538.9
2019,NV_IND_MANFPC,NOM,,ES4801,,EUR_PER_CAPITA,ES4801,9835.3
2016,NV_IND_MANF,NOM,,ES4801,,PT,ES4801,33.6
2019,NV_IND_MANF,NOM,,ES4801,,PT,ES4801,28.3
2020,NV_IND_MANFPC,NOM,,ES2001,,EUR_PER_CAPITA,ES2001,3069.5
2019,NV_IND_MANF,NOM,,ES2001,,PT,ES2001,11.6
2021,NV_IND_MANFPC,NOM,,ES2001,,EUR_PER_CAPITA,ES2001,3363.6
2015,NV_IND_MANFPC,NOM,,ES2001,,EUR_PER_CAPITA,ES2001,2985.1
2019,NV_IND_MANFPC,NOM,,ES2001,,EUR_PER_CAPITA,ES2001,3615.3
2020,NV_IND_MANF,NOM,,ES2001,,PT,ES2001,11.3
2017,NV_IND_MANF,NOM,,ES2001,,PT,ES2001,11.9
2014,NV_IND_MANFPC,NOM,,ES2001,,EUR_PER_CAPITA,ES2001,2750.7
2017,NV_IND_MANFPC,NOM,,ES2001,,EUR_PER_CAPITA,ES2001,3387.7
2014,NV_IND_MANF,NOM,,ES2001,,PT,ES2001,10.7
2015,NV_IND_MANF,NOM,,ES2001,,PT,ES2001,11.7
2018,NV_IND_MANFPC,NOM,,ES2001,,EUR_PER_CAPITA,ES2001,3620.1
2021,NV_IND_MANF,NOM,,ES2001,,PT,ES2001,11.2
2016,NV_IND_MANF,NOM,,ES2001,,PT,ES2001,11.3
2016,NV_IND_MANFPC,NOM,,ES2001,,EUR_PER_CAPITA,ES2001,3059.5
2018,NV_IND_MANF,NOM,,ES2001,,PT,ES2001,11.8
2017,NV_IND_MANF,NOM,,ES4802,,PT,ES4802,10.6
2019,NV_IND_MANFPC,NOM,,ES4802,,EUR_PER_CAPITA,ES4802,3724.9
2015,NV_IND_MANFPC,NOM,,ES4802,,EUR_PER_CAPITA,ES4802,3279.4
2017,NV_IND_MANFPC,NOM,,ES4802,,EUR_PER_CAPITA,ES4802,3532.7
2020,NV_IND_MANFPC,NOM,,ES4802,,EUR_PER_CAPITA,ES4802,3019.2
2016,NV_IND_MANF,NOM,,ES4802,,PT,ES4802,10.7
2021,NV_IND_MANFPC,NOM,,ES4802,,EUR_PER_CAPITA,ES4802,3855.1
2015,NV_IND_MANF,NOM,,ES4802,,PT,ES4802,10.6
2018,NV_IND_MANFPC,NOM,,ES4802,,EUR_PER_CAPITA,ES4802,3624.1
2021,NV_IND_MANF,NOM,,ES4802,,PT,ES4802,10.9
2016,NV_IND_MANFPC,NOM,,ES4802,,EUR_PER_CAPITA,ES4802,3451
2014,NV_IND_MANF,NOM,,ES4802,,PT,ES4802,9.6
2020,NV_IND_MANF,NOM,,ES4802,,PT,ES4802,9.3
2019,NV_IND_MANF,NOM,,ES4802,,PT,ES4802,10.4
2018,NV_IND_MANF,NOM,,ES4802,,PT,ES4802,10.4
2014,NV_IND_MANFPC,NOM,,ES4802,,EUR_PER_CAPITA,ES4802,2883.9
2018,NV_IND_MANFPC,NOM,,ES2002,,EUR_PER_CAPITA,ES2002,10744.4
2014,NV_IND_MANF,NOM,,ES2002,,PT,ES2002,34
2017,NV_IND_MANFPC,NOM,,ES2002,,EUR_PER_CAPITA,ES2002,10507.9
2016,NV_IND_MANF,NOM,,ES2002,,PT,ES2002,33.5
2018,NV_IND_MANF,NOM,,ES2002,,PT,ES2002,31.9
2021,NV_IND_MANF,NOM,,ES2002,,PT,ES2002,31.5
2015,NV_IND_MANFPC,NOM,,ES2002,,EUR_PER_CAPITA,ES2002,9983.3
