Year,Edad,Sexo,Territorio,Units,Value
2016,Y10T14,,ES48069,PT,0
2021,Y10T14,,ES48069,PT,0
2019,Y10T14,,ES48068,PT,0
2016,Y10T14,,ES48068,PT,0
2021,Y10T14,,ES20007,PT,0
2010,Y10T14,,ES48077,PT,0
2022,Y10T14,,ES01056,PT,0
2013,Y10T14,,ES48068,PT,0
2018,Y10T14,,ES48068,PT,0
2020,Y10T14,,ES48068,PT,0
2019,Y10T14,,ES48904,PT,0
2015,Y10T14,,ES48068,PT,0
2016,Y10T14,,ES48078,PT,0
2014,Y10T14,,ES4803,PT,0
2019,Y10T14,,ES01017,PT,0
2018,Y10T14,,ES20065,PT,0
2015,Y10T14,,ES20007,PT,0
2013,Y10T14,,ES20071,PT,0
2020,Y10T14,,ES20065,PT,0
2022,Y10T14,,ES01902,PT,0
2022,Y10T14,,ES01033,PT,0
2020,Y10T14,,ES01902,PT,0
2018,Y10T14,,ES01902,PT,0
2019,Y10T14,,ES48035,PT,0
2022,Y10T14,,ES48078,PT,0
2019,Y10T14,,ES20058,PT,0
2019,Y10T14,,ES48078,PT,0
2014,Y10T14,,ES48079,PT,0
2010,Y10T14,,ES01057,PT,0
2021,Y10T14,,ES48035,PT,0
2010,Y10T14,,ES48035,PT,0
2019,Y10T14,,ES01009,PT,0
2014,Y10T14,,ES20052,PT,0
2014,Y10T14,,ES48068,PT,0
2021,Y10T14,,ES01009,PT,0
2020,Y10T14,,ES20003,PT,0
2019,Y10T14,,ES48067,PT,0
2020,Y10T14,,ES01008,PT,0
2014,Y10T14,,ES48035,PT,0
2015,Y10T14,,ES48067,PT,0
2016,Y10T14,,ES20052,PT,0
2010,Y10T14,,ES48067,PT,0
2013,Y10T14,,ES48079,PT,0
2019,Y10T14,,ES48029,PT,0
2020,Y10T14,,ES48079,PT,0
2013,Y10T14,,ES48067,PT,0
2018,Y10T14,,ES48907,PT,0
2013,Y10T14,,ES01902,PT,0
2022,Y10T14,,ES48067,PT,0
2018,Y10T14,,ES48067,PT,0
2018,Y10T14,,ES20052,PT,0
2016,Y10T14,,ES20069,PT,0
2010,Y10T14,,ES0104,PT,0
2021,Y10T14,,ES01033,PT,0
2014,Y10T14,,ES20059,PT,0
2022,Y10T14,,ES48028,PT,0
2010,Y10T14,,ES20059,PT,0
2015,Y10T14,,ES48057,PT,0
2020,Y10T14,,ES20052,PT,0
2015,Y10T14,,ES48035,PT,0
2022,Y10T14,,ES48035,PT,0
2015,Y10T14,,ES20052,PT,0
2018,Y10T14,,ES48052,PT,0
2018,Y10T14,,ES48028,PT,0
2016,Y10T14,,ES48067,PT,0
2018,Y10T14,,ES20051,PT,0
2021,Y10T14,,ES48067,PT,0
2014,Y10T14,,ES48066,PT,0
2010,Y10T14,,ES01033,PT,0
2013,Y10T14,,ES48066,PT,0
2021,Y10T14,,ES48066,PT,0
2020,Y10T14,,ES48066,PT,0
2022,Y10T14,,ES48052,PT,0
2014,Y10T14,,ES01901,PT,0
2014,Y10T14,,ES0104,PT,0
2020,Y10T14,,ES20051,PT,0
2022,Y10T14,,ES20010,PT,0
2016,Y10T14,,ES01901,PT,0
2021,Y10T14,,ES48905,PT,0
2016,Y10T14,,ES48905,PT,0
2010,Y10T14,,ES48905,PT,0
2010,Y10T14,,ES48036,PT,0
2020,Y10T14,,ES01057,PT,0
2021,Y10T14,,ES48913,PT,0
2014,Y10T14,,ES48905,PT,0
2021,Y10T14,,ES48082,PT,0
2016,Y10T14,,ES48082,PT,0
2013,Y10T14,,ES01055,PT,0
2020,Y10T14,,ES48027,PT,0
2018,Y10T14,,ES20037,PT,0
2010,Y10T14,,ES20032,PT,0
2021,Y10T14,,ES48027,PT,0
2022,Y10T14,,ES48027,PT,0
2014,Y10T14,,ES48093,PT,0
2019,Y10T14,,ES48066,PT,0
2020,Y10T14,,ES48065,PT,0
2016,Y10T14,,ES48065,PT,0
2015,Y10T14,,ES20010,PT,0
2014,Y10T14,,ES48052,PT,0
2016,Y10T14,,ES20051,PT,0
2015,Y10T14,,ES48065,PT,0
2015,Y10T14,,ES20004,PT,0
2013,Y10T14,,ES48065,PT,0
2014,Y10T14,,ES20051,PT,0
2019,Y10T14,,ES20051,PT,0
2015,Y10T14,,ES48906,PT,0
2015,Y10T14,,ES48036,PT,0
2018,Y10T14,,ES48905,PT,0
2019,Y10T14,,ES20037,PT,0
2013,Y10T14,,ES0104,PT,0
2020,Y10T14,,ES20032,PT,0
2013,Y10T14,,ES01057,PT,0
2021,Y10T14,,ES48914,PT,0
2015,Y10T14,,ES20051,PT,0
2010,Y10T14,,ES48065,PT,0
2016,Y10T14,,ES01014,PT,0
2015,Y10T14,,ES20045,PT,0
2021,Y10T14,,ES48065,PT,0
2019,Y10T14,,ES20064,PT,0
2015,Y10T14,,ES48083,PT,0
2022,Y10T14,,ES48064,PT,0
2019,Y10T14,,ES48083,PT,0
2020,Y10T14,,ES01901,PT,0
2013,Y10T14,,ES48064,PT,0
2014,Y10T14,,ES48084,PT,0
2018,Y10T14,,ES48064,PT,0
2019,Y10T14,,ES48037,PT,0
2018,Y10T14,,ES20069,PT,0
2020,Y10T14,,ES48064,PT,0
2015,Y10T14,,ES20050,PT,0
2021,Y10T14,,ES20009,PT,0
2016,Y10T14,,ES20050,PT,0
2015,Y10T14,,ES0104,PT,0
2022,Y10T14,,ES48906,PT,0
2022,Y10T14,,ES01009,PT,0
2014,Y10T14,,ES48092,PT,0
2022,Y10T14,,ES48092,PT,0
2021,Y10T14,,ES48906,PT,0
2019,Y10T14,,ES48914,PT,0
2018,Y10T14,,ES48084,PT,0
2016,Y10T14,,ES48037,PT,0
2022,Y10T14,,ES01057,PT,0
2020,Y10T14,,ES20050,PT,0
2021,Y10T14,,ES48085,PT,0
2010,Y10T14,,ES48037,PT,0
2021,Y10T14,,ES01901,PT,0
2016,Y10T14,,ES48085,PT,0
2015,Y10T14,,ES48037,PT,0
2019,Y10T14,,ES48064,PT,0
2019,Y10T14,,ES01901,PT,0
2021,Y10T14,,ES48063,PT,0
2019,Y10T14,,ES01037,PT,0
2020,Y10T14,,ES48063,PT,0
2019,Y10T14,,ES48063,PT,0
2014,Y10T14,,ES48037,PT,0
2015,Y10T14,,ES48063,PT,0
2022,Y10T14,,ES01002,PT,0
2015,Y10T14,,ES01033,PT,0
2022,Y10T14,,ES48063,PT,0
2022,Y10T14,,ES20050,PT,0
2013,Y10T14,,ES48085,PT,0
2020,Y10T14,,ES48086,PT,0
2015,Y10T14,,ES48086,PT,0
2010,Y10T14,,ES48086,PT,0
2014,Y10T14,,ES48086,PT,0
2019,Y10T14,,ES20050,PT,0
2014,Y10T14,,ES01033,PT,0
2010,Y10T14,,ES20050,PT,0
2021,Y10T14,,ES48037,PT,0
2020,Y10T14,,ES2007,PT,0
2015,Y10T14,,ES01017,PT,0
2016,Y10T14,,ES48091,PT,0
2016,Y10T14,,ES20061,PT,0
2013,Y10T14,,ES48051,PT,0
2015,Y10T14,,ES01003,PT,0
2020,Y10T14,,ES20010,PT,0
2018,Y10T14,,ES01016,PT,0
2010,Y10T14,,ES48063,PT,0
2016,Y10T14,,ES48063,PT,0
2015,Y10T14,,ES48062,PT,0
2013,Y10T14,,ES48086,PT,0
2022,Y10T14,,ES48086,PT,0
2019,Y10T14,,ES48087,PT,0
2010,Y10T14,,ES48025,PT,0
2016,Y10T14,,ES20048,PT,0
2018,Y10T14,,ES01054,PT,0
2022,Y10T14,,ES48062,PT,0
2010,Y10T14,,ES01063,PT,0
2010,Y10T14,,ES48062,PT,0
2013,Y10T14,,ES48062,PT,0
2018,Y10T14,,ES01063,PT,0
2019,Y10T14,,ES2005,PT,0
2014,Y10T14,,ES2005,PT,0
2016,Y10T14,,ES48907,PT,0
2014,Y10T14,,ES48907,PT,0
2020,Y10T14,,ES01032,PT,0
2019,Y10T14,,ES20038,PT,0
2014,Y10T14,,ES01063,PT,0
2013,Y10T14,,ES0103,PT,0
2018,Y10T14,,ES2005,PT,0
2010,Y10T14,,ES20038,PT,0
2015,Y10T14,,ES01001,PT,0
2020,Y10T14,,ES48062,PT,0
2018,Y10T14,,ES48090,PT,0
2021,Y10T14,,ES20005,PT,0
2020,Y10T14,,ES48087,PT,0
2016,Y10T14,,ES48024,PT,0
2021,Y10T14,,ES48088,PT,0
2019,Y10T14,,ES48024,PT,0
2018,Y10T14,,ES2007,PT,0
2019,Y10T14,,ES48062,PT,0
2014,Y10T14,,ES2007,PT,0
2015,Y10T14,,ES48061,PT,0
2018,Y10T14,,ES20062,PT,0
2013,Y10T14,,ES48038,PT,0
2015,Y10T14,,ES48038,PT,0
2018,Y10T14,,ES48038,PT,0
2020,Y10T14,,ES48038,PT,0
2022,Y10T14,,ES48050,PT,0
2020,Y10T14,,ES01054,PT,0
2022,Y10T14,,ES48089,PT,0
2015,Y10T14,,,PT,0
2010,Y10T14,,ES2005,PT,0
2013,Y10T14,,ES01008,PT,0
2021,Y10T14,,ES2005,PT,0
2013,Y10T14,,ES01001,PT,0
2010,Y10T14,,ES2007,PT,0
2016,Y10T14,,ES01060,PT,0
2019,Y10T14,,ES48061,PT,0
2016,Y10T14,,ES48061,PT,0
2016,Y10T14,,ES0103,PT,0
2020,Y10T14,,ES01016,PT,0
2022,Y10T14,,ES48060,PT,0
2016,Y10T14,,ES48060,PT,0
2013,Y10T14,,ES48060,PT,0
2018,Y10T14,,ES48060,PT,0
2020,Y10T14,,ES48060,PT,0
2015,Y10T14,,ES48060,PT,0
2018,Y10T14,,ES48908,PT,0
2010,Y10T14,,ES48908,PT,0
2021,Y10T14,,ES48909,PT,0
2021,Y10T14,,ES20049,PT,0
2021,Y10T14,,ES48039,PT,0
2016,Y10T14,,ES48908,PT,0
2010,Y10T14,,ES48909,PT,0
2022,Y10T14,,ES20049,PT,0
2010,Y10T14,,ES48090,PT,0
2021,Y10T14,,ES48089,PT,0
2022,Y10T14,,ES01027,PT,0
2021,Y10T14,,ES01063,PT,0
2019,Y10T14,,ES20049,PT,0
2015,Y10T14,,ES48039,PT,0
2021,Y10T14,,ES01037,PT,0
2019,Y10T14,,ES48039,PT,0
2016,Y10T14,,ES48039,PT,0
2010,Y10T14,,ES48060,PT,0
2015,Y10T14,,ES01041,PT,0
2020,Y10T14,,ES4806,PT,0
2020,Y10T14,,ES20049,PT,0
2016,Y10T14,,ES20070,PT,0
2010,Y10T14,,ES4804,PT,0
2013,Y10T14,,ES20070,PT,0
2018,Y10T14,,ES20049,PT,0
2014,Y10T14,,ES20049,PT,0
2016,Y10T14,,ES20049,PT,0
2014,Y10T14,,ES4806,PT,0
2019,Y10T14,,ES4804,PT,0
2019,Y10T14,,ES01032,PT,0
2016,Y10T14,,ES01058,PT,0
2015,Y10T14,,ES20049,PT,0
2019,Y10T14,,ES0103,PT,0
2014,Y10T14,,ES48908,PT,0
2019,Y10T14,,ES4806,PT,0
2015,Y10T14,,ES20038,PT,0
2021,Y10T14,,ES4806,PT,0
2019,Y10T14,,ES01001,PT,0
2014,Y10T14,,ES01062,PT,0
2010,Y10T14,,ES20048,PT,0
2021,Y10T14,,ES48059,PT,0
2013,Y10T14,,ES48059,PT,0
2014,Y10T14,,ES20006,PT,0
2020,Y10T14,,ES48092,PT,0
2019,Y10T14,,ES48092,PT,0
2018,Y10T14,,ES48059,PT,0
2015,Y10T14,,ES48059,PT,0
2020,Y10T14,,ES48059,PT,0
2019,Y10T14,,ES48910,PT,0
2022,Y10T14,,ES48909,PT,0
2014,Y10T14,,ES48910,PT,0
2014,Y10T14,,ES20061,PT,0
2010,Y10T14,,ES48088,PT,0
2015,Y10T14,,ES48088,PT,0
2010,Y10T14,,ES01037,PT,0
2013,Y10T14,,ES4804,PT,0
2020,Y10T14,,ES20070,PT,0
2019,Y10T14,,ES48909,PT,0
2015,Y10T14,,ES20070,PT,0
2010,Y10T14,,ES20039,PT,0
2019,Y10T14,,ES20070,PT,0
2019,Y10T14,,ES01003,PT,0
2015,Y10T14,,ES4804,PT,0
2020,Y10T14,,ES20039,PT,0
2020,Y10T14,,ES48909,PT,0
2014,Y10T14,,ES48059,PT,0
2019,Y10T14,,ES48059,PT,0
2014,Y10T14,,ES48058,PT,0
2022,Y10T14,,ES01058,PT,0
2016,Y10T14,,ES48058,PT,0
2020,Y10T14,,ES48058,PT,0
2018,Y10T14,,ES48058,PT,0
2021,Y10T14,,ES20048,PT,0
2013,Y10T14,,ES48058,PT,0
2010,Y10T14,,ES4806,PT,0
2021,Y10T14,,ES20070,PT,0
2018,Y10T14,,ES2001,PT,0
2019,Y10T14,,ES20048,PT,0
2021,Y10T14,,ES48090,PT,0
2016,Y10T14,,ES48040,PT,0
2014,Y10T14,,ES2001,PT,0
2019,Y10T14,,ES2001,PT,0
2016,Y10T14,,ES01032,PT,0
2010,Y10T14,,ES01058,PT,0
2022,Y10T14,,ES48058,PT,0
2018,Y10T14,,ES4805,PT,0
2013,Y10T14,,ES01019,PT,0
2015,Y10T14,,ES20048,PT,0
2014,Y10T14,,ES2003,PT,0
2013,Y10T14,,ES48021,PT,0
2021,Y10T14,,ES01058,PT,0
2014,Y10T14,,ES48040,PT,0
2010,Y10T14,,ES48058,PT,0
2021,Y10T14,,ES48058,PT,0
2021,Y10T14,,ES48087,PT,0
2018,Y10T14,,ES20005,PT,0
2022,Y10T14,,ES48057,PT,0
2018,Y10T14,,ES20047,PT,0
2018,Y10T14,,ES48057,PT,0
2016,Y10T14,,ES01016,PT,0
2019,Y10T14,,ES01062,PT,0
2020,Y10T14,,ES48057,PT,0
2018,Y10T14,,ES20043,PT,0
2015,Y10T14,,ES48040,PT,0
2018,Y10T14,,ES01062,PT,0
2020,Y10T14,,ES48910,PT,0
2014,Y10T14,,ES48057,PT,0
2021,Y10T14,,ES0104,PT,0
2019,Y10T14,,ES48057,PT,0
2020,Y10T14,,ES48056,PT,0
2021,Y10T14,,ES20071,PT,0
2015,Y10T14,,ES48056,PT,0
2018,Y10T14,,ES48056,PT,0
2010,Y10T14,,ES48041,PT,0
2013,Y10T14,,ES20047,PT,0
2013,Y10T14,,ES48056,PT,0
2019,Y10T14,,ES20047,PT,0
2014,Y10T14,,ES20065,PT,0
2022,Y10T14,,ES01062,PT,0
2014,Y10T14,,ES20047,PT,0
2013,Y10T14,,ES20039,PT,0
2010,Y10T14,,ES20047,PT,0
2021,Y10T14,,ES01060,PT,0
2019,Y10T14,,ES20071,PT,0
2022,Y10T14,,ES01016,PT,0
2016,Y10T14,,ES20047,PT,0
2010,Y10T14,,ES48096,PT,0
2016,Y10T14,,ES48096,PT,0
2013,Y10T14,,ES48020,PT,0
2022,Y10T14,,ES48096,PT,0
2022,Y10T14,,ES01053,PT,0
2021,Y10T14,,ES20047,PT,0
2022,Y10T14,,ES20047,PT,0
2021,Y10T14,,ES48056,PT,0
2022,Y10T14,,ES2004,PT,0
2015,Y10T14,,ES48911,PT,0
2015,Y10T14,,ES01059,PT,0
2021,Y10T14,,ES48911,PT,0
2020,Y10T14,,ES01019,PT,0
2014,Y10T14,,ES48056,PT,0
2010,Y10T14,,ES48056,PT,0
2022,Y10T14,,ES48041,PT,0
2016,Y10T14,,ES48056,PT,0
2022,Y10T14,,ES48055,PT,0
2021,Y10T14,,ES48055,PT,0
2022,Y10T14,,ES48912,PT,0
2010,Y10T14,,ES48055,PT,0
2014,Y10T14,,ES48055,PT,0
2021,Y10T14,,ES4805,PT,0
2014,Y10T14,,ES2004,PT,0
2013,Y10T14,,ES48055,PT,0
2018,Y10T14,,ES01031,PT,0
2015,Y10T14,,ES48055,PT,0
2014,Y10T14,,ES01004,PT,0
2020,Y10T14,,ES20071,PT,0
2021,Y10T14,,ES01061,PT,0
2020,Y10T14,,ES48049,PT,0
2019,Y10T14,,ES48041,PT,0
2020,Y10T14,,ES20046,PT,0
2018,Y10T14,,ES20071,PT,0
2016,Y10T14,,ES20046,PT,0
2019,Y10T14,,ES48055,PT,0
2022,Y10T14,,ES01060,PT,0
2022,Y10T14,,ES20046,PT,0
2016,Y10T14,,ES48054,PT,0
2015,Y10T14,,ES48054,PT,0
2021,Y10T14,,ES48042,PT,0
2022,Y10T14,,ES48054,PT,0
2010,Y10T14,,ES01059,PT,0
2015,Y10T14,,ES20046,PT,0
2016,Y10T14,,ES01061,PT,0
2021,Y10T14,,ES48912,PT,0
2021,Y10T14,,ES20046,PT,0
2013,Y10T14,,ES48912,PT,0
2010,Y10T14,,ES20046,PT,0
2015,Y10T14,,ES48042,PT,0
2020,Y10T14,,ES2004,PT,0
2016,Y10T14,,ES48049,PT,0
2018,Y10T14,,ES48042,PT,0
2018,Y10T14,,ES48049,PT,0
2014,Y10T14,,ES48054,PT,0
2010,Y10T14,,ES48054,PT,0
2021,Y10T14,,ES48054,PT,0
2015,Y10T14,,ES48902,PT,0
2010,Y10T14,,ES01061,PT,0
2022,Y10T14,,ES20045,PT,0
2015,Y10T14,,ES01061,PT,0
2022,Y10T14,,ES48053,PT,0
2018,Y10T14,,ES48053,PT,0
2019,Y10T14,,ES48085,PT,0
2018,Y10T14,,ES20006,PT,0
2020,Y10T14,,ES48053,PT,0
2010,Y10T14,,ES20045,PT,0
2015,Y10T14,,ES48053,PT,0
2010,Y10T14,,ES20008,PT,0
2020,Y10T14,,ES20045,PT,0
2022,Y10T14,,ES0102,PT,0
2014,Y10T14,,ES20072,PT,0
2010,Y10T14,,ES20072,PT,0
2021,Y10T14,,ES48903,PT,0
2019,Y10T14,,ES48042,PT,0
2021,Y10T14,,ES20043,PT,0
2016,Y10T14,,ES01001,PT,0
2014,Y10T14,,ES01061,PT,0
2014,Y10T14,,ES01016,PT,0
2014,Y10T14,,ES20043,PT,0
2018,Y10T14,,ES01060,PT,0
2014,Y10T14,,ES48053,PT,0
2016,Y10T14,,ES01031,PT,0
2018,Y10T14,,ES20045,PT,0
2020,Y10T14,,ES48052,PT,0
2015,Y10T14,,ES48052,PT,0
2010,Y10T14,,ES48052,PT,0
2013,Y10T14,,ES48052,PT,0
2022,Y10T14,,ES01061,PT,0
2016,Y10T14,,ES20045,PT,0
2021,Y10T14,,ES20045,PT,0
2018,Y10T14,,ES20040,PT,0
2014,Y10T14,,ES20040,PT,0
2018,Y10T14,,ES48913,PT,0
2016,Y10T14,,ES01008,PT,0
2016,Y10T14,,ES48913,PT,0
2021,Y10T14,,ES01016,PT,0
2020,Y10T14,,ES48048,PT,0
2013,Y10T14,,ES01059,PT,0
2014,Y10T14,,ES01030,PT,0
2010,Y10T14,,ES01031,PT,0
2015,Y10T14,,ES20040,PT,0
2013,Y10T14,,ES20045,PT,0
2010,Y10T14,,ES48084,PT,0
2019,Y10T14,,ES48084,PT,0
2016,Y10T14,,ES01030,PT,0
2018,Y10T14,,ES48043,PT,0
2021,Y10T14,,ES48084,PT,0
2014,Y10T14,,ES48904,PT,0
2013,Y10T14,,ES48905,PT,0
2022,Y10T14,,ES01059,PT,0
2019,Y10T14,,ES48052,PT,0
2016,Y10T14,,ES48052,PT,0
2021,Y10T14,,ES48052,PT,0
2021,Y10T14,,ES20069,PT,0
2021,Y10T14,,ES48051,PT,0
2014,Y10T14,,ES01059,PT,0
2022,Y10T14,,ES48051,PT,0
2018,Y10T14,,ES48051,PT,0
2015,Y10T14,,ES48051,PT,0
2013,Y10T14,,ES01041,PT,0
2010,Y10T14,,ES20010,PT,0
2010,Y10T14,,ES20044,PT,0
2010,Y10T14,,ES20040,PT,0
2020,Y10T14,,ES48043,PT,0
2016,Y10T14,,ES20010,PT,0
2013,Y10T14,,ES01016,PT,0
2022,Y10T14,,ES01031,PT,0
2019,Y10T14,,ES20004,PT,0
2022,Y10T14,,ES20064,PT,0
2016,Y10T14,,ES20064,PT,0
2018,Y10T14,,ES20042,PT,0
2010,Y10T14,,ES48914,PT,0
2020,Y10T14,,ES0106,PT,0
2010,Y10T14,,ES01060,PT,0
2022,Y10T14,,ES01030,PT,0
2022,Y10T14,,ES0106,PT,0
2019,Y10T14,,ES48044,PT,0
2010,Y10T14,,ES48051,PT,0
2019,Y10T14,,ES48051,PT,0
2013,Y10T14,,ES20044,PT,0
2022,Y10T14,,ES20044,PT,0
2016,Y10T14,,ES48050,PT,0
2022,Y10T14,,ES20040,PT,0
2020,Y10T14,,ES48050,PT,0
2016,Y10T14,,ES20044,PT,0
2015,Y10T14,,ES48050,PT,0
2019,Y10T14,,ES20009,PT,0
2020,Y10T14,,ES48906,PT,0
2019,Y10T14,,ES01063,PT,0
2020,Y10T14,,ES48907,PT,0
2013,Y10T14,,ES48050,PT,0
2013,Y10T14,,ES20010,PT,0
2019,Y10T14,,ES20044,PT,0
2010,Y10T14,,ES0101,PT,0
2013,Y10T14,,ES01031,PT,0
2020,Y10T14,,ES01060,PT,0
2016,Y10T14,,ES48044,PT,0
2013,Y10T14,,ES48915,PT,0
2014,Y10T14,,ES01001,PT,0
2019,Y10T14,,ES48050,PT,0
2014,Y10T14,,ES01008,PT,0
2015,Y10T14,,ES2007,PT,0
2010,Y10T14,,ES48050,PT,0
2016,Y10T14,,ES48043,PT,0
2014,Y10T14,,ES48044,PT,0
2010,Y10T14,,ES48092,PT,0
2014,Y10T14,,ES48914,PT,0
2021,Y10T14,,ES48050,PT,0
2015,Y10T14,,ES211,PT,0
2010,Y10T14,,ES211,PT,0
2021,Y10T14,,ES211,PT,0
2016,Y10T14,,ES211,PT,0
2014,Y10T14,,ES211,PT,0
2019,Y10T14,,ES211,PT,0
2018,Y10T14,,ES211,PT,0
2022,Y10T14,,ES211,PT,0
2013,Y10T14,,ES211,PT,0
2020,Y10T14,,ES211,PT,0
2013,Y10T14,,ES213,PT,0
2021,Y10T14,,ES213,PT,0
2020,Y10T14,,ES213,PT,0
2018,Y10T14,,ES213,PT,0
2016,Y10T14,,ES213,PT,0
2010,Y10T14,,ES213,PT,0
2014,Y10T14,,ES213,PT,0
2019,Y10T14,,ES213,PT,0
2022,Y10T14,,ES213,PT,0
2015,Y10T14,,ES213,PT,0
2016,Y10T14,,ES212,PT,0
2010,Y10T14,,ES212,PT,0
2021,Y10T14,,ES212,PT,0
2014,Y10T14,,ES212,PT,0
2019,Y10T14,,ES212,PT,0
2020,Y10T14,,ES212,PT,0
2013,Y10T14,,ES212,PT,0
2022,Y10T14,,ES212,PT,0
2018,Y10T14,,ES212,PT,0
2015,Y10T14,,ES212,PT,0
2018,Y10T14,F,ES01031,PT,0
2020,Y10T14,F,ES01060,PT,0
2020,Y10T14,F,ES01031,PT,0
2018,Y10T14,F,ES20043,PT,0
2014,Y10T14,F,ES4805,PT,0
2010,Y10T14,F,ES4805,PT,0
2021,Y10T14,F,ES4805,PT,0
2015,Y10T14,F,ES4805,PT,0
2021,Y10T14,F,ES48045,PT,0
2022,Y10T14,F,ES4805,PT,0
2010,Y10T14,F,ES01016,PT,0
2013,Y10T14,F,ES4805,PT,0
2016,Y10T14,F,ES4805,PT,0
2019,Y10T14,F,ES20043,PT,0
2019,Y10T14,F,ES01060,PT,0
2016,Y10T14,F,ES01060,PT,0
2021,Y10T14,F,ES20043,PT,0
2020,Y10T14,F,ES20041,PT,0
2014,Y10T14,F,ES01031,PT,0
2015,Y10T14,F,ES20043,PT,0
2020,Y10T14,F,ES20043,PT,0
2014,Y10T14,F,ES48049,PT,0
2019,Y10T14,F,ES48049,PT,0
2018,Y10T14,F,ES48049,PT,0
2010,Y10T14,F,ES01031,PT,0
2021,Y10T14,F,ES48049,PT,0
2010,Y10T14,F,ES48049,PT,0
2015,Y10T14,F,ES48049,PT,0
2016,Y10T14,F,ES48049,PT,0
2022,Y10T14,F,ES48049,PT,0
2013,Y10T14,F,ES48046,PT,0
2021,Y10T14,F,ES20041,PT,0
2020,Y10T14,F,ES0106,PT,0
2016,Y10T14,F,ES48046,PT,0
2015,Y10T14,F,ES48046,PT,0
2021,Y10T14,F,ES01014,PT,0
2013,Y10T14,F,ES0106,PT,0
2021,Y10T14,F,ES20042,PT,0
2019,Y10T14,F,ES20042,PT,0
2019,Y10T14,F,ES48048,PT,0
2010,Y10T14,F,ES48048,PT,0
2014,Y10T14,F,ES20042,PT,0
2015,Y10T14,F,ES48048,PT,0
2020,Y10T14,F,ES48048,PT,0
2022,Y10T14,F,ES0106,PT,0
2018,Y10T14,F,ES20042,PT,0
2018,Y10T14,F,ES48048,PT,0
2016,Y10T14,F,ES20041,PT,0
2016,Y10T14,F,ES48048,PT,0
2010,Y10T14,F,ES0106,PT,0
2013,Y10T14,F,ES20042,PT,0
2019,Y10T14,F,ES01003,PT,0
2019,Y10T14,F,ES01008,PT,0
2010,Y10T14,F,ES48047,PT,0
2013,Y10T14,F,ES48047,PT,0
2015,Y10T14,F,ES48047,PT,0
2020,Y10T14,F,ES48047,PT,0
2022,Y10T14,F,ES48047,PT,0
2021,Y10T14,F,ES0106,PT,0
2019,Y10T14,F,ES48047,PT,0
2010,Y10T14,F,ES20042,PT,0
2014,Y10T14,F,ES0106,PT,0
2020,Y10T14,F,ES20042,PT,0
2018,Y10T14,F,ES0106,PT,0
2015,Y10T14,F,ES01030,PT,0
2016,Y10T14,F,ES48047,PT,0
2018,Y10T14,F,ES48047,PT,0
2019,Y10T14,F,ES48046,PT,0
2020,Y10T14,F,ES48046,PT,0
2021,Y10T14,F,ES48046,PT,0
2018,Y10T14,F,ES48046,PT,0
2019,Y10T14,F,ES20041,PT,0
2010,Y10T14,F,ES48046,PT,0
2014,Y10T14,F,ES48046,PT,0
2018,Y10T14,F,ES01030,PT,0
2016,Y10T14,F,ES0106,PT,0
2013,Y10T14,F,ES20041,PT,0
2022,Y10T14,F,ES48046,PT,0
2021,Y10T14,F,ES48047,PT,0
2015,Y10T14,F,ES0106,PT,0
2015,Y10T14,F,ES20041,PT,0
2014,Y10T14,F,ES48047,PT,0
2021,Y10T14,F,ES01008,PT,0
2015,Y10T14,F,ES01014,PT,0
2013,Y10T14,F,ES01030,PT,0
2010,Y10T14,F,ES20041,PT,0
2018,Y10T14,F,ES20041,PT,0
2021,Y10T14,F,ES01030,PT,0
2019,Y10T14,F,ES0106,PT,0
2022,Y10T14,F,ES48045,PT,0
2016,Y10T14,F,ES48045,PT,0
2013,Y10T14,F,ES48045,PT,0
2020,Y10T14,F,ES48045,PT,0
2015,Y10T14,F,ES48045,PT,0
2010,Y10T14,F,ES48045,PT,0
2014,Y10T14,F,ES48045,PT,0
2019,Y10T14,F,ES48045,PT,0
2018,Y10T14,F,ES48045,PT,0
2014,Y10T14,F,ES20041,PT,0
2022,Y10T14,F,ES20041,PT,0
2022,Y10T14,F,ES20042,PT,0
2022,Y10T14,F,ES01030,PT,0
2013,Y10T14,F,ES48048,PT,0
2021,Y10T14,F,ES48048,PT,0
2016,Y10T14,F,ES20042,PT,0
2014,Y10T14,F,ES48048,PT,0
2021,Y10T14,F,ES01059,PT,0
2014,Y10T14,F,ES01030,PT,0
2016,Y10T14,F,ES20040,PT,0
2019,Y10T14,F,ES20040,PT,0
2020,Y10T14,F,ES20040,PT,0
2019,Y10T14,F,ES48044,PT,0
2020,Y10T14,F,ES48044,PT,0
2014,Y10T14,F,ES20040,PT,0
2021,Y10T14,F,ES48044,PT,0
2022,Y10T14,F,ES48044,PT,0
2010,Y10T14,F,ES20040,PT,0
2013,Y10T14,F,ES48044,PT,0
2010,Y10T14,F,ES48044,PT,0
2020,Y10T14,F,ES01059,PT,0
2022,Y10T14,F,ES20040,PT,0
2013,Y10T14,F,ES20040,PT,0
2010,Y10T14,F,ES01030,PT,0
2014,Y10T14,F,ES48044,PT,0
2015,Y10T14,F,ES48044,PT,0
2018,Y10T14,F,ES20040,PT,0
2020,Y10T14,F,ES01030,PT,0
2016,Y10T14,F,ES01059,PT,0
2019,Y10T14,F,ES01059,PT,0
2021,Y10T14,F,ES20040,PT,0
2010,Y10T14,F,ES01014,PT,0
