Year,Series,Sexo,Renta,Territorio,Comarca,Municipio,Units,GeoCode,Value
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20013,EUR,ES20013,21565
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20013,EUR,ES20013,25272
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20013,EUR,ES20013,22482
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20013,EUR,ES20013,22353
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20013,EUR,ES20013,25516
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20013,EUR,ES20013,24059
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20013,EUR,ES20013,24908
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20013,EUR,ES20013,24171
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20013,EUR,ES20013,19917
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20013,EUR,ES20013,21282
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20013,EUR,ES20013,20421
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01006,EUR,ES01006,18666
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01006,EUR,ES01006,16973
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01006,EUR,ES01006,17324
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01006,EUR,ES01006,17167
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01006,EUR,ES01006,24889
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01006,EUR,ES01006,20062
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01006,EUR,ES01006,21256
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01006,EUR,ES01006,18705
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01006,EUR,ES01006,17770
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01006,EUR,ES01006,18967
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01006,EUR,ES01006,21113
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01037,EUR,ES01037,60733
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01037,EUR,ES01037,19459
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01037,EUR,ES01037,21305
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01037,EUR,ES01037,23311
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01037,EUR,ES01037,36927
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01037,EUR,ES01037,22891
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01037,EUR,ES01037,19894
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01037,EUR,ES01037,19027
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01037,EUR,ES01037,18550
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01037,EUR,ES01037,20822
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01037,EUR,ES01037,19462
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48009,EUR,ES48009,25209
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48009,EUR,ES48009,21623
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48009,EUR,ES48009,20989
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48009,EUR,ES48009,21262
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48009,EUR,ES48009,20622
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48009,EUR,ES48009,22767
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48009,EUR,ES48009,20102
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48009,EUR,ES48009,22758
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48009,EUR,ES48009,23016
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48009,EUR,ES48009,20471
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48009,EUR,ES48009,20536
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20055,EUR,ES20055,19562
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20055,EUR,ES20055,23391
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20055,EUR,ES20055,18506
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20055,EUR,ES20055,22928
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20055,EUR,ES20055,22185
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20055,EUR,ES20055,18952
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20055,EUR,ES20055,19837
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20055,EUR,ES20055,21736
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20055,EUR,ES20055,19689
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20055,EUR,ES20055,23520
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20055,EUR,ES20055,20460
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48914,EUR,ES48914,21991
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48914,EUR,ES48914,23396
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48914,EUR,ES48914,25191
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48914,EUR,ES48914,20613
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48914,EUR,ES48914,24654
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48914,EUR,ES48914,19880
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48914,EUR,ES48914,24404
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48914,EUR,ES48914,22129
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48914,EUR,ES48914,20842
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48914,EUR,ES48914,20207
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48914,EUR,ES48914,23191
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01008,EUR,ES01008,25052
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01008,EUR,ES01008,25762
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01008,EUR,ES01008,26242
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01008,EUR,ES01008,26531
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01008,EUR,ES01008,30663
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01008,EUR,ES01008,26353
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01008,EUR,ES01008,27631
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01008,EUR,ES01008,26601
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01008,EUR,ES01008,27608
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01008,EUR,ES01008,26122
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01008,EUR,ES01008,27812
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48010,EUR,ES48010,27173
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48010,EUR,ES48010,24827
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48010,EUR,ES48010,21902
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48010,EUR,ES48010,21008
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48010,EUR,ES48010,21049
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48010,EUR,ES48010,26773
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48010,EUR,ES48010,22302
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48010,EUR,ES48010,27404
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48010,EUR,ES48010,20807
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48010,EUR,ES48010,22484
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48010,EUR,ES48010,24988
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48011,EUR,ES48011,21308
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48011,EUR,ES48011,19481
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48011,EUR,ES48011,18294
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48011,EUR,ES48011,17725
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48011,EUR,ES48011,20681
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48011,EUR,ES48011,18372
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48011,EUR,ES48011,18470
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48011,EUR,ES48011,17687
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48011,EUR,ES48011,20553
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48011,EUR,ES48011,18986
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48011,EUR,ES48011,18412
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48023,EUR,ES48023,22862
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48023,EUR,ES48023,20546
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48023,EUR,ES48023,21284
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48023,EUR,ES48023,25317
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48023,EUR,ES48023,24447
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48023,EUR,ES48023,25236
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48023,EUR,ES48023,20310
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48023,EUR,ES48023,21176
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48023,EUR,ES48023,21920
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48023,EUR,ES48023,24472
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48023,EUR,ES48023,23650
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48008,EUR,ES48008,15548
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48008,EUR,ES48008,16308
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48008,EUR,ES48008,17080
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48008,EUR,ES48008,16543
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48008,EUR,ES48008,19162
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48008,EUR,ES48008,18120
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48008,EUR,ES48008,19361
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48008,EUR,ES48008,18671
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48008,EUR,ES48008,16498
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48008,EUR,ES48008,15580
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48008,EUR,ES48008,16926
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01004,EUR,ES01004,20258
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01004,EUR,ES01004,18637
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01004,EUR,ES01004,18497
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01004,EUR,ES01004,19734
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01004,EUR,ES01004,20642
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01004,EUR,ES01004,18613
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01004,EUR,ES01004,18536
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01004,EUR,ES01004,19674
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01004,EUR,ES01004,18749
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01004,EUR,ES01004,18927
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01004,EUR,ES01004,18627
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01009,EUR,ES01009,18072
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01009,EUR,ES01009,20144
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01009,EUR,ES01009,18402
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01009,EUR,ES01009,20279
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01009,EUR,ES01009,19601
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01009,EUR,ES01009,18718
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01009,EUR,ES01009,20726
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01009,EUR,ES01009,18270
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01009,EUR,ES01009,19153
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01009,EUR,ES01009,21429
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01009,EUR,ES01009,19798
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20014,EUR,ES20014,19321
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20014,EUR,ES20014,20683
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20014,EUR,ES20014,24416
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20014,EUR,ES20014,19845
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20014,EUR,ES20014,23083
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20014,EUR,ES20014,21379
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20014,EUR,ES20014,19296
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20014,EUR,ES20014,22952
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20014,EUR,ES20014,23159
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20014,EUR,ES20014,20301
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20014,EUR,ES20014,19552
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20903,EUR,ES20903,20864
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20903,EUR,ES20903,20133
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20903,EUR,ES20903,21465
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20903,EUR,ES20903,19646
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20903,EUR,ES20903,21193
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20903,EUR,ES20903,19960
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20903,EUR,ES20903,22609
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20903,EUR,ES20903,25840
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20903,EUR,ES20903,25362
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20903,EUR,ES20903,25380
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20903,EUR,ES20903,23457
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20015,EUR,ES20015,21855
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20015,EUR,ES20015,22233
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20015,EUR,ES20015,24215
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20015,EUR,ES20015,21569
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20015,EUR,ES20015,21512
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20015,EUR,ES20015,23093
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20015,EUR,ES20015,24869
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20015,EUR,ES20015,25800
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20015,EUR,ES20015,20544
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20015,EUR,ES20015,21629
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20015,EUR,ES20015,24835
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48091,EUR,ES48091,18710
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48091,EUR,ES48091,20584
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48091,EUR,ES48091,18269
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48091,EUR,ES48091,22375
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48091,EUR,ES48091,17723
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48091,EUR,ES48091,21129
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48091,EUR,ES48091,20621
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48091,EUR,ES48091,18452
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48091,EUR,ES48091,19297
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48091,EUR,ES48091,18891
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48091,EUR,ES48091,17863
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48070,EUR,ES48070,17707
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48070,EUR,ES48070,19805
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48070,EUR,ES48070,19860
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48070,EUR,ES48070,21330
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48070,EUR,ES48070,18582
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48070,EUR,ES48070,18748
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48070,EUR,ES48070,18589
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48070,EUR,ES48070,21084
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48070,EUR,ES48070,19463
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48070,EUR,ES48070,20655
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48070,EUR,ES48070,20291
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01010,EUR,ES01010,19757
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01010,EUR,ES01010,20641
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01010,EUR,ES01010,22186
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01010,EUR,ES01010,21494
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01010,EUR,ES01010,19744
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01010,EUR,ES01010,20003
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01010,EUR,ES01010,22200
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01010,EUR,ES01010,22817
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01010,EUR,ES01010,19777
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01010,EUR,ES01010,19430
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01010,EUR,ES01010,19807
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20017,EUR,ES20017,20035
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20017,EUR,ES20017,20478
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20017,EUR,ES20017,24296
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20017,EUR,ES20017,21731
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20017,EUR,ES20017,19386
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20017,EUR,ES20017,23421
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20017,EUR,ES20017,19257
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20017,EUR,ES20017,23326
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20017,EUR,ES20017,19279
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20017,EUR,ES20017,19567
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20017,EUR,ES20017,22544
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20018,EUR,ES20018,23801
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20018,EUR,ES20018,21960
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20018,EUR,ES20018,19221
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20018,EUR,ES20018,19386
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20018,EUR,ES20018,21434
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20018,EUR,ES20018,20302
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20018,EUR,ES20018,23149
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20018,EUR,ES20018,26472
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20018,EUR,ES20018,19414
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20018,EUR,ES20018,20599
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20018,EUR,ES20018,20680
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48012,EUR,ES48012,26891
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48012,EUR,ES48012,23520
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48012,EUR,ES48012,25372
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48012,EUR,ES48012,24994
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48012,EUR,ES48012,23914
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48012,EUR,ES48012,26566
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48012,EUR,ES48012,29945
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48012,EUR,ES48012,27925
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48012,EUR,ES48012,24666
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48012,EUR,ES48012,24012
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48012,EUR,ES48012,25715
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20904,EUR,ES20904,21441
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20904,EUR,ES20904,23252
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20904,EUR,ES20904,24579
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20904,EUR,ES20904,27623
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20904,EUR,ES20904,21339
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20904,EUR,ES20904,19812
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20904,EUR,ES20904,24539
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20904,EUR,ES20904,21664
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20904,EUR,ES20904,24161
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20904,EUR,ES20904,24701
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20904,EUR,ES20904,22334
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48090,EUR,ES48090,18613
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48090,EUR,ES48090,17559
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48090,EUR,ES48090,17767
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48090,EUR,ES48090,14670
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48090,EUR,ES48090,16696
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48090,EUR,ES48090,15248
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48090,EUR,ES48090,15496
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48090,EUR,ES48090,15388
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48090,EUR,ES48090,16271
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48090,EUR,ES48090,15747
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48090,EUR,ES48090,14896
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01011,EUR,ES01011,13275
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01011,EUR,ES01011,13103
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01011,EUR,ES01011,13552
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01011,EUR,ES01011,14074
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01011,EUR,ES01011,15382
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01011,EUR,ES01011,12201
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01011,EUR,ES01011,14655
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01011,EUR,ES01011,15740
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01011,EUR,ES01011,15888
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01011,EUR,ES01011,14230
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01011,EUR,ES01011,12668
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48013,EUR,ES48013,18756
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48013,EUR,ES48013,16560
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48013,EUR,ES48013,16450
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48013,EUR,ES48013,17550
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48013,EUR,ES48013,16398
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48013,EUR,ES48013,18750
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48013,EUR,ES48013,16592
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48013,EUR,ES48013,16935
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48013,EUR,ES48013,19736
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48013,EUR,ES48013,17695
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48013,EUR,ES48013,16766
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48014,EUR,ES48014,27571
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48014,EUR,ES48014,21751
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48014,EUR,ES48014,24076
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48014,EUR,ES48014,21899
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48014,EUR,ES48014,23975
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48014,EUR,ES48014,23364
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48014,EUR,ES48014,26973
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48014,EUR,ES48014,23345
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48014,EUR,ES48014,22162
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48014,EUR,ES48014,24744
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48014,EUR,ES48014,24663
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01013,EUR,ES01013,22738
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01013,EUR,ES01013,22774
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01013,EUR,ES01013,22251
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01013,EUR,ES01013,25151
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01013,EUR,ES01013,24378
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01013,EUR,ES01013,23264
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01013,EUR,ES01013,22698
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01013,EUR,ES01013,22520
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01013,EUR,ES01013,23957
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01013,EUR,ES01013,24172
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01013,EUR,ES01013,22785
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48015,EUR,ES48015,16478
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48015,EUR,ES48015,15989
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48015,EUR,ES48015,16437
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48015,EUR,ES48015,18203
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48015,EUR,ES48015,18249
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48015,EUR,ES48015,17381
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48015,EUR,ES48015,16446
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48015,EUR,ES48015,16265
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48015,EUR,ES48015,17034
